Case Index,Core Terms
Case 1,"consumers, Stadium, district court, damages, monopoly, team, anti trust law, antitrust, cases, lease, Basketball, 
competitor, franchise, opportunity cost, acquire, Sherman Act, compute, calculation, contracts, rivals, 
anticompetitive, investors, profits, buy, prejudgment interest, antitrust violation, bidding, shareholders, player, retail"
Case 2,"lease, drivers, cab, antitrust claim, exemption, parties, anti trust law, antitrust, picketing, boycott, discovery, 
employees, taxicab, laches, amend, labor practice, labor dispute, secondary, unfair, independent contractor, 
working conditions, amended complaint, asserting, charges, join, Sherman Act, pleadings, questions, wages, deny 
leave"
Case 3,"tattoo, trade secret, dental, modified, conventional, permanent, needle, misappropriation, patients, patent, dye, 
instruments, disposable, battery, driven, eyelid, tip, confidential information, machine, artist, liner, documented, 
tape, confidential, declaration, profession, seminars, distal, deposition testimony, medical product"
Case 4,"dealers, Dealers' Act, tying arrangement, anti trust law, termination, franchises, sales, manufacturers, purchases, 
damages, new trial, antitrust claim, district court, distributors, consumers, discounts, inventory, buy"
Case 5,"antitrust, Cinema, removal, cause of action, federal law, interstate, federal claim, federal court, commerce"
Case 6,"participating, patients, nonparticipating, insurer, summary judgment, conspiracy, vertical, horizontal, contracts, 
prices, interdependence, provide a service, pharmacies, Relations, consumer, referral, buyer, Sherman Act, 
anticompetitive, subscribers, distortion, indicates, benefits, boycott, infer, join, physician's services, anti trust law, 
district court, rule of reason"
Case 7,"interface, litigate, collateral estoppel, tariff, certification, telephone, contends, customer, estop, bad faith, network, 
parties, cases, decisions, fair opportunity, antitrust, estoppel, relitigating, telephone terminal, government's case, 
sham exception, premises, courts, relevant market, competitors, monopolized, installing, offensive, monopoly, 
opposing"
Case 8,"false claim, cause of action, civil penalty, conspiracy, tolling, statute of limitations, summary judgment, projects, 
damages, cases, claim for payment, bidrigging, fraudulent, equitable, rig"
Case 9,"merger, antitrust, pricing, predatory, anti trust law, competitors, Clayton Act, acquisition, injunctive relief, beef, 
damages, district court, packer, loss of profits, concentration, squeeze, plants, threatened loss, losses, violation of 
antitrust laws, market share, probability, injunction, price-cost, compete, markets, profits, cattle, harmed, actual 
injury"
Case 10,"motive, itinerant, surgery, rule of reason, defendants', plaintiffs', patients, antitrust, patient care, ethical, Sherman 
Act, surgeons, parties, professions, motion in limine, anticompetitive, scientific method, per se rule, violates, 
reasons, canons, terms, exhibits, surgical, boycott, probative value, district court, pending motion, trial brief, 
instructions"
