Page,Core Terms
21,"attorney's fees, costs, offers, Defendants', Practices, Antitrust, good faith, Sherman Act, entitlement, determination 
of entitlement, award of costs, prevailing party, justiciable issue, total cost, motions, taxed, bill of costs, mediation, 
appeals, damages, exhaust, injunctive relief, antitrust claim, anti trust law, monopolization"
37,"imaging, providers, defendants', health plan, patients, market share, diagnostic, barriers, facilities, competitors, 
monopolization, plaintiffs', antitrust, prices, radiologists, outpatient, referrals, entrants, plans, opened, 
anticompetitive, contracts, cases, tri-county, charges, termination, quotation, monopoly, shortage, markets"
52,"vessel, salvage, Marine, plaintiffs', injunctive relief, irreparable harm, contractor, preliminary injunction, insurer, 
request for injunctive relief, alleges, irreparable injury, vessel owner, rights, damaged, moot, color of state law, 
permission, asserts, storm, lift, parties, merits, substantial likelihood, authorization, violations, deprived, docked"
62,"Discounts, bundling, market share, oximetry, anticompetitive, contracts, practices, products, damages, foreclosed, 
monitors, sensors, terminable, competitors, foreclosure, purchasing, monopoly power, short notice, co-marketing, 
antitrust, tape, monopoly, programs, manufacturers, technology, new trial, exclusionary, compatible, effects, pulse"
80,"negotiations, Partner, bid, joint venture, parties, good faith, disclose, military, confidential information, letter of 
intent, asserts, misrepresentation, summary judgment, compete, spreadsheet, customers, inform, confidentiality 
agreement, preparing, pricing, mutual, Confidentiality, wholesalers, terminate, warehouse, margins, email, breach 
of contract, summary judgment motion, special relationship"
92,"simulator, Defendants', authorities, public transit, antitrust, immunity, bid, specifications, alleges, anticompetitive, 
anti trust law, motion to dismiss, Sherman Act, amended complaint, consumer, bus-driving, marketing, competitive 
bidding, competitor, lobbying, tailored, anticompetitive conduct, restraint of trade, courts, procurement, antitrust 
violation, modifications, manufacture, conspiracy, bid specifications"
109,"antitrust, products, allegations, aggregation, conspiracies, Defendants', market share, endo-mechanical, motion to 
dismiss, contracts, vertical, argues, pled"
114,"patent misuse, software, patent, fair dealing, counterclaim, covenant of good faith, antitrust, monopolization, 
terminate, trading, affirmative defense, independent cause of action, antitrust violation, exchanges, royalties, 
covenant, forever"
119,"copper, personal jurisdiction, tubing, contacts, venue, antitrust, Clayton Act, asserts, service of process, commerce, 
domestic, export, subject matter jurisdiction, price-fixing, distributor, nationwide, availed, Sherman Act, 
manufacturers, conspiracy, argues, import, motion to dismiss, cause of action, anti-competitive, plumbing, Abroad, 
entity, sales"
128,"joint venture, bid, parties, asserts, Zone, breach of fiduciary duty, ambulance service, summary judgment, rule of 
reason, emergency, payor, plans, confidential information, competitors, ambulance, allocate, programs, argues, 
entity, mix, summary judgment motion, fiduciary duty, anticompetitive, non-emergency, eliminated, billing, budget"
138,"Skiing, catalog, license, electronic, dealers, preliminary injunction, facilities, monopolize, updates, automobile parts, 
anti trust law, new contract, antitrust, merits, terms, license agreement, ten years, negotiations, parties"
143,"contracts, dealers, extended service, relevant market, Defendants', alleges, extended service contract, financing, 
consumer, antitrust, provider, rating, service contract, insured, insurance company, monopolize, motion to dismiss, 
Sherman Act, purchasers, set of facts, dealerships, competitor, group boycott, anticompetitive, manufacturer's, 
pled, business relationship, tortious interference, definite statement, customers"
156,"patent, alleges, megestrol, acetate, generic, procured, competitors, asserts, output, monopolize, products, Sherman 
Act, invalid, surfactants, Pharmaceuticals, suspension, disclose, unenforceable, infringement, manufacture, 
immunity, patent infringement, motion to dismiss, anti trust law, prior art, settlement, omissions, sham, 
anticompetitive, references"
173,"antitrust, allegations, amended complaint, motion to dismiss, Sherman Act, Defendants', patients"
177,"franchisees, franchise, products, vendor, market power, summary judgment, Shop, tying arrangement, tying 
product, tied product, antitrust, essential element, lock-in, material fact, anesthesiologists, exclusive-vendor, 
consumers, franchise agreement, bidding process, moving party, genuine"
188,"Blue, rates, boycott, price-fixing, customers, insurers, e-mails, incumbency, supplementation, premiums, bid, 
supracompetitive, summary judgment, Deposition, collusion, terminate, vigorous, compete, prices, motion to 
exclude, models, switch, insurance business, premium rate, actual rate, underwriting, conditions, concerted, carrier, 
argues"
