Page,Core Terms
21,"convention center, antitrust, immunity, anti-competitive, matter of law, relevant market, monopolization, local 
government, argues, state action doctrine, supervision, state policy, monopoly power, trade show, authorization, 
cleaning service, articulated, prospective economic advantage, intentional interference, competitors, municipal, 
manage, space, state action, cleaning, essential facilities doctrine, affirmative defense, Sherman Act, foreseeable, 
contracts"
40,"counterclaims, License, allegations, lawsuit, Specification, patents, anti-SLAPP, letters, antitrust, argues, litigation 
privilege, amended complaint, infringement, affirmative defense, unfair competition, good cause, Sherman Act, 
courts, sham, communications, rights, parties, cause of action, technology, responded, press release, fraudulent, 
misconduct, pleadings, quotation"
56,"Subscriber, Provider, reimbursement, Plaintiffs', cause of action, allegations, antitrust, Insurer, benefits, database, 
pleaded, Defendants', injuries, mail, enterprise, fraudulent, motion to dismiss, methodologies, conspiracy, predicate, 
Sherman Act, Conspirators, courts, plans, unfair competition, misrepresentation, embezzlement, Negotiated, fee 
schedule, Participating"
100,"E-book, Retailer, consumers, retail price, compliance, business arrangement, joint venture, promotions, Antitrust, 
discounts, communications, employees, format, impede, principal place of business, anti trust law, offering price, 
partnerships, thirty days, subsidiaries, successors, Wholesale, restricts, terminate, assigns, notice, rights, 
electronic, furnishing, provisions"
110,"district court, patients, privileges, immunity, surgeries, antitrust, costs, suspension, market power, market share, 
argues, damages, surgeon, venture, summary judgment, antitrust claim, monopoly power, costs award, investors, 
quotation, specialty, conspiracy, monopolize, profits, tortious interference, anti trust law, medical staff, peer review, 
rebut, memo"
129,"Stations, Plaintiffs', unfair, third party, Offers, partial summary judgment, purchase price, franchisee, valuations, 
alleged conduct, franchisor, consumers, bona fide offer, bona fide, fair market value, no evidence, bid, genuine 
dispute, competitors, terms, summary judgment motion, summary judgment, manipulated, argues, moves, round, 
punitive damages, Additionally, premises, parties"
139,"cause of action, foreclosure, allegations, trust deed, modification, recorded, lender, collection, documents, 
declaratory relief, notice of default, cancellation, borrower, initiate, ownership, invalid, declaration, fraudulent, 
notice, unfair, fails"
146,"antitrust, customer, competitors, reconsideration motion, reconsideration, prices, defense motion, raising, output, 
rivals"
150,"discovery, movants, cases, antitrust, pricing, predatory, consolidated, costs, protective order, confidential, motion to 
dismiss, antitrust claim, circumstances, requests, stays"
155,"attorney's fees, costs, Consumer, casket, settlement, district court, plaintiffs', Clayton Act, class certification, 
antitrust, compensatory damages, damages, funeral home, merits, moot, mandatory, predominance, prices, 
magistrate judge, anti trust law, conspiracy, injunctive relief, nationwide, markets, lack of subject matter jurisdiction, 
antitrust claim, bring suit, injury-in-fact, prevailing, courts"
178,"unfair competition, lawsuit, defamation, counterclaim, damages, malicious, misappropriation, defamatory, Chemical, 
baseless, patent, source code, memorandum, trial court, sham, Jurors, immunity, Compensatory, joining, trade 
secret, employees, unfair-competition, defamatory statement, punitive damages, bad faith, Abstracts, injuring, 
appellate court, newspaper, defendants'"
230,"affirmative defense, counterclaim, tortious interference, motion to dismiss, defendants', asserting, lawsuit, 
allegations, Counts, abuse of process, motion to strike, argues, pleadings, business relationship, false statement, 
defamation, antitrust, malicious, baseless, press release, trade secret, injunction, stricken"
243,"filed rate doctrine, rates, electricity, purchaser, market price, auction, bid, cap, overcharge, costs, antitrust, 
customers, installed, producers, indirect, regulator, quantity, district court, market-based, cost-plus, federal claim, 
anti-competitive, profits, retail, antitrust claim, rate increase, plaintiff-appellant, manipulation, generating, consumers"
255,"damages, defendants', lost sales, burden of proof, calculation, estimate, prices, amount of damages, lost-sales, 
sales, causal connection, conspiracy, employees, products, partial summary judgment, reasonable probability, 
anticipated revenue, antitrust violation, relevant data, trier of fact, sales volume, price-fixing, speculation, eliminated, 
antitrust, assessing, guesswork, witnesses, relaxed, agrees"
272,"adenosine, myocardial, perfusion, imaging, class certification, patent, antitrust, healthcare provider, purchasers, 
injunctive, seller, claim for damages, stress, declaratory relief, injunctive relief, class member, certification, generic, 
antitrust claim, patients"
279,"alleges, wind, acquisition, turbines, wind turbine, tortious interference, monopoly power, third party, fails, 
subcontract, interfered, induce, farms, defamation claim, expectancy, relations"
288,"natural gas, prices, regulation, preemption, deregulation, sales, preempted, manipulation, interstate, wellhead, 
federal law, energy, field preemption, district court, pipelines, first sale, wholesale, rates, transportation, antitrust, 
markets, federal regulation, anti trust law, indices"
298,"antitrust, parties, disparagement, summary judgment, settlement"
302,"Floral, patent, patent misuse, products, confidentiality agreement, summary judgment, no-copy, patentee, expired, 
matter of law, cease-and-desist, parties, summary judgment motion, rule of reason, copies, alleges, misuse, 
unenforceable, prerequisite, conversion, patent law, cross-motion, modification, negotiations, Innovations, compete, 
courts, block, terms, foam"
310,"prices, transmissions, discounts, truck, district court, competitors, customers, products, damages, practices, above-
cost, market-share, rebates, Plaintiffs', targets, anticompetitive, antitrust, supplier, anti trust law, purchasers, 
contracts, market share, price-cost, predatory, manufacturer, foreclosed, foreclosure, buyers, rivals, Sherman Act"
396,"website, relevant market, trading, rare coin, dealers, numismatic, market power, Cartwright Act, Lanham Act, coins, 
real-time, prices, false statement, allegations, prospective economic advantage, price fixing, Sherman Act, third-
party, restraint of trade, cause of action, Clayton Act, motion to dismiss, consumers, customers, rare-coin, prong, 
negligent interference, unfair competition, false advertising, exclusive-dealing"
407,"allegations, conspiracy, eggs, reduction, motion to dismiss, hatch, joined, chick, participated, complaints, 
guidelines, export, hen, Plaintiffs', Animal, producer, denies, flock, cage, antitrust, leadership position, alleged 
conspiracy, collective action, trade group, adjudicating, documents, meetings, reasons, public record, Defendants'"
421,"apparent authority, allegations, anti trust law, subcommittee, Defendants', motion to dismiss, Sherman Act, 
conspiracy, argues, violations, positions, concerted action, anticompetitive, technologies, asserts, standard-setting, 
abusing, cutoff, antitrust violation, alleged conspiracy, model code, time delay, regulations, reputation, antitrust, fuel"
430,"warranty, consumer, alleges, power supply, cause of action, motion to dismiss, malfunction, manufacturer, 
Advertising, unfair, quotation, disclose, marks, prong, express warranty, fails, cure, recommended, graphics, card, 
fraudulent, misleading, violations, customers, duration, puffery, implied warranty of merchantability, affirmative 
misrepresentation, breach of express warranty, implied warranty"
442,"wholesale, arbitration, termination, reasonable compensation, licensee, brands, holder, good cause, certificate of 
approval, motion to dismiss, parties, antitrust, notice, asserts, cancel, certificate holder, cause of action, violations, 
amend, allegations, profits"
448,"trust deed, alleges, recorded, Deed, foreclose, Notice, mortgage, plaintiff's claim, foreclosure, altered, void, 
cancellation, documents, quiet title, fraudulent, fails, assign, emotional distress, leave to amend, Substitution, 
outrageous, forged, unfair, securitization"
459,"Counter, insurer, alleges, benefits, unfair, disability, motion to dismiss, Policies, insurance bad faith, business 
practice, waiting period, Counterclaim, money had and received, Defendants', violations, practices, prong, claimant, 
total disability, mishandling, accounting, cases, statutory violation, month delay, antitrust, emotional, adjuster, 
consumer, deadline, distress"
468,"arbitrator, chemical, monopoly, vacated, Products, shingles, shakes, fire retardant, confirm, arbitration award, 
exclusive license, disregarded, manifest, License, roofing, violate public policy, Confidential, manufactured, 
manifestly, quotations, defenses, grounds, motion to vacate, public policy, Sherman Act, domestic, purposes, 
listing, courts"
