Page,Core Terms
21,"search engine, antitrust, Plaintiffs', allegations, phones, consumers, default, handheld, licenses, users, innovation, 
products, anticompetitive conduct, injunctive relief, anticompetitive, commodities, tangible, manufacturers, 
competitors, leave to amend, Sherman Act, pre-load, software, mobile, prices, foreclosure, pleadings, damages, 
anti trust law, mobile phone"
35,"cable, channels, preempted, tier, regulation, billing, subscribers, preemption, consumer protection, rates, state law, 
fundamental change, changes, demurrer, television, unfair, costs, hikes, leave to amend, sports, trial court, 
programming, enhanced, games, billing practices, rate regulation, federal law, customer, deletion, carte"
51,"merchants, alleges, cause of action, deceived, sufficient to support, deceptive, consumer, unfair, motion to dismiss, 
misrepresentations, business practice, false advertising, Lanham Act, pricing, markup, contractual relationship, 
intentional interference, processing service, statement of facts, previous order, competitors, fraudulent, cost-plus, 
discloses, documents, acquirer, dealers, induced, monthly statements, third party"
61,"immunity, supervision, active market, state agency, regulation, Sherman Act, whitening, dentists, teeth, 
municipality, sovereign, anti trust law, anticompetitive, state-action, licensing, entity, nondentists, antitrust, 
anticompetitive conduct, practice of dentistry, nonsovereign, Dental, agencies, state policy, articulated, dentistry, 
state law, Ethics, profession, delegates"
89,"self-insured, conspiracy, purchasing, network, rule of reason, Iowa Competition Law, antitrust, out-of-state, 
Pharmacy, per se rule, prices, reimbursement rate, negotiated, licensees, provider, anticompetitive, price-fixing, 
Sponsors, prescription drug, price fixing, functions, rates, per se violation, summary judgment, district court, health 
insurer, plaintiffs', practices, insurer, naked"
101,"Subscribers, costs, documents, district court, online, copies, antitrust, electronically, upload, discovery, charges, 
make a copy, injury-in-fact, tasks, summary judgment, processes, invoice, stored, vendor, production of documents, 
award costs, costs award, format, prices, declaration, customers, subscription, duplication, recoverable, conversion"
121,"authentication, press release, artwork, defamation, Exhibition, conspiracy, plaintiffs', motion to dismiss, special 
damage, defendants', auction, Collection, lawsuit, fake, business relationship, privileged, sanctions, dealer, state 
law claim, defamatory, organizers, antitrust, unjust enrichment, disparagement, advertising, customers, Gallery, 
houses, intellectual property rights, tortious interference"
137,"Defendants', accounting, allegations, advertising, charges, keywords, unfair, motion to dismiss, cause of action, 
consumers, credit card, clicks, fraudulent, prong, shareholder, conversion, practices, invoiced, records, funds, card, 
parties, courts, business practice, leave to amend, billing, travel, alter ego, documentation, competitors"
150,"advertisements, lawsuit, false advertising, baseless, unfair competition, prices, counterclaim, furniture, literally, 
allegations, immunity, Lanham Act, asserts, motion to dismiss, common law, discovery, pleaded, argues, sham, 
limited quantity, misrepresentations, representations, consumer, summary judgment motion, common law claim, 
sham exception, regular price, federal law, misleading, contends"
159,"profession, right to practice, alleges, economic relations, amended complaint, third party, patients, unfair, cause of 
action, leave to amend, prospective economic advantage, hospitalist, probability, argues, future economic, 
intentional interference, speculative, fraudulent, unfair competition, motion to dismiss, anti trust law, grounds, notice"
