Page,Core Terms
21,"boycott, market power, lawyers, petitioners', cases, anti trust law, immunity, Sherman Act, rates, motivation, 
appointments, condemnation, prices, anticompetitive, antitrust, rate increase, per se rule, political activity, 
government action, suppliers, indigent defendant, price-fixing, competitors, rights, aimed, horizontal, regulation, 
hourly rate, nonviolent, purchaser"
52,"machines, lease, parties, third-party, premises, royalties, third party, bargain-seeker, terms, contracting parties, 
coin-machine, cases, lease provision, install, lost profits, custom, rights, buyer, damages, lessor, contracts, fifteen 
years, trial court, machine-location, contractual, obligated, reciting, spelled, lease agreement, no writ"
73,"tennis, players, producers, tournaments, antitrust, sanctioned, cartel, amended complaint, district court, 
monopolization, appellants', alleges, sponsor, pool, Sherman Act, anti trust law, unfair competition, appellant's 
claim, rights, horizontal, ripe, conspiracy, television, compete, Counts, business relationship, broadcasting, reasons, 
monopoly power, restrictions"
97,"monopolize, conspiracy to monopolize, conspiracy, jobbership, antitrust, petroleum product, specific intent, instant 
case, conspiring, monopoly, jobber, interstate commerce, cause of action, relevant market, no evidence, Sherman 
Act, circumstances, counterclaim, distributor, competitor, dealings, buyer, words"
100,"conspiracy, summary judgment, antitrust, defendants', plaintiffs', alleged conspiracy, ambiguous evidence, act 
independently, nonmoving party, material fact, motivation, proffered, genuine, tending"
102,"newspaper, losses, capricious, Recommended, financial failure, summary judgment, probable danger, antitrust, 
prices, advertising, circulation, fact finding, motivations, plaintiffs', domination, profits, parte"
111,"airport, off-airport, regulation, summary judgment motion, rental car company, rental car, user fee, customers, 
Counts, violates, state policy, contends, immunity, anticompetitive conduct, interstate commerce, deprivation, 
asserts, summary judgment, anti trust law, Sherman Act, deposition, facilities, provisions, passenger, exempt, roads"
121,"venue, personal jurisdiction, antitrust, service of process, extra-territorial, summary judgment motion, motion to 
dismiss, transportation, memorandum, defendants'"
126,"supervision, immune, anti trust law, electric, municipality, state action, state policy, private party, district court, 
antitrust, suppliers, entity, service area, anticompetitive, articulated, state agency, cooperatives, attributes, displace, 
rates, state action doctrine, public utility, regulated, policies, courts"
136,"Cable, franchise, effective, private party, decision maker, summary judgment, modifications, conspiracy, 
municipality, antitrust, decisions, present evidence, conspirators, manipulated, acquiesced, discovery, contends, 
immunity, asserts, demands"
144,"dog, antitrust, rule of reason, anticompetitive, suspension, Cooper, sport, conspiracy, defendants', Sherman Act, 
dog show, competitors, memorandum, sanctions, pendent, restraint of trade, summary judgment, state law claim, 
anti trust law, per se rule, predominantly, practices, boycott, genuine, target, ring"
157,"damages, Disposal, attorney's fees, district court, antitrust, summary judgment, causation, government agency, 
reconsideration motion, antitrust violation, interrogatory answer, Sherman Act"
162,"market power, Seller, tie, buyers, dealer, percent, tying product, spare parts, prices, sales, anticompetitive, market 
share, tied product, antitrust, customers, imports, per se rule, Sherman Act, distributor, anti-tying, consumers, 
protested, effects, hurt"
170,"conspiracy, collateral estoppel, counts, district court, defendants', interstate commerce, storage, new trial, 
successive prosecution, refuse to submit, Sherman Act, offenses, sentence, elect, double jeopardy, indictment, 
prosecute, commerce"
179,"exemption, Institutions, Antitrust, price discrimination, Non-Profit, Robinson-Patman Act, anti trust law, sales, 
prohibits, preemption, baseball, supplies, seller"
186,"detailing, Marine, boat, Clean, License, summary judgment, parties, monopolize, summary judgment motion, 
antitrust, undisputed, slips, relevant market, antitrust claim, defendants', conspiracy, customers, employees, state 
law claim, cross-motions, railroad, percent, Harbor, interstate commerce, prices"
197,"horizontal, summary judgment, vertical, termination, tractors, Sherman Act, effects, plaintiffs', defendants', 
distributor, franchise, per se rule, conspiracy, rule of reason, anti trust law, anticompetitive, franchisees, dealership, 
antitrust"
204,"prices, price fixing, antitrust, vertical, anti trust law, maximum, competitors, retail, dealers, fixing, price-fixing, 
gasoline, maximum price, consumers, resale price, Sherman Act, horizontal, anticompetitive, interbrand, 
conspiracy, predatory, district court, Tugboat, rival's, Clayton Act, profits, pilot, price competition, distorts, injuries"
224,"franchises, allegations, franchise agreement, products, buy, coercion, commissary, restaurants, tied product, 
franchisees, supplier, pizza, racketeering activity, tying arrangement, tying product, no evidence, buyer, food, 
interstate commerce, Sherman Act, anticompetitive, antitrust, purchaser, ticketing, seller's, effects, parties, mail"
235,"deposits, predicate act, institutions, savings, state court, depositors, federal court, racketeering activity, district 
court, concurrent jurisdiction, misrepresentations, defendants', plaintiffs', amended complaint, mail, abstention, 
receiver, damages, insured, receivership proceeding, loan association, conservatorship, receivership, allegations, 
provisions, insolvent, seal, causal connection, former officer, wire fraud"
251,"conspiracy, franchise, Liquidating, plaintiffs', subsidiary, termination, restraint of trade, Sherman Act, allegations, 
franchisees, courts, conspiring, complaints, fiduciary duty, antitrust, commerce, anti trust law, ice cream, federal 
decision, decisions, incapable, actual termination, interpreting, defendants', nonrenewal, violations, entities, Counts, 
unfair, failure to state a claim"
268,"exclusive contract, radiology, conspiracy, Counts, summary judgment, monopolize, anticompetitive, antitrust, 
monopoly power, defendants', concerted activity, Sherman Act, memorandum, awarding, asserts, genuine, 
reasons, staff, material fact, circumstantial, recommendation, manufacturer, alleges"
279,"furniture, antitrust, manufacturers, summary judgment, antitrust violation, defamation, factoring, alleges, contracts, 
parties, retail"
283,"mergers, Cartwright Act, refiners, crude oil, common law, acquisition, Antitrust, Sherman Act, attorney general, 
consent order, anti trust law, regulation, preempted, Clayton Act, firms, interstate, effects, cases, state law, 
interstate commerce, combinations, commerce clause, pipeline, anticompetitive, purposes, parties, oil, preemption, 
marketing, italics"
329,"Gold, tender offer, antitrust, takeover, merger, stock, contacts, holdings, traded, plaintiffs', owns, subsidiary, target, 
concentration, holders, output, shares, anti trust law, Clayton Act, acquisition, diamond, Mining, entity, merits, 
headquarters, injunctive, profits, argues, firms, preliminary injunction"
347,"Gold, tender offer, antitrust, takeover, merger, contacts, traded, stock, holdings, owns, plaintiffs', subsidiary, target, 
concentration, holders, output, shares, anti trust law, Clayton Act, acquisition, diamond, Mining, argues, merits, 
injunctive, profits, entity, firms, preliminary injunction, general jurisdiction"
364,"pricing, Propane, predatory, district court, antitrust, monopoly, costs, percent, customers, market share, variable, 
cases, legislative history, total cost, summary judgment, Sherman Act, common law, circumstantial evidence, 
antitrust statute, Robinson-Patman Act, competitors, Clayton Act, seller, present evidence, marginal cost, matter of 
law, short run, monopolization, commodities, documents"
387,"plaintiffs', patients, competitors, reimbursement, anticompetitive, defendants', allergy, price fixing, antitrust, 
maximum, testing, prices, market power, levels, relevant market, subscribers, rule of reason, fee schedule, no 
evidence, allergists, Sherman Act, group boycott, price-fixing, motive, per se violation, per se rule, consumer, 
compete, joint venture, conspiracy"
412,"filter, foam, ceramic, patents, slurry, metal, molten, infringement, discloses, prior art, invention, inventors, roll, 
aluminum, manufacture, invalid, anticipated, rollers, pore, customers, slope, impregnation, machine, ordinary skill, 
best mode, skill, blockages, tests, inventorship, references"
451,"damages, antitrust, district court, franchise, cable, notices, zoning, petitioning, tortious interference, co-conspirator, 
violations, building inspection, zoning violation, zoning code, franchise agreement, apartment complex, accessory 
use, punitive damages, cable company, reasons, argues, antitrust liability, cable television, jury's verdict, award 
damages, new trial, anticompetitive, customers, satellite, parties"
466,"Dyazide, patent, marketing, potassium, defendants', antitrust, refers, magnesium, monopolization, allegations, 
suppression, contends, rights, deposition, Sherman Act, memorandum, genuine issue, patients, amended 
complaint, diuretic, excerpt, clinical trial, anticompetitive, alleged suppression, summary judgment, commerce, 
monopoly power, Recommendation, generic, license agreement"
495,"interstate commerce, anti trust law, antitrust, products, preempted, distributor, state antitrust law, state law, 
regulation, commerce, Sherman Act, preemption, state statute, intrastate commerce, motion to dismiss, courts, 
subject matter jurisdiction, federal statute, customers, antitrust claim, invalid"
503,"summary judgment, antitrust, pianos, terminated, concert, dealer"
508,"peer review, discovery, clinic, supervision, judicial review, anti trust law, state action, plaintiffs', peer review process, 
privileges, decisions, summary judgment motion, state claims, contending, antitrust, immunity, Counts, courts, work 
product privilege, proceedings, patients, parties, exempt, motion to compel, summary judgment, medical staff, 
defendants', termination, pendent, prong"
