Page,Core Terms
21,"browser, operating system, software, integrated, user, products, monopolization, monopoly, license, technologies, 
restrictions, distribute, Web, leveraging, platform, courts, e-mail, screen, anticompetitive, functions, competitors, 
channel, summary judgment, anti trust law, consumers, customers, market share, antitrust, Java, Navigator"
53,"plaintiffs', distributor, removal, defendants', Funds, federal court, state court, advertisements, preemption, benefits, 
tobacco, addictive, plans, state law, reimbursement, allegations, federal question, subrogation, cigarettes, diversity 
jurisdiction, terms of the plan, cause of action, district court, violations, preempted, voluntary dismissal, state law 
claim, fraudulently, decisions, fiduciary"
67,"anesthesiologist, conspiracy, antitrust, staff privileges, summary judgment, anticompetitive, privileges, illegal 
conspiracy, reasonable jury, peer review, Sherman Act, circumstances, competence, patient, seeing, laser"
69,"network, satellite, programming, defendants', challenges, subscribers, stations, household, alleges, affiliates, 
television, immunity, infringement, baseless, broadcast, license, signal, concerted, negotiate, antitrust, carrier, 
petitioning, letters, antitrust liability, over-the-air, unserved, offers, grade, retransmit, rights"
85,"electricity, electric utility, regulation, rates, electric power, generation, retail, displace, summary judgment, wheeling, 
earmark, supervises, wholesale, customer, immunity, steel, public utility, nonmovant's, third-party, antitrust, argues, 
articulated, consumers, genuine, parties, motion to dismiss, regulatory policy, power generation, public interest, 
state action"
102,"needles, patent, gun, invention, generation, inventor, invalidity, biopsy, energizing, testing, on-sale, infringement, 
reissue, sleeve, prior art, anticipation, specification, sequential, inventorship, spring, antitrust, stylet, misuse, 
incorrect, assembly, substantial evidence, cannula, products, tissue, antitrust violation"
145,"franchisees, franchise, Products, pizza, antitrust, costs, software, franchise agreement, relevant market, 
aftermarket, alternate, tie-in, distributor, authors, dough, Recommendation, switching, narrowed, anti trust law, 
plaintiffs', market power, ingredients, suppliers, supplies, summary judgment, interchangeable, customers, prices, 
franchisor, contracts"
164,"alleges, financing, antitrust, customers, bank holding company, floor plan, Sherman Act, referral, banking, 
reciprocal, right of first refusal, monopolization, buy, banking services, pleadings, commerce, products, retail, seller, 
right-of-first-refusal, prohibitions, conspiracy, violations, replead, sales, summary judgment motion, tying 
arrangement, summary judgment, anti trust law, practices"
179,"gasoline, purchaser, lease, consignment, antitrust, retail, Lessee, customer"
185,"district court, commercial activity, lists, marketing, subscribers, directory, database, Sherman Act, telephone, 
customer, subject matter jurisdiction, electronic, foreign state, mailing list, comity, allegations, data processing, 
Antitrust, contends, proceedings, asserts, charges, direct effect, true conflict, cleansed, Appeals, engages, grounds, 
courts, purged"
199,"defendants', antitrust, coverage, insurers, restraint of trade, motion to dismiss, policies, rule of reason, group 
boycott, Sherman Act, Underwriters, asbestos, failure to state a claim, antitrust claim, anti trust law, anticompetitive, 
plaintiffs', discovery, product liability, procompetitive, effects, renewal, cases"
209,"insurers, asbestos, courts, forum non conveniens, grounds, coverage, plaintiffs', antitrust, litigated, defendants', 
policies, contacts, parties, cases, convenience, personal jurisdiction, cause of action, Sherman Act, doctrine of 
forum non conveniens, motion to dismiss, witnesses, anti trust law, minimum contact, choice of law, reimbursement, 
antitrust case, documents, territory, service of process, convenient forum"
225,"antitrust, allegations, interstate, pumps, fire truck, anti trust law, intrastate, conspiracy, commerce, interstate 
transaction, interstate commerce, adverse effect, predominantly, manufacturer, purchasers, state antitrust law, 
defendants', indirect, sales, amended complaint, regulation, contacts, antitrust statute, Sherman Act, contacts-
based, predominance, transactions, monopolies, courts, cases"
241,"clinics, trial court, physical therapy, summary judgment, preferred provider, THERAPIST, territorial, market power, 
rule of reason, boycott, genuine"
249,"royalties, patents, collected, scan, engines, manufacture, license, patent misuse, terminals, integrated, misuse, 
anticompetitive, scanners, summary judgment, hand-held, double, license agreement, products, parties, pays, 
installed, practices, rights, declaration, contends, damages, partial, laser, unreasonable restraint, patent rights"
258,"conspiracy, district court, bid, chlorine, plaintiffs', prices, alleged conspiracy, costs, Garner, Chemicals, summary 
judgment, collusive, entry of summary judgment, hearsay, circumstantial evidence, trier of fact, municipal, antitrust 
claim, excluding, expert testimony, fraud claim, market share, statistical, reliable, abused, furtherance of a 
conspiracy, methodology, statistician, incumbency, antitrust"
289,"patent, estoppel, infringement, antitrust, summary judgment, patentee, relevant market, tops, patent infringement, 
file wrapper, counterclaim, occasional, embodiments, baseless, lawsuit, objectively reasonable, prior art, 
consumers, notice, doctrine of equivalents, attorney's fees, monopolize, casual, wooded, cases, glass, sua sponte, 
forecast, increased price, instant case"
312,"docks, instructions, trial court, conspiracy, damages, railroads, collateral estoppel, iron ore, circumstances, 
preparedness, interrogatories, anti trust law, self-unloading, unloading, vessels, antitrust violation, transportation, 
supplemental, antitrust, factors, argues, reversible error, lending, parties, lease, ship, proposed instruction, futile, 
invoke, affirmative steps"
331,"government body, trial court, documents, records, contracts, related entities, trade secret, disclosure, city hospital, 
entities, Copies, public record, monopolize, antitrust, separate entity, provisions, Campus, requested documents, 
Sherman Act, government entity, acquisition, monopoly, lease, constitutional right to privacy, price information, 
quasi-public, conspiracy, analyses, minutes, studies"
346,"purchasers, indirect, antitrust, price-fixed, ingredient, damages, consumer, chain, legislative history, plain language, 
manufacture, conspiracy, courts, cases, summary judgment motion, summary judgment, interpreting, defendants', 
overcharges"
353,"motion in limine, resin, bifurcation, damages, polypropylene, technology, parties, licensing, oral argument, offer 
evidence, antitrust, customers, argues, phase, polyethylene, motions, motive, plants, probative value, settlement, 
offering"
364,"towing, plaintiffs', wrecker, official capacity, conspiracy, Sheriff, damages, defendants', referral, property interest, 
deprivation, motion to dismiss, plaintiff's claim, Antitrust, constitutionally protected, county commissioner, liberty 
interest, local government, punitive damages, antitrust claim, due process, rotation, request for injunctive relief, 
restraint of trade, injunctive relief, allegations, regulation, pleadings, session, rights"
375,"bat, manufacturers, antitrust, anti trust law, competitors, conspiracy, baseball bat, baseball, teams, anticompetitive, 
aluminum bat, contracts, wooden, violation of antitrust laws, shuttle service, amateur, motion to dismiss, relevant 
market, Clayton Act, composition, conspired, centers, compete, antitrust claim, defendants', Monopolize, predicate, 
violating, airport, bowling"
387,"customers, summary judgment motion, Resellers, tariffs, termination, first amended complaint, 
Telecommunications, agency agreement, Reply, argues, resale, entitled to summary judgment, telecommunications 
service, antitrust, voicemail, commissions, IntraLATA, wholesale, relevant market, summary judgment, carriers, 
anticompetitive, rates, antitrust claim, Declaration, competitors, contracts, filed rate doctrine, anti trust law, 
regulated"
410,"dealer, conspiracy, terminated, quantity, pricing, watches, supplier, conversation, defendants', discounting, resale, 
summary judgment motion, Cartwright Act, parties, inadmissible, declaration, partial summary judgment, hearsay 
statement, statute of frauds, summary judgment, antitrust, plaintiff's claim, pricing policy, cross-motion, price-fixing, 
dealership, Practices, orders, minimum annual, negotiations"
425,"defendants', plaintiffs', statute of limitations, smoking, civil conspiracy, Funds, conspiracy, tobacco, addictive, 
damages, summary judgment motion, nicotine, grounds, fraudulent concealment, causation, cigarette, summary 
judgment, Activity Act, disease, punitive damages, denies, antitrust claim, wrongdoing, causes, cause of action, 
scientists, costs, accrued cause of action, tobacco industry, unlawful conduct"
458,"polystyrene, recycled, damages, post-consumer, monopoly power, pounds, plant, prices, resin, terminated, 
attorney's fees, products, breach of contract, monopoly, foam, tortious interference, purchase agreement, trial court, 
competitors, feedstock, monthly, plastic, output, relevant market, contract claim, food service, monopolize, antitrust, 
packaging, barriers"
478,"revised, motion to strike, alleges, franchise agreement, Defendants', promise, memoranda of law, franchise, 
terminated, quotation, counts, marks, promissory estoppel, cause of action, second count, franchisor, unfair, renew, 
franchise relationship, matter of law, unfair trade practice, conveyance of title, legally sufficient, substantial injury, 
statute of frauds, first count, unscrupulous, oppressive, immoral, distribute goods"
489,"Funds, tobacco product, dismissal with prejudice, consumers, tobacco industry, conspiracy, antitrust, motion to 
dismiss, defendants', tobacco, anti trust law, products, warranty, allegations, antitrust claim, proximate, lack of 
standing, complaints, remoteness, injuries, antitrust violation, matter of law, cigarettes, damages, counts, failure to 
state a claim, unjust enrichment, false statement, stemming, effects"
