Page,Core Terms
21,"patent, Counterclaim, patent misuse, allegations, invalid, settlement agreement, Sherman Act, sham, motion to 
dismiss, infringement, antitrust, unfair, patentee's, baseless, immunity"
27,"legal claim, plaintiffs', equitable claim, trial court, defendants', cause of action, equitable, prong, fraudulent, binding, 
appellate court, dispose, statement of decision, pertaining, reversal, preclusive effect, judicial notice, slander of title, 
jury trial, preclusion, unfair competition, foreclosure, retrial, jury waiver, unfair, bench trial, jury demand, remittitur, 
correctly, grounds"
41,"privileges, allegations, Bylaws, immunity, recommendation, obstetrical, suspension, motion to dismiss, Defendants', 
medical staff, Credentials, hospital service, reappointment, violations, staff, contends, patients, entities, due 
process, antitrust, relevant market, juridical, summary judgment, appointment, defamation, rights, fails, peer review, 
doctrine of primary jurisdiction, unincorporated association"
68,"settlements, patent, merits, preliminary injunction, generic, anti trust law, as-applied, parties, antitrust, ripe, 
likelihood of success, pre-enforcement, fine, procompetitive, settlement agreement, anticompetitive, generic drug, 
preempted, asserts, argues, serious question, judicial notice, speculative, violates, factors, excessive fines, brand-
name, invalidate, effects, tip"
83,"arbitration, partiality, argues, contends, bias, promissory note, vacatur, speculative, parties, vacate, arbitration 
award, appearance, confirm, Antitrust, discovery, plans, arbitration panel, tax treatment, fair hearing, evidentiary, 
costs, motion to vacate, opposing counsel, impression, hired, petition to confirm, FINRA Rule, questioning, 
believes, disclose"
94,"documents, discovery, licenses, radio, songwriter, Music, terrestrial, affiliates, radio station, royalty, entities, 
nonradio, Interrogatory, rights, antitrust, business strategy, relevant market, negotiates, equity interest, 
nonterrestrial, broadcast, requests, subpoena, alleges, asserts, rights organization, produce documents, 
anticompetitive, performing, repertory"
103,"alleges, monopolization, antitrust claim, market share, competitor, drugs, market power, prices, second amended 
complaint, cefepime, products, Skiing, anticompetitive conduct, relevant market, antitrust, quotation, marks, 
manufacturer, unfair, breach of contract, anti trust law, monopoly power, anticompetitive, compete, damages, 
generic, profits, smaller, resort, amend"
112,"Plaintiffs', electricity, solar, customers, energy, Notice, antitrust, allegations, filed-rate, retail, immunity, 
anticompetitive conduct, state law claim, install, self-generating, judicial notice, entities, damages, rates, antitrust 
claim, monopolization, state-action, argues, notice of claim, ratemaking, documents, anti trust law, public entity, 
state law, Exhibits"
129,"merchants, antitrust, cards, competitors, arbitration, credit card, damages, networks, anti trust law, factors, 
consumer, vindication, Subclass, quotation, parties, marks, class action, anticompetitive, speculative, courts, prices, 
Plaintiffs', enforcer, arbitration agreement, allegations, alterations, injunctive, purchasers, indirect, motion to dismiss"
149,"state bar, unauthorized practice of law, practice of law, supervision, anti trust law, immunity"
154,"proper case, routing, prices, permanent injunction, competitor, markets, customers, alleges, loyalty, eligibility, 
argues, contracts, anticompetitive, cases, predatory, quotation, monopoly, routine, straightforward, foreclosed, 
pharmacies, pleadings, effects, exclusive contract, exclusionary, motion to dismiss, suggests, charges, courts, 
volume"
164,"wholesaler, manufacturer, brands, wine, provisions, alcoholic beverage, top, liquor, licensed, constitutional 
provision, distributor, retailers, tier, alcohol, sales, monopolies, spirits, regulation, repealed, enact a law, products, 
voters, same price, desires, elects, anticompetitive, plainly, construe, ballot title, harmonize"
193,"salmon, purchaser, Farm-Raised, consolidated, indirect, coordination, quotation, marks, motion to transfer, 
nationwide class, discovery, products, factors, district court, instant action, defendants', parties, putative class 
action, class action, duplicative, Venue, cases, suits, convenience of the parties, conflicting judgment, choice of 
forum, instant suit, transferring, antitrust, witnesses"
202,"hydrogen peroxide, grade, suppliers, merger, customers, plant, swinging, geographic, pre-electronics, specialty, 
products, prices, coordination, bidding, markets, effects, relevant market, divestiture, substitution, concentration, 
competitors, preliminary injunction, anticompetitive, prima facie case, proposed merger, formulations, constrain, 
compete, vulnerability, chemical"
233,"inequitable conduct, crime-fraud, Disqualify, documents, deposition, patent, attorney-client, disqualification motion, 
sham, trial counsel, disqualification, infringement, work product, communications, deposed, opposing counsel, 
prima facie case, in camera, privileged, advice, unenforceable, pre-suit, courts"
242,"bid, interstate commerce, routes, restitution, district court, auction, defendants', indictment, conspiracy, rigging, 
prices, funds, municipality, argues, price fixing, mail fraud, nexus, mail, Sherman Act, bid-rigging, contracts, plain 
error, convict, flowed, buses, interstate, sentencing, instructions, calculation, challenges"
254,"Rewards, tobacco, Fuel, relevant market, alleges, venue, Rebates, integration, programs, argues, personal 
jurisdiction, motion to dismiss, market power, interchangeable, failure to state a claim, prices, antitrust, provider, 
Reply, fails, Sherman Act, parties, C-stores, products, factual allegations, anticompetitive, e-mails, state law claim, 
consumers, gas station"
