Page,Core Terms
21,"conspiracy, models, commissions, plaintiffs', pricing, antitrust, agencies, rates, management company, price-fixing, 
memorandum, summary judgment, competitors, conspire, rule of reason, service fee, defendants', alleged 
conspiracy, client services, cases, service charge, ten percent, informing, suggests, percent, employment agency, 
increased price, Sherman Act, inter-firm, concerted"
45,"videos, plaintiffs', contracts, distributors, allegations, competitors, relevant market, prices, retailers, monopolization, 
wholesale distributor, tortious interference, customers, monopoly, products, conspiracy, wholesale, movie, per se 
rule, manufacturer, terminated, courts, studios, motion to dismiss, anticompetitive, distributorship, price 
discrimination, interbrand, cases, rule of reason"
74,"conspiracy, Plaintiffs', scrap, class certification, bids, class member, prices, class action, scrap metal, certification, 
Defendants', antitrust, price fixing, predominate, customers, damages, commonality, fraudulent concealment, 
allegations, calculation, Metals, courts, cases, alleged conspiracy, individual issues, concealed, conspired, member 
of the class, common issue, co-conspirators"
89,"scores, district court, golf, valid business, competitors, media, compiled, summary judgment, real-time, monopoly 
power, monopolization, free-riding, internet, relevant market, anti trust law, tournament, selling, business 
justification, golf course, organizations, credentialed, pretextual, antitrust, website"
100,"concert, radio, promoters, rock, artists, advertising, radio station, air, Communications, subsidiaries, prices, relevant 
market, music, rock concert, tickets, competitors, Message, monopolization, argues, consumer, electronic mail, 
labels, Entertainment, barriers, stations, markets, market share, non-rock, alleges, sufficient evidence"
176,"conspiracy, choline, vitamin, all-vitamins, chloride, prices, producers, manufacture, Plaintiffs', parties, cases, 
products, Defendants', Chemicals, markets, premix, antitrust, summary judgment motion, summary judgment, guilty 
plea, customers, selling, price fixing, interdependence, motions, join, procompetitive, cartel, Memorandum, allocate"
203,"Purchaser, Indirect, generic, class certification, terazosin, patent, antitrust, consumers, class member, third-party, 
Defendants', class representative, Plaintiffs', class action, damages, unjust enrichment, hydrochloride, predominate, 
proposed class, co-payment, pharmacy, premiums, brand, insured, certification, benefits, conflicts, delayed, 
reimbursed, Co-Lead"
242,"limousines, coachbuilders, advertising, non-QVM, manufacturers, procompetitive, effects, safety standards, 
anticompetitive, Magazine, rule of reason, per se rule, district court, restrictions, compliance, safety concerns, 
testing, conspiracy, trade show, conversion, boycott, join, antitrust, attending, converted, stretched, products, safe, 
defendants', competitor"
261,"antitrust, state law, Sherman Act, reconsideration, preemption, preempted, regulated, controlling decision, antitrust 
claim, Plaintiffs', Memorandum, immune"
267,"enterprise, allegations, relevant market, launch, monopolization, documents, conspiracy, Counts, conspiracy claim, 
purchasers, employees, bid, conspired, cases, antitrust, team, entity, motion to dismiss, predicate act, proprietary, 
purposes, racketeering, market power, competitors, contracts, boxes, conspiracy to monopolize, suppliers, pattern 
of racketeering activity, criminal activity"
312,"crab, fishing, plaintiffs', defendants', counterdefendants, associations, genuine issue of material fact, fishermen, 
enterprise, summary judgment motion, tie-ups, antitrust, extortion, lines, predicate act, caught, Fresh, present 
evidence, damages, season, vessel, sufficient evidence, crab pot, participated, conspiracy, alleges, pattern of 
racketeering activity, reasonable factfinder, prices, intentional interference"
339,"dismiss a petition, summary judgment motion, respondents', state antitrust law, alleged violation, anti trust law, 
court properly, municipalities, ordinance"
342,"fabric, balloon, replacement, Defendants', Aerostar, manufacturer, envelope, hot air, repair, third-party, 
Airworthiness, antitrust, anti trust law, replacement part, Instructions, regulations, immunity, manual, 
anticompetitive, hot air balloon, summary judgment, aircraft, Custom, monopoly, parties, air, buy, monopolization, 
Limitations, aviation"
381,"Chiropractic, district court, chiropractors, Guideline, medical doctor, conspiracy, reimbursement, discovery, 
manipulation, conspired, provider, policies, argues, spinal, mail, intracorporate, coverage, doctrine of immunity, 
state law, documents, medical association, private right of action, insurance business, wire fraud, patients, 
insurance company, summary judgment, impair, direct evidence, racketeering"
408,"patents, fraudulently obtain, federal patent law, generic, district court, defendants', motion to transfer, federal 
question, parties, subject matter jurisdiction, choice of forum, manufacturer, allegations, witnesses, cases, patent 
infringement, plaintiff's claim, antitrust, motion to stay, federal court, counterclaims, asserting, questions, thwart, 
venue, substantial question, interest of justice, civil action, transferring, well-pleaded"
423,"payor, purchasers, class action, generic, consumers, plaintiffs', indirect, certification, courts, damages, antitrust, 
brand, state law, class certification, class member, exemplar, patent, consumer protection, nabumetone, proposed 
order, predominance, adequacy, entities, unjust enrichment, anti trust law, injunctive relief, limitations, policies, 
insured, named plaintiff"
459,"summary judgment, vertical, manufacturer, antitrust, concerted action, material fact, district court, terminated, 
dealer, trousers, movant's, genuine, retail, summary judgment motion, summary judgment record, restraint of trade, 
antitrust case, opposing party, conspiracy, deposition, pants"
473,"purchasers, trial court, commerce, sorbates, indirect, transactions, unjust enrichment, consumers, products, class 
certification, defendants', interstate commerce, anti trust law, entities, food, putative class member, class action, 
instant case, out-of-state, contracts, parties, member of the class, antitrust statute, importation, intrastate, summary 
judgment motion, question of law, predominantly, residents, software"
487,"vascular, surgery, privileges, damages, surgeon, patients, cases, trade libel, referrals, credentials, mortality, 
surgical, percent, defamation, morbidity, cause of action, antitrust, recommendation, tortious interference, 
Metropolitan, comments, rates, competitors, practices, studies, supervision, references, staff, restraint of trade, 
antitrust claim"
522,"competitors, registries, allegations, gTLD, motion to dismiss, antitrust, compete, antitrust claim, anti trust law, 
domain name, new service, conspiracy, ccTLD, Sherman Act, registration, cases, anticompetitive, constituent, 
consumers, regulated, offering, argues, prices, amend"
529,"forum selection clause, franchise, franchise agreement, Franchisee, amended complaint, alleges, Plaintiffs', fraud 
claim, Franchisor, plaintiff's claim, good faith, Disclosure, fraudulent, antitrust, district court, motion to stay, 
unconscionable, contractual, breach of contract, attorney's fees, misrepresentation, regulations, invalidate, 
mediation, covenant, damaging, clauses, privity, argues, entity"
546,"Ocean, Capper-Volstead Act, cooperatives, agricultural, exemption, farmers, associations, cranberry, agricultural 
product, products, plaintiffs', antitrust, anti trust law, summary judgment, recommends, producers, capital stock, 
Clayton Act, Undisputed, marketing, commerce, immunity, includes, growers"
557,"vendors, Hotels, commercial bribery, Kickbacks, antitrust, competitive injury, district court, allegations, rebates, 
management agreement, purchasing, discount, bribes, brokerage, compete, price discrimination, treble damages, 
fiduciary, bribery, Robinson-Patman Act, intermediary, asserting, seller's, violates, letters, chain"
572,"award of punitive damages, punitive damages, trial court, insurer, damages, cause of action, compensatory 
damages, costs, concealment, employees, parties, notice, offset, deleted, malice, oppression, unfair competition, 
managing agent, endorsement, modified, cases, insurance company, special verdict, good faith, cancellation, 
decisions, practices, benefits, contends, covenant"
601,"Airlines, ticket, superior court, discovery, fare, travel, summary judgment, documentation, unfair trade practice, 
voucher, reopen, credibility, challenges, preempted, reserved, website, amend, credit card, breached, Recusal, 
expired, flight, superior court's finding, abuse of discretion, factual findings, individual claim, antitrust claim, leave to 
amend, first class, reconsideration"
614,"players, exemption, eligibility rules, bargaining, non-statutory, collective bargaining agreement, collective 
bargaining, anti trust law, antitrust, negotiations, league, mandatory, district court, bargaining unit, eligibility, teams, 
multi-employer, federal labor, labor law, terms and conditions, employees, season, policies, salary, professional 
sports, high school, hired, antitrust liability, collective bargaining process, football season"
634,"discovery, district court, property management, summary judgment, trade secret, no evidence, Antitrust, motions, 
grant summary judgment, triable issue of fact, franchisees, breach of contract claim, additional discovery, abuse of 
discretion, antitrust claim, anti trust law, customer list, cause injury, consists, respects, alleges, movant"
640,"patent, patent case, patent infringement, antitrust, infringement, jury's verdict, reliability, anticompetitive conduct, 
anti trust law, prejudicial, motion to exclude, contracts, lawsuit, motion in limine, final judgment, factors"
648,"listing, exclusive listing, software, monopoly power, parties, preliminary injunction, market share, monopolization, 
Realtors, brokers, fair dealing, termination, injunction, contends, percent, succeed, prices, multiple listing service, 
residential real estate, real-estate, database, license, notice, implied covenant of good faith, non-exclusive, full-
service, advertising, soliciting, damages, sharing"
662,"joint venture, prices, brands, price fixing, gasoline, alliance, products, venture, marketing, district court, antitrust, 
Sherman Act, per se rule, anticompetitive, entity, competitors, defendants', oil, price-fixing, unified, nationwide, 
refining, naked, summary judgment, rule of reason, combinations, conspiracy, same price, conspirators, Enterprises"
684,"contacts, sales, general jurisdiction, personal jurisdiction, forum state, tire manufacturer, manufacturer, chemicals, 
supplier, tires, website, rubber-processing, products, argues, district court, consumers, residents, courts, cause of 
action, out-of-state, motion to dismiss, nonresident, purchasers"
694,"discounts, contracts, foreclose, oximetry, products, bundled, rebates, relevant market, competitor, anticompetitive 
conduct, programs, summary judgment motion, sensors, Declaration, argues, monopoly power, anticompetitive, 
exclusionary, sole-source, foreclosure, customers, pulse, summary judgment, antitrust, monitors, de facto, volume, 
patent infringement, financing, rivals"
718,"sorbitol, plaintiffs', effects, extraterritorial, allegations, unfair competition, trade secret, misappropriation, proprietary 
information, confidential, technology, manufactured, subject matter jurisdiction, state law claim, defendants', 
powder, plant, breach of fiduciary duty, negotiations, antitrust, cases, lack of subject matter jurisdiction, motion to 
dismiss, parent company, conduct test, Lanham Act, resignation, documents"
730,"Steel, arbitrators, arbitration award, vacated, confirm, antitrust, damages, parties, fair hearing, Conditions, partiality, 
manifest, transactions, argues, suggests, motion to vacate, unfair, arbitration clause, fraud claim, proceedings, 
discounts, signature, modified, procured, bias"
744,"domestic, commerce, Sherman Act, export, import, anti trust law, anticompetitive conduct, price-fixing, transactions, 
antitrust, vitamin, foreign nation, causes, comity, give rise, anticompetitive, cases, circumstances, prices, 
customers, Appeals, effects, courts, plaintiff's claim, private plaintiff, general rule, reasonably foreseeable, statutory 
language, district court, respondents'"
762,"awnings, antitrust, franchise, buy, trade-marked, Chicken, economic power, market power, install, tying 
arrangement, patented, products, consumers, fast-food, mobile, seller, cases"
767,"bid, plaintiffs', Contracts, defendants', Leasing, school bus, competitors, conspired, antitrust, interstate commerce, 
motion to dismiss, allegations, conspiracy, mail, restraint of trade, anti trust law, racketeering activity, school district, 
wire fraud, racketeering, bid-rigging, antitrust claim, prices, transit service, Sherman Act, misrepresentation, price-
fixing, fraudulent, underbid, busing"
778,"Metals, conspiracy, service center, distributor, summary judgment, customers, competitors, complaints, aluminum, 
prices, tortious interference, threats, antitrust, sales, comments, conspire, compete, entrants, circumstantial 
evidence, motive, direct evidence, selling, trailer, argues, restraint of trade, no evidence, consolidation, 
predecessor, agreeing, contends"
818,"misuse, affirmative defense, trade secret, misappropriation, counterclaims, public policy, questions, copyright 
infringement, testing, Copyright Act, motion to dismiss, unenforceable, confidentiality, preempted, takers, 
allegations, adhesion contract, unclean hands defense, exclusive right, unconscionable, infringement, monopoly, 
asserts, argues, holder, affirmative claim, patent misuse, equitable, copying, courts"
835,"products, branded, cluster, distributed, Holdings, soft drink, monopolization, grocery store, beverage, relevant 
market, district court, pleadings, summary judgment, monopoly power, interchangeability, customers, consumer, 
prices, manufacturer, monopoly, package, entity"
849,"misrepresentation, shares, shareholder, refunds, pension fund, pension trust, district court, state of mind, mutual"
