Page,Core Terms
21,"municipality, territories, electric, facilities, cooperative, parties, public utility, deletion, trial court, immune, certificate, 
rights, state policy, general assembly, summary judgment, articulated, supervision, annexed, antitrust liability, 
restraint of trade, anti trust law, service area, obligations, ambiguous, home rule, Antitrust, anticompetitive, 
circumstances, courts, entity"
36,"mortgage, deposit, loans, checks, proximate cause, endorsement, conversion, delivery, payee, summary judgment, 
alleges, damages, appraisals, fraudulent, funds, entire controversy doctrine, customers, predicate, mortgage 
company, conspiracy, defalcated, discovery, altered, courts, losses, direct relation, trial court, counterclaim, 
racketeering, employees"
53,"district court, bankruptcy court, software, automatic stay, relevant market, tying arrangement, market power, 
customers, hardware, consumers, license fee, manufacturers, antitrust, succeed, minicomputers, consisted, 
motions, summary judgment, operating system, pre-petition, Appellants', Sherman Act, proceedings, purchasers, 
mid-range, bankruptcy petition, sufficient evidence, aftermarkets, protections, decisions"
66,"movants, plaintiffs', personal jurisdiction, contacts, manufacture, allegations, conspiracy, antitrust, motion to 
dismiss, defendants', alleged conspiracy, limits, conspiracy theory, exercise of personal jurisdiction, subject matter 
jurisdiction, do business, Chemical, service of process, anti-competitive, monopolies, recommends, customers, 
venture, venue"
79,"wheeling, negotiations, transmission, parties, rates, electric, electric power, regulations, transmission line, 
injunction, energy, facilities, antitrust, charges, substantial likelihood, public interest, preliminary injunction, 
Sherman Act, contracts, merits, costs, irreparable injury, calculations, wholesale, prices, tortious interference, 
circumstances, immunity, argues, regulatory agency"
98,"theater, clearances, films, distributor, monopolization, antitrust, Pictures, metropolitan area, license, bid, exhibitors, 
movie, defendants', court concludes, anti-competitive, Interstate, exhibition, summary judgment motion, restraint of 
trade, material fact, competitor, conspiracy, interbrand, monopoly, alleges, playing"
109,"gas station, franchise, tortious interference, allegations, relevant market, antitrust, service station, expectancy, 
franchisor, prospective economic advantage, monopolize, station, cases, motion to dismiss, lease, plaintiff's claim, 
antitrust claim, anti trust law, characterization, franchisee"
122,"medical center, university hospital, Memorandum, state university, immunity, entity, funds, medical school, health 
science, residents, patients, purposes, antitrust, arm, powers, emergency medicine, exemption, personal 
jurisdiction, anti trust law, municipal, residency program, programs, budget, state action doctrine, contracts, 
employees, instrumentalities, contacts, local government, federal court"
227,"Plaintiffs', medical center, emergency medicine, residents, venue, Volume, conspiracy, patients, contacts, 
transaction of business, personal jurisdiction, advertising, eligible, certification, residency program, purposes, 
emergency physician, co-conspirator, medical school, motion to dismiss, professional organization, university 
hospital, solicitation, Defendants', antitrust, membership, mailing, attended, meetings, fiscal"
309,"customers, operating system, manufacturers, inventory, consumers, prices, added value, terminated, addendum, 
machines, selling, drives, buy, franchise fee, good faith, antitrust, buyer, firms, discount, market power, monopoly, 
software, copiers, tie-in, sales, disk, shop"
317,"grievance, Counterclaim-Plaintiffs', Mechanical, Counterclaim, parties, employees, exemption, processing, sheet 
metal, collective-bargaining, bargaining, counterclaim-defendant, negotiations, collective bargaining, pre-emption, 
collective bargaining agreement, pre-empted, wages, summary judgment motion, arbitration, provisions, state-law, 
alleges, impasse, arbitration award, summary judgment, anti trust law, antitrust, terms, bid"
331,"antitrust, Valentine Act, trial court, allegations, second amended complaint, amended complaint, Sherman Act, 
tobacco, technology"
