Page,Core Terms
21,"Staffing, plaintiffs', motion to dismiss, overcharges, mail, Counts, cause of action, defendants', misrepresentation, 
fails, tying arrangement, predicate act, franchise, injuries, pattern of racketeering activity, court concludes, alleges, 
conversion, defraud, franchise agreement, anti trust law, wire fraud, disclose, individual plaintiff, interstate 
commerce, complaint alleges, particularity, racketeering activity, intangible right, allege fraud"
38,"purchasers, indirect, anti trust law, consumers, revised, damages, Clayton Act, violations, antitrust, antitrust statute, 
legislative intent, manufacturer, indirectly, persuasive authority, standing to sue, infant formula, instant case, 
construing, enacting, suits"
48,"competitors, supermarket, site, monopolization, parcels, monopoly power, Sherman Act, market power, antitrust, 
parties, anti trust law, market share, counterclaims, state-law, prices"
56,"removal, enterprise, monopolization, supplier, Sherman Act, conspiracy, telephone, alleges, horizontal, vertical, 
compete, entity, group boycott, Antitrust, purchaser, conspiracy to monopolize, restraint of trade, acquisition, 
competitor, cause of action, predicate act, subsidiary, affiliate, pattern of racketeering activity, rule of reason, 
manufacturers, wholly-owned, rate-paying, conspired, employees"
67,"removal, enterprise, monopolization, supplier, Sherman Act, conspiracy, telephone, alleges, horizontal, vertical, 
compete, entity, group boycott, Antitrust, purchaser, conspiracy to monopolize, restraint of trade, acquisition, 
competitor, cause of action, predicate act, subsidiary, affiliate, pattern of racketeering activity, rule of reason, 
manufacturers, wholly-owned, rate-paying, conspired, employees"
78,"dealers, antitrust, supplier, vertical, suggested retail price, resale price, gasoline, margin, anti trust law, competitors, 
horizontal, fixing, per se rule, cases, maximum, cartel, maximum price, distributor, station, price-fixing, prices, price 
fixing, termination, effects, retail price, customers, charging, monopoly, receiver, ceiling"
89,"law school, accreditation, graduates, bar examination, antitrust liability, government action, schools, Sherman Act, 
unaccreditated, railroads, truckers, monopolize, sit, restraint of trade, stigma, decisions, incidental, antitrust claim, 
alleged injury, anti trust law, anticompetitive, stigmatized, customers, inflicted, antitrust violation, bar association, 
manufacturers, flows, views"
101,"polypropylene, catalyst, Venture, technology, alleges, licensing, plant, tortious interference, prospective contractual 
relation, licensees, Generation, motion to dismiss, resin, Defendants', fraudulent, damages, parties, competitor, 
terminating, joint venture, fraud claim, subsidiary, induced, negotiations, merger, third party, manufacture, 
polyolefins, announced, antitrust"
134,"indictment, trading, houses, Sherman Act, fax, contacts, manufacturers, service of process, alien corporation, 
extraterritorial, territorial, vertical, personal jurisdiction, sovereign, conspiracy, antitrust, contends, cases, sufficient 
contact, anti trust law, nationwide, limits, prices, court concludes, co-conspirators, courts, distributor, provisions, 
customers, meetings"
148,"signatory, conspiracy, alleged conspiracy, immunity, operating agreement, conspire, plaintiff's claim, antitrust, 
landing, rights, boycott, ventures, satellite, monopolization, markets, parties, infer, meetings, communications, 
disparagement, summary judgment, common carrier, negotiations, damages, satellite systems, delays, customers, 
reflects, refusals, argues"
222,"solid waste, moratorium, regulations, designated, local government, state interest, disposal site, landfill, guidelines, 
disposal, plaintiffs', site, trial court, Antitrust, authorizes, arbitrary and capricious, anti trust law, landfill site, police 
power, quasi-judicial, declaratory, facilities"
233,"contact lens, class action, conspiracy, class member, Defendants', replacement, class certification, predominate, 
practitioners, antitrust, lenses, prices, memorandum, certification, manufacturers, purchasers, question of law, 
certify, Reply, prerequisites, questions, alleged conspiracy, motion to dismiss, common issue, generalized, 
channels, parties"
245,"franchise, prices, products, franchisees, costs, tied product, market power, franchise agreement, switching, 
plaintiffs', supplier, tying arrangement, tie-in, plaintiff's claim, aftermarket, allegations, lubricant, market share, 
defendants', lifecycle, financial services, Sherman Act, price-fixing, Oil, tying product, consumers, fail to state a 
claim, per se rule, disclosure, franchisor"
258,"league, teams, sports, broadcast, games, single entity, antitrust, district court, economic interest, ownership, 
cooperation, decisions, joint venture, superstation, basketball, entertainment, decisionmaking, telecasts, output, 
firms, anti trust law, market power, Sherman Act, characterization, compete, rights, fans, maximize, advertisers, 
inefficient"
272,"Electric, municipalities, rates, state action doctrine, franchises, supervision, bids, pricing, defendants', leveraging, 
natural gas, regulated, allegations, predatory, motion to dismiss, public service commission, antitrust, interstate 
commerce, state policy, costs, summary judgment motion, summary judgment, anticompetitive, articulated, 
monopoly, public utility, private party, light bulb, purchases, immunity"
283,"immunity, state action, political subdivision, hospital authority, municipality, articulated, recommendations, medical 
staff, supervision, purposes, anticompetitive conduct, staff, local government, peer review committee, entity, district 
court, state policy, authorities, orthopedic, decisions, staff privileges, private party, credentialing, Bylaws, doctrine of 
immunity, sovereign immunity, challenged action, staff member, peer review, Sherman Act"
311,"potash, prices, Pltfs, producers, conspiracy, Deposition, Plaintiffs', customers, Sales, increased price, summary 
judgment, margins, communications, competitors, announced, Suspension, dumping, Defendants', alleged 
conspiracy, price list, infer, antidumping, market share, percent, conspiratorial, antitrust, reveals, marketplace, 
complaints, stabilize"
372,"insurance company, monopolization, glass, Defendants', antitrust, conspiracy, shops, competitors, prices, boycott, 
cause of action, repair, preferred provider, Sherman Act, insureds, market power, anti trust law, repair and 
replacement, underwritten, contracts, tortious interference, motion to dismiss, customers, restraint of trade, 
probability, concerted, consumers, harming, rates, flat"
389,"stations, fueling, natural gas, articulated, ratepayer, tariff, state policy, customers, immunity, guidelines, programs, 
funds, compressed, antitrust, rates, costs, nonutility, subsidization, state-action, refueling, compete, Involvement, 
approving, authorize, unfairly, spend, anti-competitive, infrastructure, competitors, supervision"
401,"retroactively, Clayton Act, threshold, savings, repeal, interlocking directorate, shareholder, saving clause, intent of 
congress, antitrust, conflicting interest, motion to dismiss, state claims, possessed, fuel, supplemental jurisdiction, 
Plaintiffs', pendent, Counts, impair, cases"
411,"termination, prices, dealer, manufacturer, resale price, continuity, summary judgment, employees, transshipping, 
conspiracy, antitrust, carpet, telephone, adhere, successor liability, Sherman Act, allegations, Deposition, 
ambiguous, policies, products, circumstantial evidence, conversations, adduced, courts, alleged conspiracy, 
memorandum, antitrust violation, predetermined, general rule"
432,"distributorship, distributor, non-exclusive, summary judgment, parties, distribution agreement, extrinsic evidence, 
outline, tie, tied product, products, district court, contracts, parol, integration clause, tying arrangement, tying 
product, unambiguous, intent of a party, civil code, Sherman Act, contractual, antitrust, nonmoving, promise, 
syringe, terms"
