Page,Core Terms
21,"consumers, Stadium, district court, damages, monopoly, team, anti trust law, antitrust, cases, lease, Basketball, 
competitor, franchise, opportunity cost, acquire, Sherman Act, compute, calculation, contracts, rivals, 
anticompetitive, investors, profits, buy, prejudgment interest, antitrust violation, bidding, shareholders, player, retail"
79,"lease, drivers, cab, antitrust claim, exemption, parties, anti trust law, antitrust, picketing, boycott, discovery, 
employees, taxicab, laches, amend, labor practice, labor dispute, secondary, unfair, independent contractor, 
working conditions, amended complaint, asserting, charges, join, Sherman Act, pleadings, questions, wages, deny 
leave"
96,"tattoo, trade secret, dental, modified, conventional, permanent, needle, misappropriation, patients, patent, dye, 
instruments, disposable, battery, driven, eyelid, tip, confidential information, machine, artist, liner, documented, 
tape, confidential, declaration, profession, seminars, distal, deposition testimony, medical product"
105,"dealers, Dealers' Act, tying arrangement, anti trust law, termination, franchises, sales, manufacturers, purchases, 
damages, new trial, antitrust claim, district court, distributors, consumers, discounts, inventory, buy"
115,"antitrust, Cinema, removal, cause of action, federal law, interstate, federal claim, federal court, commerce"
122,"participating, patients, nonparticipating, insurer, summary judgment, conspiracy, vertical, horizontal, contracts, 
prices, interdependence, provide a service, pharmacies, Relations, consumer, referral, buyer, Sherman Act, 
anticompetitive, subscribers, distortion, indicates, benefits, boycott, infer, join, physician's services, anti trust law, 
district court, rule of reason"
131,"interface, litigate, collateral estoppel, tariff, certification, telephone, contends, customer, estop, bad faith, network, 
parties, cases, decisions, fair opportunity, antitrust, estoppel, relitigating, telephone terminal, government's case, 
sham exception, premises, courts, relevant market, competitors, monopolized, installing, offensive, monopoly, 
opposing"
148,"false claim, cause of action, civil penalty, conspiracy, tolling, statute of limitations, summary judgment, projects, 
damages, cases, claim for payment, bidrigging, fraudulent, equitable, rig"
152,"merger, antitrust, pricing, predatory, anti trust law, competitors, Clayton Act, acquisition, injunctive relief, beef, 
damages, district court, packer, loss of profits, concentration, squeeze, plants, threatened loss, losses, violation of 
antitrust laws, market share, probability, injunction, price-cost, compete, markets, profits, cattle, harmed, actual 
injury"
173,"motive, itinerant, surgery, rule of reason, defendants', plaintiffs', patients, antitrust, patient care, ethical, Sherman 
Act, surgeons, parties, professions, motion in limine, anticompetitive, scientific method, per se rule, violates, 
reasons, canons, terms, exhibits, surgical, boycott, probative value, district court, pending motion, trial brief, 
instructions"
189,"defendants', franchise, termination, antitrust, parties, franchise agreement, counterclaims, restaurant, summary 
judgment motion, affirmative defense, failure to pay, franchise fee, obligations, benefits, monthly"
195,"exhibits, co-conspirators, conspiracy, bid, immunized, conspirators, bituminous, paving, asphaltic, witnesses, 
prices, corroborate, interstate commerce, municipality, indictment, continuing conspiracy, conspiratorial, 
conversations, cement, post trial motion, defendants', inclusive, questions, townships, initials, urge, presence of the 
jury, cross examination, illustrated, prejudiced"
206,"Aviation, lease, airport, anticompetitive, articulated, municipal, displace, municipal airport, petroleum product, state 
policy, regulation, exempt, antitrust liability"
211,"acquisitions, collusion, competitors, prices, cartel, patients, nonprofit, hospital service, cases, cooperation, 
decisions, providers, collude, firms, effects, percent, costs, market share, antitrust, consumers, managed, merger, 
output, seller, pages, substantial evidence, management contract, Clayton Act, certificate, proprietary"
224,"conspiracy, antitrust, planning, summary judgment, cooperation, recommendation, defendants', healthcare, health 
services, state official, allegations, immunity, prices, summary judgment motion, sham exception, discovery, sham, 
healthcare services, existing facility, competitor, regulatory process, regulation, conspired, agencies, rights, beds, 
alleged conspiracy, state action, certificate, encouraged"
247,"programmers, cable, channels, subscribers, consumers, leased, unaffiliated, programming, franchise agreement, 
cable television, monopoly, prices, allegations, antitrust, injunction, franchise, terms, injunctive relief, motion to 
dismiss, anti trust law, cable system, municipalities, affiliates, television, retail, high prices, provisions, conditions, 
incidental, regulation"
268,"pelts, mink, auction, trademarks, fur, ranchers, marketing, Sherman Act, auction house, worldwide, houses, 
monopolize, buyers, label, unification, garments, compete, relevant market, domestic, prices, newly discovered 
evidence, ranch, board of directors, geographic, sales, negotiations, promoted, parties, market power, products"
302,"subsidiary, conspiracy, conspire, wholly-owned, Tube, Sherman Act, employees, intraenterprise, allegations, 
trademark, products, unity"
308,"newspaper, prices, independent dealer, monopoly power, plaintiffs', home delivery, monopolize, vertical integration, 
circulation, coercion, monopoly, conspiracy, antitrust, dealers, sales, Sherman Act, customers, delivery, retail, 
Defendants', wholesalers, adherence, attempt to monopolize, relevant market, specific intent, probability, summary 
judgment, publisher"
323,"antitrust claim, co-defendants, antitrust, parties, join"
328,"thermometer, patent, negotiations, plaintiffs', district court, electronic, parties, contractual, pulse-counting, fraud 
claim, reassign, alleged misrepresentation, new trial, fraudulent, promise, no obligation, antitrust, marketing, 
royalties, stock, side agreement, matter of law, disposable, omissions, misrepresentations, deceptive, display, 
terms"
340,"Printing, bid, state court, entire controversy doctrine, rigging, cause of action, alleges, racketeering, violations, 
predicate act, Electronics, preclusion, litigated, precludes, concurrent jurisdiction, subsequent litigation, state court 
action, legal proceedings, claim preclusion, federal court, defendants', conspiracy, enterprise"
348,"immunity, quarry, zoning, rock, conditional use permit, Kiln, sham exception, antitrust, public hearing, permits, 
stone, sham, site, zoning ordinance, anticompetitive, monopoly, summary judgment motion, municipality, 
Defendants', lobbying, asserts, reasons, repair, lease, state action doctrine, individual county, state policy, 
articulated, neighbors, renewal"
363,"cardrooms, Cartwright Act, maximum, player, police power, political subdivision, regulation, cardroom, 
establishments, discourage, ordinance, license, legitimate governmental purpose, Municipal, hourly"
370,"allegations, electrical, enterprise, bids, motion to dismiss, conspiracy, amended complaint, contracting, defendants', 
individual defendant, concealment, subsidiary, venue, affirmative act, participated, racketeering, resident, grounds, 
fraudulent concealment, statute of limitations, plant, anti trust law, due diligence, bid-rigging, controvert, rigged, 
personal jurisdiction, antitrust claim"
380,"Municipal, monopolize, antitrust, lease, boat, restrictive covenant, anti trust law, anticompetitive, excursion, tourist, 
genuine issue of material fact, cause of action, defendants', summary judgment, Sherman Act, competitors, 
conspiracy, facilities, regulation, immune, waterfront, duplicate, monopoly, midtown, summary judgment motion, 
statute of limitations, articulated, restraint of trade, relevant market, state action"
398,"liquor, retailers, wholesalers, bottle, posted, prices, regulation, resale price, Sherman Act, powers, intoxicating 
liquor, retail price, ABC Law, commerce, conferred, liquor store, manufacturer, markup, anti trust law, importation, 
schedules, percent, repeal, enact, propose an amendment, pricing system, fair trade, price-fixing, consumption, 
supervised"
417,"procompetitive, defendants', consumers, itinerant, surgery, label, patient care, products, cases, standard-making, 
surgeon, testing, anti trust law, district court, antitrust, improving, patient, seal of approval, free market, post-
operative, manufacturer, enables"
424,"batteries, pricing, predatory, route, sales, competitor, Robinson-Patman Act, customers, price discrimination, 
manufacturer, antitrust, trademark, practices, variable, anti trust law, Sherman Act, tortious interference, courts, 
rivals, cases, percent, smaller, legislative history, relevant market, total cost, damages, genuine, argues, injury to a 
competitor, new trial"
445,"export, certificate, district court, chlorine, administrative record, antitrust, judicial review, caustic soda, exemption, 
agency's action, staff, anti trust law, joint venture, domestic, Trading, Company Act, concurrence, authorize, 
discovery, issuance of a certificate, reviewing court, competitors, urge, de novo, plaintiffs', capricious, prices, cases, 
summary judgment, legal standard"
466,"snack, cakes, defendants', acquisition, markets, pricing, monopolization, products, market share, plaintiffs', 
competitors, bakers, antitrust, retailers, Clayton Act, predatory, regional, market power, baked, relevant market, pie, 
monopoly power, sales, consumer, anti trust law, Sherman Act, concentration, divestiture, compete, probability"
497,"state action, municipality, exemption, franchise, cable, immunity, state policy, supervision, anticompetitive, 
anticompetitive conduct, bidder, anti trust law, antitrust, antitrust liability, res judicata, Sherman Act, articulated, 
local government, defendants', authorization, foreseeable, motivations, regulation, state action doctrine, private 
party, good faith, disappointed, sovereignty, ordinance, displace"
512,anti trust law
514,"Dealers, manufacturer, distributor, commerce, anti trust law, good faith, parties, injunctive, discount, margin, buyer, 
terms"
521,"lease, district court, figures, rent, museum, summary judgment, amend, wax, holdover, monopoly power, percent, 
gross receipts, post-judgment, antitrust, display, monopolization, calculated, discovery, first appeal, one year, 
circumstances, counterclaims, allegations, back-rent, franchise agreement, anti trust law, award damages, 
secondhand, practices, supplier"
