Page,Core Terms
21,"Nutrition, preliminary injunction, restitution, disgorgement, demurrer, unfair, false advertising, misleading, trial court, 
injunctive relief, advertising, profits, unfair competition, cause of action, leave to amend, damages, first amended 
complaint, fluid recovery, marketing, modulators, consumers, androgen, receptor, class action, restitutionary, 
violations, practices, products, moot, deceptive"
30,"patent, relevant market, antitrust, license, sham, portfolio, collateral estoppel, immunity, parties, anti trust law, 
technology, banks, infringement, baseless, monopoly power, monopolization, relitigation, litigate, markets, merits, 
summary judgment, cluster, patent infringement, counterclaims, cases, antitrust claim, allegations, competitor, 
lawsuit, proceedings"
67,"alleges, Products, Grid, Platform, customers, real time, software, markets, competitors, antitrust, relevant market, 
suppliers, Sherman Act, facilities, historian, sells, end-user, reasons, audit, market share, monitoring, foreclose, 
anticompetitive, announcement, harmed, monopolization, sellers, bundle, de facto, Infrastructure"
89,"certification, patients, Boards, restraint of trade, medical staff, recertification, allegations, competitors, output, 
prices, Sherman Act, medical care, specialty, negligent misrepresentation, relevant market, anticompetitive, 
nationwide, licensed, effects, anti trust law, consumers, medicine"
97,"purchaser, futile, enoxaparin, indirect, Defendants', amended complaint, allegations, unjust enrichment, consumers, 
amend, fraudulent concealment, personal jurisdiction, antitrust, motion to dismiss, entities, damages, proposed 
amended complaint, district court, proposed class, deny a motion, class member, reside, class certification, 
indirectly, discovery, accruing, generic, merits, propose an amendment, cause of action"
112,"merger, provider, proposed transaction, patients, adult, healthcare, insurers, post-merger, network, relevant market, 
effects, leverage, pediatricians, service line, health insurance plan, general surgeon, Guidelines, buyer, bargaining, 
substitutes, negotiate, reimbursement rate, anticompetitive, plaintiffs', savings, consummated, geographic, 
employees, clinic, concentration"
142,"antitrust, monopolize, Electric, alleges, conspiracy, Island, termination, wholesale, Merger, energy, power plant, 
competitor, qualifying, motion to dismiss, power generation, monopoly, electric utility, anti trust law, facilities, 
cancellation, consumers, fuel, restraint of trade, generation, plant, state-law, damages, prices, costs, fails"
159,"alleges, rebates, asserts, payors, third-party, prices, market share, antitrust, formularies, anticompetitive conduct, 
deceptive, Sherman Act, contends, offering, competitor, monopolization, anti trust law, exclusionary, block, motion 
to dismiss, consumers, customers, launch, anticompetitive, price-cost, discounts, patients, factors, costs, 
epinephrine"
182,"dental, manufacturers, antitrust, alleges, defendants', products, dentists, distributors, websites, boycott, damages, 
tortious interference, anticompetitive, enforcer, conspiracy, supplies, anticompetitive conduct, anti trust law, civil 
conspiracy, sites, sales, aiding and abetting, trade show, quotations, parties, calculating, remote, business 
relationship, boycotting, competitor"
195,"Non-Solicitation, License, rule of reason, software, restraint of trade, motion to dismiss, employees, solicitation, 
violates, declaratory judgment, relevant market, per se rule, allegations, profession, specialized, e-Bay, competes, 
hardware, purposes, parties, courts, hiring"
203,"prices, increased price, conspiracy, products, plaintiffs', documents, employees, email, Declaration, competitors, 
defendants', export, sales, discovery rule, Deposition, Ramen, confirmed, hearsay, summary judgment, price 
support, raw material, disputes, argues, authenticity, antitrust, exchanged, imported, subsidiaries, domestic, comity"
239,"Taxi, drivers, unfair competition, regulations, motion to dismiss, licensed, pricing, business relationship, 
Transportation, passengers, unfair, personal jurisdiction, plaintiffs', hire, individual defendant, common law, 
ordinance, courts, civil conspiracy, antitrust, cases, aiding and abetting, municipalities, allegations, defendants', 
hackney, taxicab, TNC Act, monopolize, cause of action"
257,"infectious disease, privileges, patients, alternate, provider, Defendants', antitrust, allegations, private practice, 
antitrust claim, enforcer, interstate commerce, anti trust law, subject matter jurisdiction, motion to dismiss, 
competitors, practiced, Sherman Act, practitioner, conspiracy, on-call, prices"
264,"Beverages, products, tortious interference, Bottling, customers, expectancy, territorial, exclusive territory, soft drink, 
bottler, alleges, distribute, interfered, manufacture, trademark, licensing, provisions, contracts, asserts, sales, third 
party, transshipping, tortiously, private right of action, false advertising, Brands, anti trust law, Lanham Act, 
consumers, licensee"
