Page,Core Terms
21,"providers, private right of action, motion to dismiss, allegations, predicate act, subscribers, reimbursement, 
conspiracy, wire fraud, mail, antitrust claim, state law claim, particularity, disclose, racketeering activity, dispute 
resolution, restraint of trade, customary charge, enterprise, rates"
29,"license, fishery, fishing, regulation, fundamental rights, commercial fishing, general assembly, rights, Marine, 
hearing officer, Sherman Act, moratorium, resources, substantial evidence, new license, endorsements, finfish, 
classification, argues, plenary power, occupation, provisions, violates, declaratory judgment, equal protection, 
summary judgment, anti trust law, exemption, fishermen, shellfish"
48,"Cigarette, retail, Plaintiffs', purchasers, allegations, price discrimination, competitors, favored, amended complaint, 
benefits, consumer, products"
55,"domestic, Defendants', commerce, anti-competitive, prices, subject matter jurisdiction, anti trust law, antitrust, 
Plaintiffs', conspiracy, cartel, effects, nucleotides, Sherman Act, profits, abroad, comity, purchasers, injuries, 
international cartel, motion to dismiss, allegations, causation, inflated, linked, resale"
67,"allegations, antitrust, motion to dismiss, coaching, resignation, fraud claim, football, prospective contractual relation, 
civil conspiracy, Defendants', interview, Athletic, tape, antitrust violation, conspiracy, schools, ban"
80,"interchange, motion to dismiss, joint venture, banks, network, issuing bank, conspiracy, allegations, rule of reason, 
cooperative, plaintiffs', transactions, price fixing, horizontal, card, pleadings, realtor, fixing, zero, fair notice, 
defendants', subsidiary, antitrust, surcharge, entities, motions, procompetitive, withdrawals, ancillary, appears"
92,"trademarks, teams, apparel, logos, headwear, television, relevant market, carrying, license, sports, broadcasts, per 
se rule, manufacture, monopolize, antitrust, products, games, rule of reason, markets, league, definitions, 
consumers, football, courts, brand, motion to dismiss, interchangeable, defendants', cap, anti trust law"
102,"commerce, sugar, refined sugar, imported, sales, raw, distributors, interstate, refinement, wholesalers, pricing, 
seller, district court, export, hundredweight, Robinson-Patman Act, intrastate, subject matter jurisdiction, 
transactions, inventory, discriminatory, processing, violations, argues, no evidence, Antitrust Law, competitor, 
regulation, predatory, selling"
112,"purchasers, discovery, documents, yarn, indirect, conspiracy, poly-cotton, antitrust, polyester, staple, downstream, 
damages, manufactured, prices, customers, open-end, cotton"
121,"Mileage, Promoter, relevant market, sport, competitions, horse show, equestrian, antitrust, monopolization, 
Defendants', amateur sports, Sherman Act, anti trust law, monopoly, anticompetitive, waivers, jumper, amended 
complaint, requests, hunter, Federation, conspiracy, horses, practices, athletes, summary judgment motion, 
amateur, rule of reason, summary judgment, governing body"
139,"cause of action, state court, franchise, Antitrust, damages, first amended complaint, merits, issue preclusion, 
parties, state case, relitigating, litigated, claim preclusion, violations, injunctive relief, motion to dismiss, permit 
system, permits, counter-motion, ordinance, taxicab, partial summary judgment, substantive due process, 
permitting process, prevents, courts, first cause, allegations, entitlement, rights"
146,"distributor, termination, bid, Brick, vertical, damages, contends, conspiracy, allegations, territorial, bifurcated, 
concerted action, supplier, treble, cases, price fixing, antitrust, reargument, summary judgment, anti trust law, 
response to interrogatory, antitrust action, manufacturer, rule of reason, resale price, reconsolidation, preclusion, 
products, retailer, motions"
163,"electricity, market power, reliability, WMO Rule, priced, wholesale market, market participant, withholding, 
wholesale, prohibited activity, transmission, ancillary services, intent element, generation, provisions, regulation, 
consumer, notice, statutory authority, vagueness, practices, unconstitutionally vague, electric power, manipulation, 
contends, preamble, markets, marginal cost, customer, overrule"
196,"allocable share, manufacturers, market share, escrow, antitrust, cigarette, summary judgment, costs, private party, 
Sherman Act, Participating, plaintiffs', advertisements, cartel, state action, price-fixing, settlement, tobacco, exempt, 
output, prices, join"
205,"exemption, negotiations, nonstatutory, antitrust, lockout, collective bargaining, Supermarkets, parties, revenue 
sharing, Sales, multiemployer, anti trust law, Sherman Act, revenue-sharing, collective bargaining process, 
bargaining unit, labor dispute, bargaining, labor law, commerce, immune, competitor, tail, national labor policy, 
collective-bargaining, bargaining process, provisions, employees, Redistribution, pre-strike"
226,"plaintiffs', Franchise, motion to dismiss, prices, non-conformity, allegations, counts, practices, economic duress, 
damages, franchisees, notice, Robinson-Patman Act, stations, dealer, buyer, declaratory judgment, franchise 
agreement, products, fuels, wagon, tank, price discrimination, good faith, parties, renewal, seller"
236,"sawlogs, prices, predatory, costs, bidding, overbidding, new trial, monopolization, barriers, anticompetitive conduct, 
probability, damages, attorney's fees, competitors, consumers, lumber, alder, monopoly power, hardwood, cases, 
matter of law, market power, jury's finding, award damages, achievement, recoupment, substantial evidence to 
support, market share, predation, buy-side"
255,"bid, auction, antitrust, co-conspirators, conspiracy, guilty plea, commerce, ineffective assistance of counsel, 
sentence, counsel's performance, relevant market"
265,"purchasers, antitrust, damages, indirect, consumer, duplicate, putative class, consumer fraud, courts, suits, federal 
action, cases, unjust enrichment, consolidation, speculative, products, antitrust violation, finished product, anti trust 
law, necessary step, causation, prices, rubber, chain, steps"
271,"geographic, patients, radiology, Defendants', unreliable, antitrust, consumers, methodology, inpatient, residing, 
effects, provide a service, hospital setting, diagnostic, principles, anticompetitive, reliability, threshold, markets, 
expert testimony, codes, exclusive contract, motion to exclude, state law claim, expert opinion, calculation, Merger, 
medical services, geographic area, order to obtain"
