Page,Core Terms
21,"TaxACT, products, merger, prices, switching, effects, diversion, percent, tax preparation, customers, offerings, 
relevant market, competitors, redacted, consumers, simulator, pen-and-paper, merging, market share, defendants', 
preparation, firms, increased price, unilateral, anticompetitive, documents, marketing, Guidelines, coordinated, 
software"
69,"Liquor, distributor, Brands, products, whiskey, rum, subsidiaries, contracts, implied contract, market power, 
allegations, motion to dismiss, entities, prices, distributes, Wine, forum selection clause, anti trust law, first-filed, 
manifested, franchise, terminate, franchise agreement, alcoholic beverage, termination notice, relevant market, 
concentration, alignment, distribution rights, competitor"
81,"antitrust, intervene, entities, parties, motion to intervene, enforcement action, injunctive relief, authorizes"
88,"documents, confidentiality, regulation, settlement, attorney-client, subpoena, waived, white paper, communications, 
disclosure, email"
92,"documents, confidentiality, regulation, settlement, attorney-client, subpoena, waived, white paper, communications, 
disclosure, email"
96,"airlines, travel agent, conspiracy, alleges, monopolization, submarkets, relevant market, travel agency, motion to 
dismiss, subscribers, amended complaint, foreclosed, flight, booking fee, anticompetitive, contracts, booking, 
pleaded, terms, substantial share, monopoly power, quotation, contends, marks, Sherman Act, consumers, restrain, 
second amended complaint, compensation agreement, tortious interference"
112,"settlement, awards, class member, antitrust, notice, attorney's fees, risks, purchaser, named plaintiff, settlement 
fund, class action, approving, expenses, reimbursement, Plaintiffs', cases, class representative, final judgment, 
negotiations, roughly, preliminary approval, fee request, multiplier, discovery, lawsuits, damages, factors, costs, 
lodestar, parties"
122,"dog, apartment, letter agreement, disabled, reasonable accommodation, LEASE, emotional support, counter-claim, 
rights, amend"
126,"iPod, generation, Plaintiffs', class certification, damages, nano, resellers, antitrust, parties, touch, Consolidated, 
shuffle, summary judgment, Sherman Act, certify, Models"
135,"counterclaim, patent, alleges, misrepresentations, infringement, unfair, marketplace, customers, leave to amend, 
contends, tactics, litigation privilege, third party, bad faith, part due, Lanham Act, threatens"
141,"sellers, antitrust, auction, cause of action, Sherman Act, eBay, allegations, pleaded, unjust enrichment, online, 
unfair, trade libel, monopolization, competitors, special damage, anti-competitive, ratings, economic loss rule, e-
mail, cognizable, prong, tortious interference, economic relations, customers, feedback, libelous, website, supra-
competitive, implemented, monopolist"
