Page,Core Terms
21,"insurance business, insurer, insurance company, chiropractors, patient, chiropractic, regulation, exemption, anti 
trust law, antitrust, peer review, immunity, McCarran Act, policyholders, defendants', transaction of business, peer 
review committee, insurance industry, motion to dismiss, plaintiffs', pharmacies, profession, boycott, media, radio, 
venue"
31,"lodestar, settlement, compensated, contingent, attorney's fees, franchisees, expenses, represents, franchise, 
compromise settlement, lower rate, petitioners', contractual, plaintiffs', changes, factors, parties"
38,"contractors, bargaining, antitrust, alleges, employees, rights, membership, referral, unfair labor practice, labor 
organization, associations, injunctive, violations, contends, counts"
50,"distributor, manufacturer, restrictions, retailers, products, territory, terminated, horizontal, nonprice, wine, rule of 
reason, customers, Antitrust, sales, per se rule, wholesale, retail outlet, vertical, presale, anti trust law, effects, 
instructions, interbrand, wholesale distributor, anticompetitive, intrabrand, marketing, consumer, dealers, selling"
62,"MONOPOLY, trademark, producer, district court, consumer, patent, genus, Shredded, Wheat, trading, primary 
significance, real estate, chess, board game, jury trial, infringement, manufacture, denote, invalid, species, 
equitable, district judge, goodwill, generic, played, games, consuming public, generic term, advertising, registered"
74,"gasoline, distributor, dealers, automotive, retail, Georgia Act, preemption, proscribed, franchise, termination, 
regulation, prices, state law, wholesale, supplier, preempted, invalid, terms, vague, Practices, controls, distress, 
selling, jobber, franchise agreement, Sherman Act, plaintiffs', Petroleum, expenses, violates"
91,"interstate commerce, appellants', bids, commerce, antitrust, mail fraud, Sherman Act, collusive, highway, asphaltic"
101,"oil, monopolize, summary judgment, conspiracy, antitrust, attempt to monopolize, district court, market power, 
specific intent, cotton seed, predatory, Sherman Act, circumstances"
111,"wholesalers, Sherman Act, distiller, antitrust, competitors, participated, railroads, campaign, government action, 
allegations, sham, publicity campaign, plaintiffs', truckers, genuine, trade association, district court, sham exception, 
lobbying, theatre, alcoholic beverage, permit application, antitrust case, regulation, summary judgment, government 
body, conspiracy, shipments, contends, liquor"
123,"competitor, antitrust, bowling, anticompetitive, damages, manufacturer, practices, unfair, Clayton Act, acquisition, 
elimination, centers, effects, switch, stock"
128,"license, infringement, songs, blanket, plaintiffs', compositions, users, consent decree, repertory, misuse, rights, anti 
trust law, practices, music, summary judgment motion, performing, antitrust, evenings, genuine, decree, 
authorization, copying, musical composition, summary judgment, defendants', publicly, lyrics"
141,"distributor, windmills, sales, district court, territory, manufacturer, products, rule of reason, vertical, anti trust law, 
monopolization, appellants', counterclaim, pump"
147,"consumer, subpoena, redress, public interest, cease and desist order, investigations, investigatory, discovery, 
practices, Courts, damages, unfair, administrative agency, investigatory power, FTC Act, partnerships, limitations, 
legislative history, statutory authority, district court, civil action, class action, instituted, broadened, effective, 
agencies, commerce, discover, purposes, records"
