Page,Core Terms
21,"consumers, products, software, Defendants', declaratory judgment, secondary market, warranty, Lanham Act, 
license, first sale doctrine, resellers, allegations, purchasing, argues, hardware, licensee, private right of action, 
motion to dismiss, agrees, customers, embedded, binding, genuine, false advertising, end user, deception, alleged 
misrepresentation, leave to amend, misrepresentations, representations"
33,"restitution, injunction, remedies, authorizes, violations, injunctive relief, equitable, equitable relief, permanent 
injunction, disgorgement, courts, websites, cases, public interest, district court, imminent, notice, FTC, quotation, 
marks, customers, circuits, consumer, preliminary injunction, credit-monitoring, provisions, cease-and-desist, 
practices, unfair, equitable remedy"
69,"continuing violation doctrine, Purchaser, harmonization, statute of limitations, Indirect, Sherman Act, anti trust law, 
interpretations, antitrust, provisions, foreshadow, courts, Plaintiffs', Propane, federal court, state-law, en banc, 
antitrust statute, court of appeals, articulated, construing, federal law, continuing violation, state court, state law, 
untimely, accrued cause of action, cases, cause of action, four year"
87,"witnesses, weighs, factors, convenience, records, broker, documents, litigating, convenience of the parties, motion 
to transfer, parties, choice of forum, first-to-file, geographic, discovery, reasons, reside"
95,"Convention, summary judgment, Hotels, material fact, genuine dispute, discovery, space, substitutes, retailers, 
relevant market, market power, tortious interference, anti trust law, quotation, effects, prices, marks, concerted 
action, procompetitive, attendance, exhibiting, summary judgment motion, preliminary injunction, trade association, 
parties, cases, anticompetitive, antitrust, contends, host"
112,"argues, relevant market, proposed testimony, expert testimony, pro-competitive, effects, methodology, reliable, 
antitrust, agrees, products, scientific, precludes, bolster, firms, expert report, anti-competitive, calculation, expertise, 
barriers, markets, opine, market power, econometrics, principles, economist, entirety, rebuttal, software"
121,"aluminum, Premium, defendants', warehousing, district court, antitrust, warehouses, delivery, prices, complaints, 
inflate, restrained, anticompetitive, artificially, metal, manipulation, allegations, Consumer, anti trust law, producers, 
costs, grant of summary judgment, foremost, stocks, amend, suffer injury, conspiracy, purchases, amended 
complaint, motion to dismiss"
134,"patent, grouper, damages, Limitations, summary judgment, software, parties, infringement, market share, 
inequitable conduct, antitrust, Merits, fraudulent concealment, statute of limitations, Reply, van, unenforceable, 
invention, products, argues, customers, competitors, conceived, standalone, invalid, documents, expert testimony, 
asserts, malicious prosecution claim, contends"
207,"immunity, entity, funds, arm, political subdivision, sovereign immunity, medical staff, personnel decision, factors, 
argues, firing"
213,"alleges, bid, mail, enterprise, amended complaint, motion to dismiss, fails, mail fraud, impermissible, conspiracy, 
decisions, vendor, racketeering activity"
219,"bonds, conspiracy, dealers, prices, trader, chat, statistics, class period, price-fixing, syndicate, direct evidence, 
allegations, conversations, motion to dismiss, antitrust, plaintiffs', Chatroom, amended complaint, secondary 
market, defendants', pleaded, transactions, phase, statistical analysis, remaining defendant, non-defendant, 
competitors, traded, banks, logs"
234,"Hotels, conspiracy, antitrust, keyword, branded, bidding, allegations, consumers, Defendants', competitor, 
Gatekeeper, Plaintiffs', advertising, motion to dismiss, Downstream, anti trust law, horizontal, antitrust claim, hotel 
room, online, prices, anticompetitive, Sherman Act, interbrand, recommends, inventory, proper plaintiff, customers, 
chains, relevant market"
273,"class member, trades, spreads, liquidity, predominance, class certification, transactions, conspiracy, Defendants', 
Plaintiffs', individualized, currency, provider, commerce, certification, manipulation, domiciled, questions, marks, 
class action, quotation, damages, spot, generalized, import, prices, class-wide, benchmark, domestic, resting"
289,"allegations, conspiracy, Plaintiffs', antitrust, Defendants', purchasers, indirect, competitors, Products, named 
plaintiff, class action, courts, federal court, anti trust law, state law, prices, motion to dismiss, factors, district court, 
trade association, documents, meetings, pled, end-products, factual allegations, cause of action, anticompetitive, 
consumers, parties, notice"
322,"terminating, network, transport, carrier, alleges, cards, antitrust, monopolization, switching, monopoly power, 
counterclaim, third-party, customers, transit service, motion to dismiss, anticompetitive, domestic, wireless, 
monopoly, charges, resale, argues, anticompetitive conduct, internet-based, competitors, register, gateway, minute, 
telecommunications, wholesale"
335,"statute of limitations, public nuisance, limitations period, opioid, nuisance, referenced, exhibits, damages, equitable 
relief, Distributors, four-year, diligence, accrual, equitable tolling, summary judgment, Pharmacy, toll, concealment, 
accrued, civil conspiracy, material fact, matter of law, Manufacturers, prescription, limitations, violations, injuries, 
orders, volume, cases"
367,"filed rate doctrine, Bribery, Plaintiffs', fraudulent transfer, motion to dismiss, courts, rates, entities, ego, challenges, 
regulation, declaratory judgment, personal income tax, federal law, no employee, allegations, disclaimed, funnel, 
funds"
377,"antitrust, software, purchaser, anti trust law, indirect, price-fixing, funds, conspiracy, injuries, antitrust violation, 
Sherman Act, providers, alleges, factors, parties"
386,"documents, pretreated, aluminum, discovery, recommends, antitrust, communications, requests, parties, search 
term, Disputed, counterclaims, automotive, pricing, terms, chemical, products, customers, alum, constitutes, 
cumulative, reasons, negotiations, analyses, papers, string, email, commercialization, reflecting, parties' agreement"
421,"prices, post-and-hold, en banc, wholesalers, alcohol, antitrust, adhere, Liquor, hybrid, consumers, split"
426,"documents, antitrust, motion in limine, investigations, seal, confuse, playing, internal policy, personal knowledge, 
designations, deposition, quotation, policies, decree, compliance, witnesses, parties"
432,"beans, consumer, label, ingredient, misleading, serving, advertising, food, judicial notice, unfair, motion to dismiss, 
deceive, display, deceptive, packaging, allegations, contents, filled, prong, cups, factual allegations, predominant, 
fraudulent, products, misrepresentations, regulations, container, accuracy, violates, false advertising"
451,"railroad, conspiracy, shareholder, alleges, antitrust, wrongful act, tracks, subsidiary, STB, expectancy, argues, 
tortious interference, motion to dismiss, conspire, uniform rate, damages, preempted, counts, fiduciary duty, state 
law, statute of limitations, breach of contract, transportation, switch, Defendants', appointed, customers, breached, 
profits, courts"
471,"Bray, antitrust, accrued, limitations period, email, statute of limitations, new cause of action, Loan Amendment, 
resignation, conspiracy, default"
476,"platform, two-sided, travel agent, district court, airlines, relevant market, damages, Sherman Act, prices, booking, 
effects, matter of law, anticompetitive, one-sided, quotation, marks, provisions, technology, customers, contracts, 
competitive market, new trial, overt act, Counts, monopolized, antitrust, network, card, supracompetitive, flights"
500,"robots, aftermarkets, surgical, monopolization, customers, antitrust, amended complaint, counter, allegations, 
products, usage, monopoly power, distributor's, toolkit, anticompetitive, instruments, relevant market, prices, 
competitors, laparoscopic, repair, tied product, manufacturer, replacement, markets, parties, surgery"
510,"natural gas, FERC, plaintiffs', electricity, tariff, filed-rate, antitrust, wholesale, rates, transportation, transmission, 
district court, regulations, state-law, retail, pipeline, energy, gas pipeline, generators, purchasers, defendants', 
challenges, contracts, no-notice, reserved, prices, resell, federal claim, spot market, interstate"
522,"purchaser, antitrust, consumer protection, indirect, plaintiffs', factors, unjust enrichment, antitrust claim, allegations, 
conspiracy, prices, courts, anti trust law, deny a motion, no claim, doorskins, manufacturers, increased price, 
practices, unfair, defendants', deceptive, statute of limitations, antitrust violation, Sherman Act, remoteness, 
damages, diligence, conspired, consumer"
