Page,Core Terms
21,"advertising, counterclaim, unfair, anti trust law, defamation, prong, motion to dismiss, networking, diligence, amend, 
allegations, competitors, collected, user, deadline, leave to amend, market power, Third-Party, antitrust, violates, 
scheduling order, analytics, privacy, courts, media, relevant market, market share, implicated, permission, platforms"
32,"Lyme, disease, guidelines, IDSA, asserts, argues, antitrust, insurance company, antitrust claim, conspiracy, no 
evidence, summary judgment, antibiotic, patients, genuine, coverage, health insurance company, monopolization, 
long-term, contends, nonmovant, discovery, panelists, replies, summary judgment motion, alleged conspiracy, 
present evidence, relevant market, material fact, allegations"
44,"allegations, listings, websites, Buyer, display, motion to dismiss, Lanham Act, consumers, misleading, real estate, 
antitrust, tab, relevant market, anticompetitive, licensed, complaint alleges, customers, labeling, harmed, Agent 
Commission Rule, Segregation, commissions, Offers, courts, false advertising, asserted claim, deceptive act, 
market power, implemented, conspiracy"
59,"Products, venue, Defendants', sales, witnesses, give rise, infringing, trademark infringement, motion to dismiss, 
proper venue, parties, reside, personal jurisdiction, improper venue, passing off, convenience, factors, unfair 
competition, common law claim, Lanham Act, deference, distributed, Coconut, occurs, importation, favors, weigh, 
lack of personal jurisdiction, choice of forum, inconvenient"
80,"Games, developers, platforms, consumers, users, mobile, transactions, in-app, purchases, Switch, restrictions, 
prices, effects, customers, console, market power, players, digital, costs, streaming, market share, provisions, 
features, markets, anticompetitive, products, substitution, aftermarket, download, intellectual property"
240,"cause of action, conversion, in-person, promise, demurrer, leave to amend, unfair, Policies, tuition, unjust 
enrichment, contract claim, lectures, online, integration clause, final examination, catalogue, courts, amend"
245,"antitrust, anesthesiologists, pricing, anesthesiology, reimbursement rate, alleges, patients, consumers, predatory, 
insureds, providers, network, output, competitors, conspiracy, artificially, buyer, practices, anti trust law, 
anticompetitive, factors, conversion factor, depressed, harmed, health insurer, reimbursement, facilities, Shield, 
inputs, district court"
263,"beer, wholesalers, brands, distributor, alleges, market power, manufacturers, products, prices, monopolization, 
monopoly power, retailers, market share, distribute, antitrust, adverse effect, Sherman Act, competitors, argues, 
relevant market, courts, fails, anticompetitive, contractual, horizontal, vertical, promotion, declaratory judgment, 
consumers, high-end"
278,"Defendants', cattle, motion to dismiss, beef, Purchaser, Plaintiffs', slaughter, Indirect, consumer protection, prices, 
conspiracy, Producer, volumes, per head, allegations, antitrust, unjust enrichment, margins, packers, reductions, 
Approve, Practices, email, anticompetitive, coordinated, factors, courts, claim for damages, fourth quarter, 
unconscionable"
299,"alleges, landfills, personal jurisdiction, customers, prices, defendants', subsidiaries, competitors, motion to dismiss, 
market share, antitrust, contracts, monopolization, predatory, disposal, owns, anticompetitive conduct, monopoly 
power, residential, Recycling, quotation, marks, amended complaint, plaintiff's claim, waste disposal, ownership, 
barriers, monopoly, lock, vertical integration"
311,"press release, allegations, blog, aircraft, lawsuit, cases, posts, public interest, incidental, contractual relationship, 
trade secret, Reply, argues, patent, communications, quotation, criminal investigation, confidential, disruption, 
appears, designs, marks, eVTOL, misappropriated, privileged, campaign, website, intellectual property, substantial 
interest, third party"
330,"registration, trademark, counterclaims, fraudulent, allegations, Lanham Act, cross-appeal, procure, antitrust, patent, 
lamp, Sherman Act, Recommendation, monopolization, cause of action, immunity, allege fraud, trade dress, 
damages, sham, statute of limitations, fraud claim, cancellation, argues, anti-competitive, notice, motion to dismiss, 
functionality, registered, grounds"
346,"patent, Shuffle, prior art, antitrust, Shuffler, reexamination, infringement, invalid, statute of limitations, summary 
judgment, lawsuit, accrued, settle, settlement agreement, inequitable conduct, allegations, pre-filing, settlement, 
discovery, reason to know, unenforceable, proceedings, initiation, references, undermines, four-year, parties"
353,"antitrust, supplements, consumers, nutritional, geographic, monopolization, relevant market, products, summary 
judgment, television programming, genuine dispute, material fact, Sherman Act, customers, purposes, vendors, 
direct response, matter of law, competitors, substitutes, practices, submarket, monopoly, parties, prices, unfair"
