Page,Core Terms
21,"competitors, Robinson-Patman Act, secondary-line, price discrimination, competitive injury, injure, legislative 
history, Foremost, Clayton Act, prevent competition, destroy, anti trust law, primary-line, merchants, inferred"
29,"investors, trades, conspiracy, spreads, class member, market-makers, Defendants', class action, damages, 
negotiated, aggregate, class certification, volume, odd-eighth, transactions, class representative, member of the 
class, proposed class, customers, effective, quotations, advisors, shares, stock, retirement system, named plaintiff, 
affiliates, prices, alleged conspiracy, individual basis"
45,"arbitration, antitrust, parties, anti trust law, subject to arbitration"
52,"vermiculite, Antitrust, monopolization, donation, mining, anti trust law, market share, mining rights, anticompetitive, 
competitor, cases, allegations, conspiracy, holdings, Skiing, monopoly power, parties, conspiracy to monopolize, 
percent, noncommercial, producers, commerce, concentrates, suppression, consumers, non profit organization, 
contractual, conveyances, nonprofit, good faith"
84,"airport, city and county, immunity, municipality, Ordinance, usage, state action, facilities, district court, antitrust, car 
rental company, supervision, bonds, regulations, private party, provisions, car rental, anticompetitive, authorization, 
articulated, antitrust claim, append, notice, lease, anti trust law, state policy, finance, rental, prong, doctrine of 
immunity"
97,"radiation, barriers, monopolization, market share, oncology, linear accelerator, accelerators, market power, genuine 
issue of material fact, Defendants', summary judgment, district court, monopoly, patients, prices, provider, 
maximum capacity, competitors"
104,"franchise, allegations, franchisees, Breaching, antitrust, induced, Oil, boycott, royalty, conspiracy, expectancy, 
tortious interference, defendants', trademark, stations, plaintiff's claim, royalty rate, Sherman Act, lubrication, 
terminated, consumers, License, Counts, join"
113,"criminal proceeding, reconsideration, offering, discovery, parties"
118,"energy, amended complaint, generation, curtailment, electric, consumers, competitor, antitrust, purchases, 
monopolize, wholesale market, relevant market, district court, service area, alleges, amend, anti trust law, 
producers, compete, retail, electric energy, regulations, independent power, customers, retail market, contends, 
resellers, motion to dismiss, letter brief, facilities"
133,"addendum, termination, noncompete, insurer, noncompetition, covenant, confidential information, parties, three 
year, trial court, nonrenewal, coverages, compete, volunteer fire, trade secret, expiration, marketing, notice, renew, 
restrictive covenant, circumstances, policyholders, automatic, contends, venture, rating, plans, one year, 
misrepresentation, negotiations"
144,"markets, proposed class, health plan, damages, defendants', Clinic, geographic, physician's services, purchasers, 
class certification, plaintiffs', antitrust, class member, predominance, prices, named plaintiff, commonality, potential 
class member, health maintenance organization, class action, allegations, conspiracy, healthcare services, 
common question, statute of limitations, class representative, certification, customers, products, Sports"
165,"distributor, retailers, products, superstores, purchaser, prices, manufacturer, sales, Pet, wholesale, selling, foods, 
competitors', customers, indirect, alleges, seller, distributorship, advertising, conspiracy, territory, dog, promotions, 
antitrust, vertical, cat food, deposition, volume, independent distributor, distribution system"
178,"Campus, antitrust, anti trust law, convenience store, anticompetitive, Card, meal, anticompetitive conduct, antitrust 
claim, competitor, on-campus, plans, summary judgment motion, grant summary judgment, district court, lack 
standing, policies, houses, opened, fails"
182,"premiums, district court, plaintiffs', summary judgment, relevant market, antitrust, damages, monopolization, co-
payments, discount, insurance business, practices, policies, prices, anticompetitive, submarket, insureds, patients, 
calculated, elasticity, acute care hospital, federal statute, market power, competitors, for-profit, charges, third 
amended complaint, amended complaint, Sherman Act, defendants'"
206,"immune, State Action Doctrine, antitrust, official capacity, Sheriff, injunctive relief, sheriff's deputy, anticompetitive, 
police officer, off-duty, money damages, government official, individual capacity, local government, private security, 
instant case, state law, localities, amend, absolute immunity, anti trust law, restaurants, pertaining, violations, 
delegated, municipal, ordinance, alleges"
215,"rates, filed rate doctrine, customers, non-core, import, plaintiffs', transportation, pipeline, antitrust, natural gas, 
Cellular, damages, instant case, volumes, steel, federal agency, quantity, district court, federal review, defendants', 
Electric, shipper, Lake, interstate commerce, denial of access, lower rate, certificate, competitors, conspiracy, 
producers"
225,"conspiracy, Plaintiffs', carpet, products, class certification, parties, prices, predominance, antitrust, polypropylene, 
class member, price-fixing, Defendants', formulas, class action, believes, damages, courts, markets, cases, 
proposed class, questions, adduced, circumstances, Consolidated, analytical, member of the class, individualized, 
discovery, varying"
250,"targeting, bargaining, contractors, negotiations, picketing, amended complaint, parties, summary judgment motion, 
collective bargaining agreement, withdraw, summary judgment, collective bargaining, sprinkler, conspiracy, 
exemption, Counts, defendants', conditions, site, violations, antitrust, employees, projects, argues, terms, illegal 
conspiracy, Sherman Act, circumstances, nonstatutory, effective"
271,"contracts, transport-or-pay, customers, transportation, regulation, provisions, long-term, rates, pipelines, negotiated, 
antitrust, natural gas, supervision, interstate, Decisions, prong, plaintiffs', filed rate doctrine, transmission, take-or-
pay, displace, anticompetitive, certification, tariff, state action doctrine, authorization, ratepayers, options, 
anticompetitive conduct, issue of fact"
304,"accrual, limitations period, Clayton Act, predicate act, fraudulent concealment, antitrust, discovery, silo, statute of 
limitations, cause of action, diligence, tolling, feed, courts, limitations, racketeering activity, reasonable diligence, 
equitable, accrues, cases, accrued cause of action, antitrust case, discovery rule, four year, circumstances, 
borrowing, discovers, analogy, damages, reasons"
320,"purchasers, indirect, antitrust, consumer protection, anti trust law, federal law, courts, manufacturers, unfair, 
overcharged, pharmacies, guided, damages, drugs, suits"
329,"trademark, products, disinfectant, cleaner, markets, competitors, anti trust law, antitrust, compete, spray, cleaning, 
restrictions, brand, parties, advertising, pine, marks, pro-competitive, producing, monopoly, Sherman Act, 
household, dominate, summary judgment, introducing, predecessor, liquid, rights, antitrust claim, new product"
