Page,Core Terms
21,"taxi, antitrust, allegations, pricing, motion to dismiss, monopolize, costs, unfair competition, amended complaint, 
ride-hailing, predatory, drivers"
26,"email, district court, letter of intent, antitrust, lease, summary judgment, negotiating, bidding, walk, matter of law, 
motion for judgment as a matter of law, motion for a new trial, reasonable juror, per curiam, counterclaims, courts, 
tanked, instructions, collusive, binding, parties, rights"
39,"opines, damages, argues, de facto, effects, industry standard, motion to exclude, deposition, Motions, asserts, 
intellectual property rights, intellectual property, anti trust law, forecasting, documents, expert testimony, 
anticompetitive, lawsuit, offering, patent, procompetitive, testifying, expertise, purported, reliable, copying, reasons, 
contrary to law, expert opinion, last sentence"
52,"eggs, export, domestic, volume, widgets, non-members, prices, handled, cooperative, buyer, milk, indicia of 
reliability, fair market value, antitrust, defendants', demands, markets"
58,"duty to disclose, chain, prong, unfair, consumer, labels, disclose, omission, labor practice, chocolate, products, 
slave labor, cases, manufacturers, child labor, failure to disclose, fraudulent, tethered, safety hazard, immoral, 
blight, courts, warranty period, functionality, decisions, violating, slave, worst"
70,"allegations, trademark, Registration, trademark infringement, unfair, Lanham Act, fraudulent, customers, prong, 
likelihood of confusion, motion to dismiss, infringement, proceedings, cognizable, similarity, marketing, t-shirts, 
factors, reasons, marks"
76,"FTC, consumers, unfair, unfair act, injunction, cease and desist order, practices, data-security, notice, personal 
information, district court, installed, safeguards, engaging, compliance, computer network, unenforceable, 
contempt, appeals, network, mail, substantial injury, terminate, alleges, billing, show cause hearing, security 
program, federal court, employees, overnight"
96,"merger, distributors, video, subscriber, consumers, programming, blackout, customers, affiliate, programmers, 
negotiations, networks, bargaining, predicted, advertising, long-term, proposed merger, leverage, increased-
leverage, competitor, Cable, post-merger, defendants', vertically, coordination, DISH, prices, third-party, real-world, 
effects"
170,"antitrust, mergers, allegations, mail, Clayton Act, appears, summons"
176,"products, motion to dismiss, advertising, studies, alleges, misleading, ingredients, packaging, judicial notice, 
representations, argues, health benefits, osteoarthritis, contends, class certification, benefits, consumer, unfair"
184,"sellers, court of appeals, foreign law, purchasers, federal court, exports, vitamin, foreign government, price fixing, 
own law, declaration, relevant material, characterization, circumstances, quantity, decree, defer, views"
195,"allegations, modification, unfair, motion to dismiss, prong, breach of contract claim, judicial notice, non-
performance, violations, Notice, fails, incorporate by reference, tender payment, recorded, courts"
202,"generic, patent, settlement, antitrust, private plaintiff, infringement, summary judgment motion, manufacturers, 
Plaintiffs', anticompetitive, causation, cases, parties, summary judgment, anti trust law, brand name, courts, 
pharmaceutical, conspiracy, consumers, profits, merits, unjustified, invalid, antitrust violation, chance of winning, 
motion to exclude, procompetitive, certification, Defendants'"
231,"patent, patent law, regional, inequitable conduct, en banc, issue a patent, antitrust, appeals, malpractice, district 
court, circuits, cases, fraud issue, invalid, antitrust claim, questions, appellate jurisdiction, substantial issue, federal 
law, hypothetical, infringement, procuring"
239,"antitrust, monopolize, prices, taxi, motion to dismiss, amended complaint, allegations, costs, predatory, plaintiffs'"
247,"Defendants', rival, travelers, no-poaching, providers, allegations, joint venture, rule of reason, antitrust, medical-
traveler, markets, employees, compete, ancillary, no-hire, subcontractor, submarkets, pool, competitors, cartel, 
Sherman Act, recruiters, regional, motion to dismiss, anticompetitive, barriers, prices, relevant market, solicit, courts"
270,"auger, chiller, customer, marking, patented, advertising, discovery, sales, reputation, blades, false advertising, 
competitive injury, summary judgment, alleged false, website, economic injury, admissible evidence, tank, partial 
summary judgment, proximately cause, Deposition, rebutted, genuine dispute, material fact, no evidence, 
causation, goodwill, argues, deceptive, additional discovery"
281,"argues, allegations, contribution rate, non-League, antitrust, secondary, bargaining, contributions, exemption, 
asserts, antitrust claim, multiemployer, withdrawal, parties, unlawful agreement, motion to dismiss, non-statutory, 
collective bargaining, mistake of law, anticompetitive, fails, anti trust law, no allegation, conspiracy, methodology, 
restitution, coercion, courts, collective bargaining agreement, per se rule"
