Page,Core Terms
21,"anti-SLAPP, allegations, trial court, litigation privilege, petitioning activity, cause of action, courts, judicial 
proceedings, oral statement, harassment, emotional, extortion"
28,"arbitrability, parties, unmistakable, incorporation, arbitration agreement, agreed to arbitrate, questions, franchise, 
cases, courts, non-signatory, merits, contract law, state law, decisions, circuits, argues, worded"
38,"patents, district court, sleeve, susceptor, packaging, antitrust, paperboard, bundling, redesign, fraudulent, market 
power, prior sale, invented, inventor, sales, sham, competitors, discounts, procured, drawing, baseless, asserts, 
deceive, patent application, summary judgment, susceptor-packaging, susceptor-sleeve, quotation, monopoly 
power, paperboard-packaging"
53,"cause of action, demurrer, unfair, allegations, unfair competition, willful misconduct, practices, notice, amend"
57,"amended complaint, alleges, cases, antitrust, motion to dismiss, argues, sham, patent, kiosks, baseless, antitrust 
claim, public use, infringement, casino, patent infringement, original complaint, invalid, compulsory counterclaim, 
gaming-specific, recommend, district court, counterclaims, report and recommendation, parties, fails, immunity, 
withdraw, Gaming, issue preclusion, market power"
69,"exhaustion, sponsor, Hockey, district judge, cartel, federal claim, antitrust, remedies, amateur, sport, anti trust law, 
district court, justiciability, Affiliate, dissolved, nonprofit, suppliers, contends, disputed, mitigate, modified, monopoly, 
By-Laws, damages, genuine, leagues, profits, merits, admit, rink"
73,"patent, infringement, products, plaintiffs', contends, antitrust, unfair competition, motion to dismiss, allegations, 
immunity, invalid, letters, website, waived, parties, cease-and-desist, anticompetitive, reformulated, sham, antitrust 
claim, bad faith, lawsuit, removal, patentee, listing, sending, amended complaint, Lanham Act, counterclaim, 
nutritional"
80,"Parties, counterclaims, motion to dismiss, television, forum non conveniens, oral agreement, License, courts, anti 
trust law, Chinese Anti-Unfair Competition Law, violations, customers, products, public interest factors, district court, 
allegations, witnesses, GLOBAL, Brand, weigh, antitrust claim, Chinese Anti-Monopoly Law, adjudicating, suppliers, 
amend"
86,"Defendants', Supplemental, expert report, regression, antitrust, expert witness, milk, reliable, conspiracy, expert 
opinion, proffered, farmer, Plaintiffs', methodology, cooperative, disclosure, opine, inadmissible, motivation, data 
set, corrected, expertise, quotation, marks, special knowledge, expert testimony, processing plant, zip code, 
anticompetitive, credibility"
99,"specific performance, damages, Recommendation, settlement agreement, breached, motion to enforce, 
anticompetitive, rule-of-reason, antitrust, effects, generic"
106,"preferred stock, damages, stock, proposed class, common stock, argues, Offerings, shares, traded, Plaintiffs', 
investors, statistically significant, class action, autocorrelation, earnings, class member, misrepresentations, 
disclosures, purchasers, appointed, omissions, registration statement, class certification, inflation, courts, spread, 
audit, individual issues, class period, announcements"
143,"settlement, notice, wages, attorney's fees, costs, class action, final approval, civil penalty, common fund, Parties, 
damages"
147,"wrapping, health plan, brokers, prices, plans, small group, percent, market power, vertical, products, boycott, 
damages, health insurance, trial court, utilization, employees, harmed, commissions, competitor, deductible, 
restraint of trade, relevant market, projected, provider, insured, sales, insurance broker, anti trust law, lost profits, 
anticompetitive"
159,"unfair, prong, Products, reconsideration motion, allegations, business practice, clear error, reconsideration, 
fraudulent, pleadings, fail to state a claim, advertising, movant, retail"
165,"patents, aggregation, technologies, anticompetitive, antitrust, substitutes, damages, conspiracy, license, antitrust 
claim, Defendants', acquisition, allegations, statute of limitations, cause of action, anti trust law, elimination, 
Markets, effects, Electronics, commerce, Input, limitations period, relevant market, Sherman Act, lawsuit, consumer, 
products, settlement agreement, affirmative defense"
190,"unfair, allegations, breach of contract, consumers, prong, fillets, salmon, competitors, wrongful act, fraudulent, 
parties, courts, prospective economic advantage, business practice, alleged facts, amend, buyer, terms"
198,"advertising, antitrust, argues, allegations, acquisition, integration, competitors, fraudulent concealment, 
monopolization, Sherman Act, users, Clayton Act, markets, statute of limitations, quotation, marks, injunctive relief, 
relevant market, developers, Whitelist, network, ticket, doctrine of laches, sharing agreement, Additionally, hold-
and-use, back-end, Friends, motion to dismiss, leave to amend"
212,"allegations, prong, unfair, disgorgement, injunctive relief, fraudulent, pleadings, settlement, Reply, regulations, 
Policies, contends, good faith, coverage, second amended complaint, summary judgment, launch, obligations, 
restitution, alteration, damages, amend, equitable relief, particularity, Viability, predicate, premiums, remedies, 
convert, pled"
223,"purchases, indirect, allegations, antitrust, unjust enrichment, damages, courts, anti trust law, parens patriae"
243,"Network, preliminary injunction, buyers and sellers, contributions, exploitation, benefits, contractual relationship, 
tortious interference, listing service, anticompetitive, stimulating, withholding, disruption, properties, consumer, 
database, listings, reasons, succeed, fellow, join"
245,"license, royalties, Music, misuse, holder, recordings, summary judgment, unclean hands, entities, subscription, 
programming, digital, public policy, affirmative defense, copyright owner, preexisting, memorandum, affiliate, 
REDACTED, parties"
252,"arbitration, match, confederations, soccer, national association, Games, alleges, leagues, directive, teams, 
conspiracy, regional, compel arbitration, regulations, antitrust claim, anticompetitive, conclusory, horizontal, 
antitrust, sanctioning, parties, motion to dismiss, Sherman Act, competitors, players, argues, arbitration agreement, 
restraint of trade, direct evidence, promoters"
