Page,Core Terms
21,"plant, patents, cuttings, chrysanthemum, royalties, growers, propagator-distributor, sport, flowers, damages, 
infringement, breeder, ornamental, monopolization, district court, programs, prices, sales, invention, antitrust, 
customers, relevant market, plant patent, mutations, self-propagators, asexual, Sherman Act, Shoe, cases, 
reproduction"
65,"Anti-Trust, commerce, decisions, anesthesiology, Anesthesia, conspiracy, antitrust violation, target area, treble 
damages, provisions"
73,"insurance business, regulation, alleges, boycott, sickness, accident insurance, insurance company, anti trust law, 
co-conspirator, Holds, interstate commerce, claim for relief, McCarran-Ferguson Act, exemption, summary 
judgment, policyholders, intimidation, monopolize"
81,"gypsum, wallboard, covenant, settlement, manufacturer, antitrust, subsidiaries, contractors, projects, rebate"
85,"rates, antitrust, courts, matters, anti trust law, Telephone, allegations, immunize, regulated industry, customers, 
doctrine of primary jurisdiction, anticompetitive, interconnect, challenges, exhaustion, monopolize, regulated, 
powers"
92,"Franchise, distributorship, distributor, manufacturer, conspiracy, Practices, termination, Antitrust, sales, parties, 
advertising, license, anti trust law, products, proofs, franchisee, restraint of trade, per se violation, competitors, 
monopoly, federal case, combinations, cancelling, contracts, territory, trademark, cases"
106,"players, Rozelle Rule, exemption, teams, anti trust law, district court, Sherman Act, bargaining, collective 
bargaining, negotiations, League, free agent, mandatory, antitrust, parties, played, nonstatutory, collective 
bargaining agreement, rule of reason, cases, restraint of trade, per se violation, group boycott, principles, effects, 
Bylaws, circumstances, unilaterally, elimination, favoring"
126,"sugar, refined sugar, damages, class action, class member, refiner, conspiracy, prices, purchasers, counterclaims, 
predominate, defendants', antitrust, products, users, overcharge, consumer, industrial, customers, plumbing fixture, 
certification, brokers, plaintiffs', courts, retail, allowances, lawsuits, marketed, allegations, wholesalers"
168,"Sherman Act, district court, food, discount, parties, prices, interstate commerce, department store, competitors, rule 
of reason, merchandise, supermarket, license, restraint of trade, out-of-state, commerce, non-food, mart, summary 
judgment, purchases, grocery, food store, restrictions, regulation, antitrust, compete, sales, license agreement, 
horizontal, customer"
183,"cephalosporin, Revised, rebate, products, sales, antibiotics, cefazolin, drugs, marketing, purchases, monopoly 
power, anti-infective, fact finding, volume, prices, van, pharmaceutical, deposition, Sherman Act, bonus, 
manufacturers, monopolization, promotion, competitors, effective, tie-in, patents, pretrial order, penicillins, 
pharmacists"
228,"McCarran Act, insurance business, regulation, dentists, anti trust law, contracts, exemption, subscribers, state 
regulation, dental care, patient, state law, prepaid, insurance company, service provider, participating, annuity, 
premiums, insurer, non-participating, antitrust, health care service plan, purposes, license, plans, The McCarran 
Act, constitutes, practicing, provisions, charges"
240,"dealers, settlement, settlement agreement, lease, class action, class member, termination, parties, plaintiffs', 
expenses, proposed settlement, renew, station, arbitration, attorney's fees, terms, good cause, antitrust, benefits, 
gasoline, notice, service station, consummating, successor, Refining, premises, fees and expenses, approve, retail, 
cases"
255,"railroads, non-negotiable, carrier, pooling, issuance, void, stock, sinking fund, Clayton Act, advances, earnings, 
Commerce, interstate commerce, authorization, Finance, termination, three-judge, approving, deductions, traffic, 
common carrier, Sherman Act, antitrust, parties, terms, transportation, subordination, provisions, purchaser,"
272,"frozen dessert, pie, dessert, products, frozen, producers, consumers, food service, acquisition, percent, retail, 
Clayton Act, fresh, commerce, sales, fresh baked, interchangeable, customers, baked, cases, plant, market share, 
brokers, Food, advertising, distributed, households, frozen food, manufacturing, consumption"
284,"Housing, residents, practices, multiple listing service, brokers, Rights, discriminatory, neighborhoods, amended 
complaint, standing to sue, cause of action, district court, steering, real estate, Defendants', purchasers, 
predominantly, allegations, residential, remedies, interstate commerce, apartment complex, brokerage, agencies, 
deprived, parties, confer, holds, interracial, benefits"
300,"exemption, wholesale, Sherman Act, Miller-Tydings Act, proviso, products, bread, sales, resale price, vertical, 
antitrust, retail, customers, label, contracts, McGuire Act, secondary, parties, fair trade, manufacturer-wholesaler, 
cases, firms"
308,"anti trust law, antitrust, immunity, Communications, regulatory scheme, regulation, proceedings, doctrine of primary 
jurisdiction, monopolize, provisions, antitrust liability, regulatory statute, common carrier, telecommunications, 
determinations, discovery, pervasive, amicus, courts"
316,"dealer, newspapers, distributor, termination, territory, prices, subscribers, district court, resale price, circulation, 
specific intent, conspiracy, antitrust, damages, carriers, papers, split, sales, plaintiffs', monopolize, publisher, 
manufacturer, restrained, contracts, profits, dual, price-fixing, coercion, amount of damages, horizontal"
338,"foreign commerce, district court, courts, cases, anti trust law, lumber, sovereign, commerce, Sherman Act, 
extraterritorial, conspiracy, antitrust, effects, circumstances, act of state doctrine, conspirators, suits, subject matter 
jurisdiction, substantial effect, interstate, discovery, comity, export, interventors, importers, relations, factors, failure 
to state a claim, international law, public interest"
357,"class action, district court, ANTITRUST, pendency, mailing, notice, failure of plaintiff, motion for rehearing, accept 
employment, condominium unit, named plaintiff, mail a notice, circumstances, Condominium, recreation, adequacy, 
motions, reasons, revoked, lease, vigor"
361,"Dental, anti trust law, antitrust, Defendants', plaintiffs', dental services, violations, programs"
366,"consumers, injunctive relief, anti trust law, Clayton Act, individual consumer, courts, damages, farmworker, 
violations, antitrust, antitrust violation, property interest, cause of action, parens patriae, treble damages, 
enterprises, purchasing, injuries, priced, wine"
375,"consumers, anti trust law, Clayton Act, antitrust, individual consumer, damages, violations, courts, injunctive relief, 
retail, property interest, parens patriae, enterprises, purchasers, injuries"
