Page,Core Terms
21,"sports, basketball, football, Antitrust, student-athletes, recruits, declarations, reconsideration, prominent, college 
education, summary judgment, relevant market, athletic, procompetitive, attending, restrictive alternative, 
redistribute, restrictions, consumers"
29,"skee-ball, confidentiality agreement, parties, motion to dismiss, alleges, trademark, monopoly, leagues, good faith, 
BREWSKEE-BALL, statute of frauds, fair dealing, quotation, fails, marks, antitrust, oral contract, unfair competition, 
relevant market, anticompetitive, use of a term, market power, consolidated, covenant, lawsuit, games, monopoly 
power, counterclaims, breach of contract claim, confidential information"
41,"cards, Plaintiffs', statute of limitations, license, antitrust claim, district court, damages, Defendants', four-year, 
injunctive relief, anti trust law, Clayton Act, laches, overt act, speculative"
48,"subpoena, disclosure, nonparty, confidential, discovery, confidential source, files, drywall, communications, 
manufacturers, documents, protective order, pricing, conversations, undue burden, disclose, network, protections, 
producing, redaction, defendant manufacturer, intellectual property, alleged conspiracy, motion to quash, trade 
secret, proprietary, attributed, e-mails, compliance, journalist"
69,"damages, generic, overcharge, purchasers, motion in limine, prices, umbrella, Shoe, Plaintiffs', bypass, 
wholesalers, antitrust, indirect, anti trust law, manufacturers, decisions, courts, buyer, competitors, pass-on, cases, 
parties, anticompetitive conduct, speculative, benefitted, metaxalone, branded, reasons, argues, causal connection"
82,"carriers, e-mail, pricing, conspiracy, collusion, plaintiffs', wireless, increased price, meetings, message, increases, 
spoliation, bad faith, destroyed, notebooks, moves, analyses, defendants', minutes, adverse inference, price-fixing, 
antitrust, documents, deleted, cases, customers, collude, direct evidence, bundled, missing"
100,"gym, phone number, texts, cases, express consent, membership, text message, consented, joined, unfair, 
summary judgment, consumers, contacted, brand, cellphone number, cancellation, card, summary judgment 
motion, telephone number, confirmation, message, filled, lapse"
111,"trucks, express warranty, warranty, unfair, particular purpose, allegations, terms, motion to dismiss, cause of action, 
leave to amend, Practices, pled"
116,"wholesalers, customers, district court, summary judgment, non-compete, antitrust, per se violation, compete, 
grocery, class certification, distribution center, formula, regions, anticompetitive, genuine, prices, terms, antitrust 
violation, overt act, competitor, supplied, targeted, partial"
125,"alleges, appraisal, cause of action, unfair, unconscionability, mortgage, lender, consumer, declaratory relief, 
borrower, contends, Lending, representations, fraudulent, practices, loans, foreclosure, concealment, violations, 
unfair business practice, business practice, misrepresentations, defendants', speculative, leave to amend, 
demurrer, deceit, notice, terms, fair market value"
148,"allegations, patent, fraudulent, infringing, defendants', technology, concealed, unfair competition, licensing, unfair, 
misled, patent infringement, disrupt, mislead, camera, amend, prong"
154,"statute of limitations, merger, increased price, acquisition, overt act, continuing violation doctrine, oxidates, 
monopoly, antitrust, continuing violation, Clayton Act, monopolization, non-compete, conspiracy, prices, cases, 
district court, Sherman Act, quotation, marks, hold-and-use, restart, Plant, present case, manufacturer, inertial, 
alleges, anti trust law, four year, violations"
167,"allegations, modification, fair dealing, lender, leave to amend, Notice, unfair, default, implied covenant of good faith, 
borrower, motion to dismiss, argues, terms, negligent supervision, implied covenant, negligence claim, due 
diligence, loan-modification, contractual, parties"
174,"costs, pharmacies, drug company, trial court, summary judgment, prevailing party, costs award, award costs, 
recovering, motion to tax, first motion, disqualification, declaration, disqualify"
180,"customers, restrictive covenant, summary judgment, argues, parties, commissions, counterclaim, partial summary 
judgment, covenant, terminated, asserts, unfair, deceptive, advances, breached, summary judgment motion, breach 
of contract, good faith, circumstances, unenforceable, unambiguous, calculated, void, genuine issue of material 
fact, independent contractor, light most favorable, meeting of the minds, fair dealing, non-moving, furniture"
189,"milk, discovery, confidential, subpoena, prices, commercial information, motion to compel, protective order, over-
order, parties, trade secret, Producers, premiums, underlying action, market share, disclosure, non-party"
195,"Counterdefendants, Counterclaim, motion to dismiss, customers, jewelry, Watch, allegations, personal jurisdiction, 
trade secret, misappropriation, contacts, unfair, prong, personnel, exercise of jurisdiction, correspondence, 
fraudulent business practice, due process, forum state, forum-related, resident, lack of personal jurisdiction, 
confidential information, cause of action, communications, purposefully, solicited, confused, traveled, Reply"
208,"pricing, Sherman Act, antitrust, commerce, predatory, relevant market, competitors, export, allegations, licensing, 
consumers, noncompliant, internet, import, recoup, costs, service provider, anticompetitive, conspiracy, foreign 
nation, anti trust law, connected, domestic, losses, monopolization, customers, complied, exempt, motion to 
dismiss, infrastructure"
223,"cases, federal court, federal law, rating, state court, removal, regulations, code of conduct, credit rating, federal 
jurisdiction, abstention, courts, civil enforcement, diversity, real party in interest, consumers, Declaratory, 
proceedings, agencies, IOSCO, federal interest, consumer-protection, provisions, purposes, conflicting interest, 
state law, notice, suits, federal-question, Complaints"
259,"patents, domestic, connectors, commerce, defendants', license, district court, courts, manufacturers, Contributors, 
import, Sherman Act, reasonably foreseeable, anti trust law, give rise, effects, electronics, products, alleges, 
parties, proximate causation, anticompetitive, technologies, obligations, consumers, anticompetitive conduct, 
provisions, proximate, terms, legislative history"
282,"ticket, passenger, settlement agreement, Airlines, customers, district court, purchaser, fuel, surcharges, flights, air 
travel, booking, seats, anti trust law, packages, coupon"
287,"e-books, retailers, antitrust, prices, Publishers, anti trust law, conspiracy, consumers, discount, manufacturer, retail 
price, defendants', damages, lost profits, price competition, alleges, anticompetitive, price-fixing, distributor, 
Policies, enforcer, compete, elimination, asserts"
295,"unfair, motion to dismiss, leave to amend, violation of antitrust laws, covenant of good faith, statute of limitations, 
business practice, equitable tolling, motion to strike, alleged facts, fair dealing, legal theory, contractual, 
oppositions, cognizable, fraudulent, consumers, practices, deceive, matters, rights, pled"
298,"civil penalty, Sherman Act, Antitrust, conspiracy, commerce, restraint of trade, treble damages, damages, 
interpreting, anti trust law, violations, congruent, courts, brings, Clayton Act, alleged violation, unfair, state statute, 
parallels, contends, argues, deceptive act, willfulness, Publishers, twenty-six, consumers, assess, fine, state law 
claim, federal court"
314,"CARES, Fly, relevant market, antitrust, motion to dismiss, car seat, sales, summary judgment, conversion, 
consumers, discovery, harnesses, on-line, summary judgment motion, factual allegations, Sherman Act, 
allegations, recommend, patent, anti trust law, market power, non-movant, convert, distributorship, interchangeable, 
airplane, products, airline, notice, FAA"
324,"coverage, damages, insured, Alarm, duty to defend, ordinance, trial court, allegations, additional insured, 
declaratory judgment, parties, insurance policy, intentional act, property damage, wrongful act, unexpectedly, 
monitoring, provisions, pleadings, federal litigation, federal lawsuit, bodily injury, unintentionally, policy language, 
unambiguous, conspiracy, summary judgment motion, policy coverage, federal court, construing"
332,"patent, antitrust, competitor, settlement, monopoly, Skiing, manufacturer, district court, patent holder, generic, 
monopolization, unbranded, Sherman Act, contracts, infringed, licenses, ticket"
340,"generic, tacrolimus, patients, citizen's petition, transplant, requests, bioequivalence, antitrust, testing, certification, 
Plaintiffs', class certification, class member, drugs, Purchaser, partial, involvement, baseless, indirect, summary 
judgment motion, Differentiation, non-reporting, scientific, switching, damages, studies, sham, antitrust violation, 
expert testimony, Designations"
356,"modification, allegations, motion to dismiss, statute of limitations, misrepresentation, origination, promise, unfair, 
pleaded, promissory estoppel, equitable tolling, negligent misrepresentation, argues, fraud claim, motion to strike, 
judicial notice, leave to amend, fraudulent, heightened, mortgage, prong, business practice, quotation, consumer, 
grounds, notice, fails, fraudulent business practice, face of the complaint, time-barred"
373,"milk, dairy, Plaintiffs', farmers, cooperatives, Defendants', conspiracy, summary judgment, geographic, damages, 
prices, processors, monopsony, premiums, antitrust, quotation, marks, summary judgment motion, anti-competitive, 
raw, alleged conspiracy, suppressed, undisputed, continuing violation, relevant market, matter of law, market share, 
limitations period, supplier, fraudulent concealment"
397,"arbitration, withdrawal, counterclaims, collective bargaining agreement, pattern of racketeering activity, allegations, 
motion to dismiss, federal court, demanding, predicate, written agreement, inflated, argues, pension contribution, 
demand for payment, single scheme, contributions, multiemployer, violations, mandated, offenses, statutory 
interpretation, conclusory allegation, illegality, provisions, defenses, audit, mandatory arbitration, district court, 
pension fund"
412,"modification, cause of action, alleges, asserts, borrowers, servicer, documentation, wrongful foreclosure, Mortgage, 
unfair, fails, foreclosure, fair dealing, notice, argues, equitable estoppel, fraudulent, contends, pled, breach of the 
implied covenant, motion to dismiss, good faith, business practice, default, breach of contract, alleged facts, 
eligibility, Savings, implied covenant of good faith, foreclosure sale"
428,"rates, venue, Plaintiffs', Defendants', antitrust, filed rate doctrine, Subscribers, insurer, insurance business, motion 
to dismiss, geographic, trademark, markets, personal jurisdiction, horizontal, allegations, compete, exemption, 
rights, allocate, rule of reason, premiums, anticompetitive, challenges, nationwide, service of process, rate-making, 
conspiracy, brands, cases"
446,"Sutter, health plan, markets, hospital service, Inpatient, providers, geographic, networks, antitrust, health insurance, 
patients, relevant market, market power, motion to dismiss, anticompetitive, allegations, anti-steering, consumers, 
monopolization, participating, substitutes, amended complaint, provisions, premiums, compete, costs, enrolled, 
products, insurers, rates"
462,"Generic, conspiracy, launch, patent, publishers, summary judgment, settlements, contingent, settlement agreement, 
manufacturer, direct evidence, negotiating, Purchasers, terms, circumstantial evidence, modafinil, e-books, 
infringement, prices, sales, provisions, antitrust, self-interest, retail, competitors, invalid, motive, license, expire, 
settle"
