Page,Core Terms
21,"impoundment, taxicab, license, abstention, regulation, proceedings, administrative proceeding, due process, 
medallion, contest, alleges, taxi, two-tiered, notice, Transportation, fines, administrative hearing, deprivation, 
drivers, driving, expired, water bill, challenges, deception, tortious interference, promissory estoppel, restraint of 
trade, due process claim, deceptive practices, motion to dismiss"
46,"consumer protection, plaintiffs', purchases, motion to dismiss, consumers, unfair, courts, patents, antitrust, notice, 
deceptive, misrepresentation, damages, generic, argues, allegations, causation, deceptive trade practices, unfair 
trade practice, federal court, class action, unfair methods of competition, antitrust claim, defense motion, 
anticompetitive, unconscionable, fraudulent, prohibits, includes, monopoly"
65,"antitrust, conspiracy, allegations, energy, Electric, monopolize, negotiated, wholesale, Merger, conspiracy to 
monopolize, qualifying, prices, anti trust law, restraint of trade, specific intent, consumers, rates, reasons, motion to 
dismiss, power plant, termination, facilities, costs, fails, illegal conspiracy, electric utility, regulations, purchase 
agreement, antitrust claim, state law claim"
76,"Sports, Bowl, summary judgment, unfair methods of competition, circuit court, certification, tortious interference, 
prospective business advantage, final judgment, Subcommittee, recertification, collateral estoppel, anticompetitive, 
withstand, defendant's conduct, unfair, judicial estoppel, decertification, memorandum, abandon, season, games, 
fair competition, proceedings, competitor, sponsoring, violations, hotels, waived, harms"
95,"ticket, fans, guests, lodging, use tax, distributed, games, exemption, Baseball, resell, League, attend, ticket price, 
transactions, long-term, prices, linen-cleaning, player, hotel, sales, sale-for-resale, transient, consumer, tangible 
personal property, tax commissioner, lead opinion, purchaser, sales-tax, accessed, promise"
203,"Arbitration, arbitration agreement, parties, new hire, recommendation, assent, employee handbook, undersigned, 
employees, mandatory, terms, courts, state statute, disputes"
208,"alleges, Online, Processing, witnesses, processing service, market power, competitors, membership, relevant 
market, market share, judicial notice, convenience, providers, markets, monopolization, parties, argues, output, 
products, courts, motion to dismiss, Sherman Act, barriers, tied product, anticompetitive, prices, bundled, rival, 
choice of forum, equal treatment"
228,"trade secret, unfair, designs, prong, misappropriation, competitor, technology, violation of antitrust laws, unfair 
competition, preponderance of evidence, incipient, patent"
234,"district court, sheriff, surety, arrest warrant, arrest, appearance, bail"
238,"conspiracy, distributors, manufacturer, purchaser, overcharges, antitrust, dealer, motion to dismiss, provider, 
medical supply, price-fixing, Sherman Act, healthcare, prices, chain"
244,"covenant, declaratory judgment, allegations, patent, case or controversy, moot, infringement, license, invalidity, 
consumers, unfair, subject matter jurisdiction, business practice, conclusory, failure to state a claim, motion to 
dismiss, wrongful behavior, cause of action, cessation, designs, parties, courts, rights, recur"
253,"Plaintiffs', leases, Antitrust, allegations, bid, motion to dismiss, oil and gas lease, Defendants', rule of reason, 
compete, rigging, Oil, antitrust claim, ancillary, per se violation, anticompetitive, acquire, fraud claim, anti trust law, 
procompetitive, competitors, courts, prices, non-compete, conclusory, effects, alleged agreement, price fixing, per 
se rule, acquisition"
264,"trade secret, Settlement, misappropriation, cause of action, confidential, Lawsuit, parties, allegations, proprietary, 
breach of contract, Defendants', trade secret information, third party, fair dealing, breached, preempted, leave to 
amend, unfair, contractual, third-party, disclosing, settlement agreement, good faith, circumstances, disparagement, 
fertilizers, obligations, disclosure, provisions, employees"
297,"contact lens, prices, Manufacturer, regression, Defendants', Plaintiffs', damages, class certification, retailers, 
products, antitrust, overcharges, conspiracy, consumers, purchases, pricing policy, Unilateral, discounts, variables, 
classwide, class member, predominance, horizontal, rebates, documents, reliable, disposable, vertical, estimated, 
lenses"
405,"enoxaparin, state law claim, motion to dismiss, generic, allegations, amended complaint, unjust enrichment, 
antitrust, personal jurisdiction, injunctive, consumer protection, residents, class certification, class action, forum 
state, patent, courts, anticompetitive conduct, Sherman Act, intrastate, rights, statute of limitations, state law, non-
resident, effects, parties, lack of personal jurisdiction, declaratory relief, overt act, damages"
422,"district court, factors, parties, Plaintiffs', anticompetitive, cases, compulsory counterclaim, witnesses, dealer, fora, 
headquarters, convenient, courts, choice of forum, opposing party, unavailable, entities, center of gravity, resides, 
venue, convenience of the parties, connections, antitrust, suggests, anticompetitive conduct, antitrust claim, take 
place, familiarity, contends, litigate"
435,"Purchasers, prices, increased price, containerboard, competitors, conspiracy, manufacturers, hikes, district court, 
collusion, class period, antitrust, cartel, coordination, customers, meetings, email, announced, conscious, 
increases, anti trust law, self-interest, parallelism, closures, contacts, machines, output, trier of fact, defendants', 
employees"
448,"cause of action, allegations, trade secret, renewal, affiliate, motion to dismiss, Vendor's, argues, Confidentiality, 
customer, tortious interference, propose an amendment, prima facie tort, misappropriation of trade secrets, 
reargument, contends, motion to amend, Donnelly Act, platform, reargue, network, fraudulent inducement, transit 
service, prior motion, competitors, contracts, software, amended complaint, renewal motion, fair dealing"
456,"allegations, motion to dismiss, zoning, federal claim, conscience, permits, shocks, self-dealing, conspiracy, 
restaurant, substantive due process claim, factual allegations, improper motive, competitor, asserts, fails, space"
466,"allegations, customers, trade secret, products, misappropriation, database, motion to dismiss, integrated, relevant 
market, optimization, contends, argues, infringement, market power, confidential, asserts, survive, tied product, 
trade secret information, statute of limitations, anticompetitive, quotation, software, pleads, costs, analytical, 
enterprise, antitrust, combined, aftermarket"
483,"eligible, business organization, cases, assigned, parties, presiding judge, electronically, stored, designee, hether, 
rises"
490,"customers, allegations, termination, Modeling, parties, Counts, products, notice, business relationship, unfair, 
Deceptive, Drafts, trade libel, damages, tortious interference, actual damage, choice of law clause, unfair 
competition, injunctive relief, motion to dismiss, rule of reason, competitor, Practices, binding, Courts, restraint of 
trade, alleged facts, market value, state law, technology"
501,"parties, push-fit, manufacture, products, License, clauses, customer, summary judgment, entity, license agreement, 
confidential, recommend, damages, unenforceable, trade secret, confidential information, liquidated damages, 
summary judgment motion, supplier, intellectual property, termination, plumbing, non-competition, proprietary, 
compete, defamation, ban, fact finder, geographic, actual damage"
535,"Innovation, settlement agreement, district court, parties, Custom, damages, Manufacturing, energy, Choline, 
personal jurisdiction, Secondary, nominal damages, lost profits, cases, royalty, laches, restrictive covenant, 
stipulations, antitrust, signature, courts, shots, leading case, calculation, noncompete, incorporates, Appeals, 
waived, estimated, counterclaim"
563,"manipulation, allegations, antitrust, Defendants', trading, Plaintiffs', derivatives, transactions, prices, personal 
jurisdiction, unjust enrichment, conspiracy, domestic, banks, motion to dismiss, quotation, damages, marks, 
contracts, settlements, artificial, Forwards, contacts, swap, interest rate, Sherman Act, extraterritorial, commerce, 
statute of limitations, courts"
596,"portfolio, bid, summary judgment, argues, targeting, alleges, intentional misrepresentation, alleged 
misrepresentation, purchasing, misrepresentation, two-agency, antitrust, dollar, sales, genuine issue of material 
fact, programming, unjust enrichment, vanBrandwijk, promise, email, right of first refusal, promissory estoppel, out-
of-pocket, conspiracy, considers, contracts, parties, grant summary judgment, punitive damages, public policy"
611,"unjust enrichment, Generic, motion to dismiss, Defendants', antitrust, purchasers, alleges, consumer, 
monopolization, consumer protection, Suppl, indirect, cases, courts, settlement agreement, deceptive, patent, 
manufacturer, switch, unfair, direct benefit, class action, cause of action, state law, FDA, state law claim, brand, 
anticompetitive, conspiracy to monopolize, anti trust law"
691,"theater, allegations, licensing, film, distributors, movie, geographic, antitrust, relevant market, clearances, markets, 
argues, competitors, estoppel, tortious interference, monopoly power, blanket, buying, movie theater, 
monopolization, exhibitor, vertical, promise, opened, zone, rule of reason, exclusionary"
699,"patch, pricing, discounts, manufacturers, variable, alleges, predatory-pricing, exclusionary, monopoly, products, 
antitrust, predatory, plywood, district court, monopolist, costs, competitive price, competitor, non-patch"
706,"cause of action, unfair, parties, amended complaint, fraudulent, protective order, subpoenas, estoppel, alleges"
710,"motion to dismiss, law firm, Lawyers, plaintiffs', customers, unfair, consumers, allegations, largest, unfair 
competition, advertising, argues, LegalForce RAPC's Lanham Act, quotation, website, marks, predicate, false and 
misleading, misleading, prong, Top, potential client, competitor, technology, violations, puffery, ratings, cause of 
action, Lanham Act, fraudulent"
728,"merchants, platform, cardholders, two-sided, relevant market, network, allegations, products, card, interchangeable, 
single-brand, submarket, summary judgment motion, stare decisis, antitrust, one-sided, summary judgment, 
transactions, courts, pizza, matter of law, credit-card, consumer, markets, pricing, cases, market power, customers, 
purposes, credit card"
750,"unfair, cause of action, fair dealing, leave to amend, allegations, competitor, demurrer, alleged facts, first cause, 
good faith, unfair act, unfair business practice, covenant of good faith, member of the public, contracting parties, 
fraudulent practice, breach of contract, breach of covenant, notice of ruling, violation of law, anti trust law, public 
policy, conditions, consumers, deception, threatens, benefits, deceived, unfairly, harmed"
753,"translation, cause of action, declaration, products, prospective economic advantage, unfair, triable issue, disrupt, 
intentional interference, venture, enforceable contract, economic relations, trial court, contractual, summary 
judgment, material fact, manufacture, contractual relationship, unfair competition, italics omitted, certification, 
interfere, asserts, induce"
761,"Communications, rates, tariffed, alleges, Defendants', switched, charges, breach of contract claim, VoIP Symmetry 
Rule, carrier's, customers, access services, unfair, doctrine of primary jurisdiction, contractual, withholding, 
disputed, unfair competition, invoice, tariff"
766,"allegations, Pleadings, antitrust, songs, anti trust law"
769,"magistrate judge, district court, report and recommendation, recommendation"
774,"Recommendation, frivolous, writ of mandamus, federal court, nonsensical, mandamus, federal district court, 
mandamus relief, district court, state official, state court, contends, courts"
776,"pharmacy, relevant market, specialty, monopolization, audit, mail-order, geographic, pled, batch, prescription, 
alleges, retail, monopoly power, markets, recommends, network, conspiracy, sufficient facts, alleged facts, health 
insurance, state law claim, large group, anticompetitive, rule-of-reason, parties, pleads, prices, fails, citizenship, 
antitrust"
787,"allegations, competitors, asserts, Valentine Act, statute of limitations, plain statement, geographic, antitrust, prices"
793,"antitrust, defendants', plaintiffs', allegations, conspiracy, courts, containment, motion to dismiss, prices, 
misrepresentation, parties, unjust enrichment, purchaser, state-law, Acquisition, replead, antitrust claim, anti trust 
law, anticompetitive, conspired, recitals, price-fixing, prong, fair dealing, patients, promise, manufacturer, 
promissory estoppel, class action, monopolization"
837,"dealers, integration, vendors, argues, third-party, antitrust, contracts, allegations, block, horizontal, providers, 
anticompetitive conduct, Sherman Act, purchasers, conspiracy claim, hostile, percent, competitors, fails, motion to 
dismiss, Cartwright Act, authorization, aftermarket, foreclosure, dealership, foreclosed, conspire, publicly, violates, 
switch"
855,"Plaintiffs', dealers, arbitration, vendors, argues, antitrust, courts, antitrust claim, integration, damages, allegations, 
consumer protection, dealerships, purchasers, consumers, parties, harmonization, providers, software, motion to 
dismiss, class action, injunctive relief, anti trust law, Interface, indirect, denies, third-party, horizontal, contracts, 
anticompetitive conduct"
903,"rigging, bid, indictment, antitrust, competitors, entities, proposed instruction, instruct a jury, district court, per se rule, 
irreconcilable, intervening, overbroad, evidentiary presumption, per se violation, plain error, Price-fixing, 
instructions, bid-rigging, convictions, decisions, commerce, conspire, purposes, restrain, rights"
907,"advertising, stock, online, images, amended complaint, monopoly, photography, rivals, website, customers, 
consumers, ranking, search engine, alleges, photographs, campaigns, relevant market, motion to dismiss, antitrust, 
competitors, monopolize, unfairness, policies, traffic, users, anticompetitive conduct, good faith, leveraging, 
asserting, breached"
918,"settlement, Notice, class member, settlement agreement, class plaintiff, preliminary approval, final approval, 
Superseding, class action, merchants, damages, parties, class certification, interchange, factors, risks, Plaintiffs', 
injunctive relief, predominance, Branded, courts, proposed settlement, antitrust, weigh, Cards, terms, negotiations, 
mediators, certification, cases"
1000,"Counterclaims, patent, antitrust, sever, patent infringement, occurrence, factors, infringes, judicial economy, 
question of law, allegations, technology, discovery, parties, amend"
1007,"Plaintiffs', allegations, emissions, diesel, Polluting, argues, enterprise, Defendants', arbitration, clean, defeat, 
omissions, deceptive, engine, advertisements, traceable, state-law, mail, misrepresentation, regulators, consumer, 
consumer protection, overpayment, fraudulent, damages, preemption, injuries, software, concealed, cases"
1035,"generic, patent, consumer protection, Defendants', unjust enrichment, Antitrust, allegations, ezetimibe, motion to 
dismiss, settlement, recommends, brand, manufacturer, purchaser, indirect, Retailers, settlement agreement, 
invalid, no-AG, courts, consumer, antitrust claim, anticompetitive, effects, infringement, prices, reissue, notice, 
federal court, launch"
1089,"antitrust, reliability, methodology, expert testimony, markets, motion to exclude, qualifications, scientific, workers' 
compensation, expert witness, trade secret, good ground, healthcare, economist, expertise, training, argues"
1095,"canteen, prices, inmate, immunity, allegations, courts, state action doctrine, cases, commissary, vendors, prison, 
report and recommendation, official capacity, antitrust claim, anti trust law, frivolous, products, due process claim, 
convenience, conclusory, retail"
1102,"alleges, Counterclaims, tying arrangement, cytometer, prong, unfair, market power, customer, tying product, 
injunctive relief, sufficient facts, Clayton Act, false statement, insubstantial, competitors, defamation, contends, 
reagent, sales, subject to dismissal, purchaser, quotation, agrees, motion to dismiss, cytometry, threatens, 
commerce, premised, asserts, patent"
1110,"patent, infringement, baseless, bad faith, Lawsuit, summary judgment motion, sanctions, alleges, invalid, issue 
preclusion, asserting, sales, milk, filing date, sham, summary judgment, issue of fact, offer to sell, antitrust, 
effective, immunity, products, donated, argues, preemption, state-law, patent infringement, one year, communicate, 
competitor"
1120,"consumer protection, Defendants', class action, drugs, antitrust, allegations, antitrust claim, purchasers, unjust 
enrichment, complaints, prices, deceptive, named plaintiff, state law claim, motions, consumers, damages, state 
law, indirect, anti trust law, class member, Pharmacy, courts, unconscionable, overcharges, divalproex, motion to 
dismiss, Plaintiffs', doxycycline, commerce"
1161,"Plaintiffs', prices, purchaser, consumers, indirect, insulin, Defendants', pled, manufacturers, motion to dismiss, 
benchmark, analog, allegations, inflated, wholesalers, Counts, enterprise, pharmacy, courts, ascertainable loss, 
misrepresentation, fraudulent, chain, proximate causation, insurers, deceptive, mail, artificially, products, privity"
1184,"competitor, weakened, rule of reason, affirmative defense, pleadings, Sherman Act, restraint of trade, merger"
1189,"wholesalers, provisions, prices, retailers, Wine, preempted, post-and-hold, liquor, preemption, competitors, anti trust 
law, unilateral, vertical, district court, minimum-retail-price, decisions, hybrid, rent, alcoholic beverage, per se 
violation, rule of reason, bottle, posted, state statute, authorizes, conspiracy, ordinance, cases, regulatory scheme, 
price fixing"
1209,"wholesalers, provisions, prices, retailers, Wine, preempted, post-and-hold, liquor, preemption, competitors, anti trust 
law, unilateral, vertical, district court, minimum-retail-price, decisions, hybrid, rent, alcoholic beverage, per se 
violation, rule of reason, bottle, posted, state statute, authorizes, conspiracy, ordinance, cases, regulatory scheme, 
price fixing"
1227,"retailer, pricing, predatory, damages, contracts, antitrust, bidding, price-cost, provider, anticompetitive conduct, 
summary judgment, critical mass, broth, benchmark, monopoly, competitors, practices, exit, antitrust claim, 
anticompetitive, inputs, output, tortious interference, sufficient evidence, nonmoving, commissions, calculate, 
Counts, argues, movant"
1241,"allegations, motion to dismiss, conspiracy, parties, surgery, proceedings, disciplinary proceeding, license, extortion, 
patients, immunity, medical license, defamation, screws, spine, mail, administrative proceeding, abstention, 
violations, grounds, Counts, state court, training, damages, pled, qualified immunity, res judicata, deprivation, 
revocation, courts"
1277,"products, notice, plaintiffs', Beauty, defendants', unjust enrichment, pre-suit, allegations, class action, motion to 
dismiss, deceptive, breach of warranty, consumer, class member, particularity, unfair, business practice, named 
plaintiff, entities, requirement of notice, courts, seller, infections, purchasing, subsidiary, pleaded, retail, affirmative 
misrepresentation, adequate remedy at law, breach of contract"
1292,"district court, Broadcasting, merger, distributors, bargaining, negotiations, blackout, leverage, affiliate, 
programming, consumers, long-term, predicted, video, quantitative, programmer, proposed merger, maximization, 
vertically, license, merged, real-world, costs, prices, post-merger, subscribers, rival, third-party, networks, arbitration 
agreement"
1307,"alleges, mortgage, borrowers, servicer, third-party, inflated, default-related, conspiracy, competitors, Lender, 
nonbank, market power, trust deed, antitrust, subprime, pricing, notice, default, assigned, fails, mortgage loan, 
loans, relevant market, Sherman Act, seller, notice provision, fees and costs, market share, tied product, alleged 
conspiracy"
1323,"body shop, insurers, insurance company, Shops', allegations, prices, repair, conspiracy, complaints, rates, price-
fixing, reimbursement, antitrust, district court, market rate, costs, tortious interference, collusion, cartel, factors, 
input, repair shop, practices, tactics, databases, cheating, Sherman Act, self-interest, suggests, factual allegations"
1360,"antitrust, amended complaint, Plaintiffs', Airlines, motion to dismiss, allegations, injury in fact, Defendants', Air, 
incorporates, settlement, concrete, airline ticket, pro se, prices"
1366,"transaction-broker, broker, real estate broker, obligations, contracts, anti trust law, statutory duty, provisions, 
default, censure, argues, discipline, anticompetitive conduct, due process right, supervision, disclosure, mandatory, 
parties, terms, licensed real estate broker, mandatory duty, undertake, Assembly, violates, modify, buyer"
1379,"student-athletes, limits, amateurism, athletic, benefits, consumer demand, schools, awards, grant-in-aid, 
attendance, basketball, sports, football, education-related, conferences, procompetitive, effects, compensation and 
benefits, professional sports, caps, Bylaw, rule of reason, unrelated, anticompetitive, graduation, unlimited, 
consumers, top, restrictive alternative, relevant market"
