Page,Core Terms
21,"cards, market power, joint venture, consumers, credit card, Bylaw, antitrust, issuer, competitor, Discover, relevant 
market, rival, district court, general purpose, anticompetitive, compete, rule of reason, cooperative, intersystem, 
membership, output, anti trust law, possesses, harmed, volume, restraint of trade, charge card, proprietary, 
interstate, resources"
37,"beer, retailers, commerce, wholesalers, distributors, interstate commerce, manufacturers, sales, summary 
judgment, Robinson-Patman Act, out-of-state, customer, jurisdictional requirement, Motions, motion to dismiss, 
intrastate, seller, summary judgment motion, material fact, interstate, genuine, cases, price discrimination, anti trust 
law, no evidence, transactions, anticipated, discovery, inventory, purchases"
46,"newspapers, news service, licensing, exclusive license, acquisition, syndicates, competitor, compete, consumers, 
vertical, market power, features, non-exclusive, Sherman Act, effects, exclusive contract, manufacturer, publish, 
dealer, summary judgment, subscribe, exclusive right, contracts, supplier, prices, anticompetitive, hamburgers, 
terms, anti trust law, defendants'"
66,"interstate commerce, privileges, billed, Sherman Act, anesthetists, terminated, antitrust, patients, staffing, 
anesthesiologist, anticompetitive, challenging, exclusive contract, anesthesia, decisions, staff, relevant market, per 
unit, circumstances, radiologist, nexus"
74,"trial court, garbage, antitrust statute, estoppel, exempt"
79,"Illinois Act, rule of reason, Sherman Act, trial court, manufacturer, appellate court, prices, per se violation, apparent 
violation, distributor, terminated, violation of section, interpreting, furniture, commerce, plaintiff's claim, conspiracy, 
monopolize, Antitrust, monopoly, courts, injure"
86,"cause of action, first amended complaint, alleges, radiological, motion to dismiss, Defendants', promissory estoppel, 
conspiracy, profession, staff, executive committee, civil conspiracy, punitive damages, patients, contractual 
relationship, Cartwright Act, asserts, intentional interference, breach of contract, definite statement, unfair 
competition, staff privileges, affiliation, radiologist, termination, defamation, Antitrust, conspired, bylaws"
97,"recommendation, executive committee, immunity, peer review, termination, damages, bylaws, medical staff, 
patients, board of directors, staff, hearing panel, witnesses, staff privileges, healthcare, privileges, entity, clinical 
privileges, disciplinary action, reasonable belief, incident report, district court, matter of law, disciplined, suspension, 
appointed, notice, reviewing body, monetary liability, unprofessional"
120,"films, theaters, distributor, exhibitor, amended complaint, bid, summary judgment, license, summary judgment 
motion, vertical, Pennsylvania Act, clearances, partial summary judgment, exclusive license, motion picture, 
horizontal, screening, Sherman Act, contends, alleges, argues, geographic area, exhibition, anti trust law, boycott, 
courts, movie, antitrust claim, invitation, non-price"
130,"dentists, monopolization, favored, dental, dental services, plaintiffs', benefits, summary judgment, clauses, 
predatory conduct, anticompetitive, predatory, rates, participating, patients, invoked, prepaid, preferred provider, 
anti trust law, matter of law, competitors, antitrust, insurer, motive"
140,"baseball, exemption, anti trust law, antitrust, professional baseball, League, franchise, cases, stare decisis, trilogy, 
decisions, commerce"
