Page,Core Terms
21,"products, distribution agreement, allegations, independent distributor, interchangeability, customer, antitrust, 
consumer, contends, restraint of trade, common law, manufacturers, installers, antitrust claim, relevant market, 
cross-elasticity, distributors, alarm"
26,"removal, district court, federal law, allegations, fraudulent, subject matter jurisdiction, credit card company, state 
court, antitrust, asserting, prohibits, Notice"
28,"dealers, purchasers, manufacturers, lessees, lease, conspiracy, complaints, indirect, leasing company, antitrust, 
prices, district court, damages, purchase price, plaintiffs', overcharge, negotiate, Clayton Act, passing-on, vertical"
34,"carriers, customers, charges, surcharge, rates, universal service, bills, conspiracy, Consumer, long distance, rate 
change, residential, plaintiffs', tariff, residential customer, prices, contributions, expenses, costs, 
telecommunications, calculated, antitrust, business services, administrative costs, summary judgment, Universal, 
interstate, amounts, taxes, collection"
70,"extortion, non-labor, violence, Hobbs Act, antitrust, anti trust law, allegations, coerce, collective bargaining 
agreement, plastering"
75,"tanks, contracts, softening, argues, tortious interference, improper means, water softener, replacement, alleges, 
terms, financing agreement, motion to dismiss, installed, alleged oral contract, terminable at will, Antitrust, 
customers, financing, duration, fails"
81,"manufacturer, retailers, Baby, allegations, concerted action, reconsideration, retaliate, policies"
89,"barriers, prima facie case, tank, acquisition, entrants, rebut, bid, markets, customers, anti-competitive, post-
acquisition, effects, merger, substantial evidence, reputation, constrain, concentration, competitors, prices, burden 
of production, rebuttal evidence, argues, manipulation, firms, relevant market, legal standard, conditions, statistics, 
buyers, Clayton Act"
122,"golf, retailers, alleges, declaratory judgment, conform, antitrust, motion to dismiss, antitrust claim, pro shop, 
conspiracy, asserts, golfers"
127,"watchmaker, settlement, subclass, consumer, notice, watch, repairs, Parties, supplemental, opt-out, class member, 
opt out, class action, opt, tooling, communications, credits, objected, class certification, instant case, certification, 
tying arrangement, aggregation, network, records, mailed, discount, newly, original plaintiff, final approval"
148,"Global, Donnelly Act, reinsurance, allegations, underwriters, treaties, syndicates, conspiracy, complaint alleges, 
antitrust, tortious interference, retrocessional, suppression, geographic, damages, arbitration, entities, Sherman Act, 
defendants', anti trust law, commerce, handling, motion to dismiss, cause of action, rule of reason, negotiation, 
preempted, personal jurisdiction, injunctive relief, relevant market"
164,"Global, Donnelly Act, reinsurance, allegations, underwriters, treaties, syndicates, conspiracy, tortious interference, 
complaint alleges, antitrust, damages, retrocessional, suppression, geographic, Sherman Act, arbitration, 
defendants', entities, anti trust law, commerce, handling, injunctive relief, motion to dismiss, cause of action, rule of 
reason, anticompetitive, negotiation, preempted, personal jurisdiction"
179,"antitrust, bank rate, relevant market, allegations, monopolization, pricing, Sherman Act, interchangeability, bundling, 
products, financial institution, probability, consumers, anticompetitive, monopoly power, aggregation, predatory, 
mortgage, elasticity, pleadings, providers, end-user, markets, infer, free service, market share, advertising, 
competitors, customers, rates"
189,"restitution, purchasers, indirect, anti trust law, unjust enrichment, permits, monetary remedy, federal law, in limine, 
overcharges, unavailable, premised, violates, harmed"
192,"annuity, bonus, plaintiffs', surrender, misrepresentations, summary judgment, haircut, insurer, purchaser, cause of 
action, policyholder, notice, allegations, fraudulent, promise, class certification, class member, fraud claim, 
decertification, policies, premiums, damages, annuitization, brochures, class action, documents, prong, 
concealment, disclose, actual reliance"
219,"sensors, monitors, market-share, oximetry, technology, generic, pulse, contracts, pricing, sole-source, 
manufacturers, innovation, products, purchasing, customers, patient, anticompetitive, monopolist, patents, 
discounts, competitors, coefficients, calibration, compatible, clinical, memory, design change, Sherman Act, 
allegations, platform"
244,"Seller, franchise, Retailer, franchisees, gasoline, Cards, market power, debit card, antitrust, transactions, 
allegations, amend, processing, tying product, tied-product, banks, processing service, petroleum product, 
processing fee, credit card, credit-card, products, price-fixing, district court, retail sale, tying arrangement, financial 
institution, motion to dismiss, customers, counts"
257,"retailer, manufacturer, products, controlling question, substantive grounds, legal standard, consumers, Baby, 
interlocutory appeal, harm-to-competition, relevant-market, certify"
278,"purchasers, products, graphics, cards, prices, correlation, defendants', certification, class certification, plaintiffs', 
indirect-purchaser, regression, customers, wholesale, direct-purchaser, conspiracy, class member, indirect, factors, 
chips, antitrust, individual consumer, methodology, declaration, negotiations, class-wide, pass-through, discovery, 
overcharge, formulaic"
315,"Food, summary judgment, statute of frauds, antitrust, purchase order, counterclaims, alleges, breach of contract, 
nonmovant, customer, purported contract, material fact, pleadings, genuine"
322,"lease, landlord, good faith, provisions, lessor, fair dealing, tenant, disclosures, lease agreement, defense motion, 
circumstances, summary judgment, inclusion, parties"
330,"manual, loss prevention, interview, punitive damages, trial court, costs, managing agent, employees, compensatory 
damages, authorization, award of punitive damages, false imprisonment, special verdict, ratio, investigator, training, 
malice, corporate policy, confession, oppression, prior opinion, reprehensibility, encouraged, contends, guideposts, 
policies, ratification, team, principles, sanctioned"
353,"immunity, state action, anticompetitive, sewer service, municipal, summary judgment, water service, customers, 
foreseeable, effects, authorization, antitrust claim, state policy, Sherman Act, articulated, combine, all-or-nothing, 
antitrust, territory, sewer, affected area, parties, tying arrangement, water and sewer, anti trust law, material fact, 
sewer system, water system, regulations, purposes"
371,"rental car, consumers, immunity, airport, tourism, allegations, rental, prong, motion to dismiss, political subdivision, 
conspiracy, notice, rental car company, passenger car, meetings, state agency, Sherman Act, entities, segments, 
charges, funding, Unfair, budget, prices, documentation, antitrust, collected, rates, unfair competition, antitrust claim"
