Page,Core Terms
21,"allergy, primary care physician, motion to dismiss, allegations, tortious interference, immunotherapy, antitrust, 
personal jurisdiction, Sherman Act, medical practice, standard of care, testing, business relationship, allergen, 
conspiracy, restraint of trade, contracts, email, payors, third-party, DENIES, interfered, contacts, reasons, lack of 
personal jurisdiction, existing contract, cause of action, geographic, customers, anti trust law"
41,"statute of limitations, policies, plaintiffs', allegations, premiums, equitable estoppel, continuing wrong, concealment, 
three year, disability, underwriters, Amend, void, fraudulent concealment, discovery, supplemental, damages, cause 
of action, material fact, time period, changes, futile, unfair, cases, deceptive trade practices, affirmative defense, 
four year, circumstances, defendants', frivolous"
56,"plaintiffs', pharmacies, customers, summary judgment, summary judgment motion, defendants', reimbursement, 
causation, unjust enrichment, prescription, nonmoving, network, broker-dealers, allegations, antitrust, genuine, 
intentional interference, antitrust claim, proximate cause, wantonness, patients, harmed, terms, business 
relationship, fail to present, material fact, cigarettes, proximate, prices"
66,"patent, generic, settlement, settlement agreement, infringement, antitrust, allegations, non-monetary, patentee, 
atorvastatin, parties, district court, damages, anticompetitive, Pharmaceuticals, amended complaint, motion to 
dismiss, manufacturer, reliable, branded, profits, monetary value, purchaser, estimate, factors, sales, launch, 
certifications, expiration, reissue"
92,"Settlement, class member, settlement fund, approve, damages, risks, proposed settlement, attorney's fees, class 
action, Purchaser, discovery, Notice, expenses, factors, reimbursement, Parties, pharmaceutical, certification, 
affiliates, antitrust, joinder, cases, incentive award, impracticable, subsidiaries, employees"
102,"class certification, class member, milk, damages, antitrust, ascertainable, Defendants', parties, class representative, 
common question, anti trust law, class action, cream, commonality, conspiracy, classwide, purchaser, indirect, 
products, rigorous, factors, denies, merits, cases, herd"
110,"cause of action, motion to dismiss, debt collector, conversion, fails, mortgage, allegations, violations, forgery, 
borrower, quiet title, cancellation, default, amended complaint, debt collection, leave to amend, foreclosure, 
fraudulent, servicer, alleged facts, time-barred, converted, pleadings, damages, notice, debt collection practice, fail 
to state a claim, alleged conversion, unfair competition, deed"
123,"Damages, argues, disclosure, rebuttal, prejudgment interest, Apartments, expert report, comments, expert 
testimony, motivation, designate, harmless, referral, untimely, moves, calculations, inadmissible, antitrust, cases, 
rates, discount rate, online, present value, lost profits, bad faith, assumptions, methodology, anonymous, disclose, 
earnings"
134,"damages, Defendants', pass-through, conspiracy, overcharge, parties, introduce evidence, Track, manufacturers, 
hearsay, conspirators, calculation, customers, settlement, figures, criminal conviction, finished product, motion in 
limine, downstream, settling, invocation, purchasers, witnesses, products, vendors, prices, cases, offer evidence, 
disclosure, monitoring"
146,"baseball, interlocutory appeal, exemption, Defendants', Television, League, difference of opinion, substantive 
grounds, federal court"
152,"titanium dioxide, products, antitrust, named plaintiff, state law, Plaintiffs', price-fixing, motion to dismiss, leave to 
amend, consumers, factors, consumer protection, asserted claim, resides, anti trust law, purchasers, class action, 
Defendants', allegations, Sherman Act, practices, unfair, damages, chain, courts, prices, Flat, state court, 
deceptive, quotation"
167,"alleges, motion to dismiss, Defendants', personal jurisdiction, Sibling, judicial notice, contends, email, proceedings, 
documents, contacts, exercise jurisdiction, trust assets, misrepresentations, lack of personal jurisdiction, law firm, 
pleadings, resident, lawsuit, courts, sham, motion for sanctions, declarations, conspiracy, letters, confer jurisdiction, 
successor trustee, Sanctions, sending, trusts"
186,"fares, rates, filed rate doctrine, surcharges, air fare, airlines, regulation, tariffs, carriers, fuel, discount, unfiled, 
deregulated, passenger, courts, air transportation, pricing, exempt, abdicated, no evidence, antitrust, monitor, filing 
requirements, airline industry, negotiate, markets, parties, terms, air, market-based"
210,"disbursement, actual knowledge, third person, good faith, terminated, pleadings, unfair, cause of action, prong, 
fiduciary duty, fraudulent, practices"
216,"asserts, then-current, allegations, outdated, deduct, unfair, unfair competition, motion to dismiss, representations, 
fraudulent, breached, prong, card, negligent misrepresentation, amended complaint, higher fee, reasons, negligent 
misrepresentation claim, breach of contract, written contract, legal effect, misrepresentation, overcharges, 
customers, futile, debit, fails, terms"
223,"motion to dismiss, allegations, unfair competition, Loans, mortgage, parties, Broker, unfair"
227,"Bearings, unjust enrichment, allegations, purchasers, Defendants', conspiracy, antitrust, indirect, complaints, price-
fixing, class action, cases, residents, prices, consumer protection, component part, automotive, products, inflated 
price, guilty plea, chain, artificially, commerce, Unfair, manufacturer, parties, Dealer, courts, motion to dismiss, 
antitrust claim"
294,"unjust enrichment, allegations, purchasers, conspiracy, Defendants', antitrust, complaints, price-fixing, indirect, 
cases, component part, prices, class action, consumer protection, guilty plea, products, residents, inflated price, 
manufacturers, automotive, commerce, Unfair, artificially, antitrust claim, overcharge, parties, Dealer, courts, chain, 
motion to dismiss"
