Page,Core Terms
21,"customers, platform, merger, retailers, competitor, syndication, percent, acquisition, market share, pricing, Hurt, 
eCommerce, network, brands, commerce, products, manufacturers, barriers, effects, website, anticompetitive, in-
house, online, providers, moderation, Guidelines, consumers, sites, post-merger, sales"
94,"cable, class member, customers, argues, geographic, Premium, subscribed, tied product, predominate, coercion, 
damages, rent, class certification, antitrust, rental, tie, member of the class, proposed class, consumer, market 
power, programming, products, digital, tying product, calculated, nationwide class, class action, commonality, 
contractual, classwide"
107,"wholesaler, prices, cigarettes, rebates, predatory, costs, sales, competitors, recoup, summary judgment, anti trust 
law, actual cost, anticompetitive, underpricing, defendants', retailer, price schedule, destroy, losses, sale of 
cigarettes, products, damages, intent to injure, prima facie case, below-cost, discovery, injure a competitor, lessen 
competition, injunctive relief, plaintiff's claim"
125,"nurses, disgorgement, settlement, insured, damages, antitrust, coverage, district court, unlawfully, argues, public 
policy, terms, compensatory damages, discovery, cases, gains, provide coverage, Endorsement, calculation, 
supplied, wages, Sherman Act, restitution, ill-gotten, depress, percent"
135,"battery, conspiracy, purchasers, allegations, lithium, complaints, alleged conspiracy, Defendants', meetings, 
antitrust, cells, ownership, subsidiaries, price-fixed, indirect, packers, entities, motion to dismiss, Plaintiffs', prices, 
products, motions, Electric, conspirator, documents, guilty plea, pleadings, cases, fraudulent concealment, class 
period"
161,"FAC, intentional interference, manufacturer, prospective economic advantage, contracts, dehumidifiers, allegations, 
parties, unfair, immune, products, economic relations, stranger, injunctive relief, interfered, predicated, interfere, 
tugboat, existing contract, attorney's fees, tort liability, disruption, damages, prospective advantage, alleged 
violation, retaliation, customers, brokers, contractual relationship, matter of law"
171,"domestic, prices, affiliates, panels, abroad, Sherman Act, purchases, Defendants', import, conspiracy, commerce, 
price-fixing, effects, global, give rise, gave rise, allegations, negotiated, products, anti-competitive, courts, 
proximately cause, summary judgment, antitrust, inflated price, manufacturing, procurement, proximate, injuries,"
183,"settlement, patent, generic, antitrust, parties, anticompetitive, manufacturer, lamotrigine, chewables, 
reconsideration, tablets, rule of reason, unjustified, expiration, district court, patentee's, effects, settle, No-AG, 
brand name, payment of money, non-monetary, pediatric, motion to dismiss, anti trust law, market power, first-filer, 
challenger, infringer, persuade"
197,"Acquisition, patients, providers, merger, reimbursement, effects, health plan, anticompetitive, healthcare, 
negotiating, leverage, primary care, primary care physician, Clayton Act, integrated, affiliation, costs, bargaining, 
team, concentration, insurers, rates, consumers, electronic, outpatient, medicine, medical center, Idaho Competition 
Act, merger-specific, Guidelines"
222,"plaintiffs', personal property, summary judgment, trespass, foreclosure, defendant argues, genuine dispute, non-
moving, emotional distress, no evidence, conversion, abandoned, notice, unfair, defense motion, foreclosed, 
practices, prong, ownership, modification, reasons, possessory right, trust deed, intrusion, parties, cause of action, 
initial burden, fraudulent, material fact, subcontractor"
235,"cause of action, allegations, modification agreement, motion to dismiss, Defendants', argues, Compl, 
misrepresentation, notice, fair dealing, good faith, trust deed, leave to amend, foreclosure, default, apply 
retroactively, moot, wrongful foreclosure, trial period, Substitution, declaration, tracking, terms, cure, dual, 
foreclosure sale, predicated, foreclose, unfair business practice, breach of covenant"
244,"trust deed, foreclosure, allegations, default, enterprise, foreclose, notice, accounting, initiate, unfair, pattern of 
racketeering activity, nonjudicial foreclosure, declaratory relief, non-judicial, borrower, lender, racketeering activity, 
mortgage, trustor, fails, challenges, wrongful foreclosure, business practice, cause of action, debt collector, 
recorded, parties, foreclosure process, Cancellation, indebtedness"
265,"consumer, window, repair, regulators, replacement, original purchase, allegations, unfair, Plaintiffs', material 
omission, omissions, warranty, lease, disclose, affirmative misrepresentation, obligations, misleading, fraudulent, 
deceptive, practices, prohibits, seller, deceptive trade practices, manifest, damages, asserted claim, deceptive act, 
argues, courts, fail to state a claim"
277,"antitrust, terminate, merits, district court, subject matter jurisdiction, acquisition, punch, implicate, contends, injuries, 
motion to dismiss, self-inflicted, causal chain, allegations, lawsuit, parties, argues, antitrust violation, pleadings, 
counts, facial, duck"
