Page,Core Terms
21,"bid, antitrust, public figure, right of petition, protest, public controversy, immunity, motion to dismiss, Sherman Act, 
limited-purpose, cases, communications, defamation, damages"
28,"arbitration, arbitration agreement, class action, antitrust, League, subscribers, television"
34,"patent, licenses, generic, Tamoxifen, settlement, monopoly, settlement agreement, anticompetitive, manufacturers, 
allegations, competitors, patent holder, anti trust law, Skiing, prices, antitrust, contracts, products, cases, terms, 
antitrust violation, consumer, parties, drugs, patent law, Sherman Act, branded, rival"
42,"unfair, removal, federal law, prong, unfair act, anti trust law, safe harbor, courts, costs, federal question, attorney's 
fees, threatens, asserts, grounds"
47,"Purchaser, casters, prices, class certification, class member, predominance, lenses, percent, class representative, 
Plaintiffs', laboratories, card, adequacy, methodology, Defendants', wholesalers, antitrust, models, photochromic, 
question of law, anticompetitive, certification, commonality, conspiracy, benefited, entities, merits, quotation, 
impacted, marks"
62,"unfair, parking, concert, ticket, public policy, consumers, anti trust law, violates, amended complaint, quotation, 
marks, parking fees, transportation, alleges, driving, violate public policy, tying arrangement, oppressive, deceptive, 
artistic, musical"
68,"allegations, lease, retailers, tenants, Mall, motion to dismiss, centers, tying arrangement, relevant market, 
anticompetitive, markets, monopolization, foreclosure, Antitrust, magistrate judge, retail space, regional, shopping 
center, outlet, space, renewals, argues, recommendation, leasable, monopoly, anti trust law, market power, tied 
product, exclusionary, competitor"
84,"modification, unfair, outrageous conduct, statute of limitations, trial period, amend, motion to dismiss, fair dealing, 
home loan, mortgage, modify, cases, unfair business practice, emotional distress, misrepresentation, obligations, 
intentional infliction of emotional distress, breach of contract, consumer, parties, terms, negligent infliction of 
emotional distress, breach of contract claim, alleged facts, allegations, violations, borrower, Fails, implied covenant 
of good faith, dismissal with prejudice"
94,"allegations, antitrust, bid, conspiracy, private right of action, motion to dismiss, contends, Realtor, violations, cause 
of action, anti trust law, pro se, motions, competitors, rigging, notice, prices, mail, factual allegations, state law 
claim, federal claim, price fixing, quotation, profits, marks, supplemental jurisdiction, antitrust claim, Sherman Act, 
provisions, recipient"
106,"coverage, Endorsement, disgorgement, settlement, Insured, antitrust, Sherman Act, pleadings, conspiracy, 
damages, matter of law, discovery, antitrust suit, allegations, restitution, medical center, remuneration, legally 
entitled, asserted claim, ill-gotten, unlawfully, depress, gains, settlement payment, prayer for relief, settlement 
amount, underlying suit, class member, give rise, compensatory"
119,"summary judgment, contracts, Sherman Act, Antitrust, material fact, genuine, argues, unfair competition, 
RECOMMENDS, restraint of trade, discount"
124,"Ester-C, consumers, products, vitamin, representations, plaintiffs', deceptive, marketing, substantiation, labeling, 
defendants', misleading, allegations, false advertising, advertising, fraudulent, FTC, unfair, packaging, motion to 
dismiss, product label, misrepresentation, immune, purposes, pled, immune system, unjust enrichment, absorption, 
decrees, scientific evidence"
148,"cause of action, allegations, violations, leave to amend, rescission, covenant, unfair, equitable tolling, fair dealing, 
good faith, unconscionability, disclosures, misrepresentation, practices, notice, factual allegations, origination, 
fraudulent, damages, parties"
155,"discovery rule, tolling, fraudulent concealment, statute of limitations, unjust enrichment, violations, cause of action, 
discovers, common law, limitations, Plaintiffs', quotations, discovery, damages, limitations period, Antitrust, accrue, 
exercise of reasonable diligence, continuing violation, amend, tolling statute, allegations, amended complaint, fails, 
applicable statute of limitation, Defendants', Purchaser, diligence, partially, courts"
169,"fair use, Articles, search engine, websites, customers, license, excerpts, copying, transformative, subscribers, 
copyright infringement, infringement, licensees, news report, summary judgment, misuse, copyrighted work, 
crawlers, online, implied license, display, affirmative defense, searches, archive, parties, laches, thirty-three, robots, 
users, words"
202,"consumers, plaintiffs', deceptive, pleadings, class action, Lanham Act, courts, defendants', cigarettes, state law, 
unfair, practices, tar, substantially similar, motion for judgment, substantial rights, advertising, quotation, Enabling, 
rights, requirement of notice, federal statute, sales practices, federal court, federal rule, class claim, state court, 
nicotine, damages"
211,"drive, district court, directed verdict motion, instruction of a jury, resellers, cross-appeal, Junkin Act, antitrust, person 
engaged, contends, competitors, conspiracy, affiliate, argues, entity"
221,"Charts, iPad, Terminal, summary judgment, parties, iRex, Customer, contends, license, e-book, monopolization, 
anti-competitive, display, damages, ambiguous, Sherman Act, commercial customer, extrinsic evidence, plain 
language, software, viewer, prototype, purchaser, promissory estoppel, encompass, antitrust, hardware, reasonable 
juror, breach of contract, subscription"
238,"fails, Estimating, Defendants', monopolization, conspiracy, alleges, plaintiff's claim, trade dress, unfair competition, 
insurance company, alleged facts, misappropriation, factual allegations, unjust enrichment, passing off, palm off, 
Donnelly Act, infringement, screen, Sherman Act, deception, false designation, memoranda of law, likely to cause, 
bad faith, non-functional, antitrust, reasons, prospective economic advantage, trademark infringement"
250,"erectors, steel, exemption, targeting, signatory, bids, competitors, nonunion, nonstatutory, erection, fabricators, 
bargaining, antitrust, summary judgment, wages, antitrust claim, conspiracy, rule of reason, labor law, 
anticompetitive, suppliers, subcontractors, plaintiffs', horizontal, unionized, vertical, parties, percent, tactics, 
structural steel"
259,"damages, antitrust, prices, overbuilder, district court, classwide, certification, predominance, calculated, clustering, 
class action, measurement, subscribers, class certification, anti trust law, benchmark, questions, Appeals, cable, 
petitioners', respondents', methodology, parties, merits, anticompetitive conduct, market share, competitors, class 
member, high prices, anticompetitive"
274,"defendants', allegations, antitrust, sewage system, vacuum, motion to dismiss, municipalities, specifications"
278,"products, infant formula, manufacturers, prices, antitrust, asserts, customers, competitors, employees, summary 
judgment, genuine dispute, material fact, ingredient, effective, supplier, markets, samples, further contact, rule of 
reason, speculative, expiration, evaluated, formula, eggs, reasonable jury, relevant market, monopoly power, 
Clayton Act, negotiations, violations"
291,"trial court, pleadings, antitrust, athletic, Schools, restraint of trade, motion to dismiss, allegations, amend, failure to 
state a claim, amended complaint, assigned error, third-party, sports"
298,"license, pricing, software, users, operating system, monopolization, predatory, patent, server, technology, rights, 
Sherman Act, multi-user, anticompetitive conduct, license agreement, single-user, antitrust, alleges, rival, unfair 
competition, patent holder, conspiracy, asserts, unfair, anti trust law, cooperation, customers, commerce, reasons, 
motion to dismiss"
306,"Harassment, alleges, employment contract, policies, Antitrust, damages, vacation, breach of contract claim, 
defendant argues, public policy, first amended complaint, vacation time, employees, breach of the implied 
covenant, emotional distress, implied-in-fact, outrageous, employment relationship, fair dealing, good faith, 
termination, violations, breached, argues, alleged violation, recoverable, Contracts, emotional, distress, wages"
315,"allegations, preempted, cause of action, modification, advertising, misleading, mortgage payment, default, state 
law, regulations, borrowers, unfair, unjust enrichment, preemption, lending, misrepresentations, practices, 
consumer, mortgage, notice, prong, qualify, motion to dismiss, circumstances, associations, disclosure, violations, 
purposes, savings, argues"
331,"manipulation, Eurodollar, contracts, plaintiffs', defendants', artificial, BBA, commodity, prices, banks, antitrust, 
trading, allegations, inquiry notice, enterprise, financial instrument, amended complaint, articles, rates, borrowing, 
settlement, interest rate, extraterritorial, securities fraud, notice, interbank, futures contract, dollars, benchmarks, 
domestic"
400,"monopolization, allegations, cause of action, relevant market, geographic, dialysis, conspiracy, factual allegations, 
specific intent, conspiracy to monopolize, Sherman Act, predatory, motion to dismiss, anticompetitive conduct, 
patients, referral, markets, cases, restraint of trade, conspiracy claim, monopoly power, disparagement, replead, 
competitors, outpatient, pleadings, lawsuits, asserts, parties, pharmaceutical"
410,"allegations, motion to dismiss, antitrust, amended complaint, termination, antitrust claim, intentional interference, 
surgeries, patients, scheduling, reduction, employment contract, anesthesiologist, surgeons, prospective economic 
advantage, forced resignation, surgical services, tort claim, anesthesiology, expectancy, argues, prices, market 
share, resignation, competitor, practices, commerce, surgical"
418,"Cab, regulation, taxicab, taxi, anticompetitive, transportation, displace, immunity, summary judgment, taxicab, 
customers, ordinance, government entity, municipalities, powers, anti trust law, state policy, Sherman Act, 
authorities, disabled, state legislature, transit service, drivers, permits, rates"
463,"cross-subsidization, documents, discovery, damages, costs"
466,"airline, Sherman Act, internet access, equipped, competitor, aircraft, Cartwright Act, allegations, contracts, judicial 
notice, relevant market, press release, airplanes, flights, planes, offerings, terminate, domestic, inflight, internet, 
passengers, towers"
472,"Pool, manufacturers, Products, distributors, monopolization, rivals, allegations, market share, relevant market, 
monopoly power, plaintiffs', percent, prices, competitors, sales, conspiracy, Dealers, market power, Sherman Act, 
anticompetitive, vertical, motion to dismiss, defendants', horizontal, complaint alleges, geographic, fraudulent 
concealment, exclusionary, antitrust, retailers"
498,"allegations, competitors, horizontal, suppliers, viable, motion to dismiss, group boycott, power tool, contracts, 
Sherman Act, argues, sufficient facts, hardware, cases, tortious interference, anti trust law, rule of reason, reasons, 
factual allegations, per se violation, consumers, retail, unfair, pled"
509,"plaintiffs', allegations, disclose, concealment, fiduciary, confidential, parties, malpractice, fraudulent, advice, fraud 
claim, misrepresentation, unfair, taxes, constructive fraud, business practice, tax fraud, advise, faults, unfair 
business practice, funds, declaratory relief, conversion claim, fails, cause of action, predicate act, setup, 
conversion, disclosure, deceptive"
537,"boxes, hat, contacts, website, personal jurisdiction, advertisement, alleges, e-mail, consumers, defendants', venue, 
manufactured, relatedness, designer, web, forum state, Lanham Act, motion to dismiss, tortious interference, cause 
of action, misleading, patented, negotiations, residents, products, orders, factors, unfair, proximate cause, prima 
facie"
549,"sham, Construct, motion to dismiss, antitrust, parties, lawsuit, courts, tortious interference, allegations, immunity, 
argues, contractual relationship, amended complaint, injunctive relief, tort claim, baseless, declaratory judgment, 
commercialize, motive, Reply, business relationship, right of petition, docket entry, Immunotherapy, breached, 
extends, affirmative defense, collaboration, derivatives, quotations"
561,"discount, purchaser, allegations, terms, shipping, seller, hundredweight, price discrimination, commodities, motion 
to dismiss, supplier, pricing, terms and conditions, costs, different price, Robinson-Patman Act"
568,"summary disposition, telecommunications, antitrust, trial court, costs, wholesale, res judicata, Sherman Act, 
monopolization, rates, defense motion, civil conspiracy, attorney's fees, assertions, network, parties, counts"
573,"pricing, recoupment, predatory, monopolization, Defendants', allegations, aftermarket, barriers, dealers, market 
power, antitrust, relevant market, conspiracy, competitors, costs, motion to dismiss, amend, profits, probability, 
below-cost, monopoly power, Sherman Act, anti trust law, markets, sales, collision, supracompetitive, argues, 
prong, price discrimination"
