Page,Core Terms
21,"pleadings, allegations, cause of action, violations, undocumented, unfair, prong, enterprise, employees, 
racketeering activity, Predicates, DENIES, hiring, fails"
26,"microprocessors, class plaintiff, prices, Plaintiffs', class certification, purchasers, regression, discounts, overcharge, 
customers, rebates, antitrust, indirect, consumer protection, consumers, factors, Reply, monetary, retailer, reliable, 
damages, anticompetitive, loyalty, chips, enterprise, proposed class, certification, desktop, mobile, analyses"
82,"gasoline, defendants', district court, unfair, unjust enrichment, deceptive, purchasers, consumers, prices, class 
certification, unfair practice, proximate, retail, class member, summary judgment, cause of action, unfair conduct, 
artificially, inflated, branded"
89,"magazine, allegations, Surcharge, wholesalers, antitrust, publishers, conspiracy, retailers, airlines, unilateral, 
Defendants', collusion, distributors, alleged conspiracy, shipping, brokers, antitrust claim, cutoff, ticket, business 
relationship, single-copy, cuts, competitors, destroy, commissions, tortious interference, amended complaint, 
judicial notice, implausible, employees"
105,"prices, airline, first-bag, Plaintiffs', conspiracy, communications, earnings, monopolization, Defendants', allegations, 
announcements, competitors, Sherman Act, consumers, fares, motion to dismiss, anti trust law, cuts, collusive, 
gate, plans, injunctive relief, market share, invitation, preclusion, collude, percent, routes, fuel, antitrust"
128,"milk, processed, raw milk, geographic, conspiracy, antitrust, monopolize, prices, monopoly power, plaintiffs', 
southeast, plants, defendants', retailer, dairy, relevant market, market power, summary judgment motion, amended 
complaint, bottling, genuine issue of material fact, Sherman Act, competitors, cooperatives, summary judgment, anti 
trust law, market share, conspired, customers, markets"
154,"prescribers, regulation, marketing, plaintiffs', out-of-state, dormant, detailing, prescriber-identifiable, pharmacies, 
prescription drug, extraterritoriality, transactions, targeted, pharmaceutical, restrictions, licensing, commercial 
speech, opted-in, interstate commerce, in-state, prescriptions, drugs, purposes, healthcare costs, confidentiality, 
advances, databases, transfers, commerce, messages"
197,"Horsemen, simulcast, signals, out-of-state, tracks, racetracks, allegations, Horse, Breeders, thoroughbred, 
monopolize, contends, wagering, motion to dismiss, Defendants', host, Sherman Act, antitrust, racing commission, 
concerted action, betting, racing, withdraw, petitioning, unfair competition, conspiracy, sending, anti trust law,"
211,"depth-of-book, market data, prices, forces, Exchange Act, traders, consolidated, cost-based, investors, non-core, 
orders, stocks, costs, fair and reasonable, processor, market-based, exchanges, trading, best price, attract, shares, 
dissemination, number of shares, constrain, liquidity, products, users, buy, Regulation, customers"
230,"gaming, alleges, disparagement, motion to dismiss, Sherman Act, establishments, monopoly, products, insufficient 
to support, products and services, related services, relevant market, antitrust, damages, patron, entitlement to relief, 
antitrust violation, patent infringement, antitrust claim, market share, Acquisitions, certificate, competitor, dissociate, 
machines, provider, prices, Seal"
233,"disclosure, trial court, antitrust, subpoenaed, documents, confidentiality, trade secret, public record, provisions, 
attorney general, summary judgment, sharing, summary judgment motion, Information Act, investigatory, 
information obtained, court proceedings, investigations, disclose, interrogatories, nondisclosure, quotation, parties, 
marks"
251,"Escrow, cigarette, plaintiffs', tobacco, manufacturers, advertising, market share, join, anti trust law, Settling, district 
court, grandfathered, settlement agreement, non-grandfathered, prices, sales"
259,"amended complaint, dogs, alleges, breeders, antitrust, puppies, Circle, Defendants', Sherman Act, customers, 
motion to dismiss, breeds, defamatory, business relationship, conspiracy, antitrust action, Lanham Act, boycott, 
relevant market, damages, lawsuit, antitrust claim, anti trust law, allege fraud, pleadings, anticompetitive, 
particularity, competitors, defamation, monopolize"
278,"restrictive covenant, solicit, Shareholder, customers, appellants', termination, confidential information, damages, 
stock, liquidated damages, employees, contacts, unenforceable, noncompete, district court, protectable interest, 
promise, agrees, professional corporation, injunction, ancillary, contracts, quotation, covenant, parties, buy, 
liquidated damages provision, administrative services, anti trust law, trade secret"
