Page,Core Terms
21,"grid, monopolize, termination, distributor, distributorship, antitrust, products, contracts, summary judgment, tying 
arrangement, breach of contract, Sherman Act, manufactured, probability, dealership, parties, refers, plaintiff's 
claim, relevant market, three-year, commerce, monopoly, prices"
34,"conspiracy, antitrust, medical staff, anti trust law, Sherman Act, defendants', anesthesia, summary judgment 
motion, amended complaint, anti-competitive, allegations, conspired, exclusive contract, competitors, geographic, 
conscious, parties, staff, plaintiff's claim, summary judgment, injunction, privileges, purposes, alleged conspiracy, 
parallelism, assertions, injuries, lawsuit, genuine issue of material fact, unreasonable restraint"
53,"franchise, trucks, heavy duty, dealer, addendum, termination, plaintiff's claim, summary judgment, damages, 
summary judgment motion, manufacturers, Sherman Act, conspiracy, Memorandum, alleges, defendants', 
distributor, calculate, cancelled, Reply, admissible evidence, Stock, cause of action, dealership, papers, 
anticompetitive, market share, antitrust, adduced, Dealers' Act"
95,"sham, lawsuit, probable cause, antitrust, competitor, immunity, baseless, sham exception, anticompetitive, genuine, 
merits, cases, summary judgment, infringement, motivation, objectively reasonable, government action, videodiscs, 
courts, copyright infringement, realistically, motion picture, Sherman Act, proceedings, repetitive, subjective intent, 
judicial process, anti trust law, collateral, discovery"
117,"costs, district court, noticed"
119,"chocolates, boxed, drugstores, chain, manufacturers, retail, merchandisers, products, Memorandum, gift, 
acquisition, preliminary injunction, parens patriae, confectionery, purposes, anti trust law, marketers, market share, 
competitor, antitrust, compete, sales, branded, prices, outlets, shelf, space, relevant market, regional, injunction"
138,"forum-selection, clauses, motion to dismiss, Importer, parties, Robinson-Patman Act, prices, amended complaint, 
antitrust claim, contract claim, allegations, negotiated, discovery, dealers, termination, disputes, courts, continental 
united states, antitrust, retailers, seller, inconvenience, contractual, forum non conveniens, summary judgment, anti 
trust law, public policy, sells, cause of action, convenient"
161,"summary judgment, district court, prima facie case, antitrust, supplemental brief, grant summary judgment, 
competitors, Petroleum, parties, sales"
167,"media, damages, distributor, pound, manufacturer, sales, conspiracy, Robinson-Patman Act, antitrust, new trial, 
terminated, prices, resale price, Sherman Act, customer, wholesale price, district court, stock, retail price, products, 
dealer, discount, vertical, dollars, kickbacks, plant, designation, projections, delivery, profits"
186,"settlement, district court, damages, antitrust claim, antitrust, purchaser, purchase agreement, aircraft, overcharge, 
Jet, fee award, attorney's fees, setoff, summary judgment, settlement agreement, settle, parties, trebled, plane, 
offset, assigned, general assignment, anti trust law, pretrial, Clayton Act, manufacturers, transferred, mandatory, 
allocate, rights"
211,"dock, damages, railroads, steel, steel company, district court, conspiracy, self-unloader, rates, antitrust, transport, 
handling, iron ore, vessels, competitors, trucking, anti trust law, trucking company, claim for damages, non-railroad, 
plaintiffs', lake, causation, factors, lease, limitations period, the will, calculation, asserting, savings"
254,"trial court, plaintiffs', banking, discovery, documents, intellectual property rights, trial court's dismissal, racketeering, 
diskettes, grant summary judgment, intellectual property, duplication, collateral, practices, summary judgment 
motion, fraudulent concealment, outstanding loan, antitrust claim, communications, antitrust, infringe, patents, 
security interest, summary judgment, circumstances, inducement, ownership, loans"
261,"tests, pricing, monopoly power, merits, leveraging, purchasers, blood, preliminary injunction, monopolize, 
monopoly, argues, percent, technology, centers, package, buy, customer, alleges, switch, irreparable harm, 
Sherman Act, markets, serious question, negotiate, irreparable injury, software, buyer, competitive advantage, tied 
product, anti-competitive"
279,"privileges, patients, radiology, referrals, conspiracy, clinic, bylaws, exclusive contract, Diagnostic, antitrust, 
membership, Pathologists, radiologist, negotiations, internal medicine, specimen, needle, staff, recommendation, 
accommodate, specialty, breast, no evidence, competitors, practicing, undisputed, placement, courtesy, 
defendants', termination"
329,"anti-tying, stock, limitations period, district court, damages, benefits, argues, promissory note, purchase stock, four 
year, third-party, four-year, buy, statute of limitations, anti trust law, limitations, speculative, unprovable, correctly, 
evidenced, occurring, borrower, mortgage, latest"
332,"software, customer, market power, hardware, suppliers, tying product, switching, matter of law, aftermarkets, 
manufacturer, prices, minicomputers, automotive, derivative, consumer, package, costs, district court, locked-in, 
license"
340,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, final judgment, best interest, insurance law, class member, common law, prosecuting, equitable, 
trebled, costs"
342,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
344,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
346,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
348,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
350,"Settlement, cause of action, unfair trade practice, preliminary approval, alleged violation, punitive damages, best 
interest, insurance law, class member, common law, prosecuting, anti-trust, equitable, trebled, costs"
352,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
354,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
356,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
358,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
360,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, insurance law, class member, common law, prosecuting, trebled, costs"
362,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
364,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
366,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, insurance law, class member, common law, prosecuting, trebled, costs"
368,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
370,"Settlement, cause of action, rates, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, final judgment, best interest, insurance law, class member, common law, prosecuting, equitable, 
insurer, trebled, costs"
372,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
374,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
376,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
378,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
380,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
382,"Settlement, cause of action, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, final judgment, best interest, insurance law, class member, common law, prosecuting, equitable, 
trebled, costs"
384,"Settlement, cause of action, rates, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, final judgment, best interest, insurance law, class member, common law, prosecuting, equitable, 
insurer, trebled, costs"
386,"Settlement, cause of action, rates, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, final judgment, best interest, insurance law, class member, common law, prosecuting, equitable, 
insurer, trebled, costs"
388,"Settlement, cause of action, unfair trade practice, preliminary approval, alleged violation, punitive damages, best 
interest, insurance law, class member, common law, prosecuting, equitable, trebled, costs"
390,"Settlement, cause of action, rates, unfair trade practice, preliminary approval, state antitrust law, alleged violation, 
punitive damages, best interest, insurance law, class member, common law, prosecuting, equitable, insurer, 
trebled, costs"
392,"plant, wholesale, generation, part interest, cooperatives, purchasing, retail, feasible, power company, electric, 
directed verdict, monopoly power, own power, negotiations"
398,"antitrust, rule of reason, district court, market power, conspiracy, radiology, summary judgment, membership, 
horizontal, Sherman Act, conspire, patients, anti trust law, enrollees, staff, referrals, vertical, effects, genuine, 
unreasonable restraint, medical services, service area, defendants', competitor, imaging, restraint of trade, initial 
burden, medical care, pro-competitive, associations"
410,"Spirits, team, suspension, basketball, player, suspended, by-laws, conspiracy, summary judgment, monopolize, 
motive, reasonable jury, boycott, concerted action, monopoly power, terminated, antitrust, played, contends, 
negotiating, prima facie tort, defendants', conspired, Cougars, salary, season, intentional torts, no evidence, give 
rise, indefinite"
435,"cereal, Wheat, Acquisition, brands, Shredded, products, marketing, trademark, consumers, injunctive relief, 
irreparable harm, preliminary injunction, market share"
442,"gasohol, ethanol, antitrust, anti trust law, fuels, motor fuel, antitrust violation, producers, alcohol, subsidy, summary 
judgment, gasoline, injuries, dealers, prices, signs, restraint of trade, plaintiffs', consumers, labeling, pumps, oil, 
Gasohol Competition Act, synthetic, sales, oil company, manufacturers, marketing, petroleum, damages"
460,"franchisee, prices, even-dollar, discount, restrictions, coupon, anti-competitive, franchise, haircuts, sales"
463,"Cable, counterclaim, programming, cable television, Network, supplier, intrabrand, interbrand, sales, 
monopolization, market power, business relationship, alleges, retail, exclusive contract, subscribers, monopoly, 
relevant market, antitrust, consumer, Sherman Act, anti trust law, distributors, intentional interference, program 
services, anti-competitive, conspiracy, football, dealer, restraint of trade"
499,"prices, cigarettes, generic, segment, branded, black and white, list price, predatory, consumer, supracompetitive, 
coordination, recoupment, rebates, losses, wholesalers, predation, oligopoly, oligopolistic, Robinson-Patman Act, 
profits, volume, anti trust law, discounts, tacit, firms, price discrimination, below-cost, competitor, output, injure"
533,"reinsurers, boycott, primary insurer, terms, Sherman Act, regulated, insurers, domestic, coverage, claim for relief, 
McCarran-Ferguson Act, conspiracy, comity, risks, concerted, cases, claims-made, complaints, extraterritorial, 
pollution, insurance business, exemption, occurrence, changes, reinsurance contract, district court, Underwriters, 
antitrust, policies, parties"
569,"catfish, prices, conspiracy, processed, fish, products, Pride, class action, plaintiffs', class certification, 
predominance, antitrust, price fixing, certification, defendants', fraudulent concealment, damages, named plaintiff, 
class member, meetings, Fresh, Farm, processors, motion to dismiss, minimum price, diversity, purchasers, 
distributors, alleged conspiracy, statute of limitations"
598,"Guideline, mail fraud, sentencing, price-fixing, counts, district court, drums, steel, conspiracy, Offenses, prices, 
conceal, price list, indictment, Antitrust, violations, convicted, aptly, defendants', analogy"
605,"patent, immunity, declaratory, abrogation, infringement, antitrust, counts, counterclaims, patent infringement, district 
court, federal court, state immunity, declaratory judgment, state law, recoupment, Public Law, violations, defenses, 
patent law, declaration, licensing, charges, argues, rights, cases, actual controversy, general rule, waived, state 
action, first-filed"
628,"Worldwide, summary judgment, antitrust, employees, infliction of emotional distress, amended complaint, antitrust 
claim, communications, allegations, helicopters, Customer, partial summary judgment, tortious interference, motion 
to dismiss, non-competition, depositions, termination, infliction, SANCTIONS, relations"
633,"arbitration, monopolization, license agreement, asserts, glass, allegations, disputes, anti trust law, argues, float, 
monopoly power, provisions, flat, parties, License, choice-of-law, antitrust claim, markets, arbitration clause, 
technology, cases, antitrust, regional, courts, words, world market, terms, motion to dismiss, law of england, 
probability"
656,"prices, district court, conspiracy, summary judgment, put forward, competitors, antitrust, defendants', expert 
testimony, customers, bid, conspired, retaliation, tapes, concerted action, new account, memorandum, soliciting, 
motive, raw material, conversations, economists, circumstantial evidence, factors, deposition, collusion, proffered, 
bother, cases, circumstances"
681,"municipalities, customers, prices, district court, contracts, disposal, tipping, supervision, recyclable, predation, 
counts, solid waste, ordinances, predatory, antitrust claim, waste disposal, trash, waste collection, collection, 
transfer station, state action, per ton, electricity, immunity, monopoly, haulers, failure to state a claim, state action 
doctrine, anti trust law, flow control"
691,"insurance business, rates, title search, insurer, supervision, regulated, McCarran-Ferguson Act, exemption, rating 
bureau, insurance company, immunity, anti trust law, title insurance, policyholders, insurance department, 
insurance contract, title insurance policy, state action doctrine, rate setting, antitrust, entities, title insurance 
company, insurance industry, state law, Bureau, state statute, issuance, argues, spread, prong"
710,"employees, collective bargaining agreement, exemption, bid, conspiracy, contractor, allegations, campaign, anti 
trust law, recommended, job site, excavation, cable, wage scale, wages, defense motion, non-statutory, bargaining, 
terminated, installation, parties, statutory exemption, restraint of trade, state claims, labor union, Sherman Act, 
preempted, believes, favoring, unfair labor practice"
726,"Premium, discount, insureds, co-payments, damages, Payor, fiduciary duty, summary judgment motion, profits, 
antitrust, fiduciary, monopolization, acute care hospital, patients, breach of fiduciary duty, calculated, defraud, claim 
for breach, summary judgment, claim for relief, market power, insurance business, relevant market, competitors, 
mail, relevant time period, hospital service, plans, individual beneficiaries, insurance policy"
758,"stadium, antitrust, anti trust law, refinancing, damages, stadia, stock, professional football, antitrust violation, 
injuries, factors, renovations, restrained, contends, indirect, lease, teams, antitrust action, alleged injury, franchise, 
Football, shares"
766,"local law, municipal, anticompetitive, immunity, regulation, rental, antitrust, district court, conspiracy, interstate 
commerce, restraint of trade, Sherman Act, residents, cases, state-action, rental-car, pricing, rent, antitrust liability, 
unilateral, rates, local government, state policy, rule-of-reason, articulated, contracts, rule of reason, boroughs, 
renter's, substantive due process"
