頁碼,內容類型,內容
28,Counsel,"Counsel: J. DOUGLAS RICHARDS (Michael M. Buchman, on the brief), Milberg Weiss Bershad Hynes & Lerach 
LLP, New York, NY. and Eric D. Grayson, Grayson & Associates, P.C., Greenwich, CT. for Plaintiffs-Appellees.
CHRISTOPHER M. CURRAN (J. Mark Gidley and Peter J. Carney, on the brief), White & Case LLP, Washington, 
D.C., for Defendants-Appellants Stolt-Nielsen SA and Stolt-Nielsen Transportation Group Ltd.
Steven F. Cherry, Wilmer, Cutler & Pickering, McLean, VA. and William J. Kolasky (Edward C. DuMont, on the 
brief), Wilmer, Cutler & Pickering, Washington, D.C., for Defendants-Appellants Odfjell ASA and Odfjell USA, Inc.
Robert A. White (C. Donald Neville, on the brief), Murtha Cullina LLP, Hartford, CT, for Defendants-Appellants Jo 
Tankers BV and Jo Tankers, Inc.
Sheila A. Huddleston (Paul D. Sanson, on the brief), Shipman & Goodwin LLP, Hartford, CT, for Defendant-
Appellant Tokyo Marine Co., Ltd."
28,Judges,"Judges: POOLER, SOTOMAYOR, and WESLEY, Circuit Judges."
28,Opinion by,Opinion by: POOLER
41,Counsel,"Counsel: Bill Lockyer, Attorney General, W. Dean Freeman, Lead Supervising Deputy Attorney General, Mark P. 
Richelson, Supervising Deputy Attorney General, Felix E. Leatherwood and Stephen Lew, Deputy Attorneys 
General for Plaintiffs and Appellants.
Stevens & O'Connell, Charles J. Stevens and Bradley A. Benbrook for Defendants and Respondents State Farm 
General Insurance Company and State Farm Fire and Casualty Company.
Bingham McCutchen, Michael T. Pyle and Patrick T. Weston for Defendants and Respondents Fireman's Fund 
Insurance Company, American Insurance Company, National [*2]  Surety Corporation, Associated Indemnity 
Corporation, Fireman's Fund Insurance Company of Texas and Vintage Insurance Company.
Munger, Tolles & Olson, Michael R. Doyen and Paul J. Watford for Defendants and Respondents Allstate Insurance 
Company and Allstate Indemnity Co.

 
Barger & Wolen, Kent R. Keller and John C. Holmes for Plaintiffs and Respondents 21st Century Insurance 
Company and 21st Century Casualty Company.
Skadden, Arps, Slate, Meagher & Flom, Raoul D. Kennedy, Darrel J. Hieber and Amy S. Park for Defendants and 
Respondents Farmers Insurance Exchange."
42,Judges,"Judges: CROSKEY, J.; KLEIN, P.J., KITCHING, J. concurred."
42,Opinion by,Opinion by: CROSKEY
53,Counsel,"Counsel:  [*1] For ABP Administration Incorporated, Wright and Fillippis Incorporated, DEFENDANTS: John A 
Cook, Cook Goetz, Bloomfield Hills, MI; Theresamarie Mantese, Rogers Mantese, Royal Oak, MI.
For B and H Medical L L C, PLAINTIFF: Keith M Kerwin, Stephen M Ryan, Stephen M Ryan Assoc, Bingham 
Farms, MI.
For Northwood/National Provider Network, MOVANT: Sheldon H Klein, NULL, Detroit, MI."
53,Judges,"Judges: Honorable Gerald E. Rosen, United States District Judge."
53,Opinion by,Opinion by: Gerald E. Rosen
74,Counsel,"Counsel:  [*1]  For CONSEIL EUROPEEN DE L'INDUSTRIE DES PEINTURES, DES ENCRES D'IMPRIMERIE 
ET DES COULEURS D'ART, Respondent: GREGORY L. POE, ROBBINS RUSSELL ENGLERT ORSECK & 
UNTEREINER LLP, WASHINGTON, DC."
74,Judges,"Judges: R. Barclay Surrick, Judge."
74,Opinion by,Opinion by: R. Barclay Surrick
