頁碼,內容類型,內容
29,Counsel,"Counsel: For Carolyn Fears: Andrew W. Hayes, Ann Moriarty Galvani, Brian Rishwain, Eugene A. Spector, Merrill 
G. Davidoff, Neville L. Johnson, Paul R. Verkuil, LEAD ATTORNEYS.
For Carolyn Fears: David Felderman, Jeffrey J. Corrigan, John Macoretta, LEAD ATTORNEYS, Spector, Roseman 
& Kodroff, Philadelphia, PA.
For Wilhelmina Model Agency, Inc., Defendant: Sandor Frankel, LEAD ATTORNEY, Frankel & Abrams, Aaron 
Richard Golub, LEAD ATTORNEY, New York, NY."
29,Judges,"Judges: Harold Baer, Jr., U.S.D.J."
29,Opinion by,"Opinion by: Harold Baer, Jr."
54,Counsel,"Counsel: For Plaintiffs: Frederic B. Goodman, Esq., Marin Goodman, LLP, New York, NY.
For Universal Music & Video Distribution Corp. & Universal Studio Home Video, Inc., Defendants: Stuart N. 
Senator, Esq., Munger, Tolles & Olson, LLP, Los Angeles, CA.
For Ingram, Defendant: James K. Leader, New York, NY.
For Ingram, Defendant: John Calendar, Howrey, Simon, Arnold & White, LLP, Washington, D.  [**2]  C.
For V.P.D. IV, Inc., VPD, Inc., Defendants: Johnathan M. Johnson, Abid Qureshi, Robert Alan Johnson, Akin, 
Gump, Strauss, Hauer & Feld, LLP, New York, NY."
54,Judges,"Judges: RAYMOND J. DEARIE, United States District Judge."
54,Opinion by,Opinion by: RAYMOND J. DEARIE
74,Counsel,"Counsel:  [*1] For Profile Grinding, Inc. on behalf of itself and all others similary situated, Plaintiff: Alfred Philip 
Levitt, LEAD ATTORNEY, Boies, Schiller & Flexner - Washington, Washington, DC; Alison E. Peck, LEAD 
ATTORNEY, Boies, Schiller & Flexner, Washington, DC; Bonny E. Sweeney, LEAD ATTORNEY, INVALID 
ADDRESS - Robbins Geller Rudman & Dowd, San Diego, San Diego, CA; Christopher M. Burke, LEAD 
ATTORNEY, Lerach Coughlin Stoia Geller Rudman & Robbins, San Diego, CA; David R. Scott, LEAD ATTORNEY, 
Scott & Scott - Colchester, Colchester, CT; Dennis Stewart, LEAD ATTORNEY, Milberg Weiss Bershad Hynes & 
Lerach, San Diego, CA; Jack Landskroner, LEAD ATTORNEY, Landskroner Law Firm, Beachwood, OH; James E. 
Miller, LEAD ATTORNEY, Shepherd Finkelman Miller & Shah - Chester, Chester, CT; Karen M. Grenon, LEAD 
ATTORNEY, State of Connecticut Office of the Treasurer, Hartford, CT; Kimberly Horton Schultz, LEAD 
ATTORNEY, Boies, Schiller & Flexner, Hanover, NH; Richard B. Drubel, Jr., LEAD ATTORNEY, Boies, Schiller & 
Flexner, Hanover, NH; Steven M. Weiss, LEAD ATTORNEY, Cleveland, OH; Susan G. Taylor, LEAD ATTORNEY, 
Lerach Coughlin Stoia Geller Rudman & Robbins, San Diego, CA; William A. Isaacson, LEAD [*2]  ATTORNEY, 
Boies, Schiller & Flexner - Washington, Washington, DC; Alan M. Medvick, Niekamp, Weisensell, Mutersbaugh & 
Mastrantonio, Akron, OH; Alfred G. Yates, Jr., Law Office of Alfred G. Yates, Jr., Pittsburgh, PA; Anne Owings Ford, 
Brecksville, OH; Brian J. Robbins, Robbins Arroyo, San Diego, CA; Christopher J. Niekamp, Akron, OH; 
Christopher C. Posteraro, Boies, Schiller & Flexner, Hanover, NH; Donald A. Broggi, Scott & Scott - New York, New 
York, NY; Frank J. Janecek, Jr., Robbins Geller Rudman & Dowd - San Diego, San Diego, CA; Jennifer A. Cundiff, 
Niekamp, Weisensell, Mutersbaugh & Mastrantonio, Akron, OH; John S. Clifford, Boies, Schiller & Flexner, 
INVALID ADDRESS, Hanover, NH; John R. Climaco, Climaco, Wilcox, Peca, Tarantino & Garofoli - Cleveland, 
Cleveland, OH; Marc H. Edelson, Doylestown, PA; Paul Grieco, Grieco Law LLC, Cleveland, OH; R. Bryant 
McCulley, Boies, Schiller & Flexner, Hanover, NH; Tanya S. Chutkan, Boies, Schiller & Flexner - Washington, 
Washington, DC; Wade T. Doerr, Niekamp, Weisensell, Mutersbaugh & Mastrantonio, Akron, OH; Walter W. Noss, 
Scott & Scott - Chagrin Falls, Cleveland Heights, OH; Dan L. Makee, McDonald Hopkins - Cleveland, Cleveland, 
OH; [*3]  Edmund W. Searby, Cleveland, OH.
For Harry Rock & Associates, Inc., Defendant: Stanley M. Fisher, LEAD ATTORNEY, INVALID ADDRESS - Budish 
& Solomon, Beachwood, OH; Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH; Thomas R. Simmons, 
Tucker Ellis - Cleveland, Cleveland, OH.

 
For M. Weingold & Co., Inc., Defendant: Stanley M. Fisher, LEAD ATTORNEY, INVALID ADDRESS - Budish & 
Solomon, Beachwood, OH; Carolyn C. Russell, INVALID ADDRESS - Tucker Ellis & West, Cleveland, OH; Frank R. 
Osborne, Tucker Ellis & West, Cleveland, OH; Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH; Hugh 
M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH.
For Atlas-Lederer Company, Inc., Defendant: Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH.
For Columbia National Group, Inc., Columbia Iron & Metal Company, Defendants: Charles L. Freed, Thompson 
Hine & Flory LLP., Washington, DC; David J. Hooker, Thompson Hine, Cleveland, OH; Matthew D. Ridings, 
Thompson Hine - Cleveland, Cleveland, OH; Horatio G. Mihet, Liberty Counsel - Orlando, Orlando, FL; J. Philip 
Calabrese, Porter, Wright, Morris & Arthur - Cleveland, Cleveland, OH; Leslie W. Jacobs, Pepper Pike, OH.
For DeMilta [*4]  Iron & Metal, Defendant: Joan E. Pettinelli, North Royalton, OH; William D. Beyer, Fadel & Beyer, 
Rocky River, OH.
For Bluestar Metal Recycling Co., Defendant: Clifford B. Altfeld, LEAD ATTORNEY, INVALID ADDRESS - Atlfeld & 
Battaile, Tucson, AZ; Edith I. Rudder, LEAD ATTORNEY, Leonard Felker Altfeld Greenberg, Tucson, AZ.
For Columbia Trading, Inc., Defendant: Leslie W. Jacobs, LEAD ATTORNEY, Pepper Pike, OH.
For Parkwood Iron & Metal, Inc., Defendant: Michael C. Hennenberg, LEAD ATTORNEY, Dinn Hochman & Potter, 
Cleveland, OH; Steven B. Potter, LEAD ATTORNEY, Dinn Hochman & Potter, Cleveland, OH.
For United States of America, Defendant/Intervenor: Richard T. Hamilton, Jr., LEAD ATTORNEY, Former Assistant 
U.S. Attorney, Northern District of Ohio.
For Bic Manufacturing, Inc., Movant: Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH.
For Stuart Simms, Michael Simms, Movants: Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH.
For Shiloh Industries, Inc., 3rd Party Plaintiff: Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH.
For Talan Products, Inc., 3rd Party Plaintiff: David M. Cuppage, McCarthy, Lebit, Crystal & Liffman, Cleveland, OH; 
Jennifer L. Gardner, [*5]  INVALID ADDRESS-Dreyfuss Williams & Associates, Cleveland, OH; Scott D. Simpkins, 
Climaco, Wilcox, Peca, Tarantino & Garofoli - Cleveland, Cleveland, OH; Hugh M. Stanley, Jr., Tucker Ellis - 
Cleveland, Cleveland, OH.
For Lincoln Electric Company, 3rd Party Plaintiff: Anne Owings Ford, Brecksville, OH; Christopher J. Niekamp, 
Akron, OH; Hugh M. Stanley, Jr., Tucker Ellis - Cleveland, Cleveland, OH; Walter W. Noss, Scott & Scott - Chagrin 
Falls, Cleveland Heights, OH.
For Loren Margolis, Interested Party: John Czarnecki, Spengler Nathanson - Toledo, Toledo, OH.
For Center Line Sheet Metal, Inc., Interested Party: Timothy A. Magee, LEAD ATTORNEY, Bowling Green, OH.
For Mercer Co., Interested Party: Stephen W. Funk, Roetzel & Andress - Akron, Akron, OH."
75,Judges,"Judges: KATHLEEN O'MALLEY, UNITED STATES DISTRICT JUDGE."
75,Opinion by,Opinion by: KATHLEEN O'MALLEY
91,Counsel,"Counsel: For Morris, Communications Corp, Appellant (03-10226-CC): Borucke, David Clark, Holland & Knight, 
LLP, Tampa, FL. Gabel, George D. Jr., Holland & Knight, LLP, Jacksonville, FL. Hoffman, Jerome W., Holland & 
Knight, Tallahassee, FL. Conner, Timothy J., Holland & Knight, LLP, Jacksonville, FL. Brannock, Steven L., 
HOLLAND & KNIGHT, TAMPA, FL.
For PGA Tour, Inc., Appellee (03-10226-CC): Mishkin, Jeffrey A., Skadden, Arps, Slate, Meagher & Flom, LLP, 
New York, NY. Riley, James M., Rogers, Towers, Bailey, Jones & Gay, Jacksonville, FL. Vermut, Richard Stuart, 
Rogers, Towers, Bailey, Jones & Gay, P.A., Jackson, FL. Russell, Cristine M., Rogers, Towers, Bailey, Jones & 
Gay, Jacksonville, FL.
For Newspaper Association of America, Amicus (03-10226-CC): Hart, Jonathan David, Dow, Lohnes & Albertson, 
Washington, DC."
92,Judges,"Judges: Before EDMONDSON, Chief Judge, DUBINA and COX, Circuit Judges."
92,Opinion by,Opinion by: DUBINA
