頁碼,內容類型,內容
25,Judges,"Judges: Jon M. Alander, Judge of the Superior Court."
25,Opinion by,Opinion by: Jon M. Alander
36,Counsel,"Counsel:  [**1]  For M.D. Ayodeji O. Bakare, Plaintiff: Mary J. Walk, Robert B. Bodzin, Kleinbard, Bell & Brecker, 
LLP, Philadelphia, PA.
For Pinnacle Health Hospitals, Inc., Pinnacle Health Systems, Roger Longenderfer, Dana Kellis, Richard C. 
Senaca, Carl Bronitsky, David J. Evans, Defendants: Brian P. Downey, Alexandra Makosky, Pepper Hamilton LLP, 
Harrisburg, PA; Vincent V. Carissimi, Barak A. Bassman, Pepper Hamilton LLp, Philadelphia, PA.
For M.D. Barry B. Moore, Defendant: Alexandra Makosky, Brian P. Downey, Pepper Hamilton LLP, Harrisburg, PA; 
Andrew H. Foulkrod, Foulkrod Ellis Professional Corporation, Harrisburg, PA; Leigh A.J. Ellis, Foulkrod Ellis, P.C., 
Harrisburg, PA; Michael C. Mongiello, Harrisburg, PA; Vincent V. Carissimi, Barak A. Bassman, Pepper Hamilton 
LLp, Philadelphia, PA."
36,Judges,"Judges: Christopher C. Conner, United States District Judge."
36,Opinion by,Opinion by: Christopher C. Conner
61,Counsel,"Counsel: For Appellees Friedman: Brian Michael Goodwin, Rudolph J. Gerber, Marty Harper, Kelly J. Flood, Lori V. 
Berke, Shughart Thomson & Kilroy, P.C., Phoenix.
For Appellees Friedman: Leonard B. Simon, Susan G. Taylor, Pamela M. Parker, Patrick J. Coughlin, Lerach 
Coughlin Stoia Geller Rudman Robbins, L.L.P., San Diego, CA, San Francisco, CA.
For Appellees Friedman: Francis J. Balint, Jr., Bonnett Fairbourn Friedman & Balint, P.C., Phoenix.
For Appellant Microsoft: William Maledon, Thomas L. Hudson, Keith A. Swisher, Meghan Grabel, Osborn Maledon, 
P.A., Phoenix.
For Appellant Microsoft: Charles B. Casper, Montgomery McCracken Walker & Rhoads, L.L.P., Philadelphia, PA.
For Appellant [***2]  Microsoft: David B. Tulchin, Sullivan & Cromwell, New York, NY.
For Appellant Townsend: Richard Grossman, Eugene Crew, Townsend and Townsend and Crew, San Francisco, 
CA.
For Appellant Townsend: Thomas A. Zlaket, Thomas A. Zlaket, P.L.L.C., Tucson."
62,Judges,"Judges: DONN KESSLER, Presiding Judge. CONCURRING: PATRICIA A. OROZCO, Judge, JOHN C. GEMMILL, 
Judge."
62,Opinion by,Opinion by: DONN KESSLER
75,Counsel,"Counsel: For RJ REYNOLDS TOBACCO COMPANY, Plaintiff-Appellee: David S. Fleming, Philip A. Jones, Jerome 
Gilson, BRINKS, HOFER, GILSON & LIONE, Chicago, IL USA; Eric P. Berlin, JONES DAY, Chicago, IL USA; 
Robert H. Rawson, Jr., JONES DAY, Cleveland, OH USA.
For GMB, INCORPORATED, Plaintiff-Appellee: David S. Fleming, Philip A. Jones, Jerome Gilson, BRINKS, 
HOFER, GILSON & LIONE, Chicago, IL USA; Robert H. Rawson, Jr., JONES DAY, Cleveland, OH USA.
For CIGARETTES CHEAPER!, Defendant-Appellant: William J. Gibbons, Matthew W. Walch, LATHAM & 
WATKINS, Chicago, IL USA."
75,Judges,"Judges: Before COFFEY, EASTERBROOK, and EVANS, Circuit Judges."
