頁碼,內容類型,內容
24,Counsel,"Counsel: Making argument for Appellant: Harvey Kurzweil, Dewey, Ballantine, Bushby, Palmer & Wood, New York, 
New York. Appearing on brief are Harvey Kurzweil, Joseph Angland, and Robert W. Hirth, New York, Neww York. 
Nyemaster, Goode, McLaughlin, Emery & O'Brien, Des Moines, Iowa. 
Making argument for Appellee: Donald Polden, Hawkins and Norris, Des Moines, Iowa. Appearing on brief are Lex 
Hawkins, Donald J. Polden, and Glenn L. Norris, Des Moines, Iowa. 
Making argument for Amicus Curiae, U.S.: Ron M. Landsman, Attorney, Appellate Section, Antitrust Division, 
Department of Justice, Washington, D.C. Appearing on brief are Sanford M. Litvack, Assistant Attorney General 
and Robert B. Nicholson and Ron M. Landsman, Attorneys, Washington, D.C."
24,Judges,"Judges: Before HEANEY and ARNOLD, Circuit Judges, and VIETOR, * District Judge."
24,Opinion by,Opinion by: HEANEY
36,Counsel,"Counsel: Donald F. Turner, Washington, D. C., for defendants-appellants, appellees. 
Wilmer, Cutler & Pickering, Ronald J. Greene, Arnold M. Lerman, Washington, D. C., Akin, Gump, Hauer & Feld, 
John L. Hauer, Woodrow M. Bonesio, Robert E. Goodfriend, Dallas, Tex., for Page Airways & Page Gulfstream, Inc. 
Steinberg, Luerssen & Vogelson, Jay M. Vogelson, Dallas, Tex., for Douglas Juston. 
Jackson, Walker, Winstead, Cantwell & Miller, Jack Pew, Jr., D. L. Case, Dallas, Tex., for Edwin C. Hamilton & 
Ross C. Chapin. 
Matthews & Thorp, Robert F. Henderson, Joe W. Matthews, Dallas, Tex., John N. McCamish, Jr., Charles J. 
Fitzpatrick, San Antonio, Tex., for Associated Radio Service Co. (plaintiff-appellee) and Associated Radio Co. 
(plaintiff-appellant)."
36,Judges,"Judges: Before GEE, FAY and VANCE, Circuit Judges."
36,Opinion by,Opinion by: GEE
76,Counsel,"Counsel: Rodey, Dickason, Sloan, Akin & Robb, John D. Robb, Jack Eastham, Albuquerque, Montgomery, 
Andrews & Hannahs, Seth D. Montgomery, Santa Fe, Howrey & Simon, Washington, District of Columbia, for 
defendant-appellant.
Bigbee, Stephenson, Carpenter & Crout, Donnan Stephenson; Harry L. Bigbee, Santa Fe, James T. Paulantis, 
Albuquerque, Charles D. Olmsted, Santa Fe, Simpson, Thacher & Bartlett, Rogers M. Doering, New York City, for 
plaintiff-appellee United Nuclear.
Jones, Gallegos, Snead & Wertherim, James E. Snead, Santa Fe, for defendant-appellee Indiana & Michigan Elec. 
Co."
76,Judges,"Judges: Payne, Justice.  Sosa and Easley, JJ., concur."
76,Opinion by,Opinion by: PAYNE
163,Counsel,"Counsel: Sondra L. Shick, Boston, Mass., with whom Bernard I. Kaplan, Martin, Morse, Wylie & Kaplan, Boston, 
Mass., and Angelo M. Torrisi, New York City, were on brief for appellant. 
Michael S. Gardener, Boston, Mass., with whom Joseph C. Tanski and Mintz, Levin, Cohn, Glovsky & Popeo, 
Boston, Mass., were on brief for appellees, Arthur J. Thomson and Frost Controls, Inc. 
Donald B. Gould, Boston, Mass., with whom James E. McGuire, James B. Farmer, and Goodwin, Procter & Hoar, 
Boston, Mass., were on brief for appellee, Sigma Instruments, Inc."
164,Judges,"Judges: Before COFFIN, Chief Judge, BOWNES, Circuit Judge, BOYLE, District Judge. *"
164,Opinion by,Opinion by: PER CURIAM.
175,Counsel,"Counsel:  [*1]  For plaintiff: Lavigne & Nicandri, Massena, N.Y. (Eugene L. Nicandri, of counsel), Duncan, 
Weinberg & Miller, P.C., Washington, D.C. (Wallace L. Duncan and Philip L. Chabot, of counsel).  
For defendant: Fischer & Hughes, Malone, N.Y. (Bryan J. Hughes, of counsel), Niagara Mohawk Power Corp., 
Syracuse, N.Y. (Lauman Martin, of counsel), Shea, Gould, Climenko & Casey, New York, N.Y. (Michael Lesch, 
Bernard Fischman, and Arthur Felsenfeld, of counsel)."
175,Opinion by,Opinion by: MUNSON
