頁碼,內容類型,內容
23,Counsel,"Counsel: Sidney S. Rosdeitcher, New York City (Howard S. Veisz, Paul, Weiss, Rifkind, Wharton & Garrison, New 
York City, John L. Walker, Jr., Woods, Rogers, Muse, Walker & Thornton, Roanoke, Va., on brief), for appellants 
The Aetna Casualty and Surety Co., Metropolitan Life Ins. Co., and The Travelers Ins. Co.; Stephen A. Northup, 
Richmond, Va. (James C. Roberts, Anthony F. Troy, Mays, Valentine, Davenport & Moore, Richmond, Va., on 
brief), for appellant Virginia Chiropractors Association, Inc., William L. Vohringer, D.C., Clarence Wright, D.C., 
Henry L. Dodge, D.C., Peter Goodfield, D.C., James S. Henderson, D.C., and George McClelland, Jr., D.C. 
Sigmund Timberg, Washington, D.C. (Hart & Hart, Attys., Ltd., Roanoke, Va., on brief), for appellant American 
Chiropractic Association, Inc. 
C. Jacob Ladenheim, Fincastle, Va. (Ralph C. Wiegandt, Minter, Wiegandt & Ladenheim, Fincastle, Va., on brief), 
for appellees Carl D. Bartholomew, D.C., et al."
23,Judges,"Judges: Before BRYAN, Senior Circuit Judge, HALL, Circuit Judge, and WARRINER, District Judge, sitting by 
designation."
23,Opinion by,Opinion by:  [**2]  BRYAN
31,Counsel,"Counsel:  [**1]  Harold Brown, Brown, Prifti, Leighton & Cohen, Boston, Mass., for plaintiffs. 
John J. Curtin, Jr., Bingham, Dana & Gould, Boston, Mass., for defendant. 
John G. Fabiano, Hale & Dorr, Boston, Mass., for class representatives Hollis E. Whitney, Antonio Esposito, Gerald 
Berman, Leonard Safran."
31,Opinion by,Opinion by: FREEDMAN
42,Counsel,"Counsel: John D. Kelly, Vogel, Brantner, Kelly, Knutson, Weir & Bye, Fargo, N. D., argued, for appellant; Douglas 
R. Herman, Fargo, N. D., on brief. 
James P. Hargarten, San Francisco, Cal., argued, for appellee; Nilles, Hansen, Selbo, Magill & Davies, Fargo, N. 
D., Thelen, Marrin, Johnson & Bridges, San Francisco, Cal., on brief."
42,Judges,"Judges: Before LAY, HEANEY and HENLEY, Circuit Judges."
42,Opinion by,Opinion by: HEANEY
51,Counsel,"Counsel: Frederick P. Furth, Thomas R. Fahrner, Richard S. E. Johns, Michael P. Lehmann, Furth, Fahrner & 
Wong, for defendant, Cross-complainant and Appellant.  
Godfrey L. Munter, Jr., Robert W. Martin, Martin, Munter & Keegin, for Plaintiff, Cross-defendant and Respondent."
51,Opinion by,Opinion by: BRUNN
65,Counsel,"Counsel: Robert B. Chickering (argued) of Warren Chickering & Grunewald, and John H. Denton, Oakland, Cal., 
for appellant Anti-Monopoly, Inc. 
Robert S. Daggett (argued) of Brobeck, Phleger & Harrison, San Francisco, Cal., and Oliver P. Howes of Nims, 
Howes, Collison & Isner, New York City, for defendants-appellees."
65,Judges,"Judges: Before WALLACE and SNEED, Circuit Judges, and BLUMENFELD, * District Judge."
65,Opinion by,Opinion by: WALLACE
79,Counsel,"Counsel:  [**1]  William Simon, Robert G. Abrams, Stuart H. Harris, Howrey & Simon, Washington, D. C., Bernard 
J. Caillouet, Elliotte M. Harold, Jr., New Orleans, La., Earle B. May, Jr., Joseph W. Crooks, Jones, Bird & Howell, 
Atlanta, Ga., for Exxon Corp. 
Robert S. Bomar, J. David Dyson, Asst. Atty. Gen., Atlanta, Ga., for Georgia Ass'n of Petroleum Retailers. 
Fred G. Stowers, E. Hearst Roane, Jr., and John C. Hollister, Stowers, Roane & Carley, Atlanta, Ga., for Georgia 
Oilmen's Ass'n, Inc. 
J. David Dyson, Asst. Atty. Gen., Atlanta, Ga., for Busbee and Bolton. 
Peyton S. Hawes, Jr., Robert S. Jones and Julie Childs, Cofer, Beauchamp & Hawes, Atlanta, Ga., for Petroleum 
Retailers."
79,Opinion by,Opinion by: FREEMAN
94,Counsel,"Counsel: George J. Cotsirilos, Chicago, Ill., for defendants-appellants. 
Daniel J. Conway, Dept. of Justice, Washington, D.C., for plaintiff-appellee."
94,Judges,"Judges: Before PELL and BAUER, Circuit Judges, and DUMBAULD, Senior District Judge.*"
94,Opinion by,Opinion by: DUMBAULD
103,Counsel,"Counsel: Daniel S. Mason, Furth, Fahrner & Wong, San Francisco, Cal., for plaintiff-counterdefendant-appellant. 
Benjamin H. Parkinson, Harvey Leiderman, San Francisco, Cal. (argued), for defendants-counterclaimants-
appellees; Philip E. Diamond, Landels, Ripley & Diamond, San Francisco, Cal., Ackerman, Johnston, Norberg, & 
Parkinson, San Francisco, Cal., on brief."
104,Judges,"Judges: Before GOODWIN and WALLACE, Circuit Judges, and BARTELS, * District Judge."
104,Opinion by,Opinion by: BARTELS
113,Counsel,"Counsel:  [*1]  For parties: Judah I. Labovitz, of Wolf, Block, Schorr and Solis-Cohen, Philadelphia, Pa., Richard S. 
Harrell, of Casey, Scott & Canfield, Washington, D.C., David Stone and Phillip A. Wittmann, of Stone, Pigman, 
Walther Wittmann & Hutchinson, New Orleans, La., John Briggs and David C. Murchison, of Howrey & Simon, 
Washington, D.C., Martin C. Feldman, of Bronfin, Heller, Feldman & Steinberg, New Orleans, La."
113,Opinion by,Opinion by: GORDON
123,Counsel,"Counsel:  [**1]  Angelo M. Torrisi, New York City, Martin, Morse, Wylie & Kaplan, Gordon A. Martin, Boston, Mass., 
for plaintiff. 
Goodwin Procter & Hoar, Donald B. Gould, James E. McGuire, Boston, Mass., for Sigma Intruments, Inc. 
Mintz, Levin, Cohn, Glovsky & Popeo, Michael Gardener, Joseph C. Tanski, Boston, Mass., for Thomson and Frost, 
Inc."
123,Opinion by,Opinion by: TAURO
131,Counsel,"Counsel:  [**1]  David A. Drexler, William H. Sudell, Jr., and John F. Johnston of Morris, Nichols, Arsht & Tunnell, 
Wilmington, Del., for plaintiffs. 
William J. Wier, Jr., Robert Jacobs and Terry C. Seningen of Bader, Dorsey & Kreshtool, Wilmington, Del., for 
defendants."
131,Opinion by,Opinion by: STAPLETON
142,Counsel,"Counsel: Leo R. Beus, Jennings, Strouss & Salmon, Phoenix, Ariz., for plaintiffs-appellants. 
Roger R. Scott, Tulsa, Okl., for defendant-appellee."
142,Judges,"Judges: Before CHOY and KENNEDY, Circuit Judges, and WILLIAMS, * District Judge."
142,Opinion by,"Opinion by: KENNEDY 
* Honorable Spencer Williams, United States District Judge for the Northern District of California, sitting by designation."
148,Counsel,"Counsel: Denis E. Hynes, W. Dennis Cross, Gerald P. Norton, Federal Trade Commission, Washington, D. C., for 
petitioner-appellant. 
Nichols & Tatich, Philip Tatich, Orlando, Fla., for respondent-appellee."
148,Judges,"Judges: Before BROWN, CHARLES CLARK and VANCE, Circuit Judges."
148,Opinion by,Opinion by: VANCE
158,Counsel,"Counsel:  [**1]  William B. Norris, Hahn, Loeser, Freedheim, Dean & Wellman, James E. Young, Thomas E. 
Wagner, Director of Law, City of Cleveland, Cleveland, Ohio, for plaintiff.  
John Lansdale, James P. Murphy, Squire, Sanders & Dempsey, Cleveland, Ohio, for defendant."
158,Opinion by,Opinion by: KRUPANSKY
174,Counsel,"Counsel: Maxwell P. Keith, Keith & Duryea, San Francisco, Cal., for plaintiffs. 
John Hauser, John Bates, Patricia Shuler, McCutchen, Doyle, Brown & Enerson, San Francisco, Cal., for defendant 
Columbia Broadcasting System. 
Renee P. Tatro, M. Laurence Popofsky, Heller, Ehrman, White & McAuliffe, San Fracisco, Cal., for defendant 
Warner/Elektra/Atlantic. 
Robert Fremlin, Alf R. Brandin, Lillick, McHose & Charles, San Francisco, Cal., for defendant ABC Records. 
Richard J. Lucas, A. W. Fargo, III, Orrick, Herrington, Rowley & Sutcliffe, San Francisco, Cal., for defendant Eric 
Mainland Dist. Co. 
John M. Anderson, Landels, Ripley & Diamond, San Francisco, Cal., for defendant Integrity Inc. 
Melvin R. Goldman, Stanley A. Doten, Morrison & Foerster, San Francisco, Cal., for defendants MTS Inc. & Tower 
Enterprises. 
William Billick, J. Halleck Hoeland, Rosenfeld, Meyer & Susman, Beverly Hills, Cal., for defendant MCA Distributing 
Corp. 
C. F. Gray, Jr., Gray & Thurn, Sacramento, Cal., for defendant Doug Robertson Advertising. 
John Curran Ladd, Steinhart, Goldberg, Feigenbaum & Ladar, San Francisco, Cal., for defendant Polygram 
Distribution, Inc."
175,Opinion by,Opinion by: PECKHAM
192,Counsel,"Counsel:  [**1]  Joseph Heller, New York City, for plaintiffs. 
Friedman & Atherton, Boston, Mass., for defendant; Robert D. Kozol, Boston, Mass., of counsel."
192,Opinion by,Opinion by: HAIGHT
