頁碼,內容類型,內容
24,Counsel,"Counsel: ANTHONY E. RAMOS, Plaintiff - Appellant, Pro se, ARLINGTON, VA.
For JOHN R. TOMASINO, Clerk of Court Office of the Clerk of Court of the Supreme Court of Florida, BARBARA 
PARIENTE, Defendant - Appellee: Shane Weaver, Pam Bondi, Attorney General's Office, WEST PALM BEACH, 
FL.
For RICHARD LISS, JOHN F. HARKNESS, JR., Defendant - Appellee: Mary Hope Keating, Michael Howard 
Moody, Greenberg Traurig, LLP TALLAHASSEE, FL.
For KEVIN TYNAN, THE FLORIDA BAR, Defendant - Appellee: Mary Hope Keating, Greenberg Traurig, LLP, 
TALLAHASSEE, FL.
For FLORIDA BOARD OF BAR EXAMINERS, Defendant - Appellee: James Joseph Dean, Robert John Telfer, III, 
Messer Caparello, PA, TALLAHASSEE, FL.
For THOMAS HALL, FLORIDA SUPREME COURT, CLERK OF COURT, FLORIDA SUPREME COURT, 
Defendant - Appellee: Shane Weaver, Attorney General's Office, WEST PALM BEACH, FL."
25,Judges,"Judges: Before MARCUS, JORDAN and ROSENBAUM, Circuit Judges."
25,Opinion by,Opinion by: MARCUS
35,Counsel,"Counsel: LARRY S. BANKSTON, JENNA H. LINN, BANKSTON & ASSOCIATES, LLC, Baton Rouge, Louisiana, 
Counsel for Plaintiff/Appellant.
LARRY FELDMAN, JR., VICKIE A. ELMER, MARK J. CHANEY III, McGLINCHEY STAFFORD, PLLC, New 
Orleans, Louisiana, Counsel for Defendant/Appellee, American Service Insurance, Inc.
WILLIAM D. SHEA, ADAMS AND REESE, LLP, Baton Rouge, Louisiana, Counsel for Defendants/Appellees, 
Regions Insurance, Inc., Charlotte Louise Leblanc and Michael Joseph Harrington."
35,Judges,"Judges: (Court composed of Chief Judge James F. McKay III, Judge Rosemary Ledet, Judge Sandra Cabrina 
Jenkins)."
35,Opinion by,Opinion by: JAMES F. MCKAY III
46,Counsel,"Counsel:  [*1] For Village of Old Mill Creek, Ferrite International Company, Nafisca Zotos, Got It Maid, Inc., 
Richard Owens, Robert Dillon, Robin Hawkins, both individually and doing business as Robin's Nest, Plaintiffs 
(1:17-cv-01163): Patrick N. Giordano, LEAD ATTORNEY, Giordano & Associates, LTD, Evanston, IL; Stuart Jay 
Chanen, Valorem Law Group, Chicago, IL; Paul G. Neilan, Dykema Gossett PLLc, Chicago, IL.
For Anthony Star, in his official capacity as Director of the Illinois Power Agency, Defendant (1:17-cv-01163): 
Richard Scott Huszagh, LEAD ATTORNEY, Office of the Attorney General, Chicago, IL; Thomas A. Ioppolo, LEAD 
ATTORNEY, Illinois Attorney General's Office (100 West Randolph), Chicago, IL.
For Exelon Generation Company, LLC, Intervenor Defendant (1:17-cv-01163): Matthew E. Price, LEAD 
ATTORNEY, PRO HAC VICE, William K. Dreher, Zachary C. Schauf, PRO HAC VICE, Jenner & Block LLP, 
Washington, DC; David W. DeBruin, Jenner & Block, Jenner & Block; Gabriel A. Fuentes, Jenner & Block LLP, 
Chicago, IL.
For Natural Resources Defense Council, Amicus (1:17-cv-01163): Ann Alexander, LEAD ATTORNEY, Natural 
Resources Defense Council, Chicago, IL; Miles Belin Farmer, PRO HAC VICE, Natural Resources [*2]  Defense 
Council, New York, NY.
For Respiratory Health Association, Amicus (1:17-cv-01163): Joel J. Africk, LEAD ATTORNEY, Jenner & Block 
LLP, Chicago, IL.
For Elevate Energy, Amicus: Anne McKibbin, LEAD ATTORNEY, Elevate Energy, Chicago, IL.
For Environmental Defense Fund, Amicus (1:17-cv-01163): Michael Panfil, PRO HAC VICE, Environmental 
Defense Fund, Washington, DC.
For American Wind Energy Association, Movant (1:17-cv-01163): Emily Newhouse Dillingham, Arnold & Porter 
Kaye Scholer LLP, Chicago, IL; Julia Dreyer, PRO HAC VICE, American Wind Energy Association, Washington, 
DC.

 
For Electric Power Supply Association, Dynegy Inc., Eastern Generation, LLC, NRG Energy, Inc., Calpine 
Corporation, Plaintiffs (1:17-cv-01164): Leonard A. Gail, LEAD ATTORNEY, Massey & Gail, Chicago, I; Stuart 
Singer, LEAD ATTORNEY, PRO HAC VICE, William T Dzurilla, PRO HAC VICE, Boies, Schiller & Flexner Llp, Fort 
Lauderdale, FL; David A. Barrett, Jonathan David Schiller, PRO HAC VICE, BOIES SCHILLER & FLEXNER, LLP, 
New York, NY; Edward J Normand, Jason C Cyrulnik, PRO HAC VICE, BOIES SCHILLER & FLEXNER, LLP, 
Armonk, NY; Jonathan Massey, PRO HAC VICE, Massey & Gail LLP, Washington, DC; Paul Berks, Suyash 
Agrawal, [*3]  Massey & Gail LLP, Chicago, IL.
For Monitoring Analytics, LLC, Plaintiff (1:17-cv-01164): Jeffrey Mayes, LEAD ATTORNEY, Monitoring Analytics 
Llc, Eagleville, PA.
For Natural Resources Defense Council, Plaintiff (1:17-cv-01164): Ann Alexander, LEAD ATTORNEY, Natural 
Resources Defense Council, Chicago, IL; Miles Belin Farmer, PRO HAC VICE, Natural Resources Defense 
Council, New York, NY.
For Anthony M Star, in his official capacity as Director of Illinois Power Agency, Brien J Sheahan, John R. Rosales, 
Sadzi Martha Oliva, Miguel del Valle, Sherina Maye Edwards, in their official capacities as Commissioners of the 
Illinois Commerce Commission, Defendants (1:17-cv-01164): Richard Scott Huszagh, LEAD ATTORNEY, Office of 
the Attorney General, Chicago, IL; Thomas A. Ioppolo, LEAD ATTORNEY, Illinois Attorney General's Office (100 
West Randolph), Chicago, IL.
For Exelon Generation Company, LLC, Intervenor Defendant (1:17-cv-01164): David W. DeBruin, Jenner & Block, 
Washington, DC; Gabriel A. Fuentes, Jenner & Block LLP, Chicago, IL; Matthew E. Price, William K. Dreher, 
Zachary C. Schauf, PRO HAC VICE, Jenner & Block LLP, Washington, DC.
For Service List (1:17-cv-01164): Jack Erffmeyer, LEAD ATTORNEY. [*4] 
For PJM Interconnection, L.L.C., Amicus (1:17-cv-01164): Andrew T. Swers, Paul M. Flynn, Wright & Talisman, 
P.C., Washington, DC; Richard George Douglass, Novack and Macey LLP, Chicago, IL; Vincent Duane, PRO HAC 
VICE, PJM Interconnection, L.L.C., Audubon, PA.
For Elevate Energy, Amicus (1:17-cv-01164): Anne McKibbin, Elevate Energy, Chicago, IL.
Citizens Utility Board, Amicus (1:17-cv-01164): Kristin Munsch, LEAD ATTORNEY, Citizens Utility Board, Chicago, 
IL.
For Environmental Defense Fund, Amicus (1:17-cv-01164): Michael Panfil, PRO HAC VICE, Environmental 
Defense Fund, Washington, DC.
For Midcontinent Independent System Operator, Inc., Amicus (1:17-cv-01164): Charles E. Harper, Jr., LEAD 
ATTORNEY, Adam Todd Margolin, Quarles & Brady LLP, Chicago, IL.
For American Wind Energy Association, Movant (1:17-cv-01164): Emily Newhouse Dillingham, Arnold & Porter 
Kaye Scholer LLP, Chicago, IL; Julia Dreyer, PRO HAC VICE, American Wind Energy Association, Washington, 
DC.
For Environmental Law and Policy Center, Intervenor (1:17-cv-01164): Howard Alan Learner, LEAD ATTORNEY, 
Environmental Law and Policy Center, Chicago, IL; Bradley Klein, PRO HAC VICE, Environmental Law & Policy 
Center, Chicago, IL; [*5]  Robert J. Kelter, Attorney at Law, Chicago, IL."
47,Judges,"Judges: Manish S. Shah, United States District Judge."
47,Opinion by,Opinion by: Manish S. Shah
65,Counsel,"Counsel:  [*1] For Monica Rael, on behalf of herself and all others similarly situated, Plaintiff: Brittany Courtney 
Casola, Todd D. Carpenter, LEAD ATTORNEYS, Carlson Lynch Sweet Kilpela & Carpenter LLP, San Diego, CA.
For New York & Company, Inc., a Delaware corporation, New York & Company Stores, Inc., a New York 
corporation, Defendants: Stephanie Sheridan, LEAD ATTORNEY, Sedgwick Detert Moran and Arnold, San 
Francisco, CA."
