頁碼,內容類型,內容
22,Judges,"Judges:  [**1]  Brown and Wisdom, Circuit Judges, and Johnson, District Judge."
22,Opinion by,Opinion by: WISDOM
43,Counsel,"Counsel: Daniel M. Friedman argued the cause for the United States.  On the brief were Solicitor General Marshall, 
Assistant Attorney General Turner, Lionel Kestenbaum, Richard A. Posner and Robert C. Weinbaum.
Homer I. Mitchell argued the cause for appellee General Motors Corp.  With him on the brief were Warren M. 
Christopher, Marcus Mattson, Aloysius F. Power, Robert A. Nitschke, Nicholas J. Rosiello, Henry C. Thumann, 
Donald M. Wessling and Robert W. Culver.  Victor R. Hansen argued the cause [****5]  for appellees Losor 
Chevrolet Dealers Association et al.  With him on the brief were Glenn S. Roberts and Henry F. Walker.
Thomas A. Rothwell and William C. Hillman filed a brief for O. M. Scott & Sons Co. et al., as amici curiae."
43,Judges,"Judges: Warren, Black, Douglas, Clark, Harlan, Brennan, Stewart, White, Fortas"
43,Opinion by,Opinion by: FORTAS
60,Judges,"Judges: Vogel, Chief Judge, and Blackmun and Gibson, Circuit Judges."
60,Opinion by,Opinion by: GIBSON
78,Counsel,"Counsel: Richard A. Posner argued the cause for the United States.  With him on the brief were Solicitor General 
Marshall, Assistant Attorney General Turner, Robert B. Hummel, James J. Coyle and John F. Hughes.
William W. Alsup argued the cause for appellees.  With him on the brief were Warren M.  [****3]  Christopher and 
William W. Vaughn.
Henry J. Bison, Jr., argued the cause and filed a brief for the National Association of Retail Grocers of the United 
States, as amicus curiae, urging affirmance."
78,Judges,"Judges: Warren, Black, Douglas, Clark, Harlan, Brennan, Stewart, White; Fortas took no part in the consideration 
or decision of this case."
78,Opinion by,Opinion by: BLACK
100,Counsel,"Counsel: Ralph S. Spritzer argued the cause for petitioner.  On the brief were Solicitor General Marshall, Assistant 
Attorney General Turner, Robert S. Rifkind, Howard E. Shapiro, Milton J. Grossman, James McI. Henderson, 
Thomas F. Howder and Gerald J. Thain.
Robert H. McRoberts argued the cause for respondent.  With him on the brief were Gaylord C. Burke and Edwin S. 
Taylor."
100,Judges,"Judges: Warren, Black, Douglas, Clark, Harlan, Brennan, Stewart, White, Fortas"
100,Opinion by,Opinion by: BLACK
107,Counsel,"Counsel:  [**1]  Robert W. Ginnane, Gen. Counsel, Interstate Commerce Commission, Washington, District of 
Columbia, Edward F. Boardman, U.S. Atty., Jacksonville, Florida, Lionel Kestenbaum, Antitrust Division, Dept. of 
Justice, Washington, District of Columbia, for defendants.
Prime F. Osborn, Phil C. Beverly, Jacksonville, Florida, Dennis G. Lyons, Arnold & Porter, Washington, District of 
Columbia, William H. Maness, Jacksonville, Florida, Richard A. Hollander, Richmond, Virginia, John S. Cox, 
Jacksonville, Florida, Walter H. Brown, Jr., New York, New York, for Atlantic Coast Line R. Co. and Seaboard Air 
Line R. Co.
Edwin H. Burgess, Baltimore, Maryland, for Mercantile-Safe Deposit and Trust Co.
Fred H. Kent, Jacksonville, Florida, A. Alvis Layne, Washington, District of Columbia, for Florida East Coast R. Co.
Wm. Graham Claytor, William D. McLean, John K. Mallory, Jr., Washington, District of Columbia, H. P. Osborne, 
Jr., Jacksonville, Florida, for Southern Railway System.
William G. Mahoney, Washington, District of Columbia, William H. Adams, III, Jacksonville, Florida, for Railway 
Labor Executives' Assn.
William Reece Smith, Jr., City Atty., Carlton, Fields, Ward, Emmanuel, Smith & Cutler,  [**2]  Tampa, Florida, for 
City of Tampa.
MacFarlane, Ferguson, Allison & Kelly, Tampa, Florida, for petitioner Port Sutton Inc."
108,Judges,"Judges: Rives, Circuit Judge, and Simpson and McRae, District Judges."
108,Opinion by,Opinion by: RIVES
136,Counsel,"Counsel: Solicitor General Marshall argued the cause for petitioner.  With him on the brief were Assistant Attorney 
General Turner, Richard A. Posner, Howard E. Shapiro and James McI. Henderson.
Hammond E. Chaffetz argued the cause for respondents and filed a brief for respondent Dean Foods Co.
L. Edward Hart, John Paul Stevens and Edward I. Rothschild filed a brief for respondent Bowfund Corp."
136,Judges,"Judges: Warren, Black, Douglas, Clark, Harlan, Brennan, Stewart, White, Fortas"
136,Opinion by,Opinion by: CLARK
162,Judges,"Judges:  [**1]  Tehan, Chief Judge."
162,Opinion by,Opinion by: TEHAN
179,Judges,"Judges: Jones, Senior Judge, * and Gewin and Bell, Circuit Judges."
179,Opinion by,Opinion by: GEWIN
185,Judges,"Judges:  [**1]  Frankel, D.J."
185,Opinion by,Opinion by: FRANKEL
189,Judges,"Judges: Vogel, Chief Judge, Blackmun, Circuit Judge, and Stephenson, District Judge."
189,Opinion by,Opinion by: VOGEL
198,Judges,"Judges:  [**1]   Taylor, D.J."
198,Opinion by,Opinion by: TAYLOR
254,Counsel,"Counsel: For the appellants there were briefs by Ray T. McCann of Milwaukee, attorney; and Willkie, Farr, 
Gallagher, Walton & Fitzgibbon of New York, New York, attorneys for appellants other than Atlanta Braves, Inc., 
and Louis F. Carroll, Bowie K. Kuhn, Louis L. Hoynes, Anthony J. Lynch, and Daniel W. Hildebrand, all of New 
York, New York, of counsel; and Winston, Strawn, Smith & Patterson of Chicago, Illinois, attorneys for Atlanta 
Braves, Inc., and Earl A. Jinkinson, Edward J. Wendrow, and John W. Stack, all of Chicago, Illinois, of counsel; and 
oral argument by Mr. Jinkinson, Mr. McCann, and Mr. Kuhn.
For the respondent there was a brief by Bronson  [***20]   C. La Follette, attorney general, and George F. Sieker, 
assistant attorney general; Robert P. Russell, corporation counsel for Milwaukee county; Willard S. Stafford and 
John A. Hansen, both of Madison, special counsel for the state of Wisconsin; Steven E. Keane and John P. Eppel, 
both of Milwaukee, special assistant corporation counsel for Milwaukee county; and Louis F. Oberdorfer and Max 
O. Truitt, Jr., both of Washington, District of Columbia, special counsel for the state of Wisconsin, and oral 
argument by Mr. La Follette, Mr. Stafford, Mr. Sieker, and Mr. Keane."
254,Judges,"Judges: Fairchild, J.  Heffernan, Hallows, and Beilfuss, JJ. (dissenting)."
254,Opinion by,Opinion by: FAIRCHILD
271,Judges,"Judges: Hamley, Merrill and Browning, Circuit Judges."
271,Opinion by,Opinion by: HAMLEY
277,Judges,"Judges:  [**1]  Pence, D.J."
277,Opinion by,Opinion by: PENCE
281,Counsel,"Counsel:  [*1]  WILLIAM MARSHALL LEE, ROY E. HOFER, and HUME, GROEN, CLEMENT & HUME, all of 
Chicago, Ill., and H. DALE PALMATIER, Minneapolis, Minn., for Malco Manufacturing Company and Malco 
Manufacturing Company, Inc.  
ERWIN C. HEININGER, JACK GUTHMAN, and MAYER, FRIEDLICH, SPIESS, TIERNEY, BROWN & PLATT, all 
of Chicago, Ill., and LOWELL F. HAMMOND, Broadview, Ill., for Amphenol-Borg Electronics Corporation.  
JOHN D. GOULD, ROBERT T. EDELL, and MERCHANT, MERCHANT & GOULD, all of Minneapolis, Minn., for 
defendant."
281,Opinion by,Opinion by: NORDBYE
294,Judges,"Judges:  [**1]  Van Dusen, J."
294,Opinion by,Opinion by: VAN DUSEN
310,Judges,"Judges:  [**1]  Simons, Jr., District Judge."
310,Opinion by,Opinion by: SIMONS
318,Judges,"Judges:  [**1]  Pope, Circuit Judge, Sweigert and Zirpoli, District Judges."
318,Opinion by,Opinion by: POPE
330,Judges,"Judges:  [**1]  Clary, Ch. J."
330,Opinion by,Opinion by: CLARY
337,Judges,"Judges:  [**1]  Boldt, District Judge."
337,Opinion by,Opinion by: BOLDT
350,Judges,"Judges:  [**1]   Miller, D.J."
350,Opinion by,Opinion by: MILLER
366,Judges,"Judges:  [**1]  Jertberg and Ely, Circuit Judges, and Jameson, District Judge.  Ely, Circuit Judge, dissenting in 
part."
366,Opinion by,Opinion by: JAMESON
385,Judges,"Judges:  [**1]   WM. E. Miller, District Judge."
385,Opinion by,Opinion by: MILLER
398,Judges,"Judges: Schnackenberg, Swygert and Cummings, Circuit Judges."
398,Opinion by,Opinion by: CUMMINGS
407,Judges,"Judges:  Castle, Kiley and Fairchild, Circuit Judges."
407,Opinion by,Opinion by: FAIRCHILD
413,Judges,"Judges:  [**1]  Barnes, Koelsch and Duniway, Circuit Judges."
413,Opinion by,Opinion by: BARNES
419,Judges,"Judges:  [**1]  Joseph S. Lord, III, D.J."
419,Opinion by,"Opinion by: LORD, III"
429,Judges,"Judges:  [**1]  Maxwell, D.J."
