頁碼,內容類型,內容
23,Counsel,"Counsel:  [*1]  For plaintiffs: Auerbach, Labes & Woicik, New York, N.Y., (Henry C. Woicik, of counsel).  For 
defendants: Winthrop, Stimson, Putnam & Roberts, New York, N.Y. (Francis Carling, of counsel, for F.W. 
Woolworth Co. and Woolco Dept. Stores; Howrey & Simon, Washington, D.C., Robert W. Steele, Robert E. Hebda, 
Veronica G. Kayne, Bachner, Tally & Mantell, New York, N.Y. (H. Richard Penn, of counsel); K Mart Corp., Troy, 
Mich. (James C. Tuttle, of counsel), for K Mart Apparel Corp. and S.S. Kresge Co.; Cole & Deitz, New York, N.Y. 
(Joseph DiBenedetto, of counsel) for Russell, Burdsall & Ward Inc., dba Mangel Stores; Lewis, Greenwald & 
Kennedy, New York, N.Y. (Nicholas F. Lewis, of counsel, for New York Coat, Suit, Dress, Rainwear and Allied 
Workers' Union; Abraham Schlesinger, New York, N.Y., for Office and Distribution Employees' Union Local 99; Max 
Zimmy, New York, N.Y., for International Ladies' Garment Workers' Union."
23,Opinion by,Opinion by: GAGLIARDI
31,Counsel,"Counsel:  [**1]  Donald B. Gould, Esq., (Lorraine Goodwin, Procter & Hoar, Boston, for plaintiff.
 Pacific Scientific Corporation, John A. Nadas, Esq., Choate, Hall & Stewart, Boston, Pacific Scientific Corporation, 
Joseph J. O'Malley, Paul, Hastings, Janofsky & Walker, Los Angeles, California, Itt Grinnell, Bingham, Dana, Gould, 
John Curtin, Boston, for defendant."
31,Judges,"Judges: Skinner, D.J."
31,Opinion by,Opinion by: SKINNER
42,Counsel,"Counsel: Jon Michaelson, Esq. Kopkins, Mitchell & Carley, Palo Alto, California, for Appellant. 
Paul M.Rose Esq., Brobeck, Phleger & Harrison, San Francisco, California, Forrest Hainline, Esq., Cooper, 
Kirkham, Hainline & McKinney, San Francisco, California, for Appellee."
42,Judges,"Judges: Sneed, Farris, and Norris, Circuit Judges."
42,Opinion by,Opinion by: SNEED
59,Counsel,"Counsel: Howard J. Trienens, New York, New York (Jim G. Kilpatric, William J. Jones, David J. Ritchie, New York, 
New York; Leonard Joseph, Harvey Kurzweil, Joseph Angland, Fred R. Biesecker, Dewey, Ballantine, Bushby, 
Palmer & Wood, New York, New York; Frank C. Cheston, Henry T. Brendzel, of counsel), for Defendants-
Appellants-Cross-Appellees.
700 F.2d 785, *785; 1983 U.S. App. LEXIS 30791, **1

 
William Simon, Howrey & Simon, Washington, District of Columbia (Theodore F. Craver, Larry L. Yetter, Litton 
Industries, Inc., Beverly Hills, California; Peter E. Fleming, Jr., Curtis, Mallet-Prevost, Colt & Mosle, New York, New 
York; John Bodner, Jr., Francis A. O'Brien, John W. Nields, Jr., Ralph Gordon, Albert O. Cornelison, Jr., Kevin P. 
McEnery, Lewis M. Barr, Lisa A. Gok, Howrey & Simon, Washington, District of Columbia), for Plaintiffs-Appellees-
Cross Appellants."
60,Judges,"Judges: Oakes, Meskill and Kearse,  [**2]  Circuit Judges."
60,Opinion by,Opinion by: OAKES
97,Counsel,"Counsel: For parties: John A. Kithas (argued), of Kithas & Lamont, San Francisco, California, Hugh Latimer 
(argued), of Bergson, Borkland, Margolis & Adler, Washington, District of Columbia, for JBL Enterprises, Inc.
Eugene Crew (argued), of Khourie & Crew, San Francisco, California, for Internatl. Playtex, Inc.
William Lukens (argued), of Lukens, St. Peter & Cooper, San Francisco, California, for Jhirmack Enterprises, Inc."
97,Judges,"Judges: Merrill, Duniway and Ferguson, Circuit Judges."
97,Opinion by,Opinion by: FERGUSON
103,Counsel,"Counsel:  [**1]  Edelmiro Salas Garcia, Esq., Hato Rey, Puerto Rico, for Plaintiffs.
Leopoldo J. Cabassa, Esq., Fiddler, Gonzalez & Rodriguez, San Juan, Puerto Rico, for Defendants."
103,Judges,Judges:  Gierbolini
103,Opinion by,Opinion by: GIERBOLINI
122,Counsel,"Counsel:  [**1]  Edward F. O'Connor of O'Connor, Baylor, Callas & Elliott, Palm Beach Gardens, for appellant. 
Dennis J. Powers of Gunster, Yoakley, Criser & Stewart, P.A., Palm Beach, for appellee."
122,Judges,"Judges: Before OWEN, WILLIAM C., Jr., Associate Judge.  BERANEK and DELL, JJ., concur."
122,Opinion by,Opinion by: OWEN
124,Counsel,"Counsel: Lawrence W. Kanaga, Bridgeport, Connecticut (Zeldes, Needle & Cooper), for Plaintiff-Appellant.
Robert D. Witte, Bronxville, New York (Witte & Lestz, P.C., Alan M. Lestz, of counsel), for Defendants-Appellees 
ACMAT Corporation and Robert D. Witte.
James M. Kearns, Bridgeport, Connecticut (for Defendant-Appellee Laborers' International Union of North America, 
Local 665 AFL-CIO)."
124,Judges,"Judges: Feinberg, Chief Judge, Mansfield and Kearse, Circuit Judges."
124,Opinion by,Opinion by: FEINBERG
130,Counsel,"Counsel:  [**1]  Josef D. Cooper, Esq., Tracy R. Kirkham, Esq., Kirk A. McKinney, Esq., Cooper, Kirkham, Hainline 
& McKinney, P.C., San Francisco, California, Gary M. Slovin, Esq., Corporation Counsel, Honolulu, Hawaii, J. 
Michael Hennigan, Esq., Bretz and Hennigan, A Law Corporation, Los Angeles, California, for Plaintiff.
William M. Swope, Esq., William A. Cardwell, Esq., Cades, Schutte, Fleming & Wright, Honolulu, Hawaii, Martin 
Anderson, Esq., David J. Reber, Esq., Lani L. Ewart, Esq., Vincent A. Piekarski, Esq., Goodsill, Anderson, Quinn & 
Stifel, Honolulu, Hawaii, John Stuart Smith, Esq., Nixon, Hargrave, Devans & Doyle, Rochester, New York, for 
Defendants."
130,Judges,Judges:  Curtis
130,Opinion by,Opinion by: CURTIS
142,Counsel,"Counsel: For Appellant: Richard J. Lucas (argued), of Orrick, Herrington & Suttcliffe, San Francisco, California.
For Appellee: William W. Voughn (argued), Los Angeles, California.  
698 F.2d 1377, *1377; 1983 U.S. App. LEXIS 30529, **1"
142,Judges,"Judges: Pregerson and Canby, Circuit Judges, and Lucas, * District Judge.  Lucas, District Judge, concurring."
142,Opinion by,Opinion by: PREGERSON
157,Counsel,"Counsel: Claude J. Covelli, Boardman, Suhr, Curry & Field, Madison, Wisconsin, for Plaintiff.
Frederick W. Fischer, Eau Claire, Wisconsin, for Defendant."
158,Judges,"Judges: Eschbach, Circuit Judge, Coffey, Circuit Judge, and Wisdom, * Senior Circuit Judge."
158,Opinion by,Opinion by: WISDOM
