頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] For SPRING PHARMACEUTICALS, LLC, Plaintiff: DAN K. WEBB, LEAD ATTORNEY, WINSTON & 
STRAWN, CHICAGO, IL; DAVID E. DAHLQUIST, KELLY E. MANNION, KURT A. MATHAS, MICHAEL P. 
TOOMEY, LEAD ATTORNEYS, WINSTON & STRAWN LLP, CHICAGO, IL; JOSEPH E. WOLFSON, LEAD 
ATTORNEY, STEVENS & LEE, PHILADELPHIA, PA.
For RETROPHIN, INC., Defendant: DEEPTI BANSAL, COOLEY LLP, WASHINGTON, DC; IAN R. SHAPIRO, 
PHILIP M. BOWMAN, COOLEY LLP, NEW YORK, NY; RICHARD E. COE, DRINKER BIDDLE & REATH LLP, 
PHILADELPHIA, PA.
For MARTIN SHKRELI, Defendant: WILLIAM H. STASSEN, LEAD ATTORNEY, PETER C. BUCKLEY, FOX 
ROTHSCHILD LLP, PHILADELPHIA, PA.
For MISSION PHARMACAL COMPANY, ALAMO PHARMA SERVICES, INC., Defendants: ANNE M. RODGERS, 
LAYNE E. KRUSE, LEAD ATTORNEYS, NORTON ROSE FULBRIGHT US LLP, HOUSTON, TX; ROBIN D. 
ADELSTEIN, LEAD ATTORNEY, ANDREA L. D'AMBRA, NORTON ROSE FULBRIGHT US LLP, NEW YORK, NY."
21,Judges,"Judges: J. CURTIS JOYNER, J."
21,Opinion by,Opinion by: J. CURTIS JOYNER
28,Counsel,"Counsel:  [**1] For Dakota Territory Tours ACC, An Arizona close corporation, Plaintiff: Bradley D Weech, Marshall 
Ray Hunt, LEAD ATTORNEYS, Davis Miles McGuire Gardner PLLC, Tempe, AZ; Jeffrey Dale Gardner, Jimmie W 
Pursell, Jr., Paul G Johnson, LEAD ATTORNEYS, Jennings Strouss & Salmon PLC - Phoenix - Washington St, 
Phoenix, AZ.
For Solid Edge Aviation, Plaintiff: Jeffrey Dale Gardner, Jimmie W Pursell, Jr., Paul G Johnson, LEAD 
ATTORNEYS, Jennings Strouss & Salmon PLC - Phoenix - Washington St, Phoenix, AZ.
For Yavapai, County of, Defendant: Georgia A Staton, Lori Lea Voepel, Robert R Berk, Jones Skelton & Hochuli 
PLC, Phoenix, AZ."
28,Judges,"Judges: Dominic W. Lanza, United States District Judge."
28,Opinion by,Opinion by: Dominic W. Lanza
40,Counsel,"Counsel:  [*1] For Nicolosi Distributing, Inc., Plaintiff: Elizabeth Betowski, LEAD ATTORNEY, Herman Franck, 
Franck and Associates, Sacramento, CA.
For FinishMaster, Inc., Uni-Select, Inc., Defendants: David Craig Kiernan, LEAD ATTORNEY, Craig Ellsworth 
Stewart, Hilary Ann Soloff, Jones Day, San Francisco, CA."
40,Judges,"Judges: BETH LABSON FREEMAN, United States District Judge."
40,Opinion by,Opinion by: BETH LABSON FREEMAN
53,Counsel,"Counsel: For WASTE MANAGEMENT OF LOUISIANA, L.L.C., Plaintiff - Appellant: Patrick A. Talley, Jr., Attorney, 
Jeremy Thomas Grabill, Phelps Dunbar, L.L.P., New Orleans, LA; Harry Alston Johnson, III, Phelps Dunbar, L.L.P., 
Baton Rouge, LA; James Granger Kress, Daniel Starck, Baker Botts, L.L.P., Washington, DC.
For RIVER BIRCH, INCORPORATED, HIGHWAY 90, L.L.C., Defendants - Appellees: Thomas More Flanagan, 
Camille Elise Gauthier, Flanagan Partners, L.L.P., New Orleans, LA.
For ALBERT J. WARD, JR., Defendant - Appellee: Robert Alan Kutcher, Esq., Nicole Sophia Tygier, Wagar Richard 
Kutcher Tygier & Luminais, L.L.P., Metairie, LA.
For FREDERICK R. HEEBE, Defendant - Appellee: William P. Gibbens, Esq., Joelle F. Evans, Kyle D. Schonekas, 
Schonekas, Evans, McGoey & McEachin, L.L.C., New Orleans, LA."
53,Judges,"Judges: Before DAVIS, COSTA, and OLDHAM, Circuit Judges. ANDREW S. OLDHAM, Circuit Judge, dissenting."
53,Opinion by,Opinion by: W. EUGENE DAVIS
