Case Index,Core Terms
Case 1,"copiers, bid, summary judgment, relevant market, purchasers, antitrust, parties, tortious interference, geographic, 
dealer, color, business relationship, manufacturer's, monopolize, non-moving, alleges, sales, commodities, 
authorized dealer, material fact, genuine, prices, genuine issue, Robinson-Patman Act, competitor, monopoly, 
asserts, sufficient evidence, restraint of trade, interchangeable"
Case 2,"League, baseball, umpire, exemption, hiring, professional baseball, major league, antitrust, administrative 
convenience, anti trust law, promoted, termination, minor league, prima facie case, complaints, vacancy, Rights, 
prayer, male, motion to strike, retroactively, preempted, alleges, cases, restraint of trade, discriminatory, election, 
immunity, remedies, players"
Case 3,"consent order, acquisition, prior approval, staff, acquire, settlement agreement, bottlers, regulations, soft drink, 
plaintiffs', terms, remedial purpose, Bottling, proposed acquisition, on-the-record, antitrust, rights, administrative 
complaint, summary judgment, Clayton Act, metropolitan, deference, franchise, parties, reasons, brand, bankruptcy 
judge, burden of proof, anticompetitive, distributors"
Case 4,"pipelines, affiliate, marketing, transportation, regulation, sales, personnel, functioning, reporting requirements, 
Border, shippers, contemporaneous, sales and marketing, benefits, standard of conduct, partnership, 
anticompetitive, nonaffiliated, disclosure, integration, orders, market power, disclosure requirements, civil penalty, 
employees, sunset, transit service, comments, consumers, costs"
Case 5,"rice, district court, carbohydrates, consumers, preliminary injunction, bottles, campaign, preliminary relief, 
advertising, merits, trade dress, rice-based, message, injunction, literally, products, square, irreparable harm, 
misleading, label, irreparable, packaging, solids, syrup, weigh, factors, benefits, monopoly, full trial, threshold"
Case 6,"infringement, antitrust, plaintiffs', intellectual property, security interest, summary judgment, discovery, counts, 
statute of limitations, parties, no evidence, allegations, trademark, state law claim, contributory, properties, 
summary judgment motion, state court action, racketeering, violations, predicate, assigned, induced, motions, 
patent, supplemental jurisdiction, outstanding, foreclosed, argues"
Case 7,"professional football, franchise, stadium, league, cases, team, football, shares"
Case 8,"distributors, summary judgment, compromises, plaintiffs', allegations, full-line, obligor, antitrust, open account, 
Satellite, no evidence, counter-claim, price discrimination, pleadings, parties, insolvency, products, monopolization, 
compete, damages, genuine issue of material fact, summary judgment motion, motion to dismiss, bad faith, 
Instruments, contractual, second-line, concerted, offset, cases"
Case 9,"prices, conspiracy, raw material, solicit, deposition, conversation, defendants', competitors, appendix, reproduced, 
excerpts, summary judgment, conspired, Tallow, allocate, antitrust, suppliers, new account, customers, 
memorandum, collusion, expert testimony, finished product, recorded, employees, plant, inadmissible, tapes, 
summary judgment motion, direct evidence"
Case 10,"discount, insulation, pricing, percent, competitors, customers, conspiracy, lower price, good faith, increased price, 
seller, fiberglass, district court, announcements, price fixing, profits, sales, manufacturers, negotiations, purchaser, 
fix prices, collusion, evaluated, summary judgment, products, tends, price discrimination, interdependent, contends, 
asserts"
