Case Index,Core Terms
Case 1,"gold, antitrust, Plaintiffs', prices, manipulate, anti trust law, derivatives, Sales, alleges, monopolize, Premium, 
consumers, Defendants', competitors, defamation, defamatory, commodity, artificially, contracts, spot, act of state 
doctrine, conspiracy, depressed, unfair, business competitor, anticompetitive, disagrees, damages, oil, failure to 
state a claim"
Case 2,"stickers, fair use, transformative, summary judgment, infringement, copyright infringement, Counterclaim, antitrust, 
derivative, copyrighted work, creative, weighs, consumer, copying, scrapbook, courts, damages, matter of law, 
photographs, designs, genuine, attorney general, artistic, factors, sham, permanent injunction, derivative work, 
public benefit, non-profit, products"
Case 3,"Patent, bow, trade dress, retaining, reproduced, summary judgment, infringement, invention, invalid, filing date, 
counterclaim, antitrust, apparatus, unfair competition, products, summary judgment motion, drawings, inventor, 
secondary meaning, monopolization, relevant market, dress, market power, prices, tortious interference, motion to 
dismiss, anti trust law, trade libel, damages, first and second"
Case 4,"Digital, Images, antitrust, district court, anti trust law, customers, competitors, editing, consumer, products, 
manufacturer, distributor, film, negligent misrepresentation claim, promissory estoppel, promise, defendants', non-
linear, psychologist, reassignment, alleges, prices, flows, negligent misrepresentation, summary judgment, 
representations, software, second amended complaint, relevant market, discontinuation"
Case 5,"patent, infringement, terazosin, antitrust, hydrochloride, patentee, invalid, exclusionary, generic, settlement, effects, 
expired, district court, anticompetitive, provisions, terminated, parties, antitrust liability, anti trust law, manufacturer, 
marketing, certification, competitors, tablet, disclosure, exit, new drug, inventions, monopolies, capsule"
Case 6,"district court, Tobacco, damages, smoking, causation, speculation, estimations, claim for damages, defendants', 
rates, amount of damages, alleged misconduct, advertising, calculation, injunctive relief, summary judgment, 
consumer, cases, misrepresentation, cigarettes, conspiracy, initiation, antitrust, causal, nexus, summary judgment 
motion, anti trust law, counterfactual, yardstick, smokers"
Case 7,"plaintiffs', defendants', motion to dismiss, enterprise, capitation, allegations, healthcare, healthcare provider, mail, 
concealed, extortion, omissions, providers, patients, Hobbs Act, conspiracy, Travel, predicate act, reasons, 
managed care, good faith, private cause of action, fair dealing, regulation, bonuses, rewards, racketeering, 
immunity, rates, aiding and abetting"
Case 8,"prices, conspiracy, district court, price fixing, manufacturers, collusion, market share, discount, increased price, 
brands, cigarette, retail, wholesalers, summary judgment, competitors, tends, premium, factors, alleged conspiracy, 
appellants', announced, signal, conspired, gap, antitrust, conscious, parallelism, decisions, fix prices, oligopoly"
Case 9,"Port, allegations, tying arrangement, anti trust law, motion to dismiss, conspiracy, antitrust, conspire, personal 
jurisdiction, tortious interference, Municipality, monopolize, monopoly, prices, restraint of trade, oral agreement, 
present case, prima facie, circumstances, Violations, terminable, inferring, entities, motions, immune, avers, dock, 
moor, contractual relationship, specific allegation"
Case 10,"dealers, accessories, plaintiffs', conditioning, manufacturer, discretionary, coercive, practices, allocate, turndown, 
market power, dealerships, coercion, district manager, contractual, induced, lock-in, regular, coerce, installed, 
costs, sales, replacement part, class period, aftermarkets, equitably, extortion, anti trust law, tying product, good 
faith"
Case 11,"unjust enrichment, preliminary objection, plaintiffs', defendants', civil conspiracy, damages, confer a benefit, cause 
of action, illegal conduct, MEMORANDUM, conspiracy, purchasers, unjust, antitrust violation, enrichment, indirect, 
profits, restraint of trade, anti trust law, class action, class member, common law, proper use, appreciated, 
collecting, benefited, contracts, sustains, reasons"
Case 12,"district court, antitrust, discovery, allegations"
