Case Index,Core Terms
Case 1,"enterprise, defendants', subject matter jurisdiction, alleges, replead, motion to dismiss, fraudulent, scheme to 
defraud, unfair competition, predicate act, Sherman Act, particularity, employees, wire, racketeering activity, inter 
alia, Clayton Act, terminal, mail"
Case 2,"territorial, maps, boundary line, service area, electric, facilities, state action, antitrust, immunity, approve, parties, 
territorial boundary, summary judgment, anticompetitive, supervision, state policy, articulated, genuine, regulation, 
customers, provide a service, witness testimony, public interest, witnesses, allocate, displace, retail"
Case 3,"software, customer, market power, hardware, tying product, suppliers, switching, matter of law, aftermarkets, 
manufacturer, prices, automotive, derivative, consumer, package, costs, district court, minicomputers, revisions, 
license, updates"
Case 4,"antitrust, anti trust law, pricing system, antitrust violation, promise, discriminatory, customers, sales representative, 
competitors, terminated, factors, anticompetitive, Defendants', employees, damages, promissory estoppel, 
purchasers, retaliatory discharge, Robinson-Patman Act, Clayton Act, parties, treble damages, suffer injury, 
conspiracy, consumers, centers, courts, violation of antitrust laws, motion to dismiss, cause of action"
Case 5,"dealer, supplier, parties, bottled, terminate, products, grape juice, negotiations, district court, defendants', just 
cause, dealership, summary judgment, distributors, Plaintiffs', contractual, discovery, terms, summary judgment 
motion, antitrust claim, tortious interference, trial period, distributorship, one-year, frozen, juice, decision to 
terminate, anti trust law, Sherman Act, manufacturer"
Case 6,"antitrust, sanctions, group boycott, reasonable inquiry, allegations, competitors, color"
Case 7,"anesthesiologists, anesthesiology, antitrust, exclusive contract, anti trust law, competitors, staff privileges, group 
boycott, Sherman Act, anticompetitive, terminate, patients, relevant market, Clayton Act, proceedings, proposals, 
alleges, compete, buyers"
Case 8,"Plaintiffs', solicitations, Counterclaim, enterprise, customers, contracts, consumers, Counts, inside wire, advertising, 
competitors, repair, motion to dismiss, damages, barrier, offers, summary judgment, corrective, telephone, 
monopolization, notice, antitrust, summary judgment motion, monopoly power, misrepresentations, criminal activity, 
class member, notifications, allegations, questions"
Case 9,"designation, Appraisal, monopolization, Defendants', antitrust, amended complaint, allegations, motion to dismiss, 
advertisement, conspiracy, lawsuit, real estate, damages, associations, Counts, individual defendant, plaintiff's 
claim, anti trust law, defamation, membership, individual plaintiff, opinion of the court, non-residential, defamatory, 
conferred, promoting, cases, real estate appraiser, injunctive relief, Lanham Act"
Case 10,"alleges, conspiracy, Sherman Act, exhibition, contractors, seller, rent, antitrust, motion to dismiss, supplier, prices, 
monopolize, conspired, buyer, competitors, lifts, moving equipment, price fixing, violations, consumers, personnel, 
privity, rental, res judicata, forklifts, parties, fork, dismissal with prejudice, material handling, rental equipment"
