Case Index,Core Terms
Case 1,"attorney's fees, costs, offers, Defendants', Practices, Antitrust, good faith, Sherman Act, entitlement, determination 
of entitlement, award of costs, prevailing party, justiciable issue, total cost, motions, taxed, bill of costs, mediation, 
appeals, damages, exhaust, injunctive relief, antitrust claim, anti trust law, monopolization"
Case 2,"imaging, providers, defendants', health plan, patients, market share, diagnostic, barriers, facilities, competitors, 
monopolization, plaintiffs', antitrust, prices, radiologists, outpatient, referrals, entrants, plans, opened, 
anticompetitive, contracts, cases, tri-county, charges, termination, quotation, monopoly, shortage, markets"
Case 3,"vessel, salvage, Marine, plaintiffs', injunctive relief, irreparable harm, contractor, preliminary injunction, insurer, 
request for injunctive relief, alleges, irreparable injury, vessel owner, rights, damaged, moot, color of state law, 
permission, asserts, storm, lift, parties, merits, substantial likelihood, authorization, violations, deprived, docked"
Case 4,"Discounts, bundling, market share, oximetry, anticompetitive, contracts, practices, products, damages, foreclosed, 
monitors, sensors, terminable, competitors, foreclosure, purchasing, monopoly power, short notice, co-marketing, 
antitrust, tape, monopoly, programs, manufacturers, technology, new trial, exclusionary, compatible, effects, pulse"
Case 5,"negotiations, Partner, bid, joint venture, parties, good faith, disclose, military, confidential information, letter of 
intent, asserts, misrepresentation, summary judgment, compete, spreadsheet, customers, inform, confidentiality 
agreement, preparing, pricing, mutual, Confidentiality, wholesalers, terminate, warehouse, margins, email, breach 
of contract, summary judgment motion, special relationship"
Case 6,"simulator, Defendants', authorities, public transit, antitrust, immunity, bid, specifications, alleges, anticompetitive, 
anti trust law, motion to dismiss, Sherman Act, amended complaint, consumer, bus-driving, marketing, competitive 
bidding, competitor, lobbying, tailored, anticompetitive conduct, restraint of trade, courts, procurement, antitrust 
violation, modifications, manufacture, conspiracy, bid specifications"
Case 7,"antitrust, products, allegations, aggregation, conspiracies, Defendants', market share, endo-mechanical, motion to 
dismiss, contracts, vertical, argues, pled"
Case 8,"patent misuse, software, patent, fair dealing, counterclaim, covenant of good faith, antitrust, monopolization, 
terminate, trading, affirmative defense, independent cause of action, antitrust violation, exchanges, royalties, 
covenant, forever"
Case 9,"copper, personal jurisdiction, tubing, contacts, venue, antitrust, Clayton Act, asserts, service of process, commerce, 
domestic, export, subject matter jurisdiction, price-fixing, distributor, nationwide, availed, Sherman Act, 
manufacturers, conspiracy, argues, import, motion to dismiss, cause of action, anti-competitive, plumbing, Abroad, 
entity, sales"
Case 10,"joint venture, bid, parties, asserts, Zone, breach of fiduciary duty, ambulance service, summary judgment, rule of 
reason, emergency, payor, plans, confidential information, competitors, ambulance, allocate, programs, argues, 
entity, mix, summary judgment motion, fiduciary duty, anticompetitive, non-emergency, eliminated, billing, budget"
Case 11,"Skiing, catalog, license, electronic, dealers, preliminary injunction, facilities, monopolize, updates, automobile parts, 
anti trust law, new contract, antitrust, merits, terms, license agreement, ten years, negotiations, parties"
Case 12,"contracts, dealers, extended service, relevant market, Defendants', alleges, extended service contract, financing, 
consumer, antitrust, provider, rating, service contract, insured, insurance company, monopolize, motion to dismiss, 
Sherman Act, purchasers, set of facts, dealerships, competitor, group boycott, anticompetitive, manufacturer's, 
pled, business relationship, tortious interference, definite statement, customers"
Case 13,"patent, alleges, megestrol, acetate, generic, procured, competitors, asserts, output, monopolize, products, Sherman 
Act, invalid, surfactants, Pharmaceuticals, suspension, disclose, unenforceable, infringement, manufacture, 
immunity, patent infringement, motion to dismiss, anti trust law, prior art, settlement, omissions, sham, 
anticompetitive, references"
Case 14,"antitrust, allegations, amended complaint, motion to dismiss, Sherman Act, Defendants', patients"
Case 15,"franchisees, franchise, products, vendor, market power, summary judgment, Shop, tying arrangement, tying 
product, tied product, antitrust, essential element, lock-in, material fact, anesthesiologists, exclusive-vendor, 
consumers, franchise agreement, bidding process, moving party, genuine"
Case 16,"Blue, rates, boycott, price-fixing, customers, insurers, e-mails, incumbency, supplementation, premiums, bid, 
supracompetitive, summary judgment, Deposition, collusion, terminate, vigorous, compete, prices, motion to 
exclude, models, switch, insurance business, premium rate, actual rate, underwriting, conditions, concerted, carrier, 
argues"
Case 17,"license, enterprise, bid, antitrust, video game, allegations, amended complaint, Defendants', motion to dismiss, 
federal court, res judicata, racketeering, toy, district court, buyers, decisions, cause of action, state court, parties, 
bribes, antitrust violation, Sherman Act, bribery, rights, render a service, abstention, corrupt, merchandise, 
brokerage, damages"
Case 18,"graphite, extruded, bulk, class member, prices, class action, damages, proposed class, conspiracy, products, class 
certification, plaintiffs', antitrust, predominate, class-wide, purchasers, machine shop, end user, customers, 
defendants', alleged conspiracy, manufacturers, common issue, methodologies, price-fixing, cases, certification, 
questions, machined, courts"
Case 19,"salvage, plaintiffs', vessels, Marine, motion to dismiss, consumers, allegations, contractors, antitrust, damages, 
lease agreement, defendants', deprived, parties, color of state law, documents, exclusive access, practices, 
insured, lease"
Case 20,"conversion, Carrier, Insurer, acquisition, fair market value, for-profit, premiums, stock, percent, plans, public 
interest, disapproval, nonprofit, subscribers, market power, convert, attorney general, holding company, merger, 
relevant market, insurance-buying, charitable, acquiring, antitrust, benefits, provider, reimbursements, terms, small 
group, restrictions"
Case 21,"Boroughs, electricity, customers, stranded, wholesale, rates, costs, retail, plaintiffs', filed rate doctrine, energy, retail 
customer, settlement agreement, power supply, outages, parties, summary judgment motion, competitor, 
defendants', Deposition, electric utility, letter agreement, subsidiary, summary judgment, anticompetitive, 
generation, prices, immunity, breach of contract claim, PJM"
Case 22,"abstention, hydrogen peroxide, class action, motions, consolidated, manufactured, plaintiffs', purchasers, indirect, 
definite statement, proceedings, products, parties, amended complaint, indirectly"
Case 23,"eMag, commerce, antitrust, rule of reason, conspiracy, Sherman Act, registration, alleges, import, manufactured, 
price-fixing, per se violation, anti trust law, steamers, per se rule, fix prices, defendants', horizontal, purchasers, 
domestic, export, competitors, asserts, restraint of trade, anticompetitive"
Case 24,"real party in interest, parens patriae, antitrust, quasi-sovereign, removal, argues, behalf of the state, diversity, 
multidistrict litigation, diversity jurisdiction, district court, private party, purposes, damages, parties, motion to stay, 
bring suit, proceedings, well-being"
Case 25,"software, licenses, purchasers, retailers, plaintiffs', district court, antitrust, Brick, overcharges, injuries, damages, 
end-user, intermediaries, indirect, operating system, consumers, products, technologies, prices, personal computer, 
equitable relief, lack standing, injunctive, degraded, chain, plaintiff's claim, reimbursements, manufacturers, 
preinstalled, claim for damages"
Case 26,"natural gas, prices, conspiracy, plaintiffs', injunction, preliminary injunction, defendants', irreparable harm, 
consumers, monopolize, merits, conspired, public interest, specific intent, irreparable, customers, factors, Energy, 
high prices, Reply, projections, Hurricanes, Resources, conscious, winter, tends, conspiracy to monopolize, 
concerted action, Sherman Act, antitrust"
Case 27,"tariff, motor carrier, carrier, classifications, damages, rates, transportation, violations, anti trust law, provisions, 
freight, antitrust, void, exemption, private cause of action, regulations, injunctive relief, leasing, parties, civil action, 
deregulation, Termination, authorizes, effective, disputes, omission, sentence, mileage"
Case 28,"arbitration, arbitration agreement, Practices, Policies, statutory right, vindication, costs, Plaintiffs', antitrust claim, 
class action, district court, treble damages, subscribers, damages, parties, cases, antitrust, remedies, arbitration 
clause, provisions, ambiguity, courts, statute of limitations, attorney's fees, arbitral forum, questions, notice, saving 
clause, severance, arbitration provision"
Case 29,"Settlements, regulation, policies, challenging, contractual, vague, insurance policy, buy"
Case 30,"beer and wine, retailers, prices, wine, distributors, manufacturers, orderly, policies, promote temperance, products, 
ban, Sherman Act, effective, Liquor, out-of-state, promoting, sell beer, alcohol, ensuring, raising of revenue, market 
conditions, consumption, mark-up, advancing, prohibits, in-state, sales, moot, federal interest, sale of beer"
Case 31,"Parties, Settlement, Refund, Receivables, Escrow, effective date, Settling, Energy, class action, releases, notice, 
Non-Settling, Proceedings, electricity, Opt-In, Assigned, Distributions, Allowances, amounts, allocated, Matrix, 
termination, markets, entity, Offset, funds, transactions, provisions, obligations, charges"
Case 32,"antitrust, PET, patients, scans, anti trust law, defendants', radiologists, imaging, diagnostic, Plans, competitors, 
facilities, anticompetitive, allegations, contracting, injuries, output, member of the board, relevant market, 
decreased, providers, enforcer, complaint alleges, plaintiffs', antitrust violation, motion to dismiss, summary 
judgment, Sherman Act, damages, cancer"
Case 33,"immunity, antitrust, collateral order, sovereign immunity, hygienists, merits, collateral, cases, immediately 
appealable, dentist, unreviewable, state action, supervising, qualified immunity, Sherman Act, exemption, dental, 
suits, interlocutory appeal, municipalities, initiative, injunctive, regulation, analogies, dignity, patient"
Case 34,"damages, antitrust, Plaintiffs', class member, players, predominate, class certification, walk-ons, individual issues, 
common issue, attended, class action, questions, calculations, pre-season, schools, individual damage, adequate 
representation, antitrust violation, Sherman Act, commonality, classwide, antitrust case, conspiracy, parties, 
seasons, member of the class, relevant market, numerosity, football"
Case 35,"Foods, pricing, distributor, purchaser, products, food service, deviated, allowances, customers, negotiated, 
competitive injury, summary judgment motion, price discrimination, manufacturers, self-op, sales, procurement, 
parties, rebates, indirect, costs, sells, management company, end user, list price, Robinson-Patman Act, 
undisputed, outsource, entities, argues"
