Case Index,Core Terms
Case 1,"products, distribution agreement, allegations, independent distributor, interchangeability, customer, antitrust, 
consumer, contends, restraint of trade, common law, manufacturers, installers, antitrust claim, relevant market, 
cross-elasticity, distributors, alarm"
Case 2,"removal, district court, federal law, allegations, fraudulent, subject matter jurisdiction, credit card company, state 
court, antitrust, asserting, prohibits, Notice"
Case 3,"dealers, purchasers, manufacturers, lessees, lease, conspiracy, complaints, indirect, leasing company, antitrust, 
prices, district court, damages, purchase price, plaintiffs', overcharge, negotiate, Clayton Act, passing-on, vertical"
Case 4,"carriers, customers, charges, surcharge, rates, universal service, bills, conspiracy, Consumer, long distance, rate 
change, residential, plaintiffs', tariff, residential customer, prices, contributions, expenses, costs, 
telecommunications, calculated, antitrust, business services, administrative costs, summary judgment, Universal, 
interstate, amounts, taxes, collection"
Case 5,"extortion, non-labor, violence, Hobbs Act, antitrust, anti trust law, allegations, coerce, collective bargaining 
agreement, plastering"
Case 6,"tanks, contracts, softening, argues, tortious interference, improper means, water softener, replacement, alleges, 
terms, financing agreement, motion to dismiss, installed, alleged oral contract, terminable at will, Antitrust, 
customers, financing, duration, fails"
Case 7,"manufacturer, retailers, Baby, allegations, concerted action, reconsideration, retaliate, policies"
Case 8,"barriers, prima facie case, tank, acquisition, entrants, rebut, bid, markets, customers, anti-competitive, post-
acquisition, effects, merger, substantial evidence, reputation, constrain, concentration, competitors, prices, burden 
of production, rebuttal evidence, argues, manipulation, firms, relevant market, legal standard, conditions, statistics, 
buyers, Clayton Act"
Case 9,"golf, retailers, alleges, declaratory judgment, conform, antitrust, motion to dismiss, antitrust claim, pro shop, 
conspiracy, asserts, golfers"
Case 10,"watchmaker, settlement, subclass, consumer, notice, watch, repairs, Parties, supplemental, opt-out, class member, 
opt out, class action, opt, tooling, communications, credits, objected, class certification, instant case, certification, 
tying arrangement, aggregation, network, records, mailed, discount, newly, original plaintiff, final approval"
