Case Index,Core Terms
Case 1,"state court, sham, trade secret"
Case 2,"graduation, allegations, claim for relief, Dentistry, motion to dismiss, conspiracy, patients, leave to amend, state 
action, defamation, intracorporate conspiracy doctrine, outrageous, notice, third world, dental, amended complaint, 
cause of action, funds, depriving, pleadings, altered, seating, rights, tortious interference, faculty member, 
conspiring, adjusting, antitrust, recommend, distress"
Case 3,"boosted, pricing, monopolization, Plaintiffs', monopoly power, Purchasers, antitrust, bundled, monopoly, summary 
judgment, predatory, consumers, competitors, Skiing, leveraging, damages, increased price, market share, 
milligrams, license, hike, lost profits, therapies, barriers, rivals, consequential damages, daily dose, lopinavir, 
products, breach of the implied covenant"
Case 4,"alleges, retrocessional, reinsurance, antitrust, Global, syndicates, coverage, worldwide, claims-handling, purchaser, 
entity, anti trust law, anticompetitive, second amended complaint, retrocedents, marketplace, conspiracy, non-life, 
treaties, effects, underwriters, customer, costs, anticompetitive conduct, Donnelly Act, practices, submarket, 
antitrust claim, domestic market, market power"
Case 5,"patent, allegations, lottery, state lottery, customers, invalid, ticket, antitrust, instant-win, antitrust claim, license, 
competitors, monopolize, relevant market, antitrust liability, patent rights, Sherman Act, asserting, bad faith, scratch-
off, Defendants', argues, anticompetitive conduct, declaratory judgment, license fee, manufacturer, conclusory, 
monopoly, subject matter jurisdiction, amended complaint"
Case 6,"misuse, software, copies, declaratory relief, alleges, counterclaim, infringement, first sale doctrine, damages, 
license, leave to amend, unfair, declaration, re-sellers"
Case 7,"bundle, parties, proposed order, recommends, discounts, products, tying arrangement, pricing, attribution, 
customers, anti trust law, practices, antitrust, package, future business, incremental, costs, Marketing, appropriate 
measure, PROPOSALS, purchases, offers, buyer, terms, tie"
Case 8,"generic, class member, damages, gabapentin, predominate, antitrust, purchases, Plaintiffs', substituted, class 
action, class certification, overcharge, prices, named plaintiff, calculating, parties, proposed class, delayed, brand, 
class-wide, entities, certification, prerequisite, wholesaler, bypass, patent, monopoly power, manufacturers, 
commonality, numerosity"
Case 9,"arbitrator, parties, attorney's fees, antitrust, public policy, costs, confirmation, prejudgment interest, arbitration 
award, counterclaims, waived, prevailing, manifest, anti trust law, sanctions, award of attorney's fees, damages, 
vacate, antitrust claim, requests, asserts, grounds, motion to vacate, awards, post-award, courts, arbitration 
agreement, bad faith, post-judgment, federal law"
Case 10,"antitrust, injunctive relief, Purchaser, generic, Indirect, patent, anti trust law, injunction, Defendants', allegations, 
cases, unjust enrichment, anticompetitive, enjoin, consumer protection, named plaintiff, Clayton Act, damages, 
prices, state law claim, clopidogrel, bisulfate, collusive, barring"
Case 11,"lender, rescission, trust deed, allegations, borrower, mortgage, violations, loans, notice, cause of action, 
disclosures, non-judicial, fraudulent, fails, foreclosure, unfair, motion to dismiss, particularity, obligor, 
circumstances, indebtedness, purported, viable, business practice, equitable tolling, quiet title, unconscionable, 
regulations, default, grounds"
Case 12,"disgorgement, Swap, antitrust, bid, electricity, consent decree, violations, generators, equitable, remedies, public 
interest, calculations, quotations, settlement, auctions, consumers, prices, district court, public comment, Sherman 
Act, Tunney Act, declaration, courts, cap, anticompetitive conduct, net revenue, installed, retailers, benefits, 
proceeds"
Case 13,"discovery, phased, merits, class certification, class issue, antitrust, parties, cases, Sherman Act, class action, 
anticompetitive, monopolization, exclusionary, monopolistic, intertwined, marketing, ADJUDGED, contends, alleges, 
patent, stress"
Case 14,"paint, tying agreement, alleges, pleadings, prospective economic advantage, unfair, unfair competition, cause of 
action, leave to amend, disruption, sales"
Case 15,"plaintiffs', amended complaint, rights, school district, report and recommendation, magistrate judge, cause of action, 
lawsuit, sham, state law claim, real estate, Township, Counts, petitioning, federal claim, redress, assessment 
appeals, reassessment, allegations, grievances, recommends"
Case 16,"cause of action, allegations, motion to dismiss, defense motion, leave to amend, documents, grounds, unfair"
Case 17,"sentence, concrete, bids, guidelines, departure, conspiracy, commerce, volume, downward, plea agreement, prices, 
fine, circumstances, price list, Sherman Act, antitrust, projects, variance, factors, rigged, mix, advisory, violations, 
offenses, plant, district court, upward, imprisonment, disparities, impose sentence"
Case 18,"plasma, therapies, conspiracy, competitors, interdependence, motion to dismiss, prices, collection, firms, plaintiffs', 
factual allegations, allegations, regulation, meetings, consolidated, manufacture, antitrust, decisions, producers, 
supplies, Protein, regions, coordination, facilities, reduction, shortages, planned, alleged conspiracy, trade 
association, plasma-derivative"
Case 19,"class action, parens patriae, real party in interest, attorney general, consumers, damages, restitution, diversity, 
superior court, removal, monetary relief, civil penalty, mass action, courts, civil action, parties, treble damages, 
cases, federal jurisdiction, injunctive relief, natural person, Cartwright Act, claim-by-claim, subscribers, 
REMANDING, sovereign, agencies, costs"
Case 20,"prices, stations, margins, district court, plaintiffs', retail, defendants', price-gouging, wholesale, costs, parallelism, 
conspiracy, gasoline, conscious, gas station, increases, disparity, island, antitrust, dropped, factors, summary 
judgment, unconscionably, customers, regulation, price-fixing, increased price, supracompetitive, competitors, 
conspire"
Case 21,"patent, antitrust, alleges, memory, purchaser, flash, competitors, fraudulent, anti trust law, crown jewel, filings, 
motion to dismiss, judicial notice, conspiracy, monopolize, settlement, consumers, procured, anticompetitive, 
infringement, customers, products, relevant market, Sherman Act, cognizable, monopoly, Latch"
Case 22,"allegations, Products, purchaser, Tin, Steel, indirect, prices, conspiracy, antitrust, relevant market, monopolize, tin-
plate, specific intent, customers, REDACTED, argues, motion to dismiss, Sherman Act, competitors, Cartwright Act, 
quantity, tin can, manufacturer, markets, fails, monopoly, conspiracy to monopolize, alleged conspiracy, cost-plus, 
injunctive relief"
Case 23,"discovery, propose an amendment, deadline, asserts, second amended complaint, scheduling order, leave to 
amend, membership, rescission, biodiesel, dilatory, argues, amend, reformation of a contract, factual allegations, 
new cause of action, constructive fraud, amended complaint, discovery cutoff, present motion, leave to file, state 
court, trial date, allegations, prosecuting, undersigned, violations, Antitrust, reset"
Case 24,"generic, antitrust, patent, competitors, labeling, manufacturer, infringement, royalties, development agreement, 
Pharmaceuticals, restrained, marketing, conspiracy, metaxalone, anti trust law, anticompetitive, sales, motion to 
dismiss, Sherman Act, allegations, conditions, license, prices, license agreement, petitioned, consumers, refrain, 
Counts, courts, output"
Case 25,"antitrust, competitors, antitrust claim, monopoly power, track, special exception, allegations, terminals, train, 
relevant market, anti trust law, markets"
Case 26,"counterclaims, software, misuse, antitrust, motion to dismiss, Reseller, first sale doctrine, leave to amend, argues, 
unfair competition, allegations, damages, resale, computer software, false light, disparagement, declaratory, 
conspiracy, defamation, pleadings, profits"
Case 27,"license, rights, blanket, stations, music, programming, songs, repertory, plaintiffs', broadcast, producers, per-
program, antitrust, relevant market, Rightsholders, contractual, Pizza, contracts, Sherman Act, argues, cases, 
motion to dismiss, rule of reason, interchangeable, consent decree, anticompetitive, franchisees, television, 
composers, embedded"
Case 28,"arbitration, class action, Card, antitrust, district court, plaintiffs', merchant, arbitration agreement, parties, costs, 
statutory right, anti trust law, vindicating, damages, unenforceable, contractual, rights, volume, individual plaintiff, 
charter party, maritime, mandatory arbitration, arbitration costs, arbitration panel, individual action, named plaintiff, 
public policy, invalidate, terminated, violations"
Case 29,"eBay, coin, grading, antitrust, plaintiffs', allegations, Sherman Act, auction, graders, online, sellers, competitors, 
violations, dismissal without prejudice, trade libel, listings, companies and individuals, dismissal with prejudice, rule 
of reason, price fixing, economic relations, motion to dismiss, monopoly power, defendants', boycott, damages, 
conspiracy, horizontal, numismatic, customers"
Case 30,"ePass, Roof, vendors, Termination, customers, network, claim for relief, summary judgment, Input, conversion, 
preparation, negotiate, users, telephone conversation, likelihood of success, renegotiate, terms, paying, 
competitors, third-party, antitrust, Reseller, contends, asserts, genuine, license, argues, prong, preliminary 
injunction, reasonable inference"
