Case Index,Core Terms
Case 1,"advertising, counterclaim, unfair, anti trust law, defamation, prong, motion to dismiss, networking, diligence, amend, 
allegations, competitors, collected, user, deadline, leave to amend, market power, Third-Party, antitrust, violates, 
scheduling order, analytics, privacy, courts, media, relevant market, market share, implicated, permission, platforms"
Case 2,"Lyme, disease, guidelines, IDSA, asserts, argues, antitrust, insurance company, antitrust claim, conspiracy, no 
evidence, summary judgment, antibiotic, patients, genuine, coverage, health insurance company, monopolization, 
long-term, contends, nonmovant, discovery, panelists, replies, summary judgment motion, alleged conspiracy, 
present evidence, relevant market, material fact, allegations"
Case 3,"allegations, listings, websites, Buyer, display, motion to dismiss, Lanham Act, consumers, misleading, real estate, 
antitrust, tab, relevant market, anticompetitive, licensed, complaint alleges, customers, labeling, harmed, Agent 
Commission Rule, Segregation, commissions, Offers, courts, false advertising, asserted claim, deceptive act, 
market power, implemented, conspiracy"
Case 4,"Products, venue, Defendants', sales, witnesses, give rise, infringing, trademark infringement, motion to dismiss, 
proper venue, parties, reside, personal jurisdiction, improper venue, passing off, convenience, factors, unfair 
competition, common law claim, Lanham Act, deference, distributed, Coconut, occurs, importation, favors, weigh, 
lack of personal jurisdiction, choice of forum, inconvenient"
Case 5,"Games, developers, platforms, consumers, users, mobile, transactions, in-app, purchases, Switch, restrictions, 
prices, effects, customers, console, market power, players, digital, costs, streaming, market share, provisions, 
features, markets, anticompetitive, products, substitution, aftermarket, download, intellectual property"
Case 6,"cause of action, conversion, in-person, promise, demurrer, leave to amend, unfair, Policies, tuition, unjust 
enrichment, contract claim, lectures, online, integration clause, final examination, catalogue, courts, amend"
Case 7,"antitrust, anesthesiologists, pricing, anesthesiology, reimbursement rate, alleges, patients, consumers, predatory, 
insureds, providers, network, output, competitors, conspiracy, artificially, buyer, practices, anti trust law, 
anticompetitive, factors, conversion factor, depressed, harmed, health insurer, reimbursement, facilities, Shield, 
inputs, district court"
Case 8,"beer, wholesalers, brands, distributor, alleges, market power, manufacturers, products, prices, monopolization, 
monopoly power, retailers, market share, distribute, antitrust, adverse effect, Sherman Act, competitors, argues, 
relevant market, courts, fails, anticompetitive, contractual, horizontal, vertical, promotion, declaratory judgment, 
consumers, high-end"
Case 9,"Defendants', cattle, motion to dismiss, beef, Purchaser, Plaintiffs', slaughter, Indirect, consumer protection, prices, 
conspiracy, Producer, volumes, per head, allegations, antitrust, unjust enrichment, margins, packers, reductions, 
Approve, Practices, email, anticompetitive, coordinated, factors, courts, claim for damages, fourth quarter, 
unconscionable"
Case 10,"alleges, landfills, personal jurisdiction, customers, prices, defendants', subsidiaries, competitors, motion to dismiss, 
market share, antitrust, contracts, monopolization, predatory, disposal, owns, anticompetitive conduct, monopoly 
power, residential, Recycling, quotation, marks, amended complaint, plaintiff's claim, waste disposal, ownership, 
barriers, monopoly, lock, vertical integration"
Case 11,"press release, allegations, blog, aircraft, lawsuit, cases, posts, public interest, incidental, contractual relationship, 
trade secret, Reply, argues, patent, communications, quotation, criminal investigation, confidential, disruption, 
appears, designs, marks, eVTOL, misappropriated, privileged, campaign, website, intellectual property, substantial 
interest, third party"
Case 12,"registration, trademark, counterclaims, fraudulent, allegations, Lanham Act, cross-appeal, procure, antitrust, patent, 
lamp, Sherman Act, Recommendation, monopolization, cause of action, immunity, allege fraud, trade dress, 
damages, sham, statute of limitations, fraud claim, cancellation, argues, anti-competitive, notice, motion to dismiss, 
functionality, registered, grounds"
Case 13,"patent, Shuffle, prior art, antitrust, Shuffler, reexamination, infringement, invalid, statute of limitations, summary 
judgment, lawsuit, accrued, settle, settlement agreement, inequitable conduct, allegations, pre-filing, settlement, 
discovery, reason to know, unenforceable, proceedings, initiation, references, undermines, four-year, parties"
Case 14,"antitrust, supplements, consumers, nutritional, geographic, monopolization, relevant market, products, summary 
judgment, television programming, genuine dispute, material fact, Sherman Act, customers, purposes, vendors, 
direct response, matter of law, competitors, substitutes, practices, submarket, monopoly, parties, prices, unfair"
Case 15,"website, Google, Plaintiffs', users, internet, trespass to chattel, advertising, conversion, display, domain name, 
rights, unjust enrichment, phone, superimposed, screens, homepage, tangible, prong, preemption, unfair, web, 
implied-in-law, Carpet, click, intangible property, subject matter, competitors, obscured, software, browser"
Case 16,"antitrust, conspiracy, allegations, cooperate, funding, medical school, Sherman Act, anticompetitive, anticompetitive 
conduct, competitor, communicated, motion to dismiss, entities, demands, meeting of the minds, anti trust law, 
monopoly power, healthcare, pleadings, argues, monopolization, exclusionary, contends, restrain, survive, 
conclusory allegation, antitrust violation, restraint of trade, referrals, coercion"
Case 17,"merchants, class member, injunctive relief, class action, class certification, settlement, class representative, 
Plaintiffs', equitable relief, Defendants', opt-out, certification, proposed class, injunctive, courts, adequacy, opt out, 
interchange, mandatory, rights, cohesion, certify, ascertainability, damages, notice, due process, commonality, 
cases, claim for damages, honor-all-cards"
Case 18,"patents, aggregation, markets, complementary, substitutes, pricing, supracompetitive, allegations, anti-SLAPP, 
anticompetitive, infringement, assertions, effects, output, protected activity, parties, suits, patent infringement, right 
of petition, antitrust claim, market power, free speech, target, cause of action, complements, royalties, serial, motion 
to dismiss, relevant market, antitrust"
