Case Index,Core Terms
Case 1,"Nutrition, preliminary injunction, restitution, disgorgement, demurrer, unfair, false advertising, misleading, trial court, 
injunctive relief, advertising, profits, unfair competition, cause of action, leave to amend, damages, first amended 
complaint, fluid recovery, marketing, modulators, consumers, androgen, receptor, class action, restitutionary, 
violations, practices, products, moot, deceptive"
Case 2,"patent, relevant market, antitrust, license, sham, portfolio, collateral estoppel, immunity, parties, anti trust law, 
technology, banks, infringement, baseless, monopoly power, monopolization, relitigation, litigate, markets, merits, 
summary judgment, cluster, patent infringement, counterclaims, cases, antitrust claim, allegations, competitor, 
lawsuit, proceedings"
Case 3,"alleges, Products, Grid, Platform, customers, real time, software, markets, competitors, antitrust, relevant market, 
suppliers, Sherman Act, facilities, historian, sells, end-user, reasons, audit, market share, monitoring, foreclose, 
anticompetitive, announcement, harmed, monopolization, sellers, bundle, de facto, Infrastructure"
Case 4,"certification, patients, Boards, restraint of trade, medical staff, recertification, allegations, competitors, output, 
prices, Sherman Act, medical care, specialty, negligent misrepresentation, relevant market, anticompetitive, 
nationwide, licensed, effects, anti trust law, consumers, medicine"
Case 5,"purchaser, futile, enoxaparin, indirect, Defendants', amended complaint, allegations, unjust enrichment, consumers, 
amend, fraudulent concealment, personal jurisdiction, antitrust, motion to dismiss, entities, damages, proposed 
amended complaint, district court, proposed class, deny a motion, class member, reside, class certification, 
indirectly, discovery, accruing, generic, merits, propose an amendment, cause of action"
Case 6,"merger, provider, proposed transaction, patients, adult, healthcare, insurers, post-merger, network, relevant market, 
effects, leverage, pediatricians, service line, health insurance plan, general surgeon, Guidelines, buyer, bargaining, 
substitutes, negotiate, reimbursement rate, anticompetitive, plaintiffs', savings, consummated, geographic, 
employees, clinic, concentration"
Case 7,"antitrust, monopolize, Electric, alleges, conspiracy, Island, termination, wholesale, Merger, energy, power plant, 
competitor, qualifying, motion to dismiss, power generation, monopoly, electric utility, anti trust law, facilities, 
cancellation, consumers, fuel, restraint of trade, generation, plant, state-law, damages, prices, costs, fails"
Case 8,"alleges, rebates, asserts, payors, third-party, prices, market share, antitrust, formularies, anticompetitive conduct, 
deceptive, Sherman Act, contends, offering, competitor, monopolization, anti trust law, exclusionary, block, motion 
to dismiss, consumers, customers, launch, anticompetitive, price-cost, discounts, patients, factors, costs, 
epinephrine"
Case 9,"dental, manufacturers, antitrust, alleges, defendants', products, dentists, distributors, websites, boycott, damages, 
tortious interference, anticompetitive, enforcer, conspiracy, supplies, anticompetitive conduct, anti trust law, civil 
conspiracy, sites, sales, aiding and abetting, trade show, quotations, parties, calculating, remote, business 
relationship, boycotting, competitor"
Case 10,"Non-Solicitation, License, rule of reason, software, restraint of trade, motion to dismiss, employees, solicitation, 
violates, declaratory judgment, relevant market, per se rule, allegations, profession, specialized, e-Bay, competes, 
hardware, purposes, parties, courts, hiring"
Case 11,"prices, increased price, conspiracy, products, plaintiffs', documents, employees, email, Declaration, competitors, 
defendants', export, sales, discovery rule, Deposition, Ramen, confirmed, hearsay, summary judgment, price 
support, raw material, disputes, argues, authenticity, antitrust, exchanged, imported, subsidiaries, domestic, comity"
Case 12,"Taxi, drivers, unfair competition, regulations, motion to dismiss, licensed, pricing, business relationship, 
Transportation, passengers, unfair, personal jurisdiction, plaintiffs', hire, individual defendant, common law, 
ordinance, courts, civil conspiracy, antitrust, cases, aiding and abetting, municipalities, allegations, defendants', 
hackney, taxicab, TNC Act, monopolize, cause of action"
Case 13,"infectious disease, privileges, patients, alternate, provider, Defendants', antitrust, allegations, private practice, 
antitrust claim, enforcer, interstate commerce, anti trust law, subject matter jurisdiction, motion to dismiss, 
competitors, practiced, Sherman Act, practitioner, conspiracy, on-call, prices"
Case 14,"Beverages, products, tortious interference, Bottling, customers, expectancy, territorial, exclusive territory, soft drink, 
bottler, alleges, distribute, interfered, manufacture, trademark, licensing, provisions, contracts, asserts, sales, third 
party, transshipping, tortiously, private right of action, false advertising, Brands, anti trust law, Lanham Act, 
consumers, licensee"
Case 15,"Hosting, Web, customer, notice, terminate, unfair, alleges, business practice, disruptions, website, cancel, unjust 
enrichment, consumers, breach of contract, fraudulent, omission, email, prong, motion to dismiss, particularity, 
verification, disclose, fails"
Case 16,"dealers, products, alleges, export, concerted action, relevant market, antitrust, purchasers, unjust enrichment, 
consulting, consumer, resale, fails, rule of reason, manufacturers, No-Export, markets, motion to dismiss, reasons, 
restraint of trade, anti trust law, interchangeable, cognizable, Counts, luxury"
Case 17,"Sherman Act, motions, pending appeal, per se rule, price fixing, Pretrial, prices, bail, bid"
Case 18,"notice, class member, restaurants, surcharge, Defendants', class action, ascertainable, card, Cartwright Act, 
damages, customers, records, class certification, certification, member of the class, conspiracy, questions, 
Adequacy, parties, Reply, staff, self-identify, predominate, employees, benefits, defenses, courts, individual class 
member, personal notice, common issue"
Case 19,"advertisements, consumers, endorsement, courts, deception, consumer confusion, punitive damages, trademark, 
allegations, recommends, trademark infringement, motion to dismiss, non-consumers, images, appears, consumer 
protection, consumer-oriented, decisions, cause of action, featuring, Practices, damages, cases, media, deceptive 
practices, public interest, celebrities, photograph, products, prayer"
Case 20,"benefits, plans, alleges, undersigned, provider, motion to dismiss, fiduciary duty, disclosure statement, reservation, 
promissory estoppel, claim for breach, recommend, unpaid, preemption, insured, breach of fiduciary duty, 
preempted, statutory penalty, documents, patients, Counts, terms, negligent misrepresentation, cause of action, 
benefit plan, coverage, argues, insurance company, confirmation, district court"
Case 21,"antitrust, monopolize, Electric, alleges, conspiracy, Island, termination, wholesale, Merger, energy, power plant, 
competitor, qualifying, motion to dismiss, power generation, monopoly, electric utility, anti trust law, facilities, 
cancellation, consumers, fuel, restraint of trade, generation, plant, state-law, damages, prices, costs, fails"
Case 22,"auction, redeem, properties, class member, bids, antitrust, Purchaser, class certification, certification, conspiracy, 
proposed class, predominance, parcel, sales, percent, bidder, property owner, class action, tax year, adequacy, 
damages, statute of limitations, alleged conspiracy, real estate tax, tax sale, redemption, grounds, discovery rule, 
commonality, numerosity"
Case 23,"antitrust, non-compete, tortious interference, rule of reason, terminate, unfair competition, allegations, speculative, 
induced, harms, Unfairness"
Case 24,"installation, landlord, injunction, consumers, dishes, class certification, injunctive relief, ascertainable, preliminary 
injunction, class action, class member, Plaintiffs', predominate, permission, documents, roof, unfair, satellite, merits, 
tenant, installation of equipment, authorization, questions, damages, courts, class representative, likely to suffer, 
satellite dish, certification, permanently"
