Case Index,Core Terms
Case 1,"impoundment, taxicab, license, abstention, regulation, proceedings, administrative proceeding, due process, 
medallion, contest, alleges, taxi, two-tiered, notice, Transportation, fines, administrative hearing, deprivation, 
drivers, driving, expired, water bill, challenges, deception, tortious interference, promissory estoppel, restraint of 
trade, due process claim, deceptive practices, motion to dismiss"
Case 2,"arbitration, licenses, royalties, Parties, discovery, argues, license agreement, antitrust claim, disputes, refund claim, 
rules of arbitration, compel arbitration, patent, sever, terms, arbitration agreement, proceedings, questions, refund, 
waived, right to arbitration, arbitration provision, arbitration clause, motion to dismiss, reconsideration, delegate, 
requests, alleges, agreed to arbitrate, judicial process


Page 2 of 14"
Case 3,"consumer protection, plaintiffs', purchases, motion to dismiss, consumers, unfair, courts, patents, antitrust, notice, 
deceptive, misrepresentation, damages, generic, argues, allegations, causation, deceptive trade practices, unfair 
trade practice, federal court, class action, unfair methods of competition, antitrust claim, defense motion, 
anticompetitive, unconscionable, fraudulent, prohibits, includes, monopoly"
Case 4,"antitrust, conspiracy, allegations, energy, Electric, monopolize, negotiated, wholesale, Merger, conspiracy to 
monopolize, qualifying, prices, anti trust law, restraint of trade, specific intent, consumers, rates, reasons, motion to 
dismiss, power plant, termination, facilities, costs, fails, illegal conspiracy, electric utility, regulations, purchase 
agreement, antitrust claim, state law claim"
Case 5,"Sports, Bowl, summary judgment, unfair methods of competition, circuit court, certification, tortious interference, 
prospective business advantage, final judgment, Subcommittee, recertification, collateral estoppel, anticompetitive, 
withstand, defendant's conduct, unfair, judicial estoppel, decertification, memorandum, abandon, season, games, 
fair competition, proceedings, competitor, sponsoring, violations, hotels, waived, harms"
Case 6,"ticket, fans, guests, lodging, use tax, distributed, games, exemption, Baseball, resell, League, attend, ticket price, 
transactions, long-term, prices, linen-cleaning, player, hotel, sales, sale-for-resale, transient, consumer, tangible 
personal property, tax commissioner, lead opinion, purchaser, sales-tax, accessed, promise"
Case 7,"manipulation, Derivatives, transactions, allegations, amended complaint, defendants', plaintiffs', bank bill, prices, 
traded, swap, personal jurisdiction, conspiracy, contracts, banks, domestic, dollar, extraterritorial, rates, antitrust, 
damages, enterprise, contacts, artificial, unjust enrichment, antitrust claim, entities, broker, motion to dismiss, 
conspired


Page 2 of 94"
Case 8,"Arbitration, arbitration agreement, parties, new hire, recommendation, assent, employee handbook, undersigned, 
employees, mandatory, terms, courts, state statute, disputes"
Case 9,"alleges, Online, Processing, witnesses, processing service, market power, competitors, membership, relevant 
market, market share, judicial notice, convenience, providers, markets, monopolization, parties, argues, output, 
products, courts, motion to dismiss, Sherman Act, barriers, tied product, anticompetitive, prices, bundled, rival, 
choice of forum, equal treatment"
Case 10,"trade secret, unfair, designs, prong, misappropriation, competitor, technology, violation of antitrust laws, unfair 
competition, preponderance of evidence, incipient, patent"
Case 11,"district court, sheriff, surety, arrest warrant, arrest, appearance, bail"
Case 12,"conspiracy, distributors, manufacturer, purchaser, overcharges, antitrust, dealer, motion to dismiss, provider, 
medical supply, price-fixing, Sherman Act, healthcare, prices, chain"
Case 13,"covenant, declaratory judgment, allegations, patent, case or controversy, moot, infringement, license, invalidity, 
consumers, unfair, subject matter jurisdiction, business practice, conclusory, failure to state a claim, motion to 
dismiss, wrongful behavior, cause of action, cessation, designs, parties, courts, rights, recur"
Case 14,"Plaintiffs', leases, Antitrust, allegations, bid, motion to dismiss, oil and gas lease, Defendants', rule of reason, 
compete, rigging, Oil, antitrust claim, ancillary, per se violation, anticompetitive, acquire, fraud claim, anti trust law, 
procompetitive, competitors, courts, prices, non-compete, conclusory, effects, alleged agreement, price fixing, per 
se rule, acquisition"
Case 15,"trade secret, Settlement, misappropriation, cause of action, confidential, Lawsuit, parties, allegations, proprietary, 
breach of contract, Defendants', trade secret information, third party, fair dealing, breached, preempted, leave to 
amend, unfair, contractual, third-party, disclosing, settlement agreement, good faith, circumstances, disparagement, 
fertilizers, obligations, disclosure, provisions, employees"
Case 16,"contact lens, prices, Manufacturer, regression, Defendants', Plaintiffs', damages, class certification, retailers, 
products, antitrust, overcharges, conspiracy, consumers, purchases, pricing policy, Unilateral, discounts, variables, 
classwide, class member, predominance, horizontal, rebates, documents, reliable, disposable, vertical, estimated, 
lenses"
Case 17,"enoxaparin, state law claim, motion to dismiss, generic, allegations, amended complaint, unjust enrichment, 
antitrust, personal jurisdiction, injunctive, consumer protection, residents, class certification, class action, forum 
state, patent, courts, anticompetitive conduct, Sherman Act, intrastate, rights, statute of limitations, state law, non-
resident, effects, parties, lack of personal jurisdiction, declaratory relief, overt act, damages"
Case 18,"district court, factors, parties, Plaintiffs', anticompetitive, cases, compulsory counterclaim, witnesses, dealer, fora, 
headquarters, convenient, courts, choice of forum, opposing party, unavailable, entities, center of gravity, resides, 
venue, convenience of the parties, connections, antitrust, suggests, anticompetitive conduct, antitrust claim, take 
place, familiarity, contends, litigate"
Case 19,"Purchasers, prices, increased price, containerboard, competitors, conspiracy, manufacturers, hikes, district court, 
collusion, class period, antitrust, cartel, coordination, customers, meetings, email, announced, conscious, 
increases, anti trust law, self-interest, parallelism, closures, contacts, machines, output, trier of fact, defendants', 
employees"
Case 20,"cause of action, allegations, trade secret, renewal, affiliate, motion to dismiss, Vendor's, argues, Confidentiality, 
customer, tortious interference, propose an amendment, prima facie tort, misappropriation of trade secrets, 
reargument, contends, motion to amend, Donnelly Act, platform, reargue, network, fraudulent inducement, transit 
service, prior motion, competitors, contracts, software, amended complaint, renewal motion, fair dealing"
Case 21,"allegations, motion to dismiss, zoning, federal claim, conscience, permits, shocks, self-dealing, conspiracy, 
restaurant, substantive due process claim, factual allegations, improper motive, competitor, asserts, fails, space"
Case 22,"allegations, customers, trade secret, products, misappropriation, database, motion to dismiss, integrated, relevant 
market, optimization, contends, argues, infringement, market power, confidential, asserts, survive, tied product, 
trade secret information, statute of limitations, anticompetitive, quotation, software, pleads, costs, analytical, 
enterprise, antitrust, combined, aftermarket"
