Case Index,Core Terms
Case 1,"personal jurisdiction, amended complaint, Cigar, Holdings, allegations, Tobacco, trademark, contacts, reasons, 
Counts, cancellation, registration, long-arm, anti trust law, service of process, resident, Lanham Act, individual 
defendant, federal statute, venue, lack of personal jurisdiction, Clayton Act, fail to state a claim, Defendants', forum 
state, nationwide, motion to dismiss, antitrust claim, antitrust, letters"
Case 2,"allegations, motion to dismiss, concealment, judicial notice, trustee sale, trust deed, fraudulent, negligent 
misrepresentation, leave to amend, Notice, unfair, intentional misrepresentation, quiet title, documents, recorded"
Case 3,"egg, claim for damages, fraudulent concealment, concealment, unjust enrichment, allegations, common law, judicial 
notice, conspiracy, prices, recommendations, affirmative act, Certification, guidelines, Antitrust, logo, statute of 
limitations, tolling, animal, factual allegations, motion to dismiss, inquiry notice, scientific, material fact, Purchaser, 
parties, hens, increased price, limitations, misleading"
Case 4,"para-aramid, market share, foreclosure, monopolization, customers, monopoly power, relevant market, relevant 
time period, summary judgment, competitor, prices, summary judgment motion, fiber, foreclosed, anticompetitive, 
discovery, contracts, courts, anti trust law, segments, volume, antitrust, barriers, contends, trade secret, 
counterclaim, deposition, non-moving, undisputed, consumers"
Case 5,"cable, clustering, overbuilding, competitors, swap, franchise, subscribers, asserts, contractors, markets, acquisition, 
Undisputed, customers, prices, Counterparties, transactions, summary judgment, anticompetitive, genuine issue of 
material fact, cable system, antitrust, Deposition, argues, monopolization, geographic, compete, non-compete, 
providers, installation, allocate"
Case 6,"aircraft, repair, jet, economic loss rule, monopolize, parties, deceptive, hydraulic, unfair, commerce, entity, 
misrepresentation, damages, amend, privity of contract, motion to dismiss, proprietary, antitrust, replaced, negligent 
misrepresentation, Clayton Act, conspiracy, reservoir, courts, brake"
Case 7,"radiology, termination, exclusive contract, summary judgment, antitrust, privileges, Defendants', anticompetitive, 
notice, complaints, practices, damages, Counts, trade libel, consumer, patients, staff, whistle-blowing, tortious 
interference, civil conspiracy, anti trust law, medical staff, provider, effects, argues, ninety"
Case 8,"cold, conspiracy, Plaintiffs', Defendants', motion to dismiss, employees, bilateral agreement, allegations, 
overarching, Cartwright Act, negotiated, mobility, antitrust, bilateral, restitution, suppress, senior executive, 
conspire, federal enclaves, antitrust claim, skilled labor, Sherman Act, salaries, federal enclave doctrine, reasonable 
inference, alleged conspiracy, eliminating, pairings, parties, injunctive"
Case 9,"consumers, merchants, antitrust, debit card, damages, Defendants', quotation, marks, antitrust violation, anti trust 
law, overcharge, indirect, injuries, cases, district court, allegations, duplicative, foreseeable, purchaser, factors, 
courts, remote, retail, debit, suits"
Case 10,"alleges, Mortgage, antitrust, Violations, motion to dismiss, foreclosure, cause of action, securitization, Defendants', 
conversion, monopolization, borrower, asserts, circumstances, lender, notice, anti trust law, debt collector, 
Conveyances, rescission, injunctive relief, disclosures, damages, parties, subject property, relevant market, leave to 
amend, fraudulent, Lending, amended complaint"
Case 11,"Purchasers, conspiracy, Indirect, manufactured, products, allegations, complaints, prices, entities, alleged 
conspiracy, price-fixing, plaintiffs', affiliates, antitrust, subsidiaries, videogame, consoles, amended complaint, 
pleading stage, consolidated, Defendants', camcorders, prior dismissal, third party, co-conspirator"
Case 12,"flash, memory, patent, alleges, technology, license, products, markets, royalty, monopolization, competitors, 
downstream, manufacture, prices, antitrust, market power, Sherman Act, barriers, monopoly, monopoly power, 
licensee, relevant market, anticompetitive, anticompetitive conduct, anti trust law, market share, conspiracy, grant-
back, sales, alleged facts"
Case 13,"allegations, Egg, conspiracy, Entities, motion to dismiss, antitrust, participated, joined, Sherman Act, consumer 
protection, unjust enrichment, anti trust law, trade group, alleged conspiracy, meetings, Motions, state claims, 
producers, guidelines, principles, attended, factual allegations, Defendants', reduction, disposal, terms"
Case 14,"patent, settlement, generic, infringement, monopoly, manufacturers, exclusionary, antitrust, invalid, profits, patent 
holder, parties, generic drug, expired, settlement agreement, lawsuit, pioneer, district court, competitor, new drug, 
rights, settle, holder, certification, likely to prevail, approval process, drug company, effects, patent infringement, 
time of settlement"
Case 15,"discovery, Mayo, downstream, subpoena, purchaser, documents, indirect, absent class members, motion to 
compel, requests, parties, consolidated, Plaintiffs', purchaser's action, interrogatories, burdensome, albumin, pass-
on, courts, request information, class action, non-downstream, antitrust, agrees, unduly, cases"
Case 16,"antitrust, joint venture, camera, parties, networking, standing to bring, allegations, concrete, summary judgment, 
pilot program, no reply, speculative, proposals"
Case 17,"trial court, malicious prosecution, damages, commerce, initiated, unfair, probable cause, argues, malice, criminal 
proceeding, contends, antitrust, malicious prosecution claim, present case, counterclaim, immunity, lawsuit, arrest, 
deceptive trade practices, trust deed, investigator, conducting, leverage, reasonable investigation, criminal 
prosecution, deceptive act, instituted, proximate, objectively reasonable, unfair trade practice


Page 2 of 14"
Case 18,"methodology, reliability, monopoly, Bingo, expert testimony, market power, scientific"
Case 19,"class action, parens patriae, mass action, attorney general, real party in interest, consumers, general public, suits, 
federal jurisdiction, local government, parties, anti trust law, removal, federal court, state court, policyholders, 
punitive damages, diversity, legislative history, treble damages, damages, district court, state law, defendants', 
restitution, antitrust, preempted, products, civil penalty, state statute"
Case 20,"alleges, unjust enrichment, monopolization, customers, motion to dismiss, advertising, competitor, promotion, 
business relationship, Lanham Act, antitrust, civil conspiracy, leave to amend, representations, disparagement, 
telephone, monopoly, billing, equitable accounting, antitrust claim, monopoly power, anticompetitive, 
Communications, enhanced, anticompetitive conduct, fiduciary relationship, telecommunications, circumstances, 
facilities, interfered"
Case 21,"rentals, prices, truck, competitor, rates, damages, percent, conspire, collude, regional manager, increased price, 
district court, fix prices, consumers, increases, one-way"
