Case Index,Core Terms
Case 1,"pineapple, patent, competitors, Letters, Purchasers, Indirect, anticompetitive, sham, expert testimony, plant 
material, reasons, propagation, Fresh, summary judgment, quotations, damages, delayed, growers, plant, Sherman 
Act, substitutes, antitrust, products, brand, sweet, submarket, counter, Reply, legitimate business, monopoly power"
Case 2,"retailers, advertising, in-store, contracts, damages, compliance, competitors, contends, relevant market, tactics, 
disparaging, antitrust, argues, summary judgment, products, tortious interference, retail store, counterclaims, 
asserts, audit, rates, summary judgment motion, exclusive contract, prices, declarations, at-shelf, promotions, 
sales, signs, produce evidence"
Case 3,"printers, ink, prices, customers, monopoly power, aftermarket, sticks, manufacturer, color, costs, ink-stick, summary 
judgment, monopolization, relevant market, lifecycle, possesses, replacement, consumers, workgroup, 
supracompetitive, changes, switch, balloons, sales, counterclaims, antitrust, locked-in, contends, lock-in, percent"
Case 4,"unjust enrichment, marketing, unfair, restitution, parties, competitors, Products, summary judgment, unfair 
competition, customers, damages, genuine, exclusivity provision, extrinsic evidence, non-moving, technology, 
triggered, covenant, alleges, chiller, entitled to summary judgment, business practice, fair dealing, implied covenant, 
no evidence, contractual, provisions, ambiguous, covenant of good faith, material fact"
Case 5,"airlines, conspiracy, plaintiffs', allegations, antitrust, cap, district court, competitors, defendants', cuts, commissions, 
factual allegations, commission rate, Sherman Act, illegal agreement, meetings, leader, conspire, ticket, match, 
prices, circumstantial evidence, travel agency, discharged, announced, discovery, cases, alleged conspiracy, legal 
conclusion, travel agent"
Case 6,"registration, sufficient evidence, summary judgment, songs, copyright infringement, public domain, Copyright Act, 
preempted, proffer, summary judgment motion, infringement claim, license agreement, publication date, cause of 
action, state law claim, failure to pay, tying product, tied product, give rise, phonorecords, contingent, consumers, 
misstated, ownership, royalties, licenses, defraud"
Case 7,"patent, summary judgment, antitrust, generic, infringement, statute of limitations, sham, allegations, monopoly, 
prices, monopoly power, Sherman Act, monopolization, manufacturers, competitors, time-barred, undisputed, 
terazosin, damages, genuine, partial summary judgment, relates back, alpha-blockers, products, accrued, output"
Case 8,"manipulation, natural gas, anti trust law, trades, antitrust, prices, reporting, pleadings, antitrust immunity, regulatory 
authority, Defendants', conspiracy, customer, courts, antitrust claim, underwriters, allegations, commodities, 
churning, shares, violations, quotation, investor, markets, roughly, volume, antitrust action, saving clause, line-
drawing, encouraged"
Case 9,"products, merger, pharmaceutical, motion to dismiss, interchangeable, prescription, plaintiffs', therapeutic, markets, 
drugs, antitrust claim, anti-neoplastic, allegations, manufacture, purposes, notice, subject to dismissal, sufficient 
facts, leave to amend, anticompetitive, accommodations, DEFENDANTS', cognizable, geographic, affirming, 
consumers, consists, packages, compete, effects"
Case 10,"consumers, foreclosure, bundling, antitrust, distributors, plaintiffs', allegations, channels, programmer, vertical, 
competitors, programming, cable, horizontal, market power, anticompetitive, prices, motion to dismiss, tied product, 
defendants', foreclosed, satellite, effects, price discrimination, Sherman Act, anti trust law, restrictions, adjudicate, 
television, Surreply"
Case 11,"plaintiffs', cause of action, allegations, notice, customers, motion to dismiss, recorded, trust deed, conspiracy, 
disclosures, interest rate, judicial notice, promissory note, misrepresentations, fails, trustee sale, contractual, 
fraudulent, damages, expunge, attorney's fees, representations, discovery, borrower, negligent misrepresentation, 
lis pendens, circumstances, particularity, predicated, covenant"
Case 12,"patent, sham, antitrust, plaintiffs', district court, citizen's petition, competitors, generic, defendants', fraudulent, 
unenforceable, infringement, patent law, purchaser, inequitable conduct, manufacturer, procured, anti trust law, 
allegations, omission, antitrust liability, motion to dismiss, federal patent law, enforcing, pleadings, substantial 
question, anticompetitive, challengers, settlement, tablets


Page 2 of 20"
Case 13,"employees, trial court, clauses, noncompete, trade secret, nonsolicitation, customers, confidential information, 
permanent injunction, cause of action, costs, void, unfair competition, matter of law, declaration, prevailing party, 
covenants, hiring, cross-complaint, summary judgment, argues, solicit, unclean hands defense, compete, summary 
adjudication, employment agreement, summary adjudication motion, plaintiffs', competitor, injunction"
Case 14,"partnership, district court, dissociation, withdraw, partner, memorandum, partnership agreement, Imaging, 
damages, breached, Mobile, limited partnership, circumstances, Memo, attorney-client, cause of action, lost profits, 
contends, express provision, scorched earth, costs, prevailing party, definite term, instructions, scans, trial court, 
motion in limine, instruct a jury, non-compete, references"
Case 15,"antitrust, Counterclaims, Patent, relevant market, alleges, monopolization, Reexamined, alarm, probability, unfair 
competition, monopoly power, market share, competitor, barriers, argues, antitrust claim, smoke detector, 
achieving, litigation costs, market power, limitations, amend, claim for relief, infringement, residential, groceries, 
expenses"
Case 16,"bundling, discounts, district court, contracts, damages, products, pricing, market-share, customers, practices, 
anticompetitive, exclusionary, oximetry, new trial, antitrust"
Case 17,"allegations, foreclosure, trust deed, borrower, lender, fraudulent, collection, unfair, Mortgage, non-judicial, 
foreclosing, motion to dismiss, circumstances, particularity, notice, business practice, cause of action, fraud claim, 
misrepresentation, violations, mortgagee, practices, wrongful foreclosure, disclosure, default, private right of action, 
foreclosure proceeding, complaint alleges, notice of default, recorded"
Case 18,"alleges, conspiracy, antitrust, Sherman Act, competitor, health insurance, consumers, reimbursement rate, 
monopolize, costs, patients, reimbursement, facilities, market share, discovery, raiding, anti trust law, hiring, 
anticompetitive, artificially, financing, discontinued, rates, motion to dismiss, predatory, health plan, healthcare, 
contracting, tertiary, community hospital"
Case 19,"antitrust, licenses, competitor, berths, state law claim, anti trust law, casino, district court, per-patron, antitrust claim, 
allegations, gaming, amend, anticompetitive conduct, riverboat, gambling, supplier, anticompetitive, antitrust 
violation, consumer, bowling"
Case 20,"antitrust, certify, limitations period, amend, Plaintiffs', forfeiture, treble damages, statute of limitations, pleadings, 
motion for judgment, full consideration, named plaintiff, Marketing"
Case 21,"End-Payor, unjust enrichment, class action, consumer protection, cause of action, antitrust, purchasers, courts, 
named plaintiff, deceptive, plaintiffs', class certification, antitrust claim, home state, state law, reimbursements, 
defendants', indirect, take place, consumers, reside, motion for judgment, district court, overcharge, pleadings, anti 
trust law, federal court"
Case 22,"allegations, Conspirators, conspiracy, airlines, bonds, monopolization, terminated, tortious interference, Sherman 
Act, antitrust, Unnamed, municipalities, banks, infer, argues, anticompetitive conduct, motion to dismiss, co-
conspirators, boycott, utilize, rates, economic pressure, underwriters, employees, secondary, license, parties, 
reasons, firms"
Case 23,"Indirect, potash, Purchaser, antitrust, import, Plaintiffs', Defendants', allegations, announced, prices, class 
certification, antitrust claim, commerce, sales, motion to dismiss, plaintiff's claim, conspiracy, anti trust law, 
Sherman Act, tons, unjust enrichment, courts, anticompetitive, conspire, increased price, complaints, fertilizer, 
consumers, producers, products"
Case 24,"title insurance, allegations, conspiracy, Defendants', prices, title insurance company, alleged facts, subsidiaries, 
kickbacks, rates, commissions, motion to dismiss, parent corporation, Consolidated, premiums, unfair, factual 
allegations, leave to amend, rate setting, Cartwright Act, Sherman Act, demonstrating, organizations, conspire, 
costs"
Case 25,"software, infringement, copies, technological, License, misuse, derivative work, installed, copyright infringement, fair 
use, modifications, unauthorized, non-Apple, modified, license agreement, contends, kernel, hard drive, 
reproduction, operating system, exclusive right, circumventing, circumvention, imaging, files, distribution rights, 
summary judgment, bootloader, decryption, replaced"
Case 26,"arbitration, arbitration clause, non-signatory, contracts, Antitrust, signatory, parties, premium, workers' 
compensation, Binder, conspiracy, terms, arbitration agreement, compel arbitration, estopped, courts, scope of 
arbitration, subsidiary, plaintiff's claim, public policy, allegations, disputes, estoppel, damages, factual allegations, 
intertwined, coverage, agreement to arbitrate, arbitration provision, payment obligation"
Case 27,"alleges, lease, collection, geographic, third party complaint, oil and gas, expectancy, motion to dismiss, monopoly, 
oil, alleged facts, contractual, pipeline, Antitrust, argues, top, relevant market, cancellation, negotiations, 
landowners, lines, per se violation, legal duty, facilities, oppressive, unfair trade practice, oil and gas lease, civil 
conspiracy, collaborated, effective"
Case 28,"antitrust, subsidiary, anti trust law, conspiracy, concerted action, terminated, restraint of trade, trial court, conspire, 
damages, agency agreement, anticompetitive, sales, insurance product, purposes, consumer, antitrust claim, 
matter of law, Sherman Act, insurance company, unity of interest, competitor, employees, napkin, owns, antitrust 
violation, parent corporation, geographic, incapable, ownership"
Case 29,"installment, consumer, unfair, late fee, missed, attorney's fees, late charge, cases, prevailing, predicate, allocate, 
trigger, unpaid, cause of action, Rees-Levering Act, delinquency, business practice, trial court, italics, Finance, 
unfair business practice, outstanding, provisions, practices, default, ontime, charging, demurrer, violates, motion for 
attorney fees"
Case 30,"soccer, antitrust, Defendants', allegations, youth, tournament, anti trust law, organizations, conspiracy"
Case 31,"Defendants', documents, relevant market, financial records, subscribers, accounting, discovery, counterclaims, 
rehabilitation, deposition, records, discrepancies, antitrust, requests, license, ledger, monopolization, Supplemental, 
inaccurate, incomplete, fiscal year, monopolist, customer"
Case 32,"contracts, prices, discounts, market share, Sherman Act, containers, exclusionary, sharps, summary judgment, 
purchasing, foreclosed, percent, rivals, foreclosure, above-cost, sole source, anti-competitive, competitor, 
termination, products, rebates, buyers, costs, practices, predatory, argues, monopoly power, manufacturer, 
disposable, obligate"
Case 33,"Station, antitrust, motion to dismiss, marketing, advertising, billboard, parking, lost profits, tortious interference, 
contends, antitrust claim, defendants', alleges, relevant market, docket entry, pled, breach of contract, public forum, 
competitors, damages, fora, breach of contract claim, factual allegations, advertising space, parking facility, 
anticompetitive, unopposed, shuttle, argues"
