Case Index,Core Terms
Case 1,"borrower, trust deed, escrow, mortgage, notice, unfair, monthly payment, fair dealing, loan payment, third party, 
summary judgment, transferred, suspense, parties, full payment, loan balance, documents, breach of contract 
claim, terms of the contract, fraudulent, covenant, alleges, default, divorce, lender, funds, genuine issue of material 
fact, good faith, undisputed, violations"
Case 2,"Counterclaim, Marks, alleges, trademark, motion to dismiss, cancelled, monopolize, quotation, consumers, 
registrant, generic, entity, unfair competition, functionality, products, alter ego, geographic, deceptive, prospective 
economic advantage, Applicable Law, tortious interference, misconduct, unfairness, licensing, argues, courts, 
amend, factual allegations, incontestable, registered"
Case 3,"Plaintiffs', Defendants', allegations, discovery rule, state law, state law claim, motion to dismiss, cause of action, 
fraudulent concealment, courts, unjust enrichment, antitrust, Reply, concealment, purchasers, indirect, direct 
benefit, antitrust claim, present case, cases, statute of limitations, consumer protection, conspiracy, consumers, anti 
trust law, antitrust statute, tuna, pled, particularity, unfair"
Case 4,"Suture, suture-endo, market power, bundling, distributors, other-med-surg, med-surg, rule of reason, customers, 
prices, effects, package, contracts, products, district court, antitrust, regional, tying arrangement, providers, restraint 
of trade, acute care, Sherman Act, markups, sales, buyer, market share, procompetitive, purchaser, coercion, 
discount"
Case 5,"contraceptives, documents, interchangeable, discovery, therapeutically, settlement, market power, antitrust, parties, 
effects, courts, relevant market, anticompetitive, generic, patent, brand, terms, rule of reason, substitutes, products"
Case 6,"Associations, personal jurisdiction, undersigned, allegations, service of process, nationwide, RECOMMENDS, 
general jurisdiction, antitrust claim, residents, contacts, minimum contact, forum state, inconvenience, pro se, fails, 
venue, purposefully, Defendants', due process, conspiracy, systematic, antitrust, motion to dismiss, healthcare, 
factors, factual allegations, alleged injury, enterprise, medicine"
Case 7,"terminated, customers, distributor, sales, products, display case, parties, rebate, contractual, partnership, fiduciary, 
retail, unfair, unjust enrichment, recommend, summary judgment, fiduciary duty, counterclaims, alleges, selling, 
terms and conditions, matter of law, disclose, argues, tiles, customer list, no evidence, display, notice, offset"
Case 8,"allegations, personal jurisdiction, undersigned, Recommendation, service of process, nationwide, general 
jurisdiction, inconvenience, forum state, pro se, antitrust, contacts, fails, antitrust claim, due process, systematic, 
residents, minimum contact, Defendants', conspiracy, racketeering activity, purposefully, motion to dismiss, 
enterprise, facilities, comports, murder, factual allegations, alleged injury, demonstration"
Case 9,"Trucks, warranty, allegations, repairs, express warranty, leased, manufacturer, consumers, privity, implied warranty, 
drivers, cause of action, merchantability, defects, unfair, third-party, particular purpose, disclaimers, reasons, 
engine, privity of contract, Plaintiffs', brochure, motion to dismiss, representations, includes, seller, fuel, implied 
warranty of merchantability, implied warranty of fitness"
Case 10,"allegations, Defendants', domestic, motion to dismiss, fraudulent, piercing, shares, funds, corporate veil, 
partnership, pistol, extraterritorial, antitrust, contends, shotgun, veil, racketeering activity, alleged injury, enterprise, 
ownership, injuries, asserts, courts"
Case 11,"personal jurisdiction, undersigned, allegations, service of process, RECOMMENDS, nationwide, general 
jurisdiction, inconvenience, antitrust, contacts, antitrust claim, due process, forum state, pro se, minimum contact, 
residents, factors, murder, fails, racketeering activity, purposefully, Defendants', motion to dismiss, conspiracy, 
venue, systematic, comports, courts, amend, alleged injury"
Case 12,"purchaser, enoxaparin, indirect, venue, patent, cost-plus, motion to dismiss, antitrust, injunctive, damages, generic, 
inelasticity, overcharge, buyer, anticompetitive, Pharmaceuticals, fixed-quantity, quantity, pricing, adopts, rights, 
seller"
Case 13,"retailers, products, fill, branded, plaintiffs', anticompetitive, pepper, private-label, quantities, consumers, deception, 
prices, allegations, antitrust, label, reduction, antitrust claim, black pepper, reconsideration motion, containers, 
levels, weights, tins, compete, leave to amend, retail price, Consolidated, competitors, second amended complaint, 
motion to dismiss"
Case 14,"alleges, cause of action, demurrer, asserts, towing, judicial notice, district court, motion to dismiss, prior action, 
rights, Defendants', pleadings, preclusion, fails, collateral estoppel, amended complaint, notice, unfair, fraudulent, 
summary judgment motion, claim preclusion, res judicata, conspiracy, defrauded, practices, state-law, targeting, 
tickets, dismissal with prejudice, leave to amend"
Case 15,"airlines, platform, relevant market, travel agent, market power, two-sided, damages, antitrust, competitors, prices, 
provisions, booking, booking fee, contractual, travel, anticompetitive, customers, present evidence, travel agency, 
benefits, fares, rule of reason, consumer, anti trust law, markets, competitive market, matter of law, one-sided, 
argues, restraint of trade"
Case 16,"patent, allegations, prior art, inequitable conduct, Defendants', references, battery, withheld, disclose, 
counterclaims, barrier, disclosures, affirmative defense, specific intent, deceive, signal, misrepresentations, patent 
misuse, limitations, amend, rechargeable, futile, antitrust, backup, patent application, electrically, reasonable 
inference, leave to amend, non-disclosure, cumulative"
Case 17,"federal question, Parties, citizenship, federal court, anti trust law, diversity jurisdiction, structured settlement, 
diversity, tortious interference, matter jurisdiction, state court, allegations, filings, notice, civil conspiracy, time of 
removal, removal"
Case 18,"personal jurisdiction, undersigned, allegations, Recommendation, service of process, nationwide, antitrust, 
inconvenience, Defendants', general jurisdiction, forum state, antitrust claim, minimum contact, pro se, contacts, 
due process, residents, fails, purposefully, racketeering activity, motion to dismiss, conspiracy, authorizes, 
enterprise, systematic, comports, courts, factual allegations, remaining claim, anti trust law"
Case 19,"personal jurisdiction, undersigned, allegations, RECOMMENDS, service of process, nationwide, antitrust, general 
jurisdiction, inconvenience, antitrust claim, fails, forum state, minimum contact, pro se, contacts, due process, 
conspiracy, residents, purposefully, Defendants', factors, racketeering activity, motion to dismiss, systematic, 
comports, courts, factual allegations, alleged injury, authorizes, enterprise"
Case 20,"Utah, personal jurisdiction, undersigned, allegations, RECOMMENDS, service of process, nationwide, antitrust, pro 
se, general jurisdiction, inconvenience, forum state, Defendants', contacts, antitrust claim, minimum contact, due 
process, residents, fails, conspiracy, racketeering activity, purposefully, systematic, courts, enterprise, comports, 
products, factors, holds, subject matter jurisdiction"
Case 21,"trademark, marks, summary judgment, likelihood of confusion, advertising, sunglasses, infringement, registration, 
dilution, unfair competition, products, famous, similarity, registered, laches, consumer, trademark infringement, 
acquiescence, factors, fair use, weighs, further order, incontestable, retailers, blurring, defenses, kiosks, boxes, 
designation, purchasers"
Case 22,"antitrust, Defendants', foreign currency, prices, spot market, aluminum, Plaintiffs', manipulate, end-user, exchange 
rate, alleged conspiracy, allegations, purchasers, restrained, enforcers, participated, subject matter jurisdiction, 
motion to dismiss, damages, alleged facts, factors, silver, inextricably intertwined, anticompetitive, indirect, trading, 
press release, benchmark, pleads, chain"
Case 23,"Parties, Settlement, Notice, Secondary, Offering, stockholder, expenses, damages, provisions, wrongdoing, forever, 
entity, spouse"
Case 24,"cases, consumers, nationwide class, resident, consolidation, choice of forum, lawsuits, pretrial, weigh, competitors, 
transferred, antitrust, convenience, public interest factors, contact lens, courts, judicial district, plaintiffs', deference, 
state law claim, sub-class, witnesses, parties, Reply, local interest, headquartered, online, convenience of 
witnesses, motion to transfer, public interest"
Case 25,"first-bag, collusion, conspiracy, bag, airlines, competitors, Defendants', pricing, communications, invitation, 
announced, antitrust, parallelism, earnings, conscious, collude, e-mail, summary judgment, charging, carrier, 
summary judgment motion, motion to exclude, expert testimony, factors, anti trust law, reliable, legacy, unilateral, 
conspire, opines"
Case 26,"palladium, platinum, Fixing, manipulation, prices, Defendants', allegations, Plaintiffs', traded, personal jurisdiction, 
conspiracy, transactions, artificial, antitrust, motion to dismiss, derivatives, commodity, Metals, damages, markets, 
courts, benchmark, domestic, downward, factors, suppress, alleged price, contacts, anti trust law, spot"
Case 27,"Hotel, bargaining, cluster, providers, provisions, hotel management, Accretion, public policy, motion to dismiss, 
organize, federal labor, Antitrust, card, declaratory judgment, conditions, employees, mandatory, expire, terms"
Case 28,"Players, Soccer, training, solidarity, League, personal jurisdiction, youth, forum state, antitrust, contacts, lack of 
personal jurisdiction, nonresident"
Case 29,"surcharge, proof of claim, carriers, antitrust claim, fuel, inquiry notice, Pre-Petition, antitrust, Raids, notice, IATA, 
bankruptcy court, administrative claim, air carrier, airlines, Confirmation, cartel, class action, changes, 
reorganization plan, discharged, customers, occurring, summary judgment, settlement, due process, 
circumstances, investigate, undisputed, increases"
Case 30,"counterclaims, seal, patents, Portfolio, module, allegations, license, protective order, trade secret, manufacturers, 
antitrust, discovery, lawsuit, chips, Sherman Act, motion to dismiss, good cause, parties, terms, trade in, argues, 
competitors, disclosure, compelling reason, courts, anticompetitive, confidential, baseless, records, sham"
Case 31,"natural gas, class action, Settlement, trading, cases, summary judgment, class member, attesting, Energy, relevant 
time period, consumers, motions, prices, class certification, prosecuted, antitrust, deny a motion, state law, 
Movants, Parties, notice, churning, expert testimony, expert opinion, industrial, purchasing, entities, broker, 
magistrate judge, manipulation"
Case 32,"semen, damages, sexed, sorting, patent, argues, technology, anticompetitive, parties, cells, antitrust, bull, 
infringement, invalid, pulses, instructions, studs, photodamage, waveform, unfair competition, contracts, span, 
injunctive relief, Reply, confidential information, matter of law, noise, jury's finding, monopoly power, processing"
Case 33,"summary judgment, terms, counterclaims, drawings, purchase order, e-mail, Buyer, arbitration, parties, brake, 
antitrust, plates, bind, backing, Seller, shims, relevant market, message, confidentiality agreement, Contracts, 
choice-of-law, negotiations, ratification, suppliers, pads, terms and conditions, apparent authority, contract 
formation, issue of fact, cross motion"
Case 34,"telemetry, monitors, conspiracy, Plans, motion to dismiss, alleges, coverage, patients, anticompetitive, third 
amended complaint, cardiac, insurer, Uniformity Rule, antitrust, effects, motion for leave, anti trust law, arrhythmia, 
subscribers, outpatient, reduction, provider, parties, Reply, antitrust violation, concerted, markets, sales"
Case 35,"alleges, orthodontic, motion to dismiss, products, existing contract, relevant market, counterclaims, advertising, 
tortious interference, accelerated, antitrust, interchangeable, marketed, vibratory, aligners, Partial, cross-elasticity, 
foreclosed, contracts, pleadings, Benefits, Clinical, dental"
Case 36,"drivers, independent contractor, coordinators, for-hire, preemption, employees, motor vehicle, bargaining, 
preempted, negotiate, purposes, license, regulation, labor organization, state department, quotation, courts, rights, 
marks, personal information, authorizes, disclosure, injunction, antitrust, merits, preliminary injunctive relief, state 
regulation, anti trust law, labor policy, anticompetitive"
Case 37,"plaintiffs', second amended complaint, anti trust law, federal law, state court, Sherman Act, state-law, antitrust 
claim, business relationship, civil conspiracy, cause of action, federal claim"
Case 38,"license, music, ripe, stations, first-to-file, radio station, repertory, negotiations, first-filed, parties, convenience, 
antitrust, alleges, boycott, Reply, substantially similar, quotation, argues, marks, anti trust law, courts, rights, radio, 
includes, artists, merits, unripe"
Case 39,"court reporting, motion to dismiss, firms, court reporter, immunity, alleges, Defendants', Sherman Act, commerce, 
claim for damages, official capacity, classification, supervision, anticompetitive, rights"
Case 40,"patents, consolidation, cases, infringement, invalidity, counterclaims, antitrust, non-infringement, unenforceability, 
declarations, litigations"
Case 41,"insurers, Provisions, allegations, Anti-Steering, pleadings, indirect, purchasers, hospital service, inpatient, acute, 
Plaintiffs', relevant market, motion to dismiss, providers, prices, market power, steer, consumer, Monopolization, 
restraint of trade, anticompetitive, courts, learned profession, competitors, motion for judgment, healthcare, 
antitrust, contracts, monopoly power, pleading stage"
Case 42,"earrings, infringement, preliminary injunction, irreparable harm, trade dress, conversion, products, merits, likelihood 
of success, registration, copyright infringement, injunctive relief, secondary meaning, injunction, designs, unfair 
competition, misleading advertising, intellectual property, cases, registration number, demonstrating, copying, 
argues, eBay, wave"
Case 43,"paint, recycling, allegations, architectural, stewardship, antitrust, safe harbor provision, Clean, Cartwright Act, safe 
harbor, consumers, Defendants', conspiracy, postconsumer, quotation, marks, latex paint, manufacturers, collected, 
unfair, prong, practices, Hauler, courts, contends, unfair competition, transportation, conspiring, motion to dismiss, 
facilities"
Case 44,"Parcels, allegations, bid, antitrust, motion to dismiss, anti trust law, res judicata, sale price, unfair, conspiracy, 
parties, bidder, civil conspiracy, potential bidder, Defendants', courts, per se violation, deceptive, depressed, 
damages, aiding and abetting, punitive damages, Sherman Act, negotiations, consumers, collude, rigging"
Case 45,"patent, district court, plaintiffs', generic, patent law, settlement, appeals, monopolization, antitrust, complaints, 
sham, reverse-payment, allegations, parties, direct-purchasers, patent-law, diversity, federal patent law, 
manufacturer, well-pleaded, infringed, expiration, marketing, cases, anti trust law, anticompetitive, citizenship, 
asserting, substantial question, citizen's petition"
Case 46,"fares, surcharges, filed rate doctrine, rates, fuel, airlines, unfiled, tariffs, regulation, discount, prices, antitrust, 
carriers, district court, summary judgment, Plaintiffs', consumers, terms, abdicated, damages, air, statutory 
authority, consumer complaint, headquartered, challenges, differed, charges, monitor, ticket, travel"
Case 47,"reconsideration, per se rule, due process, rigging, cases, bid, antitrust"
Case 48,"damages, antitrust, district court, antitrust claim, remittitur, recalculate, unfair trade practice, award damages, matter 
of law, new trial, attorney's fees, compensatory damages, breach of contract, duplicative, restore, compensatory 
and punitive damages, punitive damages, trade secret, undisturbed, directive, parties"
Case 49,"Entities, reversal, court of appeals, certification, quotation, cases, marks, controlling question, interlocutory appeal"
Case 50,"discounts, dealers, burden of proof, price discrimination, negates, affirmative defense, purchasers, sales, instruction 
of a jury, buyer, jury instructions, summary judgment, verdict form, lower price, essential element, district court, new 
trial, argues, prices, attainability, unavailability, courts, cases, evenhandedness, volume, Reply, incentive program, 
plaintiff's claim, instruct a jury, evenhanded"
Case 51,"construction costs, unit price, Plaintiffs', Catalogue, monopolization, job order, contracting, allegations, motion to 
dismiss, monopoly power, infringement, marks, affirmative defense, baseless, amended complaint, relevant market, 
quotation, trademark, letters, Entities, bids, foreclose, cease-and-desist, proprietary, courts, misappropriation, 
contractors, assertions, projects, proprietary information"
Case 52,"allegations, monopolize, plasma, collection, prices, proteins, conspiracy, Antitrust, relevant market, blood plasma, 
practices, communications, competitors, facilities, albumin, factual allegations, sufficient facts, exclusionary, 
conspire, monopoly"
