Case Index,Core Terms
Case 1,"bargaining, negotiations, lockout, anti trust law, Sherman Act, anticompetitive, allegations, Defendants', contractors, 
antitrust, collective bargaining agreement, employees, exemption, summary judgment motion, collective bargaining, 
fringe benefit, multiemployer, conspiracy, lawsuits, terms, wages, non-statutory, monopolize, motion to dismiss, 
non-MCA, trust fund, labor law, conspirators, Mechanical, restrained"
Case 2,"shops, repair, defendants', counterclaim, antitrust, claimants, estimate, boycott, Sherman Act, reimbursement, 
allegations, competitors, insureds, prices, buyer"
Case 3,"arbitration, Consumer Protection Act, anti trust law, antitrust, courts, rights, contracts, commerce, parties, unfair"
Case 4,"prices, gasoline, retailers, suppliers, amount of damages, stations, defendants', conspiracy, damages, antitrust, 
antitrust violation, predatory, competitors, profits, anti trust law, conspirators', practices, directed verdict, retail price, 
price-cutters, concerted, substantial evidence, retail market, price-fixing, prevailed, district court, wholesale, 
refusals, drops, future profits"
Case 5,"Tobacco, cigarettes, summary judgment, conspiracy, competitors, Sherman Act, sales, retailers, circuit court, 
subsidiary, antitrust, entities, monopoly, purposes, violations, unfair, manufacturer, enterprise, conspired, 
commerce, prices, below-cost, monopolize, commodity, practices, brands, restraint of trade, cause of action, unfair 
practice, trade practice"
Case 6,"Tobacco, prices, subsidiary, predatory, cigarettes, summary judgment, sales, tobacco product, retail, seller, 
Robinson-Patman Act, wholly-owned, conspiracy, costs, monopolization, purchasers, price discrimination, selling, 
restraint of trade, Sherman Act, customer, state court, intra-enterprise, termination, transfers, attempt to 
monopolize, products, jobber, summary judgment motion, distribution system"
Case 7,"banks, conspiracy, financing, loans, district court, antitrust, appellants', conspired, summary judgment, interest rate, 
negotiations, promise, recommended, reasons, financial control, no evidence, anticompetitive, partnership, 
violations, customer, damages, business relationship, restraint of trade, directed verdict, Sherman Act, Obligations, 
contractual, motivation, telephoned, Football"
Case 8,"lease, damages, antitrust violation, anti trust law, antitrust, repairs, municipal court, dealer, lease agreement, 
lawsuit, summary judgment, infringement, violates, courts, leasing automobiles, monetary damages, defending, 
consumer, asserts, causal connection, lease payment, good repair, mobile home, Clayton Act, inasmuch, invalid, 
sham, lease provision, district court, state-court"
Case 9,"scow, monopolize, fish, damages, attempt to monopolize, salmon, relevant market, monopoly, probability, Anti-
Trust, personal property, plaintiffs', charges, season, market power, pleadings, commerce, catch"
Case 10,"conspiracy, plaintiffs', export, prices, rebate, manufacturers, documents, television, no evidence, receivers, 
products, unitary, customers, defendants', sales, subsidiary, monopolization, radio, low price, conspiratorial, alleged 
conspiracy, adduced, references, meetings, consumer electronic, matters, involvement, genuine issue of material 
fact, protocols, domestic"
Case 11,"damages, sales, competitors, antitrust, profits, price discrimination, cases, retail, Robinson-Patman Act, programs, 
substantial evidence, Clayton Act, wrongdoer, dealer, prices, bonus, infer"
Case 12,"interstate commerce, Sherman Act, territory, policies, self-government, district court, dealers, defendants', 
Relations, antitrust, restraint of trade, local affairs, financed, locally inapplicable, local matter, respondents', 
reinsurance, broker"
Case 13,"defendants', Telephone, summary judgment, plaintiffs', damages, radio, antitrust claim, anti trust law, common 
carrier, anticompetitive, rates"
Case 14,"multiemployer, bargaining unit, Sherman Act, bargaining, working conditions, anti trust law, exempt, wages, 
collective bargaining"
Case 15,"regulations, franchising, exemption, theatrical, producers, actresses, antitrust, nonlabor, labor dispute, wages, 
Sherman Act, negotiated, licensed, immune, employment condition, franchise fee, Clayton Act, restrictions, 
commissions, terms, anti trust law, union member, Norris-LaGuardia Act, self-interest, injunctions, combines, 
exaction"
Case 16,"borrower, regulations, federal savings and loan association, state law, Anti-Trust, anti trust law, federal law, courts, 
monopolize, preempted, occupied, practices, mortgage loan, matter jurisdiction, trial court, Sherman Act, provisions"
Case 17,"courts, right to contribution, damages, anti trust law, federal common law, common-law, antitrust, Sherman Act, 
violations, federal court, co-conspirators, conspiracy, wrongdoers, amici, common law, treble-damages, formulate, 
parties, legislative history, Clayton Act, tortfeasors, concrete, cases"
Case 18,"due-on-sale, trust deed, lender, Mortgage, clauses, acceleration, loan association, Savings, conveyance, cases, 
real estate, prepayment, restraint on alienation, land trust, triggered, anti trust law, encumbrance, purchaser, 
borrower, beneficial interest, interest rate, transactions, homeowner, conveyed, premises, purchase price, transfer 
title, subordinate, preemption, ambiguity"
