Case Index,Core Terms
Case 1,"Mall, restrictive covenant, wholesale, covenant, lease, landlord, food, one-half, parties, sales, feet, Supermarkets, 
antitrust, shopping, boundary line, grocery item, restrictions, markets"
Case 2,"Tribune, cable, pole, Sherman Act, summary judgment, conspiracy, conspired, antitrust, upgrade, construction 
crew, anticompetitive, motive, valid business, competitors, arrested, trespass, alleges"
Case 3,"Truck, lease, conspiracy, Foods, trailers, drivers, bid, antitrust, summary judgment motion, alleged conspiracy, do 
business, twenty-two, conspired"
Case 4,"photographer, plaintiffs', schools, conspiracy, Defendants', bid, school official, commercial bribery, buyer's, letters, 
yearbook, competitors, Sherman Act, students and parents, monopolization, advertisement, noncontract, prices, 
alleged conspiracy, summary judgment, relevant market, intermediary, photography, price information, school 
district, Antitrust, restraint of trade, render a service, high school, Robinson-Patman Act"
Case 5,"handbilling, secondary, injunction, labor dispute, picketing, enjoin, unfair labor practice, Norris-LaGuardia Act, 
Carpenters, Relations, labor activity, Clayton Act, customers, federal court, plaintiffs', Landfill, boycott, courts, 
temporary restraining order, federal labor, organizations, defendants', appeals"
Case 6,"directories, listing, infringement, counter-defendants, monopolize, license agreement, street address, publishers, 
Counterclaim, memo, billing, statutory damages, Sherman Act, attorney's fees, antitrust, summary judgment 
motion, telephone, costs, restraint of trade, co-bound, license, predatory conduct, specific intent, willfulness, 
conspired, commerce, damages, injunctive relief, summary judgment, no evidence"
Case 7,"retailers, relevant market, figurines, counterplaintiffs, summary judgment, counterdefendants, distributor, antitrust, 
products, summary judgment motion, brand, single-product, counterclaims, manufacturer, customers, sales, rational 
trier of fact, wholesale distributor, wholesale market, service station, own product, restrictions, MEMORANDUM, 
decorative, loyalties, petroleum, giftware, genuine, parties, refined"
Case 8,"Oil, Fuels, mail, predicate act, plaintiffs', pattern of racketeering activity, racketeering activity, wire fraud, continuity, 
terminal, enterprise, cases, theft, fraudulent, bankruptcy fraud, fraud claim, conspire, privity, petroleum product, 
counts, arson, pick, financial statement, jury's finding, credit limit, pre-trial, accuracy, accrual, damages, figures"
Case 9,"antitrust, conspiracy, prevailed, summary judgment, summary judgment motion, legal malpractice, adjournment, 
plaintiffs', cause of action"
Case 10,"antitrust, truckstops, anti trust law, credit card, prices, purchases, district court, Sherman Act, truckers, diesel fuel, 
surcharge, buyers"
Case 11,"Tenants, Sponsor, leases, apartments, garage, tied product, defendants', Negotiation, cooperative, plaintiffs', tying 
arrangement, tying product, laundry, black book, conversion, interstate commerce, commercial lease, 
unconscionability, insider, No-Buy, seller, commerce, percent, antitrust, purchaser, rent, Buy, management 
services, offering plan, effects"
Case 12,"delegation, supervisory, functions, employees, damages, Counts, Banks, supervision, motion to dismiss, thrift, 
individual defendant, savings, cause of action, shareholders, defendants', regulated, regional"
Case 13,"cross-claim, probable cause, antitrust, conspiracy, conspired, cross-defendants, tenable, contractual relationship, 
individually liable, anti trust law, wrongful act, furtherance of a conspiracy, malicious prosecution, antitrust violation, 
cases, reasonable attorney, intentionally, initiation, interfere, favoring, lawsuit, federal district court, decisional 
authority, superior court, new trial, interfering, teams, personally liable, legally tenable, prior action"
Case 14,"Foods, products, distributors, specialty, shareholders, territory, food product, horizontal, brand, customers, 
damages, restrictions, terminated, stock, retail, antitrust, appears, pasta, injunctive relief, rule of reason, 
defendants', calculated, vertical, markets, sales, manufacturers, competitors, profits, anti trust law, distributed"
Case 15,"settlement, parties, Notice, consumers, preliminary approval, proposed settlement, retail price, final approval, notify"
Case 16,"district court, anti-competitive, geographic, courses, rule of reason, compete, summary judgment, markets, 
competitors, appellants', horizontal, antitrust, multistate, prices, conspiracy, license, Sherman Act, defendants', 
consumer, increased price, law student, plaintiffs', monopolize, effects, output, per se violation, sanctions, Counts, 
summary judgment motion, modified"
Case 17,"welders, patent, damages, automatic, relevant market, fusion, sales, infringement, antitrust, monopolize, bad faith, 
co-inventor, profits, manual, defendants', invalid, clear and convincing evidence, manufacturer, jewelry, machine, 
attorney's fees, anti trust law, lost sales, Sherman Act, patentee's, anti-competitive, commodities, prospective 
profits, total damage, exclusionary"
Case 18,"plaintiffs', homeschool, regulations, attendance, schools, amended complaint, rights, discovery, fundamental rights, 
summary judgment, truancy, private school, public school, notice, summary judgment motion, state actor, alleges, 
educate, depositions, deprivation, non-public, religious, vague, first amended complaint, school district, Pupil, 
cases, ascertain, official capacity, recommendation"
Case 19,"attorney's fees, billed, expert witness fees, compensated, contends, damages, argues, costs, hours spent, per hour, 
recovered, dealer, number of hours, anti trust law, high number, hourly rate, disbursements, conferences, 
researching, injunction, permanent, contempt, prevail, brand"
