Case Index,Core Terms
Case 1,"membership, trial court, practices, rule of reason, tying arrangement, group boycott, anti-competitive, multiple listing 
service, price-fixing, constitutes, antitrust statute, antitrust, residential real estate, per se violation, tied product, 
improved, member of the board, Sherman Act, effects, circumstances, salespersons, listings, brokers, sales, 
licensed real estate broker, illegal restraint, anti trust law, competitors, conspiracy, Realtors"
Case 2,"immunity, regulation, state action, telephone, Sherman Act, antitrust, anti trust law, public service, exemption, state 
policy, anticompetitive, supervision, displace, public service commission, telephone corporation, district court, 
antitrust liability, regulatory scheme, rates, monopoly, tariff, telecommunications, articulated, authorize, decisions, 
powers, anticompetitive conduct, economic regulation, telephone company, court of appeals"
Case 3,"patent, anti trust law, antitrust, invention, yarn, patent-interference, antistatic, consumer, competitors, statute of 
limitations, monopoly, monopoly power, proceedings, damages, antitrust violation, antitrust suit, patentee, 
monopolize, license, confer, tolled, patent application, cause of action, manufacturers, limitations, defending, 
invalid, cases, suits, primary jurisdiction"
Case 4,"injunction, courts, comity, foreign court, interfere, rights, airlines, defendants', lawsuit, petitioning, international law, 
antitrust, enjoin, restraining, executive authority, free speech, authorities, principles, tribunal, prosecute, domestic, 
matters"
Case 5,"Machinery, termination, territory, dealer, distributor, preliminary injunction, franchise, sales, manufacturer, 
machines, conspiracy, merits, restrictions, products, parties, promise, Sherman Act, replacements, damages, 
franchise agreement, heavy equipment, interbrand, argues, rental, rule of reason, market share, irreparable, 
intrabrand, Regional, prevail"
Case 6,"ordinance, landlords, rent, municipal, antitrust, regulation, tenant, anti trust law, withholding, defendants', rent 
control, invalid, exemption, eviction, subdivision, police power, price fixing, cases, private business, anticompetitive, 
plaintiffs', fair return, Sherman Act, per se rule, provisions, courts, burden of proof, effects, prices, conflicts"
Case 7,"lumber, district court, foreign commerce, imports, lack of subject matter jurisdiction, anti trust law, extraterritorial, 
forum non conveniens, antitrust action, allegations, antitrust, parties, Pine, enterprise, motion to dismiss, summary 
judgment, exercise of jurisdiction, third part, plaintiffs', employees, magnitude, commerce, abroad, comity, merits, 
weighs"
Case 8,"district manager, employees, district court, rule of reason, Regional, regional office, conflicting interest, insurance 
company, horizontal, argues"
Case 9,"advertisers, contracts, newspapers, preliminary injunction, irreparable harm, district court, merits, irreparable injury"
Case 10,"garbage, bid, ordinance, contracted, damages, billing, collection, municipality, garbage collection, customers, 
disposal, exemption, initiated, residents, dump, conspiracy, trial court, monopolize, waste disposal, contractor, 
antitrust, state action, one-half, removal, city commission, anti trust law, city employee, city resident, bank loan, 
specifications"
Case 11,"racketeering activity, mail fraud, enterprise, predicate act, racketeering, fraudulent, alleges, conspiracy, contends"
Case 12,"products, roof, contractors, bid, antitrust, coating, restaurant, specifications, prices, restoration, monopolization, 
discount, repair, brand, alleged conspiracy, roofing material, Sherman Act, inflated, damages"
Case 13,"windrower, motor vehicle, Franchising, machinery, tractors, dealer, tying arrangement, manufacturer, antitrust, 
cases, highways, products, per se rule, commerce, district court, economic power, tied product, self-propelled, 
dealership, farm, agricultural, terminate, facie, restraint of trade, antitrust claim, tying product, practices, forcing, 
merits, mining"
Case 14,"management group, stockholders, competitor, stock, treble damages, antitrust, acquire, antitrust violation, venture 
capital, preparedness, factors, percent, damages, district court, potato, anti trust law, depositions, duplicative, 
purchasers, courts, standing to bring, summary judgment, investors, processed, genuine, invest, equity capital, 
organizations, speculative, twenty-five"
Case 15,"antitrust, anticompetitive, staff, decisions, staff privileges, trial court, professions, concepts, hospital staff, anti trust 
law, cases, antitrust liability, rule of reason, reasons, urology, Sherman Act, disruptive, principles, exemption, 
purposes, staffing, ethical, courts, healthcare, norms, learned profession, medical services, medical doctor, group 
boycott, privileges"
Case 16,"immunity, zoning, special exception, supervision, summary judgment, filling station, conspiracy, state policy, holds, 
anticompetitive, articulated, regulation, alleges, zoning ordinance, state-action, antitrust, decisions, local 
government, rights, Sherman Act, authorization, Counts, courts, antitrust liability, state action doctrine, municipal, 
ordinance, summary judgment motion, public official, anti trust law"
Case 17,"Distributors, price-fixing, terminate, damages, publisher, prices, causation, increased price, advertising, antitrust, 
maximum, subscription, circulation, district court, profit-maximizing, injunction, contracts, vertical, profits"
Case 18,"divestiture, injunctive relief, dissolution, merger, Clayton Act, district court, injunction, defendants', summary 
judgment, oral argument, antitrust, cases, legislative history, hearings, gasoline, summary judgment motion, private 
plaintiff, remarks, reply brief, parties, equitable remedy, Sherman Act, remedies, plain language, conditions, floor, 
anti trust law, anticompetitive, principles, dissolve"
Case 19,"customers, marketing, affiliates, transmission, power company, wheel, projects, energy, monopoly, negotiations, 
petitioning, summary judgment, transmission line, antitrust, service area, anticompetitive, contracts, transmission 
facilities, monopoly power, territory, electric, hydro, terms, Flood Control Act, resources, thermal, conspiracy, 
bilateral, argues, sales"
Case 20,"municipality, disposal, exemption, supervision, ordinances, state action, anti-competitive, articulated, collection, 
state policy, anti trust law, antitrust, refuse collection"
Case 21,"horses, stall, space, trainers, rule of reason, restraint of trade, racing, track, concerted refusal, anti-competitive, 
circumstances, horizontal, district court, race track, illegality, on-track, compete, assign"
Case 22,"antitrust, summary judgment, conspiracy, chilling, district court, damages, illegal contract, monopolistic, assigned, 
genuine, rights, four year, conspirators, time-barred, deposition, motive, limitations period, cause of action, trier of 
fact, state court, anticompetitive, four-year, purposes, heating, rates, reasonable inference, anti trust law, material 
fact, file suit, overt act"
Case 23,"bid, specifications, antitrust, unfair, practices, Sherman Act, anticompetitive, prepare, summary judgment, restrain, 
industry custom, anti trust law, rule of reason, effects"
Case 24,"attorney general, exempt, insurance business, district court, boycott, antitrust, investigating, discoverable, 
commerce"
Case 25,"affirmative defense, foreclosure action, mortgages, antitrust violation, transactions, defendants', courts, equitable 
estoppel, motion to strike, antitrust claim, unclean hands, collateral, foreclosed, antitrust, loans, mortgage 
foreclosure action, real estate development, anti trust law, real estate, intelligible, monopolistic, defenses, ventures, 
violates, default, parties, purport, raising, buying"
Case 26,"split, negotiation, films, theatres, exhibitors, bidding, distributor, injunction, picture, motion picture, licensing, 
screens, first-run, markets, appellant's contention, nationwide, antitrust, engaging"
Case 27,"cable, cable television, franchise, regulation, facilities, license, municipal, immunity, government regulation, 
broadcasting, cable television system, antitrust, auction, scarcity, medium, public utility, public forum, channels, 
conduits, streets, space, public property, state policy, newspaper, monopoly, purposes, cable system, state action, 
anticompetitive, articulated"
Case 28,"federal court, state court, preclusive effect, claim preclusion, antitrust claim, court of appeals, preclusion, district 
court, state law, discovery order, exclusive jurisdiction, judgments, courts, cause of action, petitioners', competency, 
principles, plurality opinion, antitrust suit, contempt order, res judicata, Sherman Act, proceedings, membership, 
litigate, lawsuit, judgment of contempt, denial of a motion, criminal contempt, federal statute"
Case 29,"local government, antitrust, retroactive application, injunctive relief, pending case, Clayton Act, disposal, treble 
damages, damages, anti trust law, collection, garbage, parties, substantial rights, inequitable, bid, Tucker Act, 
rights, legislative history, national concern, waste management, district court, solid waste, anticompetitive, 
immunity, monetary, monopoly, vested property right, Sherman Act, violations"
Case 30,"coal, damages, motion to dismiss, Plaintiffs', antitrust, contracts, parties, lease, price-fixing, Deflator, royalty, terms, 
continuing conspiracy, Co-conspirators, speculative, revisions, calendar year, prices, statute of limitations, 
speculative damages, summary judgment, royalty payment, calculating, estimating, quantities, subsidiary, 
discovery, lawsuit, cases"
Case 31,"state claims, license, pendent, state law, plaintiffs', motion to dismiss, pendent jurisdiction, antitrust, conflicting 
interest, state court, federal court, local government, parties, hear, injunction, damages, judicial economy, instant 
case, Parking, state law claim, Clayton Act, circumstances, defendants', inequitable, remote, antitrust claim, federal 
claim, comity"
Case 32,"Press, Dealer, employees, job security, antitrust, newspaper, conspiracy, subscription list, terminate, collective 
bargaining agreement, publisher, plaintiffs', cases, defendants', parties, summary judgment, allegations, 
anticompetitive, summary judgment motion, antitrust violation, negotiated, grievance, labels, cease, contracts, 
operating agreement, material fact, arbitration, deposition, violations"
Case 33,"solid waste, bidding, defendants', exemption, public utility, conspiracy, rights, co-defendants, collection, Antitrust, 
disposal, trial judge, grievance, certif, guilt, indictment, severance, defense counsel, anti-competitive, conferred, 
contracts, entities"
Case 34,"municipality, sewage, state policy, state action, supervision, exemption, anticompetitive, articulated, anticompetitive 
conduct, anti trust law, regulation, private party, displace, effects, home rule, authorization, Sherman Act, cases"
Case 35,"patent, royalty, Sherman Act, formula, sublicense, territory, sublicensees, Radio, license, antitrust, anti trust law, 
patent rights, nonpatented, patentee, tying arrangement, monopolization, misuse, constitutes, terminate, rights, 
attempt to monopolize, plaintiff's claim, patented process, wholly-owned, conspired, tie-in, terms, restraint of trade, 
Plaintiffs', licensee"
Case 36,"immunity, ratemaking, Sherman Act, compulsion, bureaus, regulated, rates, anti trust law, private party, price fixing, 
anticompetitive, articulated, exemption, anticompetitive conduct, regulatory program, common carrier, motor carrier, 
state-action, intrastate, carriers, state action, antitrust, sovereign, policies, state policy, Commissions, 
transportation, supervise, state agency, proposals"
Case 37,"state court, district court, anti-tying, provisions, Bank Holding Company Act, exclusive federal jurisdiction, exclusive 
jurisdiction, anti trust law, federal court, incompatibility, confer, concurrent jurisdiction, legislative history, statutory 
directive, federal interest, unmistakable, resident, argues, state court action, concurrent, correctly, rebut"
Case 38,"liquor, retailers, prices, wholesalers, bottle, antitrust, regulation, supervision, wine, alcoholic beverage, consumer, 
mark-up, Sherman Act, immunity, anti trust law, state action, manufacture, post-off, invalidated, resale price, 
provisions, schedules, market conditions, state regulation, retail price, state policy, licensed premises, 
Recommendations, anticompetitive, reexamination"
Case 39,"cause of action, allegations, monopolize, Sherman Act, amended complaint, subparagraph, conspiracy, pleadings, 
conspired, monopoly, monopoly power, heart valve, Clayton Act, partnership, asserts"
Case 40,"afft, confidences, disqualification, matters, substantial relation, league, stadium, representations, disqualify, leases, 
disqualification motion, parties, movant, cases, confidential information, plans, prior representation, antitrust, 
rebutted, former client, organizational, argues, terms, subscription agreement, irrebuttable, organizers, rebuttable, 
contacted, screen, memo"
