Case Index,Core Terms
Case 1,"Fuels, antitrust, group boycott, price fixing, defendants', bunker, summary judgment, prices, anti trust law, cruise 
ship, competitors, conspiracy, summary judgment motion, allegations, contracts, losses, concerted refusal, 
anticompetitive, fixing, ship"
Case 2,"tying arrangement, customer, anti-tying, hiring, banks, summary judgment, district court, antitrust, market power, 
provisions, coercion, negotiations, deposition testimony, general contractor, antitrust statute, tied product, coerce, 
seller, bank holding company, anti-competitive, banking industry, extend credit, transactions, allegations, contractor, 
commerce, genuine, notice, material fact, plain meaning"
Case 3,"medical staff, conspiracy, midwives, district court, conspired, privileges, recommendation, summary judgment, 
obstetrician, antitrust, staff, intracorporate conspiracy doctrine, plaintiffs', compete, midwifery, entities, competitors, 
Obstetrics, personal stake, anticompetitive, appointments, restrain, alleged conspiracy, Sherman Act, pediatricians, 
Underwriting, employees, maternity, coverage, purposes"
Case 4,"purchasers, joint venture, acquisition, acquiring, memorandum, sales, preliminary injunction, potential purchaser, 
antitrust, contacted, telescope, venture, merger"
Case 5,"summary judgment, programs, conspiracy, television, licensed, antitrust, summary judgment motion, supplier, 
television station, broadcasting, Memorandum, deposition, Network, supplemental brief, motion to dismiss, material 
fact, station, anti trust law, antitrust case, Sherman Act, distributor, genuine"
Case 6,"pilots, defendants', affirmative defense, exemption, anti trust law, labor organization, pilotage, ship, partial summary 
judgment, independent contractor, employees, summary judgment, deals, labor dispute, southeastern, dispatch, 
Courts, argues, vessel"
Case 7,"plaintiffs', Tractor, dealer, dealership, franchise, antitrust, defendants', damages, resignation, conspiracy, 
geographic, lost profits, compensatory damages, credit application, matter of law, Sherman Act, calculation, 
intrabrand, mushroom, termination, incorrect, punitive damages, jury's verdict, gross profit, fraud claim, new trial, 
misrepresentation, monopolization, customers, formula"
Case 8,"immunity, appellants', Ordinance, anticompetitive conduct, state action, anticompetitive, municipalities, motivation, 
constitutional claim, district court, bad faith, condominiums, regulation, ripeness, state action doctrine, summary 
judgment, antitrust claim, antitrust"
Case 9,"pricing, predatory, antitrust, below-cost, retail, sales, unleaded gasoline, cause of action, competitors, summary 
judgment, necessary element, selling, station, dealer, Street, anticompetitive, petroleum, possessed, practices, 
gasoline, damages, profits, injure, amended complaint, adverse effect, provisions, argues, destroy the competition, 
private cause of action, substantially lessen"
Case 10,"discount, insulation, prices, competitors, manufacturers, fiberglass, customers, collusion, alleges, summary 
judgment motion, good faith, argues, seller, summary judgment, purchases, products, asserts, offers, price 
discrimination, beat, defendants', sales, circumstantial evidence, joint action, announcements, demonstrates, 
antitrust, conspire, contends, lists"
Case 11,"damages, reasonable certainty, antitrust, calculate, directed verdict, tort damages, anticipated profits, reasonable 
estimate, correct standard, anti trust law, award damages, speculation, correctly, guesswork, measuring, supplied, 
appeals, parties, cases, tests"
Case 12,"settlement, antitrust, trial court, soft drink, purchasers, consumers, parens patriae, approving, damages, parties, 
costs"
Case 13,"Furniture, factors, punitive damages, antitrust, anticompetitive, district court, manufacturers, Sherman Act, fault, 
psychologists, monopolize, anti trust law, managing agent, damages, directed verdict, reimbursement, vicariously, 
defamation, defamatory, unilateral, monopoly"
Case 14,"patients, nurses, home health care, conspiracy, vendor, joint venture, reciprocal, monopolize, competitor, district 
court, home health, referrals, antitrust, monopoly, anticompetitive, defendants', anti trust law, jury's finding, 
monopoly power, leveraging, consumer, agencies, Sherman Act, recommend, supplier, customer, attempt to 
monopolize, affiliate, competitive advantage, integrated"
Case 15,"programming, station, Duplicate, summary judgment, summary judgment motion, distributor, antitrust, public 
television, suppliers, relevant market, manufacturer, anti trust law, license, secondary, conspiracy, Sherman Act, 
broadcast, designated, terms, monopoly power, world market, distributorship, interbrand, television, affiliate, 
licensee, argues, defendants', monopoly, vertical"
Case 16,"antitrust, customers, insert, anticompetitive conduct, summary judgment, anticompetitive, regulation, staff, state 
action, immune, antitrust claim, prong, anti trust law, Plaintiffs', billing, antitrust liability, option contract, supervised, 
telephone, monopoly, telephone service, deregulated, misleading, rates, terms, telephone company, state policy, 
inside wire, Sherman Act, articulated"
Case 17,"summary judgment, conspiracy, Clayton Act, Sherman Act, vertical, summary judgment motion, tortious 
interference, allegations, horizontal, discovery, preliminary injunction, competitor, no evidence, broker, rule of 
reason, genuine issue, unilateral, customers, purchaser, contends"
Case 18,"antitrust, anti trust law, defendants', summary judgment motion, reconsideration, illegality, gasoline, monopoly 
power, market share, interlocutory, acquisition, prima facie, Clayton Act, dealers, merger"
Case 19,"supervision, rates, insurance department, title insurance, title insurance company, title search, charges, immune, 
attorney-agents, articulated, state action doctrine, state action, setting rates, regulation, anticompetitive, state 
policy, prong, final order, searchers, insurers, defects, filings, state official, rating bureau, bureau, antitrust liability, 
factors, courts, insurance company, public record"
Case 20,"punitive damages, antitrust, trial court, malpractice action, attorney's fees, trial court's decision, damages, antitrust 
action, malpractice, instruct, antitrust violation, new trial, monopoly, facie"
Case 21,"conspiracy, membership, orthopaedic, argues, summary judgment motion, antitrust, anticompetitive, surgeons, 
hospital privileges, surgery, market power, summary judgment, anti trust law, Sherman Act, unreasonable restraint, 
breach of contract, counterclaim, competitors, privileges, patients, orthopedic surgeon, amended complaint, rule of 
reason, group boycott, practicing, one-third, district court, no evidence, non-members, violations"
Case 22,"truck, heavy-duty, Dealer, exb, depo, summary judgment, RECOMMENDATION, summary judgment motion, 
manufacturer's, termination, antitrust, franchise, business relationship, discriminatory, genuine, pricing, notice"
Case 23,"trucks, heavy-duty, summary judgment, RECOMMENDATION, summary judgment motion, Dealer, manufacture, 
genuine, franchise"
Case 24,"infringement, patent, new trial, licenses, fibers, attorney's fees, damages, willful, antitrust, patent misuse, 
Memorandum, grounds, royalty, monopolize, motion for judgment, directed verdict, reasons, sanctions, partial, 
misuse, clear and convincing evidence, prior adjudication, anti trust law, prejudicial, increased damages, jury's 
finding, grantbacks, antitrust violation, circumstances, expiration"
