Case Index,Core Terms
Case 1,"Oil, gasoline, contracts, distributorship, distributor, terminated, retail, dealer's, loans, directed verdict, service 
station, subsidiary, furnish, induced, station, pumped, plant, bulk"
Case 2,"Attic, allegations, commissions, sales, conspiracy, manufacturer's, Sherman Act, cause of action, fans, buyer, 
motion to dismiss, public interest, anti-competitive, damages, tended, violation of antitrust laws, interstate 
commerce, treble damages, competitors, antitrust, extortion, lines, anti trust law, contract claim, alleged facts, 
instant case, contractual, contracted, antitrust violation, restraint of trade"
Case 3,"patent, concrete, prior art, excavation, steel, district court, grant-back, beams, holes, columns, invention, license, 
soil, ordinary skill, trench, steps, constructing, rectilinear, invalid, concrete slab, projects, secant, slab, contractors, 
subject matter, subterranean, overlapping, walls, monopoly, sequence"
Case 4,"telephone, acquisitions, purchasing, manufacturing, operating company, in-house, foreclosure, antitrust, 
telecommunications, telephone company, Electric, foreclosed, sales, vertical integration, Steel, regulation, 
immunity, vertical, anti trust law, switching, affiliated, practices, competitors, subsidiary, equipment manufacturer, 
products, merger, cases, restraint of trade, anti-competitive"
Case 5,"subcontracting, subcontractors, construction industry, master agreement, contractor, exemption, proviso, 
bargaining, employees, labor agreement, anti trust law, Sherman Act, benefits, nonunion, projects, terms, wages, 
general contractor, bargaining unit, antitrust, collective bargaining agreement, congressional policy, prime 
contractor, trust fund, multiemployer"
Case 6,"regulations, hearing aid, dispensing, preempted, preemption, exemption, state regulation, state law, federal 
requirement, Consumer, pre-sale, promulgated, guideline, profession, licensing, testing requirement, conditions, 
delegated, local requirement, practices, purposes, authorization, audiologists, administrative agency, federal 
preemption, medical evaluation, accomplish, Antitrust, administrative regulation, prospective purchaser"
Case 7,"dredging, shareholders, Coast, shares, bucket, tender offer, offeror, hydraulic, merger, bid, misleading, dredging 
company, geographic, commerce, customers, preliminary injunction, factors, harbor, contracts, present evidence, 
reasonable likelihood, acquisition, antitrust, investors, disposal, compete, per share, firms, stock, market share"
Case 8,"interconnection, anti trust law, telephone service, carrier, telephone company, public interest, antitrust, immune, 
telephone, doctrine of primary jurisdiction, facilities"
Case 9,"defendants', Counts, antitrust, cause of action, summary judgment motion, statute of limitations, true nature, 
concealment, diligence, alleges, theft"
Case 10,"tariffs, immunity, anti trust law, regulation, network, carriers, regulatory scheme, retroactive, effective, 
Communications, repugnancy, telephone, interconnection, antitrust, customer-provided, registration, connecting, 
sanctioned, practices, rates, code-a-phones, promulgate, prescribe, policies, entity, repeal, electrical, primary 
jurisdiction, telephone company, telephone system"
Case 11,"dealers, allotment, brokers, fleet, conspiracy, appellants', purchasers, antitrust, orders, sales, refusals, boycott"
