Case Index,Core Terms
Case 1,"grading, state bar, anticompetitive, antitrust, district court, commerce, state-action, articulated, immunity, state 
supreme court, anti trust law, state policy, Examinations, antitrust immunity, interstate commerce, regulation, 
transactions, allegations, compulsion, decisions, exemption, lawyers, practice of law, bar admission, sovereign, 
recusal, cases, qualifications, recommend, exam"
Case 2,"pleadings, commerce, dealers, Sherman Act, products, Clayton Act, allegations, customer, monopolize"
Case 3,"federal question, provisions, antitrust, injunctive relief, anti trust law"
Case 4,"interstate commerce, antitrust, contracts, exhibitor, picture"
Case 5,"attorney general, federal law, Antitrust, anti trust law, parens patriae, state law"
Case 6,"antitrust, investigate, Shipping, anti trust law, subpoena, exemption, cases, documents, act of state doctrine, 
sovereign, antitrust violation, agencies, carriers, petitioners', immunity, foreign government, courts, rates, primary 
jurisdiction, conspiracy, reply, dual, anticompetitive, conferences, challenges, violations, commerce, coverage, 
foreign relations, interventors"
Case 7,"fluid, damages, class action, class member, antitrust, supermarkets, distributed, Cartwright Act, Stamps, fluid 
recovery, cases, lawsuits, individual claim, overcharges, anti trust law, benefited, recovered, trial court, 
compensate, substantive law, compensatory, Consumer, rights"
Case 8,"distributors, products, manufacturer, prices, valves, vertical, price fixing, defendants', conspiracy, territory, antitrust, 
distributorship, warehouses, customers, Sherman Act, cases, discount, interchangeability, horizontal, monopolize, 
directed verdict motion, suggested retail price, predatory, lawsuit, directed verdict, counterclaim, motions, parties, 
patents, percent"
Case 9,"indemnification, antitrust, attorney's fees, violations, parties, argues, anti trust law, indemnity, cases, common law, 
petroleum"
Case 10,"delivery, price discrimination, preferential, steel, allegations, customers, sections, allowances, brokerage, contends, 
indirect, antitrust, cases, high prices, subsidiary, advertising, competitors, practices, courts, summary judgment, 
prices, discriminatory, Robinson-Patman Act, disguised, charges, resale, commercial bribery, plaintiff's claim, 
matter of law, anticompetitive"
Case 11,"anti trust law, natural person, defendants', sections, state antitrust law, full consideration, plaintiff's claim, 
applicability, nonnatural, provisions, contends, criminal provision, state legislature, corporate entity, human being, 
alteration, imprisoned, violations, damaged, declare, wording, terms"
Case 12,"lease, prices, alleges, retail, monopolization, Sherman Act, dealers, interstate commerce, volume, sales, motion to 
dismiss, renew, unfair, attempt to monopolize, competitor, restraint of trade, monopoly power, terminated, antitrust, 
practices, retail shopping, shopping center, adherence, commerce, anti trust law, retail space, acquiescence, out-of-
state, interstate, nonrenewal"
Case 13,"racing, lease, district court, abstention, provisions, regulation, competitors, track, Sherman Act, parties, permits, 
horse racing, articulated, allocated, immune, antitrust, per se violation, supervise, meetings, antitrust claim, 
commerce, gambling, invoke, season, interstate commerce, permit application, state action, light bulb, alternate, 
issuance"
Case 14,"plaintiffs', Sherman Act, antitrust, directed verdict, defendants', conspiring, combining, relevant market, submarket, 
cause of action, competitors, entities, instant case, per se rule, products, patent, directed verdict motion, substantial 
evidence, rule of reason, electronic, prices, manufacturers, customers, marketing, monopoly, cases, sales"
Case 15,"settlement, formerly, final judgment, effective"
Case 16,"Health Act, health services, circuit court, provisions"
Case 17,"disclosure, Improvements Act, law enforcement purpose, state attorney, treble damages, state law, confidential, 
legislative history, attorney general, judicial review, district court, statutory prerequisite, enforcement officer, law 
enforcement, antitrust, authorize, disclose"
Case 18,"trial court, easement, western boundary, damages, parcels, consumer protection, broker, costs, licensing, 
misrepresentation, public interest, public policy, unfair, real estate broker, attorney's fees, boundary line, acreage, 
feet, per se violation, deceptive act, incompetence, acres, award of attorney's fees, real estate agent, real estate, 
Broker's Act, partnership, misconduct, antitrust, accuracy"
Case 19,"powers, sewage, annexed, state antitrust law, court of appeals, anti trust law, municipalities, sewage treatment, 
allegations, exemption, home rule, collection, state-wide, limits, cases"
Case 20,"groceries, wholesale, district court, rent, tying arrangement, concerted refusal, group boycott, purchases, buy, tied 
product, competitors, seller"
Case 21,"antitrust, competitors, exemption, boycott, rule of reason, per se rule, anticompetitive, contractors, group boycott, 
non-union, concerted refusal, restaurants, effects, district court, cases, anti trust law, per se standard, Sherman Act, 
horizontal, customers, fast food restaurant, working conditions, procompetitive, manufacturer, principles, necessary 
effect, combinations, retailer, per se violation, instruct a jury"
Case 22,"defendants', steam, monopolize, geothermal steam, summary judgment, per se violation, Sherman Act, geographic, 
alleged conspiracy, joint venture, conspiracy, horizontal, conspired, pendent, prices, seller, rule of reason, 
allegations, geothermal, vertical, parties, antitrust claim, monopoly power, state claims, no evidence, per se rule, 
antitrust, sublease, suppress, boycott"
Case 23,"distributors, products, horizontal, manufacturer, vertical, group boycott, franchise, boycott, Sherman Act, 
restrictions, bid, per se violation, intrabrand, dealer, rule of reason, interbrand, per se rule, customer, district court, 
supplier, competitor, antitrust, concerted, selling, regional manager, discounters, termination, conspiracy, 
marketing, resale"
