Case Index,Core Terms
Case 1,"parties, owner-operator, federal law, bargaining, collective bargaining agreement, subject matter, Relations, wages"
Case 2,"bananas, statute of limitations, three-year, cause of action, Appeals, damages, jobbers, accrue, anti-trust, three 
year, commence to run, six-year"
Case 3,"advertising, Newspapers, editions, daily newspaper, summary judgment, evening, complaints, morning, space, 
competitors"
Case 4,"Carvel, franchise, products, ice cream, mix, supplier, franchise agreement, Dealer, prices, cases, provisions, 
trademark, manufacture, anti trust law, machines, patented, license, cones, price fixing, contracts, selling, tie-ins, 
lessor, sales, restrictions, cause of action, competitors, merchandise, plaintiffs', designated"
Case 5,"stockholders, scrap, tinplate, amended complaint, shareholders, Metal, proxy, anti trust law, allegations, board of 
directors, derivative suit, ratification, individual defendant, conspiracy, damages, treble damages, violation of 
antitrust laws, circumstances, detinning, stock, minority stockholder, intracorporate, violations, charges, contest, 
courts, ratify, voted, cause of action, instituted"
Case 6,"trade secret, valve, formulas, manufacture, employees, patent, skill, confidential, trial court, competitors, 
confidence, discloses, designs, prior art, predicate, secret, confidential relationship, notice of decision, legal basis, 
technological, missiles, Italics, chemist, unfair"
Case 7,"bid, summary judgment, fuel oil, producers, prices"
Case 8,"statute of limitations, courts, plaintiffs', treble-damage, anti trust law, one-year, conspiracy, antitrust, accrued, 
damages, Oil, limitations, suspended, limitations period, antitrust action, cause of action, effective date, Clayton Act, 
three-year, treble, cases"
Case 9,"Spring-Air, products, trademark, anti trust law, provisions, manufacturer, price fixing, prices, trial court, territory, 
restraint of trade, bedding, advertising, antitrust, terminate, monopoly, license, brand, cases, covenants, licensee, 
compete, manufacture and sale, primary purpose, common law, specifications, Restrictions, distributor, designated, 
contracts"
Case 10,"trade secret, taxpayer, secrets, disclosing, patent, disclosure, know-how, secret process, transferred, rights, 
unauthorized disclosure, capital gains, licensing, manufacturing, parties"
Case 11,"guilty plea, judgments, proviso, consent judgment, decree, nolo contendere plea, allegations, pleas, references, 
indictment, nolo, proceedings, motion to strike, cases, criminal proceeding, civil proceeding, prima facie, antitrust, 
suits, prior criminality, complaints, stricken, pleaded, prima facie evidence, criminal case, defendants', estoppel, 
matters, nolo contendere, Clayton Act"
Case 12,"films, license, package, Station, decree, patent, Pictures, block, television station, block booking, tying 
arrangement, distributors, contracts, Artists, negotiations, television, monopoly, booked, economic power, tying 
product, feature film, Differentials, conditioning, cases, tied product, Sherman Act, modification, products, anti trust 
law, judgments"
Case 13,"transaction of business, venue, Clayton Act"
Case 14,"subsidiary, venue, conspiracy, service of process, do business, transaction of business, parent company, plaintiffs', 
company store, functions, foreign corporation, parent corporation, Clayton Act, circumstances, limitations, 
transacting, purposes"
Case 15,"documents, copies, documentary, subpoenaed, civil action, discovery, grand jury investigation, civil suit, grand jury, 
original document, force and effect, like effect, Producers, papers, cases, files"
Case 16,"infringement, patent, tops, replacement, fabric, patent misuse, unlicensed, repair, reconstruction, counterclaim, 
manufacture, contributory, allegations, convertible, misuse, appendix, licensed, anti trust law, unpatented"
Case 17,"fair trade, manufacturers, antitrust, contracts, concert, resale price"
Case 18,"gasoline, consignment, damages, Cartwright Act, station, conspiracy, sale agreement, real property, cross-
complaint, conspirators, products, prices, retail"
Case 19,"distributors, dealers, territorial, trucks, customers, restrictions, manufacturer, contracts, sales, summary judgment, 
competitors, price-fixing, limitations, compete, territorial limits, anti trust law, Sherman Act, horizontal, purchasing, 
accessories, practices, vertical, markets, selling, fleet, political subdivision, prices, per se violation, discounts, 
franchise"
Case 20,"decree, estoppel, trial court, shoe machinery, monopolization, district court, limitations period, lasting, close of 
evidence, antitrust, machines, prima facie evidence, final decree, time period, prior judgment, principles, commerce, 
toe, preponderance of evidence, final judgment, Clayton Act, evidentiary, limitations, machinery, questions, pretrial, 
leases"
Case 21,"acquisition, merger, preliminary injunction, coal, coal mining, commerce, machinery and equipment, miner, 
monopoly, underground, manufacturers, defendants', exhibits, Clayton Act, statistics, documents, parties, mining, 
effective, stock, consummation, divestiture, machinery, cases, lines, concentration, cross-examine, acquire, final 
hearing, injunction"
Case 22,"sodium chlorate, tons, plant, southeast, southeastern, competitors, Chemical, joint venture, manufacturing, pulp, 
shipments, shipped, buyers, sales, lessening, compete, Sherman Act, sale agreement, customers, selling, paper 
mill, Clayton Act, hypochlorite, calcium, relevant market, producer, build, Mississippi, constructed, freight"
Case 23,"licensees, alcoholic beverage, fair trade contract, retail, open competition, fair trade, prices, brands, contracts, 
distilled spirits, counts, trial court, products, accusation, delivery, notice, sales, general class, instant case, resale 
price, provisions, producer, orders, schedules, parties, substantial evidence, administrative record, hearing officer, 
judicial notice, manufacturer"
Case 24,"damages, losses, reasonable attorney's fees, attorney's fees, anti trust law, spent, antitrust, recovered, 
disbursements, prepare, cases"
Case 25,"merger, banks, acquisitions, Clayton Act, stock, concentration, bank merger, agencies, consolidation, effects, 
regulation, anti trust law, national bank, insured, Sherman Act, commerce, commercial bank, largest, proposed 
merger, anticompetitive, antitrust, deposits, loophole, loans, Currency, factors, merge, banking industry, legislative 
history, four-county"
Case 26,"pictures, film, exhibitors, distributors, licensed, bids, rental, playing, split, theatre, exhibition, negotiate, conspiracy, 
offers, terms, advertising, offer of proof, no evidence, inferred, gross receipts, discriminatory, distributed, first-run, 
instances, comparisons, comparable, earning power, submit a bid, charges, varied"
Case 27,"acquisition, chemical, fibers, merger, rayon, lessened, producer, products, acetate, carbon, sales, preliminary 
injunction, manufacture, speculation, effects, film, anti-competitive, cellophane, competitor, purchases, million 
dollars, Clayton Act, machinery, packaging, caustic soda, conglomerate, acquiring, bisulfide, largest, markets"
Case 28,"licensees, prices, open competition, accusation, contracts, fair trade contract, fair trade, beverages, alcoholic, 
counts, substantial evidence, present case, grounds, notice"
Case 29,"Antitrust, documents, investigated, civil process, proceedings, subpoena, anti trust law, trading stamp, demanded, 
Stamp, Sherman Act, unsatisfactory, violations, cases, fishing expedition, grand jury, limitations, recommended"
Case 30,"acquisition, affirmance, merger, criminal proceeding, anti trust law, accrued cause of action, tolling statute, Clayton 
Act, instituted, effects, tolling"
Case 31,"proviso, judgments, guilty plea, antitrust, exclusionary, nolo contendere plea, cases, treble damages, criminal case, 
proceedings, violator, anti trust law, prima facie"
Case 32,"acquisitions, relevant market, Clayton Act, Anti-Trust, partial summary judgment, allegations, damages, violation of 
section, claim for damages, proximate result, sustained damage, treble damages, non-competing, properties, 
undisputed, forbidden, resources, contends"
Case 33,"selling, warehouse, tobacco, regulation, board of trade, allotted, floor space, competitors, buyers, sales, space, 
assigned, baskets, markets, anti-trust, entrant, farmers, pounds, unreasonable restraint, monopoly, auction"
Case 34,"lease, dealers, cancellation, damages, gasoline, service station, termination, anti trust law, seller, customers, 
petroleum product, real estate, sale agreement, lessor, sales, lessee, treble damages, retail outlet, cases, restraint 
of trade, recoverable, violation of antitrust laws, tying arrangement, distributed, aggressive, conspiracy, premises, 
flowing, Clayton Act, announcement"
Case 35,"aluminum, patent, trialkyls, license, exclusive right, manufacture, monopoly, unpatented, licensees, process patent, 
antitrust, misuse, infringed, non-exclusive, convey, patent law, license agreement, patented process, patentee, 
products, invalid, selling, rights, cases, exclusive license, intent of a party, public policy, counterclaim, articles, 
inventor"
Case 36,"prices, low price, causation, gasoline, consumer, wagon, tank, price discrimination, discriminating, seller, price 
competition, high prices, Robinson-Patman Act, territorial, cases, distributor, posted, bid, affirmative defense, 
primary-line, competitors"
Case 37,"coal, coal company, conspiracy, wage agreement, anti-trust, monopolize, commerce, damages, welfare fund, 
wages, royalties, restraint of trade, cross claim, spot market, national average, stock, bituminous coal, Walsh-
Healey Act, Sherman Act, parties, unfair labor practice, Taft-Hartley Act, conspired, contracts, contends, alleges, 
alleged conspiracy, coal industry, minimum wage, collateral"
Case 38,"antitrust, proposed acquisition, antitrust violation, petroleum company, fertilizer, violation of a provision, anti trust 
law, investigate, purpose of ascertaining, violations, appears, transmittal letter, provision of law, act or omission, 
Clayton Act, constituting, ascertain, enjoined, restrain, merger, terms"
Case 39,"Sherman Act, boycott, treble-damage, regulation, McCarran Act, Clayton Act, intimidation, antitrust, words, 
insurance business, insurance industry, violations, repeal"
Case 40,"granite, bid, fabricated, injunction, rough, wing, damages, specifications, quarried, contractor"
Case 41,"dealers, lease, station, cancellation, gasoline, damages, termination, sales, petroleum product, sponsored, resale 
price, Clayton Act, instructions, monopolize, tying arrangement, earnings, prices, Sherman Act, conditions, 
commerce, service station, profits, instruct a jury, retail price, circumstances, modernization, adherence, contracts, 
sellers, infer"
Case 42,"overcharge, cases, jobber, manufacturer, consumers, damages, passing-on, increased cost, customers, prices, 
gasoline, oil, anti trust law, electricity, rates, treble damages, suits, electrical equipment, recovering, antitrust, 
profits, pecuniary loss, oil company, Sherman Act, interrogatories, defendants', exacted, shipper, plaintiffs', costs"
Case 43,"osteopathic, osteopathy, merger agreement, profession, allegations, allopathic, boycott, licensed, medical school, 
delegates, Surgeons, medical practice, cause of action, medical doctor, first cause, elect, unification, conspiracy, 
diplomas, barter, suffix, individual plaintiff, restraint of trade, ultra vires, designation, eliminating, parties, osteopathic 
physician, physicians and surgeons, medical association"
Case 44,"cause of action, anti-trust, damages, res judicata, prior action, pleaded, products, cases, federal court, parties, 
interstate commerce, district court, state court, adjudicated, allegations, complaints, conspiracy, invasion"
Case 45,"Clayton Act, acquisition, monopoly power, cause of action, damages, antitrust, decree, foil, Sherman Act, 
questions, accrued, florist"
Case 46,"proviso, decrees, antitrust, judgments, guilty plea, nolo contendere plea, criminal proceeding, consent judgment, 
Clayton Act, appeals, district court, prima facie evidence, nolo contendere, criminal case, Sherman Act, pleas, 
treble damages, exclusionary, proceedings, cases, suits, anti trust law, consent decree, parties, violation of antitrust 
laws, controlling question, final judgment"
Case 47,"damages, antitrust, statute of limitations, treble damages, three year, cases, compensatory, courts, anti trust law, 
forfeiture, federal court, state court, antitrust action, superior court, decisions, accrued, cause of action, district 
court, one year, treble-damage, binding, tolled, state law, conspiracy, punitive, Oil"
