Case Index,Core Terms
Case 1,"patent, shop, district court, antitrust"
Case 2,"Hearings, immunity, neurosurgeons, patients, staff privileges, Staff, cases, clinical privileges, monitoring, 
recommendations, due process requirement, summary judgment, admits, antitrust liability, final report, 
reinstatement, neurosurgery, conditions, notice, substandard, revocation, voted, legislative history, healthcare, 
Health Care Quality Improvement Act, conspiracy, effective, reviewers, alleges, qualify"
Case 3,"Antitrust, motion to dismiss, allegations, obstetrical, racketeering activity, conspiracy, monopolize, suspend, peer, 
hospital privileges, constituting, suspensions, harassment, rights"
Case 4,"purchasers, indirect, indirect-purchaser, settlement, antitrust, class action, anti trust law, preclusion, caustic soda, 
chlorine, federal court, res judicata, state law, divergence, factual predicate, defendants', nationwide, contracts, 
Appeals, parties, cases, pendent jurisdiction, antitrust statute, antitrust action, cause of action, public entity, class 
member, anticompetitive, overcharge, pleadings"
Case 5,"plaintiffs', defendants', trademark, antitrust, counterclaim, temporary restraining order, abuse of process, 
monopolization, allegations, motion to dismiss, Sherman Act, racing, cause of action, injunction, copies, notice, 
sham, generic, summary judgment motion, affirmative defense, initiated, marks, challenging, competitor, forfeiture, 
monopoly, invalid, Counts, harass"
Case 6,"trademark, motion to dismiss, counterclaims, logo, sailboat, contacts, personal jurisdiction, deposit, 
RECOMMENDATION, license, trademark infringement, accessories, purported, royalty"
Case 7,"patent, preliminary injunction, district court, cartridges, anti trust law, allegations, antitrust, violations, games, 
injunction, license, serious question, infringement, security system, home video, rights"
Case 8,"distributors, manufacturer, dealers, service center, rule of reason, engines, vertical, summary judgment motion, 
replacement part, horizontal, alleged agreement, anti-competitive, conspiracy, sells, per se rule, appointment, 
prices, dual, first amended complaint, expectancy, antitrust, effects, genuine, limitations period, summary judgment, 
Sherman Act, distributorship, competitors, aircraft, analyzed"
Case 9,"Perfumer's, fragrance, amended complaint, antitrust, tocopherol, preservative, monopolize, formula, products, 
subsidiary, pleadings, predicate, secret, motion to dismiss, cause of action, ingredients, marketed"
Case 10,"plaintiffs', conspiracy, workers' compensation, insurers, predominate, damages, rates, class action, Defendants', 
antitrust, questions, policies, boycott, prices, named plaintiff, purchases, question of law, class member, 
certification, class representative, representative party, class certification, alleged conspiracy, price fixing, defenses, 
factors, member of the class, individual member, insurance company, common question"
Case 11,"ambulance service, ambulance, anticompetitive, court of appeals, anti trust law, home-rule, providers, powers, 
legislative intent, ordinance, restraint of trade, municipalities, allegations, authorize, immune, designated, statewide 
concern, circuit court, assigned, fire department, matter of law, service area, favored, antitrust statute, participated, 
dispatcher, antitrust, contracts, emergency, practices"
Case 12,"summary judgment, conspiracy, rates, banks, borrowers, cases, antitrust, prime rate, Cartwright Act, prices, trade 
association, declarations, cause of action, interest rate, moving party, conspired, negate, loans, alleged conspiracy, 
interpreting, plaintiffs', abandoned, courts, limits, burden of proof, middle-market, evidentiary, floating, summary 
judgment motion, unfair competition"
Case 13,"venue, resides, motion to dismiss, transaction of business, district court, transacts, dinner, principal place of 
business, venue provision, asserts, Pharmaceutical, allegations, guilty plea, purposes, personal jurisdiction, drugs, 
sales, illegal gratuity, drug sale, paying, co-conspirator, trip, proper venue, conspiracy, restaurant, antitrust, chief 
executive officer, anti trust law, vice president, press release"
Case 14,"Donut, shops, supermarkets, sales, chains, cross-examination, franchise, coffee, prices, franchisees, products, 
customers, convenience store, bakeries, fast food, Plaintiffs', breakfast, Burger, advertising, markets, consumer, 
restaurants, compete, competitors, retail, buy, fresh, places, chart, sells"
Case 15,"smartshopper, residents, advertisers, distributed, Sherman Act, monopolization, doorsteps, newspaper"
Case 16,"landowners, urban renewal, district court, blight, urban renewal law, public purpose, Municipal, developer, immunity, 
blocks, redevelopment, antitrust, downtown, condemnation, plaintiffs', financing, revitalization, conspiracy, rights, 
anti trust law, civil rights, state policy, co-conspirator, displace, urban"
Case 17,"district court, termination, financing, healthcare, antitrust, plaintiffs', argues, monopoly power, market power, 
barriers, market share, competitor, monopolize, provider, anti trust law, instructions, contracting, damages, costs, 
expert witness fees, counterclaim, effects, unreasonable restraint, relevant market, subscribers, sufficient evidence, 
attorney's fees, private health, anticompetitive, consumers"
Case 18,"Marks, blue cross, Plans, rights, registration, foreign country, ownership, register, license, abroad, brochure, 
subscribers, service mark, trademark, Counterclaim, parties, words, license agreement, memorandum, distributed, 
assigned, laches, identification card, task force, interim, business relationship, insurance company, own name, 
Lanham Act, contractual"
Case 19,"merger, percent, Clayton Act, market share, firms, stock, acquisition, patients, prices, district judge, Sherman Act, 
defendants', nonprofit, suppliers, output, service area, antitrust, acquire, nonprofit corporation, customers, acute-
care, violates, collude"
