Page,Label,Text
26,*," The Honorable Timothy M. Burgess, District Court Judge for the District of Alaska, sitting by designation."
26,1," General Electric Corporation (""GE"") bought and enforced some flexed IKON contracts and is included as a Defendant for its 
role in the allegedly anti-competitive scheme."
26,2," Because this case is an appeal from a dismissal under Fed. R. Civ. P. 12(b)(6), we accept as true all facts alleged in the 
complaint, and we draw all reasonable inferences in favor of Plaintiffs-Appellants, Newcal. "
27,3," Newcal brings four of its six antitrust claims under HN2[
] Section 1 of the Sherman Act, 15 U.S.C. § 1, which governs restraints of trade and tying, and it brings the remaining two claims under Section 2 of the Sherman Act, 15 U.S.C. § 2, which 
governs monopolization and attempted monopolization. The ""relevant market"" and ""market power"" requirements apply identically 
under the two different sections of the Act, meaning that the requirements apply identically to all six of Newcal's claims. Compare 
Rebel Oil Co., Inc. v. Atlantic Richfield Co., 51 F.3d 1421, 1444 (9th Cir. 1995) (restraint of trade), with Datagate, Inc. v. Hewlett-
Packard Co., 60 F.3d 1421, 1423-24 (9th Cir. 1995) (tying), and with Eastman Kodak Co. v. Image Technical Services, Inc., 504 
U.S. 451, 481, 112 S. Ct. 2072, 119 L. Ed. 2d 265 (1992) (monopolization). For purposes of this opinion, therefore, there is no 
need to distinguish or differentiate among Newcal's various  [**6] claims; its market allegations are either sufficient or insufficient 
for all six claims."
27,4," HN4[
] Antitrust law requires allegation of both a product market and a geographic market. Newcal alleges a geographic market of the United States, and IKON does not challenge that allegation. The only question on appeal is whether Newcal 
alleged a legally viable product market. "
30,5," In Queens City Pizza, the primary product was the franchise agreement, and the secondary product was the pizza ingredients. 
In Forsyth, the primary product was the insurance contract, and the secondary product was the hospital care. In Eastman Kodak, 
the primary product was the durable equipment, and the secondary product was the service. "
33,6," IKON argues that Newcal waived all of its arguments except those directed at the district court's first conclusion by failing to 
argue those points before the district court in its opposition to the motion to dismiss. According to IKON, the only question that 
Newcal preserved for appeal is the question of whether statement (a) constitutes ""puffing."" We disagree.  [**31] There was 
sufficient argument in the opposition brief to preserve all of Newcal's arguments for review. "
41,1, Plaintiffs' Trial Exhibits # 1-29 are de bene esse depositions of fact witnesses and all were admitted as evidence at trial.
41,2," Unless otherwise indicated, all references to the transcript within the Findings of Fact section refer to the transcript of August 
13, 2007. "
51,3, Therese Coddington is also known as Teresa Coddington. 
67,4," The name ""Elvee"" is misspelled throughout the de bene esse deposition transcript as ""Eldee,"" perhaps because her son's 
middle name was Eldee. See, e.g., Pls.' Trial Ex. 20, Joyce Butler Dep. 6:8, July 11, 2007. The correct first name of James's 
mother is ""Elvee."" "
90,1, Excerpts from the WMC Bylaws and Medical Staff Bylaws are set forth in Appendix  [*25] A. 
128,1," For a detailed account of this case's extensive procedural history see the following opinions: 351 U.S. App. D.C. 223, 289 F.3d 
98 (D.C. Cir. 2002); March 30, 2005 Mem. Op. (""S.J. Mem. Op."") [Docket No. 785]; 295 F. Supp. 2d 30 (D.D.C. 2003);  [**2] 202 
F.R.D. 12 (D.D.C. 2001)."
128,2," The claims were brought under the antitrust laws of Massachusetts, Minnesota, and Illinois."
128,3," Lorazepam and Clorazepate are generic prescription anti-anxiety drugs (the generic equivalents of Ativan(R) and Tranxene(R), 
respectively). "
130,4," In Lorix, the plaintiff asserted respondents conspired to fix the price of rubber processing chemicals that are sold for and used 
in the manufacture of automobile tires. Lorix, 720 N.W.2d at 16. The plaintiff did not allege that she purchased any over-priced 
chemicals but that she purchased tires manufactured using the over-priced chemicals and the manufacturer passed the 
additional cost on to her. Id. The Appeals Court affirmed, finding the reach of section 325D.57 not so broad as to capture 
 [**9] plaintiff's claims because Lorix -- a mere purchaser of automobile tires -- was not a participant in the market constrained. 
Minn. Stat. § 325D.57 (2004), Lorix, 720 N.W.2d at 19. "
131,5," Plaintiffs also argue the award does not rise to a level that ""shocks the conscience"" and remittitur is therefore inappropriate. 
Opp'n 4-6. HN5[
] While it is true that an award may be reduced if it is excessive or shocks the conscience, that is not the only 
circumstance where remittitur may be appropriate, and it is not what Defendants argue here. Rather, Defendants argue that 
certain identifiable sums were impermissibly included and therefore should be excluded as a matter of law. "
133,6," In addition, Defendants argue the ratification process was inadequate because it did not meet the notice requirements in the 
class action context. Opp'n 8-9. Defendants' argument is misplaced. In this context, the ratification process is governed by Fed. 
R. Civ. P. 17(a) and not Fed. R. Civ. P. 23. As the Court held when it considered Defendants' challenge in 2005, ""the application 
of the Remedial provision of Rule 17(a) is appropriate here if the requirements of the rule are otherwise met."" April 25, 2005, 
Mem. Op. at 3. "
134,7," The statute reads in relevant part: HN8[
] ""[i]f the court finds for the petitioner, recovery shall be in the amount of actual 
damages or twenty-five dollars, whichever is greater; or up to three but not less than two times such amount if the court finds 
that the use or employment of the act or practice was a willful or knowing violation of said section two  [**24] or that the refusal 
to grant relief upon demand was made in bad faith with knowledge or reason to know that the act or practice complained of 
violated said section two."" Mass. Gen. Laws ch. 93A, § 9(3). "
135,8," Moreover, BCBS-MA argues that, because Defendants failed to respond to the demand letter, ""under Massachusetts law, they 
are responsible for treble, not double damages."" Id. at 17. BCBS-MA's characterization of the statute implies that a finding of bad 
faith shifts the damages award from double to treble damages. It does not. HN10[
] A finding of bad faith has the same effect 
as a willfulness finding. Specifically, such a finding shifts the damages award from compensatory to either double or treble 
damages.  [**26] Upon such a finding, whether to award double or treble damages is in the Court's discretion. "
137,9," Relying on Wang Labs., Inc. v. Bus. Incentives, Inc., 398 Mass. 854, 501 N.E.2d 1163, 1166-67 (Mass. 1986),  [**34] BCBS-
MA contends that the jury's willfulness finding compels the Court to award multiple damages. Pl's Mot. for Treble Damages 15. 
In Wang, the court found Defendant's actions were willful, and it then failed to impose double or treble damages. Id. The 
Supreme Judicial Court concluded that because the trial court made the requisite willfulness finding, multiple damages were 
demanded by operation of law. Id. It was not the case, as here, that the jury found Defendant's actions willful, but the court then 
failed to award multiple damages. In sum, HN13[
] while it is true that to avoid the imposition of multiple damages the Court 
would have to find the jury's willfulness finding without evidentiary basis--a high bar Defendants cannot meet--the Court is not 
compelled to award multiple damages based solely on the jury's finding. "
140,10," The statute reads: HN21[
] ""[T]he person injured shall recover the actual damages caused by the violation, together with 
costs and reasonable attorney's fees, and if it is shown that such violation was willful, the court may, in its discretion, increase 
the amount recovered as damages up to a total of 3 times the amount of actual damages."" 740 Ill. Comp. Stat. 10/7(2). "
149,1," We use the term ""Commission"" to refer to the Commissioners at the Federal Trade Commission that decided this case at the 
final administrative level. Its opinion at issue on this appeal is Chicago Bridge & Iron Co., et al., 138 F.T.C. 1024, 2005 WL 
120878 (FTC), Docket No. 9300 (Jan. 6, 2005) (""Op.""). We use the term the ""Government"" to refer to complainant counsel 
executing the Federal Trade Commission's separate investigatory and enforcement functions. In other words, the ""Government"" 
brings a complaint before the ""Commission"" for adjudication. See 16 C.F.R. §§ 3.2, 3.11; see also Genuine Parts Co. v. FTC, 
445 F.2d 1382, 1388 (5th Cir. 1971)."
149,2," On August 29, 2000, CB&I and PDM entered into a letter of intent for CB&I to acquire the assets from PDM. On September 12, 
2000, CB&I notified the U.S. Department of Justice of the proposed acquisition per 15 U.S.C. § 18a, which requires notification 
for certain large acquisitions of securities and assets. Under 15 U.S.C. § 18a(b), the parties were required to wait thirty days 
before concluding the transaction. More than thirty days later, but before executing the acquisition, the Commission notified 
CB&I that it had begun its investigation. See 15 U.S.C. § 46; 16 C.F.R. § 2.1. CB&I initially agreed to delay executing the merger 
to accommodate the Government's investigation. Approximately four months after the expiration of the 30-day statutory waiting 
period, on February 7, 2001, CB&I  [**5] concluded the deal and acquired PDM's pertinent assets for approximately $ 84 million. "
150,3," The discussion here refers primarily to the LNG tanks, because both appellants and appellee focus on the LNG market and 
extrapolate the general conclusions about the LNG market to all markets. "
151,4," On February 1, 2005, CB&I filed with the Commission a petition to reconsider in light of further evidence of actual new entry of 
foreign competitors into the relevant markets. On March 11, 2005, CB&I filed a petition for review of the December 21st Order 
and Opinion with this court. See 15 U.S.C. § 45(c). On May 10, 2005, the Commission denied the petition regarding actual new 
entry because CB&I had failed to show that any new entry could counteract competition lost from CB&I's acquisition of PDM. 
See Chicago Bridge & Iron Co., et. al., 2005 WL 2329811, Docket No. 9300 (2005) (""R.O.""). On December 15, 2005, CB&I filed 
a motion to adduce additional evidence, substantially similar to new evidence submitted in the petition to reconsider below, with 
this court. We denied this motion on April 13, 2005."
151,5," The appeal at issue primarily concerns section 7 of the Clayton Act as section 5 of the FTC Act is, as the Commission 
determined and the parties do not contest, a derivative violation  [**12] that does not require independent analysis. See Op., at 5 
n.23. "
153,6," CB&I misinterprets the last sentence to argue that the Eleventh Circuit's flexible reading of the burden-shifting framework 
applies only when time is of the essence. Without any basis in the text, CB&I narrows the Eleventh Circuit's opinion. Reading the 
passage as a whole, the Eleventh Circuit considers the Baker Hughes framework as generally flexible in practice for all 
situations, but only emphasizes the need for flexibility when time is of the essence. See Univ. Health, 938 F.2d at 1219 n.25 
(""This is particularly true when the government seeks a temporary restraining order or, as here, a preliminary injunction and, 
thus, time is of the essence."") (emphasis added). "
154,7," The mere fact that the Commission used the word ""persuasive"" does not prevent this court from independently examining the 
context of its conclusions and affirming the judgment if it was indeed correct under the proper legal standards. Cf. Rebel Oil Co., 
Inc. v. Atlantic Richfield Co., 51 F.3d 1421, 1435-36 (9th Cir. 1995) (engaging  [**22] an independent review of the evidence 
despite respondent's claim that the trial court's ""persuasive"" language possibly implied an improper weighing of the evidence). In 
any event, CB&I misconstrues the Commission's use of the word ""persuasive,"" and its use does not suggest any improper 
burden-shifting. The Commission did not use ""persuasive"" to compare CB&I's evidence to the prima facie evidence. Instead, in 
the instances cited by CB&I, (1) the Commission describes CB&I's arguments that certain conclusions should be inferred from its 
evidence as ""unpersuasive"" and does not address the evidence itself, see, e.g., Op. at 61, Op. at 71, Op. at 91, R.O. at 9; and 
(2) the Commission describes a customer's statement as internally ""unpersuasive,"" because it contradicts the customer's other 
proffered evidence; again, this does not describe any comparison between CB&I's evidence and the prima facie case. See Op. 
at 65. "
155,8," HN9[
] Entry barriers are ""additional long-run costs that were not incurred by incumbent firms but must be incurred by new 
entrants,"" or ""factors in the market that deter entry while permitting incumbent firms to earn monopoly returns."" Los Angeles 
Land Co. v. Brunswick Corp., 6 F.3d 1422, 1427-28 (9th Cir.1993) (internal quotations omitted); see also Colorado Interstate 
Gas Co. v. Natural Gas Pipeline Co. Of Am., 885 F.2d 683, 696 n.21 (10th Cir. 1989) (""Barriers  [**28] to entry are market 
characteristics which make it difficult or time-consuming for new firms to enter a market.""). "
