Page,Label,Text
25,1," Though not expressly alleged, the Court infers that the named Plaintiffs are residents of Kentucky and Iowa respectively. "
26,2," Although not expressly alleged, it does not appear that the OEMs pay for the applications. In other words, the Google Apps are 
free to pre-load, subject to the conditions in the MADAs. "
28,3," As addressed below, the Court finds that the Cartwright Act claim must be dismissed without leave to amend. "
29,4," Though granted leave to amend, the Lorenzo plaintiff did not renew his federal antitrust (Clayton Act) claim in the subsequent 
pleading. See Lorenzo v. Qualcomm Inc., No. 08cv2124 WQH(LSP), 2009 U.S. Dist. LEXIS 69843, 2009 WL 2448375, at *2 
(S.D. Cal. Aug. 10, 2009)."
29,5," Similarly, because directness is a factor to consider under AGC for purposes of standing for damages, Plaintiffs must also 
sufficiently allege directness of injury to the extent they intend to pursue a Clayton Act § 4 remedy. See AGC, 459 U.S. at 543-
44; Am. Ad Mgmt., 190 F.3d at 1055."
29,6," To the extent Plaintiffs are the means by which Defendant improves its search engine algorithm and search product, Plaintiffs' 
relationship to Google search as the unwitting consumer is not an ""injury"" within the meaning of the antitrust laws. "
30,7," For purposes of this motion, Defendant has elected not to challenge Plaintiffs' allegations of the relevant market and of its 
market power in those relevant markets. Def.'s Mot. 17 n.11. As such, the parties' briefing (and this Court's order) focuses on the 
sufficiency of the allegations with respect to [**24]  Defendant's exclusionary conduct, and not with respect to any other 
elements of Plaintiffs' § 2 claims for monopolization and attempted monopolization. The Court notes only that the analysis of 
attempted monopolization is ""wholly independent"" from the analysis of monopoly maintenance. Microsoft, 253 F.3d at 81. To the 
extent Defendant does not challenge Plaintiffs' allegations of its market power, see FAC ¶¶ 19-27 (alleging more than 80% share "
31,," of the relevant markets), the claim of ""attempted monopolization"" would appear superfluous—if not paradoxical—in the face of 
those allegations."
31,8," It is not clear that there are any pleading differences between exclusive dealing under § 1 and § 2 with respect to the degree of 
market foreclosure, and the parties' briefing does not suggest that they believe there is a difference. For purposes of this motion, 
the Court assumes that at the pleading stage, the degree of market foreclosure required to make out an exclusive dealing claim 
does not differ under § 1 and § 2. Compare Microsoft, 253 F.3d 34, 70, 346 U.S. App. D.C. 330 (D.C. Cir. 2001) (""[A] 
monopolist's use of exclusive contracts, in certain circumstances, may give rise to a § 2 violation even though the contracts 
foreclose less than the roughly 40% or 50% share usually required in order to establish [**25]  a § 1 violation."") to Eastman 
Kodak Co. v. Image Tech. Servs., Inc., 504 U.S. 451, 481, 112 S. Ct. 2072, 119 L. Ed. 2d 265 (1992) (describing the § 2 
standard as ""the more stringent monopoly standard""); see generally Areeda & Hovenkamp, Fundamentals of Antitrust Law § 
18.01 (4th ed. 2014) (""As a legal matter, § 2 requires that the defendant have either monopoly power or a dangerous probability 
of achieving it, but when such power is established may find illegality on lower percentages than the § 1 law of exclusive dealing 
requires. By contrast, § 1 is sometimes applied to nondominant defendants and where a 'dangerous probability' of monopoly is 
not in prospect, but in such cases assesses somewhat higher foreclosure requirements.""). "
32,9," At a higher level of abstraction, this means that those competitors who cannot access users are unable to improve their search 
algorithms, thereby impairing their ability to compete with Defendant on the merits of their respective search products. See FAC 
¶¶ 59-60. This is akin to the theory of Sherman Act § 2 monopoly maintenance described in Microsoft, 253 F.3d at 60-62, 
wherein Microsoft's exclusive licensing terms prevented OEMs from promoting rival Internet browsers, thereby reducing rival 
browser usage and developer interest in those browsers, with the effect of maintaining developer focus on developing for 
Microsoft's Windows operating system, which contributed to maintaining Microsoft's monopoly over the market for operating 
systems. Whether this theory is viable under § 1 is unclear."
32,10," Plaintiffs attempt to further atomize the relevant market into not just handheld search, but handheld search on non-Apple 
devices. That is not the relevant market that Plaintiffs have alleged for § 1 purposes, although the Court acknowledges that 
Defendant's conduct with respect to Apple devices may be relevant to a § 2 analysis."
32,11," Should Plaintiffs successfully amend to allege cognizable antitrust injury, they would also need to demonstrate other factors in 
support of standing to pursue monetary relief (to the extent they do intend to seek damages under § 4 of the Clayton Act). The 
Court assumes that Plaintiffs are familiar with the AGC factors for § 4 standing, as further elaborated in American Ad 
Management. See AGC, 459 U.S. at 536-46; Am. Ad Mgmt., 190 F.3d at 1055; see also Cargill, 479 U.S. at 110 n.5 (""A showing 
of antitrust injury is necessary, but not always sufficient, to establish standing under § 4, because a party may have suffered 
antitrust injury but may not be a proper plaintiff under § 4 for other reasons.""). Plaintiffs are also encouraged to clearly indicate in 
their amended pleading whether they are in fact seeking § 4 relief. "
42,1," Under the standard of review applicable to demurrers, which we discuss post, our recitation of the facts is based on the 
allegations of the complaint, which we accept as true. "
43,2," By federal statute, which we detail in part 2 of our Discussion, cable service is divided into three parts: (1) a basic service tier of 
local commercial stations and public access channels that may be supplemented with additional cable channels; (2) cable 
programming services offered in tiers or groups, for which a separate rate is charged; and (3) video programming offered on a 
per-channel or per-program basis. (Time Warner Entertainment Co., L.P. v. F.C.C. (D.C. Cir. 1995) 312 U.S. App.D.C. 187 & 
fns. 4–6 [56 F.3d 151, 180 & fns. 4–6],  (dis. opn. of Randolph, J.) (Time Warner); 47 U.S.C. §§ 522(3), (17), 543(a)(2), 
(b)(7)(A)–(B), (c)(1), (c)(2)(D), (l)(2).) Time Warner's cable lineup, which the trial court judicially noticed, lists the three disputed 
sports channels as part of its basic lineup. We assume that the reference in the complaint to an “enhanced basic tier” means that 
Time Warner added those and other channels to its basic service tier, as allowed by the federal cable act."
43,3," We will refer to the four individual plaintiffs collectively as appellants. We will sometimes refer to Time Warner, the Dodgers and 
Lakers collectively as respondents."
43,4, The parties raised other issues in their demurrers that are not relevant on appeal. 
44,5," Perhaps in recognition of this rule, appellants do not contend that we may not consider the express regulatory preemption issue 
that was first raised by the trial court. "
45,6, All further section references are to title 47 of the United States Code.
