Page,Label,Text
27,1," The defendants also move to dismiss the plaintiffs' RICO claims on the ground that they are barred by the applicable statute of 
limitations. The Court rejects this argument, and concludes that the plaintiffs filed this action within the four-year statute of 
limitations applicable to RICO claims. See Agency Holding Corp. v. Malley-Duff & Associates, 483 U.S. 143, 156, 97 L. Ed. 2d 
121, 107 S. Ct. 2759 (1987)(four-year statute of limitations applies to RICO claims). The plaintiffs did not discover (nor did they 
have reason to discover) the alleged insurance overcharges until 1994; they filed their complaint in 1996. See McCool v. Strata 
Oil Co., 972 F.2d 1452, 1464-65 (7th Cir. 1992). "
34,2," The parties apparently agree that Wisconsin law governs the plaintiffs' common law claims. Accordingly, for purposes of this 
motion, the Court shall apply Wisconsin law. See Bush v. National School Studios, Inc., 139 Wis. 2d 635, 407 N.W.2d 883, 886 
(Wis. 1987). "
50,1," 15 U.S.C. §§ 1 & 2, respectively."
50,2," Hart Afft, Exh 9; Tops also operates ten discount drugstores and has seven independent supermarket franchises and eleven 
franchised convenience stores (id.)."
50,3," Stenger Afft, Exh 21 (Response 1)."
50,4," Stenger Afft, Exhs 5 (p. 1) & 21 (Response 2)."
50,5," Stenger Afft, Exhs 21 (Response 3)."
50,6," A ""supermarket"" is in turn defined by the parties as a ""retail store of at least 7,500 square feet of retail or 'selling' floor space 
which sells predominantly perishable and non-perishable food items from both self-service merchandise display aisles and 
specialty departments, including at least meat, produce, bakery, and frozen food departments, and which also sells general 
household merchandise."" Hart Afft, Exh 22 (Response nos. 3 & 9). "
51,7," Hart Afft, Exhs 13 (p.19) & 15 (p.14)."
51,8," Stenger Afft, Exh 10."
51,9," Hart Afft, Exhs 1-3."
51,10," Stenger Afft, Exh 20."
51,11," Stenger Afft, Exh 1 (pp. 1, 10, 12-13)."
51,12," Complaint, Exh A (copy of Tops-Paige agreement)."
51,13," Hart Afft, Exh 14 (pp. 16-18)."
51,14," Hart Afft, Exh 4."
51,15," Hart Afft, Exh 7."
51,16," Hart Afft, Exh 6."
51,17," Stenger Afft, Exhs 4 & 6 (pp. 29-31)."
51,18," Stenger Afft, Exhs 4 & 6 (pp. 29-31)."
51,19," Stenger Afft, Exh 6; Kennedy Afft, Exh A. "
52,20," FRCvP 56(c); see also Celotex v. Catrett, 477 U.S. 317, 322, 91 L. Ed. 2d 265, 106 S. Ct. 2548 (1986)."
52,21," Anderson v. Liberty Lobby, Inc., 477 U.S. 242, 248, 254, 91 L. Ed. 2d 202, 106 S. Ct. 2505 (1986)."
52,22," Ramseur v. Chase Manhattan Bank, 865 F.2d 460, 465 (2nd Cir. 1989)."
52,23," 996 F.2d 537, 542 (2nd Cir.), cert. denied, 510 U.S. 947 (1993)."
52,24," Complaint, P29."
52,25," Capital Imaging, 996 F.2d at 542."
52,26," Capital Imaging, at 543. The plaintiff agrees that this is the appropriate approach (Memorandum of Plaintiff Tops Markets, Inc. 
in Opposition to the Motion of Defendants Quality Markets, Inc., the Penn Traffic Company and Sunrise Properties, Inc. for 
Summary Judgment, at fn. 7)."
52,27," Capital Imaging, at 543 (emphasis in original)."
52,28," Brunswick Corp. v. Pueblo Bowl-O-Mat, Inc., 429 U.S. 477, 488, 50 L. Ed. 2d 701, 97 S. Ct. 690 (1977)."
52,29," Capital Imaging, at 543."
52,30," Harold Friedman Inc. v. Thorofare Markets, 587 F.2d 127, 143 (3rd Cir. 1978). "
53,31," Orson, Inc. v. Miramax Film Corp., 79 F.3d 1358, 1367 (3rd Cir. 1996)."
53,32," Delaware Hudson Ry. v. Consolidated Rail Corp., 902 F.2d 174, 179 (2nd Cir. 1990), cert. denied, 500 U.S. 928, 114 L. Ed. 
2d 125, 111 S. Ct. 2041 (1991)."
53,33," Complaint, P33."
53,34," 384 U.S. 563, 570-571 (1966)."
53,35," Grinnell Corp., at 571."
53,36," United States v. Du Pont & Co., 351 U.S. 377, 391, 100 L. Ed. 1264, 76 S. Ct. 994 (1956)."
53,37," Eastman Kodak Co. v. Image Technical Services, Inc., 504 U.S. 451, 481, 119 L. Ed. 2d 265, 112 S. Ct. 2072 (1992). "
54,38," Spectrum Sports, Inc. v. McQuillan, 506 U.S. 447, 456, 122 L. Ed. 2d 247, 113 S. Ct. 884(1993)."
54,39," See Complaint, P33."
54,40," Northeastern Tel. Co. v. Am. Tel. & Tel. Co., 651 F.2d 76, 85 (2nd Cir. 1981), cert denied, 455 U.S. 943, 71 L. Ed. 2d 654, 
102 S. Ct. 1438 (1982)."
54,41," Hart Afft, Exh 21 (Response 2)."
54,42," Eastway Const. Corp. v. City of New York, 762 F.2d 243, 251 (2nd Cir. 1985), cert. denied, 484 U.S. 918, 98 L. Ed. 2d 226, 
108 S. Ct. 269 (1987) (Plaintiff failed to establish antitrust injury when it failed to show anticompetitive effects on consumers 
resulting from its exclusion from the pertinent market.)."
54,43," Carnegie-Mellon Univ. v. Cohill, 484 U.S. 343, 350 & fn 7, 98 L. Ed. 2d 720, 108 S. Ct. 614 (1988). "
60,1," NET is not named as a defendant in this lawsuit, nor is it otherwise involved in these proceedings."
60,2," Although AT&T Technologies is alleged by Discon to be a co-conspirator with NYNEX, MECo, and NYTel, it is not named as a 
defendant in this lawsuit. "
61,3," The NYNEX Defendants devote a single footnote in their brief to the argument that Discon failed to allege a ""conspiracy"" in 
restraint of trade. See Monsanto Co. v. Spray-Rite Co., 465 U.S. 752, 765-67, 79 L. Ed. 2d 775, 104 S. Ct. 1464 (1984) 
(requirement of ""concerted action""). Although Discon's complaint is not a model of clarity, it alleges that NYNEX, MECo, and 
AT&T Technologies conspired to defraud the rate-paying public and that this agreement apparently contemplated some form of 
discrimination against Discon. More specifically, the complaint alleges the existence of various meetings between NYNEX 
procurement personnel, MECo officers, and agents of AT&T Technologies. These allegations are sufficient to defeat a motion to 
dismiss. "
62,4," Discon's complaint reveals at least one other telephone company, AT&T Communications, that purchases removal services in 
the New York State area."
62,5," Discon also argues that the agreement between MECo and AT&T Technologies could be characterized as a vertical agreement 
to fix prices. See Sharp, 485 U.S. at 724-26; Dr. Miles Medical Co. v. John D. Park & Sons Co., 220 U.S. 373, 55 L. Ed. 502, 31 
S. Ct. 376 (1911). We believe, however, that Discon has not stated a cause of action under a theory of vertical price-fixing. 
Discon admits that its allegations merely raise the ""inference"" that AT&T Technologies and MECo ""intended"" to influence the "
63,," prices that MECo charged to NYTel. Yet this inference arises whenever a supplier sells its products to a purchasing agent. The 
price agreed upon between the supplier and the purchasing agent will by definition exert some influence upon the final price that 
the purchasing agent passes on to its client. Discon does not allege that MECo was in any way restricted in its freedom to set 
whatever prices it charged to NYTel. Therefore, the arrangement between MECo and AT&T Technologies cannot be 
characterized as one to ""fix"" prices. See Sharp, 485 U.S. at 731 (vertical price-fixing conspiracy must contain ""some agreement 
on price or price levels""). "
64,6," We do not decide at this point whether the District Court on remand should apply a per se rule; however, we note that the 
traditional rationale for applying the rule of reason to two-firm group boycotts -- the promotion of interbrand competition over 
intrabrand competition -- does not exist in this case. Cf.  Sharp, 485 U.S. at 724-25; Oreck, 579 F.2d at 131."
64,7," The only conspiring firm that competes in the market for removal services is AT&T Technologies; however, it is not named as a 
defendant in this lawsuit. "
65,8," Unlike subsections 1962(a) and (b), under subsection 1962(c), a plaintiff need not allege a distinct ""racketeering injury"" in order 
to state cause of action. See Sedima, S.P.R.L. v. Imrex Co., 473 U.S. 479, 494-95, 87 L. Ed. 2d 346, 105 S. Ct. 3275 (1985). "
71,1," NET is not named as a defendant in this lawsuit, nor is it otherwise involved in these proceedings."
71,2," Although AT&T Technologies is alleged by Discon to be a co-conspirator with NYNEX, MECo, and NYTel, it is not named as a 
defendant in this lawsuit. "
72,3," The NYNEX Defendants devote a single footnote in their brief to the argument that Discon failed to allege a ""conspiracy"" in 
restraint of trade. See Monsanto Co. v. Spray-Rite Service Corp., 465 U.S. 752, 764-67, 79 L. Ed. 2d 775, 104 S. Ct. 1464 
(1984) (requirement of ""concerted action""). Although Discon's complaint is not a model of clarity, it alleges that NYNEX, MECo, 
and AT&T Technologies conspired to defraud the rate-paying public and that this agreement apparently contemplated some 
form of discrimination against Discon. More specifically, the complaint alleges the existence of various meetings between 
NYNEX procurement personnel, MECo officers, and agents of AT&T Technologies. These allegations are sufficient to defeat a 
motion to dismiss. "
73,4," Discon's complaint reveals at least one other telephone company, AT&T Communications, that purchases removal services in 
the New York State area."
73,5," Discon also argues that the agreement between MECo and AT&T Technologies could be characterized as a vertical agreement 
to fix prices. See Sharp, 485 U.S. at 724-26; Dr. Miles Medical Co. v. John D. Park & Sons Co., 220 U.S. 373, 55 L. Ed. 502, 31 
S. Ct. 376 (1911). We believe, however, that Discon has not stated a cause of action under a theory of vertical price-fixing. 
Discon admits that its allegations merely raise the ""inference"" that AT&T Technologies and MECo ""intended"" to influence the 
prices that MECo charged to NYTel. Yet this inference arises whenever a supplier sells its products to a purchasing agent. The 
price agreed upon between the supplier and the purchasing agent will by definition exert some influence upon the final price that 
the purchasing agent passes on to its client. Discon does not allege that MECo was in any way restricted in its freedom to set 
whatever prices it charged to NYTel. Therefore, the arrangement between MECo and AT&T Technologies cannot be 
characterized as one to ""fix"" prices. See Sharp, 485 U.S. at 731 (vertical price-fixing conspiracy must contain ""some agreement 
on price or price levels""). "
74,6," We do not decide at this point whether the District Court on remand should apply a per se rule; however, we note that the 
traditional rationale for applying the rule of reason to two-firm group boycotts -- the promotion of interbrand competition over 
intrabrand competition -- does not exist in this case. Cf.  Sharp, 485 U.S. at 724-25; Oreck, 579 F.2d at 131."
74,7," The only conspiring firm that competes in the market for removal services is AT&T Technologies; however, it is not named as a 
defendant in this lawsuit. "
76,8," Unlike subsections 1962(a) and (b), under subsection 1962(c), a plaintiff need not allege a distinct ""racketeering injury"" in order 
to state cause of action. See Sedima, S.P.R.L. v. Imrex Co., 473 U.S. 479, 494-95, 87 L. Ed. 2d 346, 105 S. Ct. 3275 (1985). "
87,1," Although the Court in Atlantic Richfield referred to the situation in Albrecht as an ""unadulterated vertical, maximum-price-fixing 
arrangement,"" Atlantic Richfield, 495 U.S. at 336 n.6, the harm identified in Albrecht was largely horizontal and stemmed from 
the fact that multiple dealers were subject to the restraint. At issue was ""the manner in which [the arrangement] might restrain 
competition by dealers."" Id. at 335."
87,2," We note that Khan's complaint does contain the following allegation: At all times relevant to this action Defendant has been engaged in the business of leasing service stations/convenience 
stores such as that operated by Plaintiffs, as well as in the sale of petroleum and other products to such service stations for 
resale to the public under the ""Union 76"" trademark. Plaintiffs are informed and believe that Defendant is involved in the 
lease and/or operation of numerous other service stations in the Chicago Metropolitan Area. R.1, Complaint, at P 7. Although the final sentence of this paragraph arguably alleges the existence of other State Oil dealers, it 
is clear from the record in this case that Khan did not present the case to the district court on this theory. The summary judgment 
record is devoid of any evidence suggesting that other State Oil dealers also are subject to the price restraint challenged by 
Khan. Because the case was not presented to the district court on the theory that the restraint had been imposed by multiple 
wholesalers or upon multiple dealers, we do not view this unsupported allegation in Khan's complaint as sufficient to make this 
case factually analogous to Albrecht. "
92,1," The LSAC and LSAS work together under the name LSAC/LSAS. In part, they sponsor, administer, and profit from the Law 
School Admission Test."
92,2," The AALS is an association of law schools. Its membership includes many ABA-accreditated law schools and it participates in 
the ABA accreditation process."
92,3," Section 1 of the Sherman Act provides: HN1[
] Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce 
among the several States, or with foreign nations is declared to be illegal."
92,15, U.S.C. § 1.
92,4," Section 2 of the Sherman Act provides: HN2[
] Every person who shall monopolize, or attempt to monopolize, or combine or conspire with any other person or 
persons, to monopolize any part of the trade or commerce among the several States, or with foreign nations, shall be 
deemed guilty of a misdemeanor."
92,15, U.S.C. § 2.
92,5," In addition to filing separate motions for summary judgment, LSAC/LSAS and AALS have joined ABA's motion. "
93,6," HN3[
] ABA standard 802 provides that: A law school proposing to offer a program of legal education contrary to the terms of the Standards may apply to the 
Council for a variance. The variance may be granted if the Council finds that proposal is consistent with the general 
purposes of the Standards. The Council may impose such conditions or qualifications as it deems appropriate."
93,7," As discussed more thoroughly below, no genuine issue of material fact exists. In this regard, it should be noted that although 
MSL continues to seek further discovery, thus far in this litigation, there have been 44 depositions taken, many of them over 
multiple days, in 14 states and two countries. Moreover, more than 100,000 pages of documents have already been produced. "
94,8," See also Sanjuan v. American Bd. of Psychiatry and Neurology, 40 F.3d 247 (7th Cir. 1994) (Easterbrook, J.) (rejecting an 
antitrust claim brought against a trade association that declined to ""certify"" the plaintiff-doctors)."
94,9," An excerpt from Mr. Velvel's deposition aptly states the school's position: Question: And it is your belief that the reason that the students are less interested in the school today is because they 
cannot be admitted to the bar in states other than Massachusetts? Answer: I am certain of it to a moral certainty, Mr. Pritikin. I think there is no legitimate doubt about it. I don't think that all the 
fancy lawyers and economists in the world would ever be able to remotely prove the contrary 'cause the contrary is not true. (Velvel Dep., 8/25/95, at 30:1-15; Velvel Aff., 3/22/95, at P23(a); Compl. P18). "
