Page,Label,Text
21,1, All statutory references are to the Code of Civil Procedure unless otherwise specified.
21,2," Wons is not a party to this appeal. Ferry separately appealed from the trial court's order granting Wons's anti-SLAPP motion. 
(Ferry v. Wons et al., A152190.) We dismissed her appeal on January 12, 2018, for failure to file an opening brief. "
22,3," In 2013, we upheld civil restraining orders issued by the trial court on behalf of Karnazes against appellant and her then 
boyfriend, John Ferry. (Karnazes v. Ferry (Jun. 25, 2013, A132500/A132501 [nonpub. opn.]). "
23,4, Ferry has subsequently been declared a vexatious litigant.
23,5," Ferry concedes that her brief is inadequate, attributing its shortcomings to a lack of time to prepare despite this court having 
granted her several filing extensions. We denied her request to file a proposed amended opening brief, finding no good cause to 
restart briefing on a matter that has already been substantially delayed. The proposed brief—almost twice the length of the 
original one—primarily expanded on irrelevant topics and added nothing new to her earlier contentions."
23,6," Karnazes filed a motion to dismiss this appeal on the ground that Ferry's opening brief fails to put forth any facts or authorities 
to support vacating the judgment. In light of our decision to address the substance of Ferry's appeal, Karnazes' motion to "
24,," dismiss is denied. Karnazes did not file a respondent's brief, so we ""decide the appeal on the record, the opening brief, and any 
oral argument by the appellant."" (Cal. Rules of Court, rule 8.220(a)(2).) "
26,7," The doctrine is derived from Eastern R. Presidents Conference v. Noerr Motor Freight, Inc. (1961) 365 U.S. 127, 81 S. Ct. 523, 
5 L. Ed. 2d 464 and United Mine Workers v. Pennington (1965) 381 U.S. 657, 85 S. Ct. 1585, 14 L. Ed. 2d 626. "
32,1," On that point, we should clarify one question not before us. The underlying dispute in this case is whether Domino's (as a non-
signatory) has any right to enforce the arbitration agreement as a whole. And both parties have litigated this case on the view 
that the first question we must answer is whether Piersing agreed to arbitrate that question of ""arbitrability."" But there might be 
another, antecedent question here—namely, whether Domino's has any right to enforce the specific provision of the agreement 
in which Piersing purportedly agreed to arbitrate ""arbitrability."" Cf. Rent-A-Center, 561 U.S. at 69-71 (treating the broader 
arbitration agreement as separate from the specific agreement to arbitrate ""arbitrability"" and distinguishing between challenges 
to the former and challenges to the latter). HN3[
] Because that is a distinct question that is not before us, we express no views 
on it. See United States v. Sineneng-Smith, 140 S. Ct. 1575, 1579, 206 L. Ed. 2d 866 (2020) (reiterating the ""principle of party 
presentation"" under which courts ""rely on the parties to frame the issues for decision"" and decide only the ""matters the parties 
present"" (citation omitted)). "
43,1," The Honorable Ann D. Montgomery, United States District Judge for the District of Minnesota. "
44,2," At this point, Nestlé had acquired Chef America."
44,3," The relevant patents at issue are designated as United States design patents D694,106; D694,124; and D727,145. United 
States patent 8,872,078 (""'078 patent"")—designated as the main utility patent—has been declared unpatentable based on 
obviousness. See [**6]  infra n.4. "
45,4," Graphic initially filed suit against Inline in the District of Delaware. The District of Delaware transferred the case to the District of 
Minnesota. 2019 U.S. Dist. LEXIS 170066, [WL] at *2. Inline successfully petitioned for inter partes review of Graphic's '078 patent. See id. The district court stayed Graphic's patent-
infringement case, and the United States Patent Trial and Appeal Board (""Board"") eventually invalidated the '078 patent. Id. After 
the Federal Circuit affirmed the Board's decision, the district court lifted the stay in the patent-infringement case. Id. Therefore, 
Graphic's patent-infringement case only involves the three design patents. Id. In October 2019, the district court entered an order 
adopting Graphic's claim construction for the asserted patents, see 2019 U.S. Dist. LEXIS 170066, [WL] at *5, and at the filing of 
this opinion, the case remains pending."
45,5," In its complaint, Inline listed tortious interference with prospective business relations as Count I; tortious interference with 
existing contractual relations as Count II; illegal monopoly power, in violation of state law—Minn. Stat. § 325D.52—as Count IV; 
and illegal monopoly power, in violation of federal law—the Sherman Antitrust Act, codified at 15 U.S.C. § 2—as Count V. "
46,," Inline's claim for misappropriation of trade secrets (Count III) is not raised on appeal; therefore, we deem it waived. See Jenkins 
v. Winter, 540 F.3d 742, 751 (8th Cir. 2008). "
48,6," HN6[
] Invalidating a patent on the basis of prior sales, also known as the on-sale bar, ""is triggered when a claimed invention 
is: (1) ready for patenting; and (2) the subject of a commercial offer for sale prior to the critical date."" Merck & Cie v. Watson 
Labs., Inc., 822 F.3d 1347, 1351 (Fed. Cir. 2016)."
