Page,Label,Text
33,1," Depending upon their positions at the time, the parties to these lawsuits have used the letters ""L"" and ""A"" with or without 
periods. Whether or not periods are used, the name is always pronounced in two syllables, as two letters. Yet, throughout these 
proceedings, Anheuser-Busch has maintained that the two letters are not initials for anything. In attempting to explain why 
Anheuser-Busch at one time used periods after the letters, Michael Roarty, spokesperson for the Anheuser-Busch LA project, 
testified that: L period A period was simply an effort to get people to pronounce these two letters L A as opposed to La, which we were 
afraid that some people might misinterpret. Transcript at 1131. See also Transcript at 1141, 1145-47. For convenience, the court will use the term ""LA"" without periods throughout this opinion."
33,2," Four days later the Missouri district court issued an order permanently enjoining Stroh from using the ""LA"" mark throughout the 
United States. See Anheuser-Busch, Inc. v. Stroh Brewery Company, 587 F. Supp. 330 (E.D. Mo.), aff'd, 750 F.2d 631 (8th Cir. 
1984). "
36,3," Anheuser-Busch Companies, Inc. is the holding company of Anheuser-Busch, Inc. See Transcript at 239, 1324."
36,4," Some of these witnesses were not identified in the parties' final pretrial report and were not otherwise identified by the party 
offering the testimony. Therefore, the court was left to guess the identity of the witnesses from the portions of deposition 
testimony offered. "
38,5," In paragraphs 4 and 5 the parties attempted to stipulate to jurisdiction and venue, which are not ""facts"" but conclusions of law.  
Parties may not stipulate to conclusions of law or confer jurisdiction by consent. See Kanzelberger v. Kanzelberger, 782 F.2d 
774, 776-77 (7th Cir. 1986)."
38,6," Anheuser-Busch later withdrew its agreement to paragraph 11. See Defendant-Counterclaimant's Supplement to the Joint 
Pretrial Report at 2. "
39,7," Some of these findings of fact will duplicate, at least in part, certain of the uncontroverted facts set forth above. However, the 
court's findings will add essential detail to the stipulations."
39,8," Laws and regulations governing alcoholic beverages are more properly the subject of judicial notice. However, this information 
has been included among the court's findings as background information and because the court found that one or more of the 
parties had actual knowledge of these laws and regulations. "
40,9," Mr. Busch testified at his deposition that he first directed the development of a low alcohol beer in the summer or fall of 1983. 
See Transcript at 242. James Buell, director of new product planning and development for Anheuser-Busch, testified that 
development of a low alcohol beer was underway when he joined the company in April of 1982. See Transcript at 126, 129. See 
also Trial Exhibit 758 (trademark search for LA dated February 24, 1981); Transcript at 1360-63, 1456."
40,10," According to David Wood, president of Interbrand, a ""line extension"" is ""the extension of an existing names [sic] into new 
products,"" e.g., BUDWEISER LA. See Transcript at 235-36. See also Transcript at 281-83, 899-902. "
41,11," At his deposition Buell professed not to know the meaning of the term ""line extension."" See Transcript at 181."
